,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,1",['Alex Monty Canawati'],"['Alex Monty Canawati', 'Bruce Pitzer', 'Stanley Sheff']",The scandals and decadent lives of the 1920's greatest movie stars.,1h 15min,Return to Babylon
1,"7,3",['Ben Stiller'],DESCONOCIDO,"Cuando está a punto de perder su trabajo, Walter pasa a la acción embarcándose en una aventura más extraordinaria que cualquier cosa que pudiera haber imaginado.",1h 54min,La vida secreta de Walter Mitty
2,"6,7",['Jason Bunch'],['Jason Bunch'],"Sketch comedy in the tradition of ""Kentucky Fried Movie"". Several TV commercial and movie parodies, sex, politics and crazy-humor sketches.",1h 23min,Blunt Movie
3,"6,9",['Declan Lowney'],DESCONOCIDO,"When famous DJ Alan Partridge's radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",1h 30min,Alan Partridge: Alpha Papa
4,"7,2","['Kirk DeMicco', 'Chris Sanders']",DESCONOCIDO,"Tras la destrucción de su cueva, una familia de cavernícolas debe recorrer un mundo fantástico desconocido con la ayuda de un ingenioso niño.",1h 38min,Los Croods
5,"4,9",['Thomas Farone'],['Thomas Farone'],A dark comedy about one man's overreaction! Roma's (Anthony Michael Hall) perfect life unravels when his foreman goes missing and he chooses to fire the wrong guy.,1h 24min,Aftermath
6,"5,6",['Aram Rappaport'],DESCONOCIDO,"Un holgazán trama una idea de un millón de dólares. Pero, para llevarlo a cabo, tiene que aprender a confiar en su atractiva contraparte corporativa. Basado en la novela de Max Barry.",1h 30min,Syrup
7,"3,7",['Matthew D. Panepinto'],"['Deirdre Lorenz', 'Matthew D. Panepinto']","Felix and Alexandra's tender marriage unravels after a devastating betrayal. The story travels on an international journey of discovery from New York City to Santorini, Greece while addressing this very question.",1h 30min,Santorini Blue
8,"5,9",['Don Scardino'],DESCONOCIDO,"Un mago veterano de Las Vegas intenta revivir su carrera después de que su compañero de toda la vida renuncie, lo echen de su actuación en el casino y un nuevo y provocador ""mago callejero"" le robe el protagonismo.",1h 40min,El increíble Burt Wonderstone
9,"5,6",['Robert Schwentke'],DESCONOCIDO,Un policía recientemente asesinado se une a un equipo de policías no muertos que trabajan para el R.I.P.D. y trata de encontrar al hombre que lo asesinó.,1h 36min,R.I.P.D. Departamento de policía mortal
10,"3,5","['Malcolm D. Lee', 'David Zucker']",DESCONOCIDO,"Una pareja acoge a sus sobrinos y empieza a notar actividad inusual en su hogar. Con la ayuda de cámaras de vigilancia, descubren que son acechados por un demonio.",1h 28min,Scary Movie 5
11,"5,6","['Michael Radford', 'Sebastien Grousset']",DESCONOCIDO,"El cabo Juan Castro, un joven de Jaén que combate en el bando nacional, encuentra una mula perdida en medio del campo de batalla y decide esconderla para llevársela a casa al final de la guerra.",1h 40min,La mula
12,"8,2",['Martin Scorsese'],"['Terence Winter', 'Jordan Belfort']","Basado en la historia real de Jordan Belfort, desde su ascenso a convertirse en un adinerado agente de bolsa viviendo la gran vida hasta su caída, que involucra el crimen, la corrupción y el gobierno federal.",3h,El lobo de Wall Street
13,--,['Kamlakar Gujal'],"['Rajesh Bamgude', 'Rajesh Bamugade']",,--,Navra Majha Bhavra
14,"2,8",['Ahmed Zain'],['Ibrahim Bin Mohamed'],A guys' getaway to one of their grandmother's farm in the desert goes from fun to frightening when a mystery guest crashes the party.,1h 11min,Grandmother's Farm
15,--,['Hardeep Badowal'],DESCONOCIDO,"A Rom Com revolving around Angad (Ashmit Patel) who is forced by his two Fathers by whom he was adopted to get married to the girl of their choices. On the contrary two best friends (Jividha Aastha) and (Pooja Tandon) fall for Angad and he plans to take both of them to his house and who so ever wins the Fathers heart, Angad will marry her. Drama unfolds in an emotiona... Leer todo",--,Dil Sada Luteya Gaya
16,--,['Khyler Vick'],['Khyler Vick'],,--,blockheaDs the Movie
17,--,['Juanjo Martínez'],['Juanjo Martínez'],A couple decides to organize their marriage without money.,2h,No Me Cazaras
18,"3,4",['Jeremy Wooding'],"['John Adams', 'Peter Adams', 'Irvine Welsh']","A modernization of the classic western in which the Cowboys are a struggling local amateur soccer team, the Indians run a nearby Tandoori restaurant and the bandits are a group of menacing thugs led by a maniac known simply as 'American Bob'.",1h 31min,The Magnificent Eleven
19,"6,4",['Sean Monteiro'],"['Haqi Achmad', 'Sean Monteiro']","Mr. Tri (Ray Sahetapy) is a successful businessman but failed as a father. His children grow up to be arrogant and spoiled. One day, Mr. Tri planned to pretend to be dead and leave all his assets to the scavengers he met on the street.",1h 39min,Make Money
