,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,0",['Walter Salles'],"['Jack Kerouac', 'Jose Rivera']",La vida del joven escritor Sal Paradise cambia cuando conoce al espíritu Libre de Dean Moriarty y a su novia Marylou. En su viaje a través del país conocen a gente que los marcará para siempre.,2h 4min,En el camino
1,"5,9",['Julio Bove'],"['Julio Bove', 'Fabiana Medici']",A government's decree to freeze all bank accounts leaves a retired man with no alternative but to devise a sly way to get his money to survive.,1h 20min,Acorralados
2,"4,8",['Jorge Olguín'],"['Carolina García', 'Jorge Olguín']","A young woman who suffers a strange disease must travel to a mysterious island in South America, where the myths and the reality do not have differences.",1h 40min,Caleuche: El llamado del Mar
3,"6,8",['Romano Scavolini'],['Romano Scavolini'],,--,L'apocalisse delle scimmie
4,"7,3",['Steven Spielberg'],"['Tony Kushner', 'Doris Kearns Goodwin']","A medida que la Guerra Civil Americana continúa, el presidente de Estados Unidos lucha con una carnicería continua en el campo de batalla mientras lucha con muchos dentro de su propio gabinete por la decisión de emancipar a los esclavos.",2h 30min,Lincoln
5,"7,9",['Ang Lee'],"['Yann Martel', 'David Magee']","Un joven que sobrevive a una catástrofe en el mar se ve abocado a un viaje épico de aventuras y descubrimientos. Mientras está abandonado, establece una conexión inesperada con otro superviviente: un temible tigre de Bengala.",2h 7min,La vida de Pi
6,"6,4",['Paul Weitz'],"['Paul Weitz', 'Nick Flynn']","Working in a Boston homeless shelter, Nick Flynn re-encounters his father, a con man and self-proclaimed poet. Sensing trouble in his own life, Nick wrestles with the notion of reaching out yet again to his dad.",1h 42min,La vida de Flynn
7,"5,6",['Bill Haley'],['Bill Haley'],"Small town reporter looking for the story to launch his career goes undercover to find out more about a band called Steve Phoenix, but soon discovers there's more to it than he thought.",1h 50min,Steve Phoenix: The Untold Story
8,"8,0",['Jay Rowlands'],['Jay Rowlands'],"Clutch is the story of a struggling race car driver who puts it all on the line. He risks his life, friends, and freedom when he takes a wrong turn in his attempts to support his racing.",--,Clutch
9,"6,3",['Carsten Fiebeler'],"['Jens-Frederik Otto', 'Elke Weigelt']","One evening in the mid-sixties, Rolf Anschütz, a chef who runs a small restaurant in a town called Suhl in the middle of the East German province of Thuringen offers his guests a unique and exotic meal - Japanese Sukiyaki. It was intent to be a surprise for some of his best customers and it became a great success. Even the local paper wrote about it - and this should ... Leer todo",1h 40min,Sushi in Suhl
10,"5,9",['Anthony Hemingway'],DESCONOCIDO,"Un grupo de pilotos afroamericanos en el programa de entrenamiento de Tuskegee, que se enfrentaron a la segregación mientras permanecían sobre el terreno durante la Segunda Guerra Mundial, son llamados al servicio bajo la dirección del Coronel A.J. Bullard.",2h 5min,Escuadrón Rojo
11,"7,2",['Wesley Wittkamper'],['Wesley Wittkamper'],"This movie is based around the true story of the homeless newspaper, ""Making Change"". It is about a group of societies' dropouts who take up the fight against a government that wants to make criminals out of private citizens, and churches who feed the starving. It sheds light on new controversial legislation that outlaws giving food away in public, suppresses religiou... Leer todo",1h 34min,Making Change
12,"5,8",['Brian Robbins'],['Steve Koren'],"Después de estirar la verdad en un trato con un gurú espiritual, el agente literario Jack McCall encuentra un árbol Bodhi en su propiedad. Su aparición contiene una valiosa lección sobre las consecuencias de cada palabra que pronuncia.",1h 31min,Mil palabras
13,"7,1",['Ziad Doueiri'],"['Joelle Touma', 'Ziad Doueiri', 'Yasmina Khadra']",Un cirujano Palestino que vive en Tel Aviv descubre un oscuro secreto sobre su esposa después de un atentado suicida.,1h 42min,El atentado
14,"5,0",['Glenio Bonder'],DESCONOCIDO,Un funcionario de alto rango judío tiene un romance con la esposa protestante de uno de sus empleados.,1h 44min,Belle du Seigneur
15,"4,4",['Bradley Rust Gray'],['Bradley Rust Gray'],Diane's feelings for Jack -- the girl she met over the summer -- begin to manifest themselves in terrifying ways when she learns that her friend will soon be moving away.,1h 45min,Jack & Diane
16,--,['Sean Martin'],"['Nicholas Mark Harding', 'Sean Martin']","Lucas and Cleo meet online and then meet for real. They spend the afternoon together, talking, hanging out, meeting an oddball assortment of people along the way. Only in the final minutes of the film does the reason for their meeting become apparent...",--,Folie à deux
17,"6,1",['Nick Love'],"['Nick Love', 'John Hodge', 'Ian Kennedy Martin']","Adaptación de una serie británica de los 70, que sigue la historia de una pareja de policías de Londres, el detective Jack Regan y su leal compañero George Carter.",1h 52min,The Sweeney
18,"6,9",DESCONOCIDO,DESCONOCIDO,"Han pasado catorce años desde el casi tercer impacto. La mayor parte del mundo ha cambiado, excepto Shinji Ikari, quien despierta en un entorno nuevo y extraño sin haber envejecido.",1h 36min,Evangelion 3.0 You Can (Not) Redo
