,Nombre,Nacimiento,Conocido,Que hace,Premios,Oscar
21,Jonathan Finley Brown,Desconocido,"['RH+, the Vampire of Seville (2007)']",['Actor'],Desconocido,--
22,Carme Calvell,Desconocido,"['RH+, the Vampire of Seville (2007)', 'Capture the Flag', 'Professor Layton vs. Phoenix Wright: Ace Attorney', 'Virtual Hero']",['Actress'],Desconocido,--
23,Leslie Charles,Desconocido,"['The Kovak Box', 'The Deal', 'The Vibe', 'Chaotic Ana']","['Actress', 'Additional Crew']",Desconocido,--
24,Sarah Davison,Desconocido,"['Thursday', 'RH+, the Vampire of Seville (2007)', 'Model Millie', ""Melvin & Maureen's Music-a-Grams""]",['Actress'],Desconocido,--
25,Ariadna Giménez,Desconocido,"['Star Fox 64 3D', 'Star Fox Zero', 'RH+, the Vampire of Seville (2007)', 'Star Fox Guard']",['Actress'],Desconocido,--
26,Shoichi Hashizume,Desconocido,"['RH+, the Vampire of Seville (2007)']",['Actor'],Desconocido,--
27,Joan Massotkleiner,1955,"['Nos miran', 'El cor de la ciutat', 'The Nameless', 'The Women on the 6th Floor']","['Actor', 'Soundtrack']",Desconocido,--
28,Amber Ockrassa,Desconocido,"['Reflections', 'Food of Love', 'RH+, the Vampire of Seville (2007)', 'Donkey Xote']","['Actor', 'Additional Crew']",Desconocido,--
29,Andisheh Fouladvand,Desconocido,"['Dracula', 'Crocodile', 'Four Fingered', 'Isolation']","['Actress', 'Soundtrack']",Desconocido,--
30,Jamshid Hashempur,1944,"['Axing', 'The Invasion', 'The Last Blood', 'The Viper']",['Actor'],1 win & 1 nomination,--
31,Leila Otadi,Desconocido,"['Filicide', 'Melancholia', 'Gando', 'Deportees 3']",['Actress'],Desconocido,--
32,Tannaz Tabatabaei,1983,"['Without Her', 'Drown', ""Hush! Girls Don't Scream"", 'Sound and Fury']",['Actress'],3 wins & 6 nominations,--
33,Shahpoor Torkaman,Desconocido,['Four Fingered'],['Actor'],Desconocido,--
34,Mehdi Mahani,Desconocido,"['Taghbaz', '24th Street', 'Aspirin', 'Four Fingered']",['Actor'],1 win & 1 nomination,--
35,Alireza Kohany,1993,"['Vertigo', 'The Bright House', 'The Silent King', 'Promise to Meet']","['Actor', 'Music Department', 'Manager']",Desconocido,--
36,Sara Soheili,Desconocido,"['Mwah', 'Four Fingered', 'Marriage in the Extra Time', 'Kalashnikov']","['Actress', 'Director', 'Writer']",4 wins & 2 nominations,--
37,Neelam Choudhary,Desconocido,"['Dakka', 'Senapati', 'Mission Shadi']",['Actress'],Desconocido,--
38,Kavita Joshi,1995,"['Senapati', 'Alajh Palajh', 'Mannu Dhakad Man', 'Ye Kaisa Pal Do Pal Ka Pyar']",['Actress'],Desconocido,--
39,Uttar Kumar,1973,"['Joda Thath Ka', 'Guru Chela', 'Baap', 'Mor']","['Actor', 'Director', 'Writer']",Desconocido,--
40,Raju Maan,Desconocido,"['Dakka', 'Senapati', 'Chandrawal', 'Dear Vs Bear']",['Actor'],Desconocido,--
41,HansRaj Ralhan,Desconocido,"['Mhara Gaon Mhara Desh', 'Karamveer', 'Mannu Dhakad Man', 'Dhakad Chhora 2']","['Producer', 'Actor', 'Director']",Desconocido,--
42,Takahiro Sakurai,1974,"['Final Fantasy VII: Advent Children', 'Code Geass', 'Blame!', 'Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train']","['Actor', 'Producer', 'Soundtrack']",5 nominations,--
43,Ayako Kawasumi,1976,"['Mahoromatic', 'Samurai Champloo', ""Fate/stay night [Heaven's Feel] I. presage flower"", 'Fate/Zero']","['Actress', 'Music Department', 'Soundtrack']",Desconocido,--
44,Sanae Kobayashi,1980,"['Elfen Lied', 'Sonic X', 'Project X Zone', 'J-Stars Victory VS']","['Actress', 'Music Department', 'Soundtrack']",Desconocido,--
45,Takumi Yamazaki,1964,"['Macross Plus', 'Metal Gear Solid 3: Subsistence', 'Metal Gear Solid 3: Snake Eater', 'Metal Gear Solid: Portable Ops']",['Actor'],Desconocido,--
46,Atsuko Enomoto,Desconocido,[],[],Desconocido,--
47,Hiroki Tôchi,1966,"['Project X Zone', 'The Garden of Sinners: Paradox Spiral', 'Trinity Blood', 'Project X Zone 2']",['Actor'],Desconocido,--
48,Kaori Nazuka,1985,"['.hack//SIGN', 'Eureka Seven', 'Now and Then, Here and There', '.hack//Quarantine']","['Actress', 'Music Department', 'Soundtrack']",Desconocido,--
49,Pitchanart Sakakorn,Desconocido,"['Phii khon pen', 'Sea of Envy', 'Tawan Tat Burapha', 'Rerk Sanghan']",['Actress'],1 nomination,--
50,Chalermchai Mahakitsiri,Desconocido,['Yern Peh Lay semakute'],['Actor'],Desconocido,--
51,Tanakrit Panitchwit,Desconocido,"['SaiLubSamMiti', 'Yern Peh Lay semakute', 'Before Valentine', 'Bangkok Sweety']","['Actor', 'Music Department']",Desconocido,--
52,Panadda Wongphudee,1976,"['Lawless Lawyer', 'Phra apai mani', 'Qman kasettakonthaihuajailormak', 'Pin Anong']","['Actress', 'Producer']",Desconocido,--
53,Bawriboon Chanreuang,Desconocido,"['Siyama', '4 Singh Confirm', 'Yern Peh Lay semakute', 'This Girl Is Bad-Ass!!']",['Actor'],Desconocido,--
54,June Daguiso,Desconocido,"['Full Circle', 'Collide', 'Drug Related', 'Embrace of Mateos Blood']","['Actor', 'Director', 'Writer']",3 nominations,--
55,Al Ghanekar,Desconocido,"['Collide', 'Drug Related', 'Drug Related II', 'Full Circle']","['Actor', 'Cinematographer', 'Editor']",Desconocido,--
56,Nadya Chacon,Desconocido,"['Full Circle', 'The Mystery Date', 'Misguided']",['Actress'],Desconocido,--
57,Kayla Marie Cooper,Desconocido,"['Full Circle', 'Horror Creek Manor', 'Fear of Clowns 2']",['Actress'],Desconocido,--
58,Dave Ehrman,16,"['Henry Danger', 'Armynel', 'The Simple Life']","['Actor', 'Producer', 'Director']",Desconocido,--
59,Paul Fahrenkopf,Desconocido,"['Nothing to Do', 'WNUF Halloween Special', 'Ghosting', 'The Nextnik']","['Actor', 'Casting Department', 'Producer']",2 wins & 2 nominations,--
60,Karen Gavelan,Desconocido,"['Deadly Demands', 'Snapped: Killer Couples', 'The Perfect Suspect', 'The Kitty Kelley Files']","['Actress', 'Second Unit Director or Assistant Director', 'Casting Director']",Desconocido,--
61,Nagarjuna Akkineni,1959,"['Shirdi Sai', 'Manam', 'Rajanna', 'Ninne Pelladatha']","['Actor', 'Producer', 'Music Department']",16 wins & 16 nominations,--
62,Anushka Shetty,1981,"['Baahubali 2: The Conclusion', 'Baahubali: The Beginning', 'Bhaagamathie', 'Arundhati']",['Actress'],12 wins & 19 nominations,--
63,Raghava Lawrence,1976,"['Laxmii', 'Style', 'Kanchana 2', 'Indra']","['Additional Crew', 'Actor', 'Writer']",9 wins & 2 nominations,--
64,Chetan Hansraj,1972,"['Bodyguard', 'Kahaani Ghar Ghar Kii', 'Kkusum: Ek Aam Ladki Ki Kahaani', 'Virrudh: Har Rishta Ek Kurukshetra']",['Actor'],3 wins & 5 nominations,--
65,Jeeva,1952,"['Rangasthalam 1985', 'Sarkar', 'Satya', 'Bharath Ane Nenu']",['Actor'],Desconocido,--
66,Saleem Baig,Desconocido,"['Vettaiyaadu Vilaiyaadu', 'Gharshana', 'Dhruva Natchathiram Chapter 1: Yuddha Kaandam', 'Seetharamula Kalyanam Lankalo']",['Actor'],Desconocido,--
67,Kathleen Barr,1967,"['Dragon Tales', 'ReBoot', 'Eight Legged Freaks', 'Reboot']","['Actress', 'Additional Crew', 'Music Department']",1 win & 22 nominations,--
68,Lillian Carlson,Desconocido,"['Saving Silverman', 'Huckleberry Finn and His Friends', 'Replicant', 'The Beachcombers']",['Actress'],Desconocido,--
69,Raj Singh Jhinjar,Desconocido,"['Sikander', 'Babbar', 'Harjeeta', 'Pooja Kiven Aa']","['Actor', 'Writer']",Desconocido,--
70,Irfan Khan,Desconocido,"['Kai Po Che', ""Children's Party"", ""TSP's Zeroes"", 'Haraamkhor']","['Actor', 'Editor']",1 win,--
71,Terry Klassen,1957,"['The Vision of Escaflowne', 'Dragon Ball Z', 'Inuyasha the Movie: Affections Touching Across Time', 'Cybersix']","['Actor', 'Additional Crew', 'Casting Department']",1 nomination,--
72,Malak Shah,Desconocido,"['Krishna Aur Kans', 'Return of Hanuman']",['Actor'],Desconocido,--
73,Zhuang Zhang,1999,['Kung Fu Kid'],['Actor'],Desconocido,--
74,Ken Ayugai,1970,"['Blister', 'Metropolis', 'Supîdomasutâ', 'Kung Fu Kid']",['Actor'],Desconocido,--
75,Nanami Fujimoto,Desconocido,"['Mischievous Kiss: Love in Tokyo', 'Kung Fu Kid', 'Naoko', 'Miduumi']",['Actress'],Desconocido,--
76,Arata Furuta,1965,"['13 Assassins', 'Harlock: Space Pirate', 'Shin Godzilla', 'Kûhaku']",['Actor'],1 win,--
77,Sô Hirosawa,1979,"['Ghost Mask: Scar', 'Love Exposure', 'Ikebukuro West Gate Park', 'Kung Fu Kid']",['Actress'],1 nomination,--
78,Pinko Izumi,1947,"['Jirô monogatari', 'Misora Hibari tanjô monogatari: Odeko to odeko ga butsukatte', 'Wataru seken wa oni bakari', 'Kanpaku sengen']",['Actress'],1 nomination,--
79,Jay Kabira,1962,"['Gunhed', 'Wagahai wa shufu de aru', 'Goemon rokku', 'Kung Fu Kid']",['Actor'],Desconocido,--
80,Takeshi Kongôchi,Desconocido,"['Oliver na Inu, (Gosh!!) Konoyarou', 'Kung Fu Kid', 'Oh! My Zombie Mermaid', 'Kamen Rider Wizard']","['Actor', 'Composer']",Desconocido,--
81,Ichirôta Miyakawa,1966,"['The Family Game', 'Rurouni Kenshin Part I: Origins', 'Yanusu no kagami', 'Black Butler']",['Actor'],1 win,--
82,Rami Reddy,Desconocido,"['Gunda', 'Jeevan Yudh', 'Anaganaga Oka Roju', 'Hum Hain Bemisaal']",['Actor'],Desconocido,--
83,Mahmoud Yassine,Desconocido,"['Souk El-Asr', 'Mama Fi El-Qism', 'The Promise', 'The Message']","['Actor', 'Director', 'Producer']",2 wins,--
84,Ahmed El Sakka,1973,"['The Island 2', 'El-Gezirah', 'Short w Fanelah w Cap', 'Harb Atalia']",['Actor'],4 wins,--
85,Hind Sabri,1979,"['The Blue Elephant 2', ""Noura's Dream"", 'Asmaa', 'El-Gezirah']","['Actress', 'Writer', 'Producer']",16 wins,--
86,Zeina,Desconocido,"['Two Girls from Egypt', 'The Money', 'The Deal', 'The Ghost']",['Actress'],1 win,--
87,Mohamed Ibrahim,Desconocido,"['Escaping Tel Aviv', ""Fasel wa Na'ood"", 'The Student Cop', 'Sons of Rizk']","['Second Unit Director or Assistant Director', 'Actor']",Desconocido,--
88,Basem Samrah,1971,"['El Medina', 'The Promise', 'The Ghost', 'El-Gezirah']","['Actor', 'Writer']",2 wins,--
89,Khaled El-Sawi,1963,"['The Blue Elephant', 'El Farah', 'The Yacoubian Building', 'The Guest']","['Actor', 'Second Unit Director or Assistant Director']",4 wins & 1 nomination,--
90,Mahmoud Abdulmoghni,Desconocido,"['Ma2lab harameya', 'Dam el ghazal', 'Reaction', 'The Ghost']",['Actor'],Desconocido,--
91,Asser Yassin,1981,"['The Walls of the Moon', 'Messages from the Sea', 'The Promise', 'Suits']","['Actor', 'Director', 'Producer']",3 wins,--
92,Hamdi Abbas,Desconocido,"['El-Gezirah', 'Teleat Rohi (Drop Dead Diva)', 'El-Ablah Tam-Tam', 'Akher Kalam']",['Actor'],Desconocido,--
93,Edgar Ramírez,1977,"['Gold', 'Point Break', 'Deliver Us from Evil', 'Carlos']","['Actor', 'Producer', 'Second Unit Director or Assistant Director']",12 wins & 19 nominations total,--
94,Jessika Grau,1980,"['Cyrano Fernández', 'The Snitch Cartel', 'La Virgen Negra', 'Muerte Suspendida']",['Actress'],Desconocido,--
95,Pastor Oviedo,1977,"['Cyrano Fernández', 'Al final del día', 'Cuidado con lo que sueñas', 'Negra consentida']",['Actor'],Desconocido,--
96,Ximo Solano,1967,"['Daniel Pennac: Ho visto Maradona!', 'Cyrano Fernández', 'Life in the Abyss', 'De espaldas al mar']","['Actor', 'Director', 'Producer']",Desconocido,--
97,Rafael Uribe,Desconocido,"['Palabra de Ladrón', 'A Dot and a Line', 'Cyrano Fernández', 'Cumbia Ninja']",['Actor'],Desconocido,--
98,Beto Benites,Desconocido,"['Colombiana', 'Magda', 'Cortos Interruptus', 'Mi tía Gilma']","['Actor', 'Casting Director', 'Producer']",Desconocido,--
99,Leónidas Urbina,Desconocido,"['Infection', 'El Silbón: Orígenes', 'Thousand Fangs', 'Cyrano Fernández']","['Actor', 'Producer', 'Location Management']",1 win,--
100,Leandro Arvelo,Desconocido,"['The Cure', 'Juan', 'The Liberator', 'Rock, Paper, Scissors']","['Actor', 'Director', 'Producer']",1 win,--
101,Erika de La Vega,1975,"['Cyrano Fernández', 'Ojos de Mujer', 'Amantes de Luna Llena', 'Princess of South Beach']","['Actress', 'Producer']",1 nomination,--
102,Oswaldo Hidalgo,Desconocido,"['El Silbón: Orígenes', 'Cyrano Fernández', 'Un actor se prepara', 'One Life and Two Trails']",['Actor'],Desconocido,--
103,Thomas Grøtan,Desconocido,"['The Suitcase', 'Avenge Every Second']",['Actor'],Desconocido,--
104,Knut Ole Solligård,Desconocido,['Avenge Every Second'],['Actor'],Desconocido,--
105,Jan Ove Helland,Desconocido,['Avenge Every Second'],['Actor'],Desconocido,--
106,Camilla Drege Størseth,Desconocido,['Avenge Every Second'],['Actress'],Desconocido,--
107,Øystein Meyer,1982,"['The Suitcase', 'Avenge Every Second']","['Actor', 'Stunts', 'Producer']",Desconocido,--
108,Øystein Lyng,Desconocido,['Avenge Every Second'],['Actor'],Desconocido,--
109,Justin Ferrari,Desconocido,"['Ugly Shoes', 'Hilltop Cemetery', 'The Road Killer', 'American Girls']","['Actor', 'Producer', 'Production Manager']",Desconocido,--
110,Alex Kazan,Desconocido,"['Seat of Justice', 'Q for Death', 'Hilltop Cemetery', 'Payback']","['Producer', 'Director', 'Writer']",Desconocido,--
111,Vinchy Torres,Desconocido,"['Golden Boy', 'Payback', ""Ben & Jake's Big Deal"", 'Q for Death']","['Actor', 'Second Unit Director or Assistant Director', 'Producer']",Desconocido,--
112,Somchai Kemglad,Desconocido,"['Nak prok', 'Demon Warriors', 'Mai roo man khue arai tae chob', 'Suea']","['Actor', 'Director']",1 nomination,--
113,Shahkrit Yamnarm,1978,"['Bangkok Dangerous', 'February', 'A Moment in June', '4 Romance']",['Actor'],2 nominations,--
114,Athip Nana,Desconocido,"['Demon Warriors', 'Ameen']",['Actor'],Desconocido,--
115,Ray MacDonald,Desconocido,"['Rak awk baep mai dai', 'Fun Bar Karaoke', 'Nee Dtaam Galileo', 'Nak prok']",['Actor'],2 wins & 2 nominations,--
116,Kemapsorn Sirisukha,Desconocido,"['Demon Warriors', 'Kwam suk khong kati', 'Satang']",['Actress'],Desconocido,--
117,Pongpat Wachirabunjong,Desconocido,"['Me... Myself', 'Happy Birthday', 'Chocolate', 'Plae kao']","['Actor', 'Director', 'Writer']",2 wins & 3 nominations,--
118,Kamran Abdulaev,Desconocido,"['07-y menyaet kurs', 'Russkoe sredstvo']",['Actor'],Desconocido,--
119,Victor Afanasiev,Desconocido,['07-y menyaet kurs'],['Actor'],Desconocido,--
120,Alexey Artemov,Desconocido,['07-y menyaet kurs'],"['Actor', 'Set Decorator']",Desconocido,--
121,Sambel Asatryan,Desconocido,"['07-y menyaet kurs', 'Khottabych', 'Mediki']",['Actor'],Desconocido,--
122,Elena Bushueva,1960,"['Butterflies', 'Zhenskiy den', '07-y menyaet kurs', 'A byl li Karotin']",['Actress'],Desconocido,--
123,Veronica Castro,Desconocido,"['Rent', 'The Process', '07-y menyaet kurs', 'Six Feet from the Edge']","['Producer', 'Actress', 'Additional Crew']",Desconocido,--
124,Vladimir Denisov,1968,"['Put', '07-y menyaet kurs', 'Proryv', ""Men's Vacations""]",['Actor'],Desconocido,--
125,Boris Galkin,1947,"['Chyornyy kloun', '22 iyunya, rovno v 4 chasa', 'Muzhskoy talisman', 'Pomnish zapakh sireni...']","['Actor', 'Director', 'Writer']",1 nomination,--
126,Oleg Gazancheev,Desconocido,['07-y menyaet kurs'],['Actor'],Desconocido,--
127,Sol Kyung-gu,1968,"['Memoir of a Murderer', 'Oasis', 'Peppermint Candy', 'Public Enemy']",['Actor'],27 wins & 25 nominations,--
128,Kim Tae-hee,1980,"['The Restless', 'Yong Pal', 'Jang Ok-jung, Living by Love', 'Ailiseu']",['Actress'],12 wins & 14 nominations,--
129,Won-yeong Jang,Desconocido,"['Last', 'Ssa-woom', 'Missing Woman', 'Royal Secret Agent']",['Actor'],Desconocido,--
130,Hye-ryeon Kang,Desconocido,['Ssa-woom'],['Actress'],Desconocido,--
131,Ha-ryong Lim,Desconocido,"['Welcome to Dongmakgol', 'Strongest Chil Woo', 'Ssa-woom', 'Save Me']",['Actor'],1 nomination,--
132,Tae-hwa Seo,1967,"['Friend', 'Bichunmoo', 'Deed', 'Ssa-woom']",['Actor'],1 nomination,--
133,Jeon Soo-kyeong,1966,"['Finding Mr. Destiny', 'Chicago Typewriter', 'Melting Me Softly', 'Okay Madam']",['Actress'],Desconocido,--
134,Jeong Jae-yeong,1971,"['Castaway on the Moon', 'Right Now, Wrong Then', 'Moss', 'Bareuge salja']",['Actor'],11 wins & 11 nominations,--
135,Lee Young-eun,1982,"['Home for Summer', 'Summer Whispers', 'Bareuge salja', 'Punch']",['Actress'],1 win & 1 nomination,--
136,Ko Chang-seok,1970,"['Lady Vengeance', 'The Host', 'The Front Line', 'Bareuge salja']",['Actor'],1 win & 4 nominations,--
137,Su-Jeong Eom,Desconocido,"['Doctor Stranger', 'Bareuge salja', 'Volcano High', 'The Worst Guy Ever']",['Actress'],Desconocido,--
138,Cheol-woo Han,Desconocido,"['The Man from Nowhere', 'I Saw the Devil', 'Thirst', 'Kiss Me, Kill Me']",['Actor'],Desconocido,--
139,Lim Ji-eun,1973,"['Sympathy for Mr. Vengeance', 'Hello Monster', 'God of Study', 'Hwayi: A Monster Boy']",['Actress'],1 nomination,--
140,Joo Jin-mo,1958,"['New World', '3-Iron', 'The Thieves', 'Pandora']",['Actor'],Desconocido,--
141,Si-nae Jo,Desconocido,"['Bareuge salja', 'My Dear Enemy', 'Psychopath Diary', 'Drama Special']",['Actress'],Desconocido,--
142,Ahmad Butt,1975,"['Mein Ek Din Laut Kay Aaoon Ga', 'Salakhain', 'Gunahon Ka Sheher', 'Libaas']",['Actor'],Desconocido,--
143,Nadeem Baig,1941,"['Sikander', 'Mitti Ke Putlay', 'Meray Paas Tum Ho', 'Mohafiz']","['Actor', 'Music Department', 'Director']",1 win,--
144,Nausheen Ali Sardar,1987,"['Hazir Jawab Birbal', 'Love Ne Mila Di Jodi', 'Mein Ek Din Laut Kay Aaoon Ga', 'Beend Banoongaa Ghodi Chadhunga']","['Actress', 'Director', 'Producer']",Desconocido,--
145,Pooja Kanwal,Desconocido,"['Na Bole Tum Na Maine Kuch Kaha', 'Mein Ek Din Laut Kay Aaoon Ga', 'Palampur Express', 'C.I.D.']",['Actress'],Desconocido,--
146,Prithvi Vazir,1968,"['Ghulam', 'Wahan Ke Log', 'Daraar', 'Gaganam']",['Actor'],Desconocido,--
147,Rammohan Sharma,Desconocido,"['Himalay Se Ooncha', 'Rahu Ketu', 'Haath Ki Safai', 'Kaho Naa... Pyaar Hai']",['Actor'],Desconocido,--
148,Rana Jung Bahadur,1952,"['Heera Lal Panna Lal', 'Nayak: The Real Hero', 'Mahabharat', 'Gunda']","['Actor', 'Production Manager']",Desconocido,--
149,Saba Wasim Abbas,Desconocido,"['Pyarey Afzal', 'Punjab Nahi Jaungi', 'Mein Ek Din Laut Kay Aaoon Ga', 'Mann Mayal']",['Actress'],1 nomination,--
150,Gabriele Lavia,1942,"['Deep Red', 'Principe di Homburg', 'Inferno', 'Evil Senses']","['Actor', 'Writer', 'Director']",1 win,--
151,Letizia Ciampa,1986,"['Winx Club: The Secret of the Lost Kingdom', 'Winx Club: The Mystery of the Abyss', 'Winx Club', 'All Roads Lead to Rome']","['Actress', 'Additional Crew']",1 win & 1 nomination,--
152,Perla Liberatori,1981,"['Winx Club: The Secret of the Lost Kingdom', 'World of Winx', 'Winx Club', 'Winx Club 3D: Magical Adventure']","['Actress', 'Additional Crew']",2 wins & 2 nominations,--
153,Domitilla D'Amico,1982,"['Winx Club: The Secret of the Lost Kingdom', 'World of Winx', 'Winx Club: The Mystery of the Abyss', 'Winx Club']","['Actress', 'Additional Crew']",6 wins & 3 nominations,--
154,Ilaria Latini,1972,"['Zootopia', 'Despicable Me 2', 'Winx Club: The Secret of the Lost Kingdom', 'Giorno dopo giorno']","['Additional Crew', 'Actress']",2 nominations,--
155,Gemma Donati,Desconocido,"['Winx Club: The Secret of the Lost Kingdom', 'World of Winx', 'Winx Club: The Mystery of the Abyss', 'Winx Club']","['Actress', 'Writer', 'Additional Crew']",1 win,--
156,Laura Lenghi,1968,"['Winx Club: The Secret of the Lost Kingdom', 'World of Winx', 'Winx Club', 'Cemetery Man']","['Actress', 'Additional Crew']",2 wins & 3 nominations,--
157,Emanuela Rossi,1959,"['The World Is Not Enough', 'Winx Club: The Secret of the Lost Kingdom', 'The Unknown Woman', 'Il maresciallo Rocca']","['Additional Crew', 'Actress']",5 wins & 4 nominations,--
158,Rodolfo Bianchi,1952,"['The Postman', 'Marcovaldo', 'Mediterraneo', 'La Divina Commedia - prologo']","['Actor', 'Additional Crew', 'Music Department']",14 wins & 14 nominations,--
159,Emiliano Coltorti,1974,"['The Ring', 'Scary Movie', 'Treasure Planet', 'Winx Club: The Secret of the Lost Kingdom']","['Actor', 'Additional Crew']",1 win & 2 nominations,--
160,Takeru Satoh,1989,"['Rurouni Kenshin Part I: Origins', 'Rurouni Kenshin: The Legend Ends', 'Rurouni Kenshin Part II: Kyoto Inferno', ""Gekijôban saraba kamen raidâ Den'ô: Fainaru kauntodaun""]","['Actor', 'Soundtrack']",1 win & 5 nominations,--
161,Yuriko Shiratori,1983,"['Kamen Rider Den-O', ""Kamen Rider Den-O: I'm Born!"", 'Ryû ga gotoku: Gekijô-ban', 'Urahara']",['Actress'],Desconocido,--
162,Rina Akiyama,1985,"['Kamen Rider Agito', 'Kamen Rider × Super Sentai: Super Hero Taisen', 'Kamen Rider Agito: Project G4', 'Kamen Rider Kiva: King of the Castle in the Demon World']",['Actress'],Desconocido,--
163,Kenjirô Ishimaru,1953,"['Fullmetal Alchemist', 'Kamen Rider × Super Sentai: Super Hero Taisen', 'Ring 2', 'Kamen Rider Decade']",['Actor'],Desconocido,--
164,Wakana Matsumoto,1984,"['Kamen Rider Den-O', ""Kamen Rider Den-O: I'm Born!"", ""Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle"", ""Gekijôban saraba kamen raidâ Den'ô: Fainaru kauntodaun""]",['Actress'],Desconocido,--
165,Akira Nagata,1985,"['Kamen Rider Den-O', ""Kamen Rider Den-O: I'm Born!"", ""Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle"", ""Gekijôban saraba kamen raidâ Den'ô: Fainaru kauntodaun""]","['Actor', 'Composer']",Desconocido,--
166,Ryo Ueno,1984,"['Kamen Rider Den-O', ""Kamen Rider Den-O: I'm Born!"", ""Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle"", 'Kamen Rider Super Den-O Trilogy: Episode Yellow - Treasure de End Pirates']",['Actor'],Desconocido,--
167,Hiroyuki Watanabe,Desconocido,"['Everly', 'In Full Bloom']","['Actor', 'Producer', 'Director']",1 win,--
168,Aki Hoshino,1977,"['Kekko Kamen Returns', 'Kekko Kamen: Surprise', ""Kamen Rider Den-O: I'm Born!"", 'Space Travelers']",['Actress'],Desconocido,--
169,Tomonori Jinnai,1974,"[""Kamen Rider Den-O: I'm Born!"", 'Jessica from the Sky', '36.8 °C', 'Cinderella Date']","['Actor', 'Writer']",Desconocido,--
170,Pushkar Jog,1985,"['Musafiraa', ""Huff! It's Too Much"", 'Satya: More Than Human', 'Zabardast']","['Actor', 'Producer', 'Director']",Desconocido,--
171,Manasi Naik,1987,"['Zabardast', 'Fakta Ladh Mhana', 'Ekta Ek Power', 'Vajra']",['Actress'],Desconocido,--
172,Sanjay Narvekar,Desconocido,"['Vaastav: The Reality', 'Chashme Bahaddar', 'Ye Re Ye Re Paisa 2', 'Aata Ga Baya']","['Actor', 'Director', 'Producer']",3 nominations,--
173,Kishori Ambiye,Desconocido,"['Zabardast', 'Khatarnak', 'Uljhan', 'Lo Main Aa Gaya']",['Actress'],Desconocido,--
174,Priya Arun Berde,Desconocido,"['Hum Aapke Hain Koun..!', 'Zabardast', 'Jaan', 'Anari']","['Actress', 'Producer']",Desconocido,--
