,Nombre,Nacimiento,Conocido,Que hace,Premios,Oscar
149,Kieran Culkin,1982,"['Succession', 'Igby Goes Down', 'Scott Pilgrim vs. the World', 'The Cider House Rules']",['Actor'],13 wins & 36 nominations total,--
150,Tomás Koutník,Desconocido,"['The Red Baron', 'Místo nahore']",['Actor'],Desconocido,--
151,Tomás Ibl,Desconocido,['The Red Baron'],['Actor'],Desconocido,--
152,Albert Franc,Desconocido,['The Red Baron'],['Actor'],Desconocido,--
153,Maxim Mehmet,1975,"['The Red Baron', 'Generation War', 'Tatort', ""It's Your Turn, Honey!""]","['Actor', 'Camera and Electrical Department', 'Location Management']",1 win,--
154,Hanno Koffler,1980,"['Free Fall', 'Never Look Away', 'The Seed', 'The Red Baron']","['Actor', 'Writer', 'Soundtrack']",2 wins & 4 nominations,--
155,Richard Krajco,1977,"['Wings of Christmas', 'Krystof: Hned ted (pojd být svetlometem)', 'The Red Baron', 'Sign of the Horse']","['Actor', 'Music Department', 'Composer']",1 nomination,--
156,Jon Favreau,1966,"['Chef', 'Swingers', 'Iron Man', 'The Mandalorian']","['Producer', 'Actor', 'Writer']",13 wins & 28 nominations total,--
157,Dwight Yoakam,1956,"['Sling Blade', 'Crank', 'Wedding Crashers', 'Bandidas']","['Actor', 'Writer', 'Producer']",5 wins & 36 nominations,--
158,Kristin Chenoweth,1968,"['Pushing Daisies', 'Bewitched', 'RV', 'The Pink Panther']","['Actress', 'Producer', 'Additional Crew']",13 wins & 23 nominations total,--
159,Demián Bichir,1963,"['The Hateful Eight', 'A Better Life', 'Machete Kills', 'Godzilla vs. Kong']","['Actor', 'Producer', 'Director']",11 wins & 18 nominations total,Nominated for 1 Oscar
160,María D. Sosa,Desconocido,['Che: Part Two'],['Actress'],Desconocido,--
161,Raúl Beltrán,Desconocido,"['Erase una vez en Bolivia', 'Che: Part Two', 'Blackthorn', 'Cuestión de fe']",['Actor'],1 win,--
162,Raúl 'Pitín' Gómez,Desconocido,"['Che: Part Two', 'Esperar en el Lago', 'Unay', 'Sealed Cargo']",['Actor'],Desconocido,--
163,Paty M. Bellott,Desconocido,['Che: Part Two'],['Actress'],Desconocido,--
164,Othello Rensoli,1962,"['Che: Part One', 'Che: Part Two', 'The Consul of Sodom', '7 Days in Havana']",['Actor'],Desconocido,--
165,Olivera Katarina,1940,"['Ein großer graublauer Vogel', 'Hell River', 'Ima ljubavi, nema ljubavi', 'Tears for Sale']","['Actress', 'Music Department', 'Soundtrack']",Desconocido,--
166,Jovana Stipic,1977,"['The Only Way Out', 'Pevacica', 'Who the Fuck Is Milos Brankovic?', 'Tears for Sale']",['Actress'],Desconocido,--
167,Radmila Tomovic,1971,"['Stizu dolari', 'The Cordon', 'Tears for Sale', 'T.T. Syndrome']",['Actress'],Desconocido,--
168,Danijela Vranjes,1973,"['Coriolanus', 'Dara of Jasenovac', 'Dorcol-Manhattan', 'Ubice mog oca']",['Actress'],Desconocido,--
169,David de Vries,1958,"['The Founder', 'Halt and Catch Fire', 'Captain America: Civil War', 'Living the Dream']","['Actor', 'Sound Department', 'Producer']",Desconocido,--
170,Craig S. Harper,1970,"['Leatherheads', 'AfterLife', '3: The Dale Earnhardt Story']","['Actor', 'Additional Crew']",Desconocido,--
171,Malcolm Goodwin,1975,"['Reacher', 'iZombie', 'Breakout Kings', 'American Gangster']","['Actor', 'Producer', 'Director']",25 wins & 20 nominations,--
172,Matthew Bushell,1974,"['Twilight', 'Leatherheads', '24', 'CSI: Miami']","['Actor', 'Producer', 'Director']",Desconocido,--
173,Tim Griffin,19,"['The Bourne Supremacy', 'Central Intelligence', 'Prime Suspect', 'American Sniper']",['Actor'],Desconocido,--
174,Lionel Newton,Desconocido,"['Triomf', 'Jozi', 'Mandela: Long Walk to Freedom', ""Sleeper's Wake""]",['Actor'],2 wins & 6 nominations,--
175,Eduan van Jaarsveldt,Desconocido,"['Tsotsi', 'Mandela: Long Walk to Freedom', 'Shotgun Garfunkel', 'Leading Lady']","['Actor', 'Writer', 'Producer']",Desconocido,--
176,Paul Lückhoff,Desconocido,"['Binnelanders', 'Stander', 'Platteland', 'Broer Matie']",['Actor'],1 nomination,--
177,Obed Baloyi,1970,"['DiepCity', 'Mandela: Long Walk to Freedom', 'Ga re Dumele', 'The Last Face']",['Actor'],1 win & 2 nominations,--
178,Pam Andrews,Desconocido,"['Rhythm City', 'Triomf', 'Tshisa']",['Actress'],Desconocido,--
179,Coco Merckel,Desconocido,"['The Tokoloshe', 'Dominee Tienie', 'Fluiters', 'The Man in the Mirror']",['Actor'],Desconocido,--
180,Astrid Braaf,Desconocido,"['Toorbos', 'Triomf', 'Hansie: A True Story']",['Actress'],Desconocido,--
181,Craig Palm,Desconocido,"['Safe House', 'Tsotsi', 'The Flyer', 'The Bang Bang Club']",['Actor'],1 nomination,--
182,Milán Schruff,1983,"['Kalandorok', 'The Shift: Escape from the Future', 'Fever at Dawn', 'Dumapárbaj']",['Actor'],1 win,--
183,Béla Barabás,Desconocido,"['Control', 'A levelek', 'Snow of the Dream', 'Dumapárbaj']","['Composer', 'Sound Department', 'Actor']",1 nomination,--
184,Péter Bergendy,1964,"['Post Mortem', 'The Exam', 'Vault', 'Control']","['Director', 'Writer', 'Actor']",15 wins & 22 nominations,--
185,Ágnes Bánfalvy,1954,"['The Spy Who Dumped Me', 'Eragon', 'Redline', 'Den of Lions']",['Actress'],Desconocido,--
186,Dezso Csiki,Desconocido,['Kalandorok'],['Actor'],Desconocido,--
187,Mari Csomós,Desconocido,"['Egy óra múlva itt vagyok', 'Makra', 'Red Psalm', '141 perc a befejezetlen mondatból']",['Actress'],Desconocido,--
188,Zoltán Durkó,1970,"['On Body and Soul', 'Knights of the Zodiac', 'Veteran', 'The Whiskey Bandit']",['Actor'],Desconocido,--
189,Sadie Goldstein,2002,"['Synecdoche, New York', 'Little Children', 'Live from Lincoln Center', 'Whirlwind for Hire']",['Actress'],Desconocido,--
190,Charles Techman,Desconocido,"['The Bounty Hunter', '12 Monkeys', 'Hope Springs', 'Young Adult']",['Actor'],Desconocido,--
191,Daniel London,1973,"['Minority Report', 'Rent', 'Patch Adams', ""It's Kind of a Funny Story""]","['Actor', 'Producer', 'Soundtrack']",1 win,--
192,Susie Essman,1955,"['Curb Your Enthusiasm', 'Bolt', 'Cop Out', 'Volcano']","['Actress', 'Writer', 'Producer']",5 nominations,--
193,Mark Walton,1968,"['Bolt', 'Home on the Range', 'Chicken Little', 'Gnomeo & Juliet']","['Art Department', 'Actor', 'Animation Department']",1 nomination,--
194,Malcolm McDowell,1943,"['A Clockwork Orange', 'Star Trek: Generations', 'Time After Time', 'Halloween']","['Actor', 'Producer', 'Writer']",18 wins & 13 nominations,--
195,James Lipton,Desconocido,"['Inside the Actors Studio', 'Bolt', 'Arrested Development', 'The Doctors']","['Writer', 'Producer', 'Music Department']",4 wins & 25 nominations total,--
196,Greg Germann,1958,"['Ally McBeal', 'Sweet November', 'Clear and Present Danger', ""Child's Play 2""]","['Actor', 'Director', 'Soundtrack']",1 win & 4 nominations,--
197,Matt Ferrucci,3,"['Companion', 'Kensington', ""Grey's Anatomy"", 'Agents of S.H.I.E.L.D.']","['Director', 'Writer', 'Actor']",9 wins & 1 nomination,--
198,Michael Portugal,Desconocido,['Primo'],['Actor'],Desconocido,--
199,Henry Darrow,Desconocido,"['The Hitcher', 'The High Chaparral', 'Maverick', 'Santa Barbara']","['Actor', 'Additional Crew', 'Soundtrack']",3 wins & 2 nominations,--
200,Bernardo Verdugo,Desconocido,"['Pam & Tommy', '9-1-1', 'Loot', 'Brooklyn Nine-Nine']","['Actor', 'Producer', 'Casting Department']",Desconocido,--
201,Robert N. Lee,Desconocido,['Green River'],['Actor'],Desconocido,--
202,Darlene Coen,Desconocido,['Green River'],['Actress'],Desconocido,--
203,Gary Coen,Desconocido,['Green River'],['Actor'],Desconocido,--
204,Jade Seefeldt,Desconocido,['Green River'],['Actress'],Desconocido,--
205,Brian Seefeldt,Desconocido,['Green River'],['Actor'],Desconocido,--
206,Melanie Seefeldt,Desconocido,['Green River'],['Actress'],Desconocido,--
207,Lorri Hustwaite,Desconocido,['Green River'],['Actress'],Desconocido,--
208,Amy Redford,1970,"['The Guitar', 'Law & Order: Special Victims Unit', 'Craig Wedren & Pink Ape: I Am a Wolf, You Are the Moon', 'Sunshine Cleaning']","['Actress', 'Producer', 'Director']",1 win & 6 nominations,--
209,Ken Del Vecchio,Desconocido,"['The Life Zone', 'Price for Freedom', 'The Great Fight', 'Scavenger Killers']","['Producer', 'Writer', 'Actor']",2 wins,--
210,Eileen Fulton,1933,"['As the World Turns', 'Our Private World', 'Girl of the Night', 'The Life Zone']",['Actress'],2 wins & 4 nominations,--
211,Susan Misner,1971,"['Chicago', 'The Forgotten', 'Person of Interest', 'Everyone Says I Love You']","['Actress', 'Additional Crew', 'Director']",3 wins & 4 nominations,--
212,Jesse Bradford,Desconocido,[],[],Desconocido,--
213,Jay Patterson,1954,"['Norman', 'Nine Lives', ""Nobody's Fool"", 'Ted 2']","['Actor', 'Additional Crew']",Desconocido,--
214,Tom Aldredge,Desconocido,"['What About Bob?', 'Intolerable Cruelty', 'Rounders', 'Cold Mountain']","['Actor', 'Additional Crew', 'Soundtrack']",1 win,--
215,Stark Sands,1978,"['11:14', 'Flags of Our Fathers', 'Inside Llewyn Davis', 'Minority Report']","['Actor', 'Producer', 'Writer']",1 win & 1 nomination,--
216,Joanna Gleason,1950,"['Boogie Nights', 'The Wedding Planner', 'The Rebound', 'Crimes and Misdemeanors']","['Actress', 'Director', 'Writer']",2 wins,--
217,Dolores Heredia,1966,"['Vantage Point', 'Little Saints', 'Get the Gringo', 'Conozca la cabeza de Juan Pérez']","['Actress', 'Soundtrack']",3 wins & 8 nominations,--
218,Adriana Paz,1980,"['Spectre', 'The Empty Hours', 'Hilda', 'Charity']",['Actress'],4 wins & 4 nominations,--
219,Jessica Mas,Desconocido,"['El Pantera', 'Palabra de mujer', 'Lying Heart', 'El Fantasma de Elena']",['Actress'],Desconocido,--
220,Salvador Zerboni,Desconocido,"['Rudo y Cursi', 'La Reina del Sur', 'Persons Unknown', 'Santiago Apostol']","['Actor', 'Producer']",Desconocido,--
221,Tania Esmeralda Aguilar,Desconocido,['Rudo y Cursi'],['Actress'],Desconocido,--
222,Alfredo Alfonso,Desconocido,"['Valiant Love', 'Double Life', 'Traición a la media noche', 'Lying Heart']",['Actor'],Desconocido,--
223,Julia Ormond,1965,"['My Week with Marilyn', 'Sabrina', 'The Curious Case of Benjamin Button', 'First Knight']","['Actress', 'Producer']",7 wins & 14 nominations total,--
224,Pell James,1977,"['Zodiac', 'Broken Flowers', 'The King', 'The Lincoln Lawyer']","['Actress', 'Producer']",Desconocido,--
225,Hugh Dillon,1963,"['Mayor of Kingstown', 'Yellowstone', 'Flashpoint', 'Durham County']","['Actor', 'Writer', 'Producer']",3 wins & 9 nominations,--
226,David Gane,Desconocido,['Surveillance'],['Actor'],Desconocido,--
227,Kent Harper,Desconocido,"['Surveillance', 'Karma', 'A Blast of Sunlight Explodes', 'Statistics']","['Actor', 'Producer', 'Writer']",2 wins & 1 nomination,--
228,Michael Ironside,1950,"['Starship Troopers', 'Total Recall', 'Scanners', 'Top Gun']","['Actor', 'Producer', 'Writer']",2 wins & 10 nominations,--
229,Daryl Haney,1963,"['Friday the 13th: The New Blood', ""Mockingbird Don't Sing"", 'Fascination', 'Surveillance']","['Writer', 'Actor', 'Producer']",1 win,--
230,Michael Carman,Desconocido,"[""Nim's Island"", 'Killer Elite', 'Winchester', 'Blue Heelers']","['Actor', 'Writer']",1 win,--
231,Mark Brady,Desconocido,"[""Nim's Island"", 'Around the Block', 'Home and Away', 'Rush']",['Actor'],Desconocido,--
232,Maddison Joyce,1992,"[""Nim's Island"", 'Sleeping Lions']","['Actor', 'Sound Department']",Desconocido,--
233,Peter Callan,Desconocido,"[""Nim's Island"", 'Dark City', 'Son of the Mask', 'Ghost Rider']",['Actor'],Desconocido,--
234,Rhonda Doyle,Desconocido,"[""Nim's Island"", 'The Tourist', 'Going Home', 'Felony']",['Actress'],Desconocido,--
235,Larry Bishop,1948,"['Hell Ride', 'Kill Bill: Vol. 2', 'Mad Dog Time', 'The One-Way Ride']","['Actor', 'Writer', 'Director']",Desconocido,--
236,Dennis Hopper,Desconocido,"['Easy Rider', 'Blue Velvet', 'Speed', 'Waterworld']","['Actor', 'Director', 'Writer']",23 wins & 17 nominations total,Nominated for 2 Oscars
237,Julia Jones,1981,"['The Twilight Saga: Eclipse', 'Westworld', 'Wind River', 'The Mandalorian']",['Actress'],5 wins & 3 nominations,--
238,Austin Galuppo,Desconocido,"['The Matrix Reloaded', 'Hell Ride']",['Actor'],Desconocido,--
239,Pete Randall,Desconocido,"['Hell Ride', 'Pants on Fire']",['Actor'],Desconocido,--
240,Rufus Sewell,1967,"['Dark City', 'The Illusionist', ""A Knight's Tale"", 'Judy']","['Actor', 'Soundtrack']",15 nominations total,--
241,David Lawrence Brown,Desconocido,"['The Pinkertons', 'Burden of Truth', 'Fargo', 'X-Men']","['Actor', 'Stunts']",3 wins & 1 nomination,--
242,Josh Strait,Desconocido,"['Safehaven', 'The Porter', 'The Ice Road', 'Corner Gas']","['Actor', 'Composer', 'Additional Crew']",Desconocido,--
243,Kimberly Elek,Desconocido,"['Downloading Nancy', 'Corner Gas', 'Vampire Dog', 'Prairie Giant: The Tommy Douglas Story']",['Actress'],Desconocido,--
244,Georges Wilson,Desconocido,"['The Three Musketeers', 'Mesrine: Public Enemy No. 1', 'La vouivre', 'The Longest Day']","['Actor', 'Additional Crew', 'Director']",1 win & 3 nominations total,--
245,Patrick Malahide,1945,"['The World Is Not Enough', 'The Long Kiss Goodnight', 'The Singing Detective', 'U.S. Marshals']","['Actor', 'Writer', 'Producer']",1 nomination total,--
246,Thomas Morrison,1983,"['Blackpool', 'The Theory of Everything', 'Brideshead Revisited', 'The 7.39']","['Actor', 'Soundtrack']",1 nomination,--
247,Anna Madeley,1976,"['In Bruges', 'Guest House Paradiso', 'Affinity', 'Utopia']","['Actress', 'Soundtrack']",2 wins,--
248,Sarah Crowden,1955,"['Sister Boniface Mysteries', 'All the Light We Cannot See', 'EastEnders', 'Quartet']",['Actress'],Desconocido,--
249,Stephen Carlile,1978,"['Perfectly Good Moment', 'The Invisible Atomic Monsters from Mars', 'Brideshead Revisited', 'Girls5eva']","['Actor', 'Producer']",1 win & 1 nomination,--
250,Peter Barnes,Desconocido,"['Lines in the Sand', 'The Country Boy', 'Brideshead Revisited', 'Poirot']",['Actor'],Desconocido,--
251,Richard Teverson,Desconocido,"['Spies of Warsaw', 'Brideshead Revisited', 'Downton Abbey', 'Star Wars: The Old Republic - Rise of the Hutt Cartel']",['Actor'],Desconocido,--
252,Jacob Pitts,1979,"['21', 'EuroTrip', 'Justified', 'Across the Universe']","['Actor', 'Cinematographer', 'Soundtrack']",1 win,--
253,Ashlie Atkinson,1977,"['Mr. Robot', 'BlacKkKlansman', 'Juanita', 'Happy!']","['Actress', 'Writer', 'Producer']",1 win & 2 nominations,--
254,Pablo Schreiber,1978,"['13 Hours', 'Orange Is the New Black', 'Den of Thieves', 'Bubble Boy']","['Actor', 'Producer', 'Additional Crew']",4 wins & 2 nominations total,--
255,Jeane Fournier,Desconocido,"['Show Me a Hero', 'Chapter 27', 'Quid Pro Quo', 'The Good Guy']",['Actress'],Desconocido,--
256,Jennifer Esposito,1973,"['Awkwafina Is Nora from Queens', 'The Boys', 'The Affair']","['Actress', 'Producer', 'Director']",7 wins & 3 nominations,--
257,Cynthia Watros,1968,"['General Hospital', 'Guiding Light', 'Video Game High School', 'Lost']","['Actress', 'Writer', 'Producer']",4 wins & 8 nominations,--
258,Sarah Foret,3,"['Beautiful People', 'American Crude', 'Criminal Minds', 'Gilmore Girls']",['Actress'],Desconocido,--
259,Kamal John Iskander,Desconocido,"['Jesus Comes to Town', 'A Tricky Treat', 'Montréal Girls', 'American Crude']","['Writer', 'Director', 'Sound Department']",7 wins,--
260,Olga Karpovich,Desconocido,"['Foxter & Max', 'Sluzhebnyy roman. Nashe vremya', 'Syschik bez litsenzii', 'Svidanie']",['Actress'],Desconocido,--
261,Mariya Kurkova,1985,"['Proklyatyy ray-2', 'Zhara', 'Sdelka', 'Posledniy poezd so stantsii Roppongi']",['Actress'],Desconocido,--
262,Tatyana Peshkova,Desconocido,"['Kontakt', 'Posledniy poezd so stantsii Roppongi']",['Actress'],Desconocido,--
263,Jennifer Hudson,1981,"['Dreamgirls', 'The Secret Life of Bees', 'Sex and the City', 'Respect']","['Music Artist', 'Producer', 'Actress']",51 wins & 59 nominations total,Won 1 Oscar
264,Paul Bettany,1971,['WandaVision'],"['Actor', 'Writer', 'Producer']",11 wins & 32 nominations total,--
265,Shondrella Avery,1971,"['Napoleon Dynamite', 'Domino', 'The Secret Life of Bees', 'Deja Vu']","['Actress', 'Producer', 'Casting Department']",2 wins & 2 nominations,--
266,Sarah Bolger,1991,"['In America', 'The Spiderwick Chronicles', 'The Lazarus Effect', 'From Up on Poppy Hill']","['Actress', 'Soundtrack']",8 wins & 18 nominations,--
267,Nick Nolte,1941,"['Warrior', 'Affliction', 'The Prince of Tides', 'The Thin Red Line']","['Actor', 'Producer', 'Soundtrack']",12 wins & 39 nominations total,Nominated for 3 Oscars
268,Andrew McCarthy,1962,"['Orange Is the New Black', 'The Blacklist', 'Pretty in Pink', ""Weekend at Bernie's""]","['Actor', 'Director', 'Producer']",2 wins,--
269,Joan Plowright,1929,"['The Spiderwick Chronicles', 'Dennis the Menace', 'Enchanted April', 'The Entertainer']","['Actress', 'Soundtrack']",8 wins & 9 nominations total,Nominated for 1 Oscar
270,Jordy Benattar,1993,"['The Spiderwick Chronicles', 'Fallen Angel', 'Say Nothing', 'Flashpoint']","['Actress', 'Soundtrack']",1 win & 2 nominations,--
271,Ronnie Marmo,Desconocido,"['Criminal Minds', 'General Hospital', 'West of Brooklyn', ""I'm Not A Comedian... I'm Lenny Bruce""]","['Actor', 'Producer', 'Director']",1 win & 1 nomination,--
272,Natalia Livingston,1976,"['General Hospital', 'Tainted Dreams', 'Days of Our Lives', 'Rough Hustle']","['Actress', 'Producer']",2 wins & 3 nominations,--
273,James Madio,1975,"['The Featherweight', 'The Penguin', 'The Offer', 'The Basketball Diaries']","['Actor', 'Producer', 'Writer']",5 wins & 1 nomination,--
274,Balthazar Getty,1975,"['Lord of the Flies', 'Lost Highway', 'Feast', 'Young Guns II']","['Actor', 'Producer', 'Music Department']",1 win & 7 nominations,--
275,Louis Vanaria,Desconocido,"['A Bronx Tale', 'Godfather of Harlem', 'The Irishman', 'The Deuce']","['Actor', 'Producer']",Desconocido,--
276,Liz Torres,1947,"['Gilmore Girls', 'The John Larroquette Show', 'Just Cause', 'Joe Dirt']","['Actress', 'Writer', 'Soundtrack']",2 wins & 11 nominations total,--
277,John M. Jackson,1950,"['A Few Good Men', 'The Hitcher', 'Local Hero', 'Sid and Nancy']","['Actor', 'Soundtrack']",Desconocido,--
278,Earl Maddox,Desconocido,"['Parker', 'The Curious Case of Benjamin Button', 'Abraham Lincoln: Vampire Hunter', 'A Love Song for Bobby Long']",['Actor'],Desconocido,--
279,Ed Metzger,Desconocido,"['The Curious Case of Benjamin Button', 'American Dream', 'FDR: American Badass!', 'Car Wash']","['Actor', 'Writer']",Desconocido,--
280,Jim Byrnes,1948,"['Highlander', 'Beast Wars: Transformers', 'Highlander: Endgame', 'Wiseguy']","['Actor', 'Composer', 'Music Department']",2 wins & 2 nominations,--
281,Jiayang Cheng,Desconocido,['Heart of a Dragon'],['Actor'],Desconocido,--
282,Wei Dongzhen,Desconocido,['Heart of a Dragon'],['Actor'],Desconocido,--
283,Zhang Fu,Desconocido,['Heart of a Dragon'],['Actor'],Desconocido,--
284,Zhu Li,Desconocido,"['Heart of a Dragon', 'Yi sheng wei nu']",['Actress'],Desconocido,--
285,Mark Welling,1980,"['Wrestling', 'Inconvenience']",['Actor'],Desconocido,--
286,Lauren Banuvar,Desconocido,"['The Amateur', 'Somewhere Slow', 'Red White & Blue', 'Wrestling']","['Actress', 'Producer', 'Director']",Desconocido,--
287,Melissa Claire Egan,1981,"['The Young and the Restless', 'All My Children', 'Criminal Minds', 'Bones']",['Actress'],1 win & 10 nominations,--
288,Tamara Lynn Davis,Desconocido,"['Hot in Cleveland', 'Dumb Law Cops', 'Somewhere Slow', 'Once Upon a View']","['Actress', 'Writer', 'Producer']",Desconocido,--
289,Richie German,Desconocido,['Wrestling'],['Actor'],Desconocido,--
290,Leslie Gilliam,1978,"['Family', 'Ghosted', 'Wrestling', 'Keith Powell Directs a Play']",['Actress'],Desconocido,--
291,Alex Goodman,Desconocido,['Wrestling'],['Actor'],Desconocido,--
292,Adam Montgomery,1992,"['Suffer the Little Children', 'The Chest', 'Voids', 'Wrestling']",['Actor'],1 win,--
293,Takeshi Kaneshiro,1973,"['House of Flying Daggers', 'Fallen Angels', 'Chungking Express', 'Red Cliff']","['Actor', 'Music Department', 'Additional Crew']",1 win & 3 nominations,--
294,Fengyi Zhang,1956,"['Red Cliff', 'Farewell My Concubine', 'Temptation of a Monk', 'He ping nian dai']",['Actor'],10 wins & 11 nominations,--
295,Shidô Nakamura,1972,"['Fearless', 'Letters from Iwo Jima', 'Red Cliff', 'Death Note']","['Actor', 'Director', 'Executive']",4 wins & 3 nominations,--
296,Chi-Ling Lin,1974,"['Red Cliff', 'Red Cliff II', 'The Treasure Hunter', 'Beijing, Niuyue']",['Actress'],1 win & 6 nominations,--
297,Yong You,1963,"['Red Cliff', 'Jinji pojiang', 'Minning Town', 'The Return of the Condor Heroes']",['Actor'],4 wins & 10 nominations,--
298,Yong Hou,Desconocido,"['Red Cliff', 'Da ran fang', 'Chong chu ya ma xun', 'The Qin Empire']",['Actor'],13 wins & 8 nominations,--
299,Ben Redgrave,Desconocido,"['Straightman', 'Polish Bar', 'Necessary Evil', 'Rockets Redglare!']","['Art Department', 'Producer', 'Actor']",1 win,--
300,Lee Marks,Desconocido,"['Hood Angels', 'Killjoy', 'Half-Life', 'Paradise Lost']",['Actor'],Desconocido,--
301,James Eckhouse,1955,"['Junior', 'Big', 'Guess Who', 'The Avengers']","['Actor', 'Director', 'Producer']",Desconocido,--
302,Susan Ruttan,1948,"['L.A. Law', 'Dead Air', 'Chances Are', 'Love Kills']","['Actress', 'Producer']",1 win & 10 nominations total,--
303,Alexander Agate,1994,"['How to Eat Fried Worms', 'Spectres', 'Half-Life', 'Ping Pong Playa']",['Actor'],1 win,--
304,Katrina Agate,1997,"['Half-Life', 'The Call of Wild']",['Actress'],Desconocido,--
305,Annette Bening,1958,"['American Beauty', '20th Century Women', 'The Grifters', 'The Kids Are All Right']","['Actress', 'Producer', 'Soundtrack']",64 wins & 135 nominations total,Nominated for 5 Oscars
306,Candice Bergen,1946,"['Miss Congeniality', 'Sweet Home Alabama', 'Bride Wars', 'Murphy Brown']","['Actress', 'Producer', 'Soundtrack']",21 wins & 61 nominations total,Nominated for 1 Oscar
307,Cloris Leachman,Desconocido,"['The Last Picture Show', 'Young Frankenstein', 'Spanglish', 'The Croods']","['Actress', 'Soundtrack']",32 wins & 43 nominations total,Won 1 Oscar
308,Debi Mazar,1964,"['Empire Records', 'The Insider', ""Beethoven's 2nd"", ""She's Funny That Way""]","['Actress', 'Make-Up Department', 'Producer']",4 nominations,--
309,Elias Samir Al-Sobehi,Desconocido,"['Gå med fred Jamil - Ma salama Jamil', 'Livvagterne']",['Actor'],Desconocido,--
310,Khalid Alssubeihi,Desconocido,"['Hold Me Tight', 'Gå med fred Jamil - Ma salama Jamil', '1:1', 'Adils krig']",['Actor'],Desconocido,--
311,Diab El Masri,Desconocido,['Gå med fred Jamil - Ma salama Jamil'],['Actor'],Desconocido,--
312,Hassan El Sayed,Desconocido,"['The Charmer', 'Gå med fred Jamil - Ma salama Jamil', 'Cairo Conspiracy', 'Forbrydelsen']",['Actor'],Desconocido,--
313,Fouad Ghazali,Desconocido,"['Livvagterne', 'Gå med fred Jamil - Ma salama Jamil', 'My Brother']",['Actor'],Desconocido,--
314,Nehmedo Ibrahim,Desconocido,['Gå med fred Jamil - Ma salama Jamil'],['Actor'],Desconocido,--
315,Amira Helene Larsen,Desconocido,"['Gå med fred Jamil - Ma salama Jamil', 'Herrens veje', 'Listen', 'Sex, kaos og bekendelser']",['Actress'],Desconocido,--
316,Dar Salim,1977,"[""Guy Ritchie's the Covenant"", 'Game of Thrones', ""The Devil's Double"", 'Darkland']","['Actor', 'Producer']",5 wins & 13 nominations,--
317,Amina Shargawi,Desconocido,"['Gå med fred Jamil - Ma salama Jamil', 'En dans', 'Ambivalence', 'The Missing Park']",['Actress'],Desconocido,--
318,Margo Harshman,1986,"['Fired Up!', 'Sorority Row', 'Keith', 'Even Stevens']","['Actress', 'Soundtrack']",1 win & 2 nominations,--
319,Ignacio Serricchio,1982,"['The Wedding Ringer', 'Bones', 'Lost in Space', 'The Young and the Restless']","['Actor', 'Producer']",1 nomination,--
320,Michael McGrady,Desconocido,"['Ray Donovan', 'Southland', 'American Crime Story', 'The Frozen Ground']",['Actor'],Desconocido,--
321,Jennifer Grey,1960,"['Dirty Dancing', ""Ferris Bueller's Day Off"", 'Red Dawn', 'The Wind Rises']","['Actress', 'Producer', 'Additional Crew']",1 win & 7 nominations,--
322,Jessy Schram,1986,"['Unstoppable', 'Once Upon a Time', 'Chicago Med', 'Mad Men']","['Actress', 'Producer', 'Soundtrack']",1 nomination,--
323,Askhat Kuchinchirekov,Desconocido,"['Bauryna salu', 'Tulpan', 'Gas Is Over', 'Ayka']","['Actor', 'Director', 'Writer']",8 wins & 2 nominations,--
324,Tolepbergen Baisakalov,Desconocido,"['Fire', 'Tulpan', 'Big Little Life', 'Marco Polo']","['Actor', 'Casting Department']",2 wins,--
325,Samal Yeslyamova,1984,"['Ayka', 'Tulpan', 'The Horse Thieves. Roads of Time', 'Infiniti']",['Actress'],5 wins & 4 nominations,--
326,Ondassyn Bessikbassov,Desconocido,"['Tulpan', 'The Legend of Tomiris', 'The Old Man', 'Laal Kaptaan']",['Actor'],Desconocido,--
327,Bereke Turganbayev,Desconocido,['Tulpan'],['Actor'],Desconocido,--
328,Nurzhigit Zhapabayev,Desconocido,['Tulpan'],['Actress'],Desconocido,--
329,Mahabbat Turganbayeva,Desconocido,['Tulpan'],['Actor'],Desconocido,--
330,Amangeldi Nurzhanbayev,Desconocido,['Tulpan'],['Actor'],Desconocido,--
331,Tazhyban Khalykulova,Desconocido,['Tulpan'],['Actor'],Desconocido,--
332,Zhappas Zhailaubaev,Desconocido,['Tulpan'],['Actor'],Desconocido,--
333,Jason Isaacs,1963,"['Harry Potter and the Chamber of Secrets', 'The Patriot', 'The Death of Stalin', 'Mass']","['Actor', 'Producer', 'Animation Department']",8 wins & 28 nominations total,--
334,Gemma Jones,1942,"['Sense and Sensibility', ""Bridget Jones's Baby"", 'You Will Meet a Tall Dark Stranger', 'Rocketman']","['Actress', 'Soundtrack']",5 wins & 9 nominations total,--
335,Anastasia Hille,1965,"['Snow White and the Huntsman', 'The Abandoned', 'The Awakening', 'The Hole']",['Actress'],2 nominations total,--
336,James Barclay,1974,"['Unchangeable', 'Aurum', 'The Unusual Shop on Persistence Street', 'The Horror Vault 3']","['Writer', 'Director', 'Producer']",1 win,--
337,Julie R. Ølgaard,29,"['Headhunters', 'Dig og mig', 'After the Wedding', 'Forbrydelsen']","['Actress', 'Director', 'Producer']",5 wins & 8 nominations,--
338,Neel Rønholt,1984,"['Dig og mig', 'After the Wedding', 'A Viking Saga: Son of Thor', 'Badehotellet']","['Actress', 'Writer', 'Producer']",1 win & 1 nomination,--
