,Nombre,Nacimiento,Conocido,Que hace,Premios,Oscar
30,Leigh Zimmerman,1969,"['Proof', 'United 93', 'Home Alone 2: Lost in New York', 'Land of the Blind']","['Actress', 'Music Department', 'Soundtrack']",Desconocido,--
31,Michael Jenn,1959,"['Unleashed', 'The Messenger: The Story of Joan of Arc', 'World War Z', 'Cinderella']",['Actor'],Desconocido,--
32,María Elena Flores,Desconocido,"['Los desastres de la guerra', 'La forja de un rebelde', 'Tiovivo c. 1950', 'El rayo desintegrador']","['Actress', 'Additional Crew']",Desconocido,--
33,Michael Flynn,1947,"['Wild Horses', 'The Hollow Point', 'Small Town Crime', 'The Outpost']","['Actor', 'Producer', 'Director']",1 win,--
34,Joyce Cohen,1948,"['Independence Day', 'Read It and Weep', 'Christmas Under Wraps', 'SLC Punk!']",['Actress'],1 nomination,--
35,K.C. Clyde,1980,"['Yellowstone', 'Everybody Loves Somebody', 'Diablo Guardián', 'Kung Fu']","['Actor', 'Producer', 'Second Unit Director or Assistant Director']",Desconocido,--
36,Kari Hawker-Diaz,Desconocido,"['Christmas Angel', 'Snow Beast', 'Vengeance', 'Propensity']",['Actress'],Desconocido,--
37,Monique Lanier,Desconocido,"['Tex Murphy: Overseer', 'Saving Sarah Cain', 'Life Goes On', 'Jupiter Landing']","['Actress', 'Camera and Electrical Department']",Desconocido,--
38,Stefania Barr,Desconocido,"['Life According to Penny', 'The Dance', 'Stone Cold', 'Once Upon a Summer']","['Actress', 'Director', 'Second Unit Director or Assistant Director']",1 win & 1 nomination,--
39,Chantelle Daines,Desconocido,"['Heber Holiday', 'The Dance']","['Actress', 'Producer']",2 wins,--
40,Casey Garwood,Desconocido,['The Dance'],['Actor'],Desconocido,--
41,Larry the Cable Guy,1963,"['Cars', 'Cars 2', 'Delta Farce', 'Larry the Cable Guy: Health Inspector']","['Actor', 'Producer', 'Writer']",1 win & 7 nominations,--
42,Bill Engvall,1957,"['Delta Farce', 'Catching Faith', 'Blue Collar Comedy Tour: The Movie', 'Blue Collar Comedy Tour: One for the Road']","['Actor', 'Writer', 'Producer']",1 win & 2 nominations,--
43,DJ Qualls,1978,"['The Core', 'Hustle & Flow', 'Road Trip', 'The New Guy']","['Actor', 'Producer', 'Executive']",1 nomination,--
44,Michael Rose,Desconocido,[],[],Desconocido,--
45,Glenn Morshower,1959,"['The Resident', 'Bloodline', 'Transformers: Dark of the Moon', '24']","['Actor', 'Producer', 'Writer']",3 wins & 2 nominations,--
46,Christina Moore,12,"[""That '70s Show"", 'Jessie', 'Claws', '90210']","['Actress', 'Producer', 'Writer']",1 win,--
47,Parker Goris,1995,"['Delta Farce', ""Grey's Anatomy"", 'Waylaid', 'Meet the Robinsons']","['Actor', 'Soundtrack']",1 win,--
48,Michael Papajohn,1964,"['Jurassic World', 'American Ultra', 'Spider-Man', 'Selma']","['Actor', 'Stunts', 'Producer']",Desconocido,--
49,Lisa Lampanelli,1961,"['Drillbit Taylor', 'Delta Farce', 'CollegeHumor Originals', ""Larry the Cable Guy's Christmas Spectacular""]","['Actress', 'Writer', 'Producer']",2 nominations,--
50,Spencer Berger,1979,"['24 Seven', 'Cover Stories', 'Skills Like This', 'Auditorium: Sunday']","['Actor', 'Writer', 'Composer']",Desconocido,--
51,Brian D. Phelan,1976,"['Skills Like This', 'Goldilocks', 'Friday Night Lights', 'Samantha Who?']","['Actor', 'Producer']",Desconocido,--
52,Gabriel Tigerman,1980,"['Beef', 'Good Trouble', 'Silicon Valley', 'Supernatural']","['Actor', 'Writer', 'Additional Crew']",Desconocido,--
53,Jennifer Batter,Desconocido,"['Ink', 'Four Dogs', 'Skills Like This', ""Couldn't Be Better""]","['Actress', 'Production Manager']",Desconocido,--
54,Marta Martin,1966,"['Star Trek', 'NYPD Blue', 'Mindwarp', 'CSI: Miami']",['Actress'],Desconocido,--
55,Zach Cumer,1991,"[""Smokin' Aces"", 'Getting That Girl', 'Poor Paul', 'The Hustler']","['Actor', 'Camera and Electrical Department']",Desconocido,--
56,Danielle Arnold,Desconocido,"['The Confidant', 'G.P.S.', 'The Boneyard Collection', 'Skills Like This']",['Actress'],Desconocido,--
57,Rylie Beaty,1997,"['Adalyn', 'Miss Behave', 'Skills Like This']",['Actress'],1 nomination,--
58,Dan Uliel,Desconocido,"['Gameface', 'The Chicago 8', 'Big Sky', 'Neophytes and Neon Lights']",['Actor'],Desconocido,--
59,Nazanin Boniadi,1980,"['Hotel Mumbai', 'Counterpart', 'Homeland', 'How I Met Your Mother']","['Actress', 'Writer', 'Producer']",3 nominations,--
60,Allen Burns,Desconocido,"['Gameface', 'Resurrection of Serious Rogers', 'Woman City', 'Sitcom, a Sitcom']",['Actor'],Desconocido,--
61,Gina Valona,Desconocido,"['Gameface', 'Darkworld', 'Chronicles of the Roman Numeral X', 'Creepies 2']","['Actress', 'Producer', 'Casting Director']",Desconocido,--
62,Olivia Balardo,1979,['Gameface'],"['Actress', 'Producer']",Desconocido,--
63,Samantha Thomson,1981,"['Primer', 'A Conversation with Mr. D', 'Gameface', 'World Without Waves']",['Actress'],Desconocido,--
64,Chris Murphy,Desconocido,"['Gameface', 'Happy Wednesday', 'The Shoe', 'Love Chronicles (of the Cape)']",['Actor'],Desconocido,--
65,Nicole Dionne,26,"['Two Distant Strangers', 'The Oak Room', 'Vicious Fun', 'Pom Poms and Payback']","['Actress', 'Casting Department', 'Casting Director']",Desconocido,--
66,Jennifer Coolidge,1961,"['A Mighty Wind', 'A Cinderella Story', 'Shotgun Wedding', 'American Pie']","['Actress', 'Writer', 'Producer']",28 wins & 19 nominations total,--
67,Jayma Mays,1979,"['Red Eye', 'Epic Movie', 'American Made', 'The Smurfs']","['Actress', 'Soundtrack']",1 win & 7 nominations,--
68,Faune Chambers Watkins,1976,"['Epic Movie', 'White Chicks', 'The Curious Case of Benjamin Button', 'Krews']","['Actress', 'Producer', 'Additional Crew']",1 win,--
69,Crispin Glover,1964,"['What Is It?', 'Willard', ""River's Edge"", 'American Gods']","['Actor', 'Director', 'Writer']",3 wins & 3 nominations,--
70,Tony Cox,1958,"['Bad Santa', 'Spaceballs', 'Bad Santa 2', 'Date Movie']","['Actor', 'Stunts', 'Producer']",Desconocido,--
71,Héctor Jiménez,1973,"['Nacho Libre', 'Wild Hogs', 'Epic Movie', 'Sin Nombre']","['Actor', 'Producer', 'Soundtrack']",3 nominations,--
72,Céline Vogt,Desconocido,"['Lauras Stern', 'The Little Polar Bear 2: The Mysterious Island', ""Laura's Christmas Star"", 'Two Times Lotte']",['Actress'],Desconocido,--
73,Carin C. Tietze,1964,"['Nukie', 'Inga Lindström', 'Helden und andere Feiglinge', 'Cascadeur']",['Actress'],Desconocido,--
74,Andreas Fröhlich,Desconocido,[],[],Desconocido,--
75,Anja Kling,1970,"['(T)Raumschiff Surprise - Periode 1', 'The Final Days', 'Tödliche Wahl', 'Help, I Shrunk My Teacher']","['Actress', 'Writer', 'Additional Crew']",8 wins & 6 nominations,--
76,Inra von Wangenheim-Zeise,Desconocido,['Two Times Lotte'],['Actress'],Desconocido,--
77,Jovita Dermota,1941,"['Alle meine Söhne', 'Bergwind', 'Police Call 110', 'Lena Lorenz']",['Actress'],Desconocido,--
78,Antonia von Romatowski,1976,"['Talk im Tudio', 'Intensiv-Station - Die NDR Satireshow', 'Neues aus der Anstalt', 'Schlachthof']","['Actress', 'Additional Crew']",Desconocido,--
79,Robert Missler,1958,"['Talk im Tudio', 'Akte Europa', 'Doctor Who: The Eternity Clock', 'Nils Holgerssons wunderbare Reise']","['Additional Crew', 'Actor']",Desconocido,--
80,Robert Tillian,1946,"['Tatort', 'Faust', 'Der Unbestechliche', 'Teufelsmoor']",['Actor'],Desconocido,--
81,Rebecca Mira Dorph Granilo,Desconocido,['Anja og Viktor - Brændende Kærlighed'],['Actress'],Desconocido,--
82,Jonas Gülstorff,1979,"['Anja & Viktor - In Sickness and in Health', 'Anja og Viktor - Brændende Kærlighed', 'Kærlighed ved første hik', 'Anja & Viktor']","['Actor', 'Soundtrack']",Desconocido,--
83,Karl Bille,1971,"['Det som ingen ved', 'Farveløse verden', 'Anja & Viktor - In Sickness and in Health', 'Anja og Viktor - Brændende Kærlighed']","['Actor', 'Music Department', 'Composer']",Desconocido,--
84,Mira Wanting,Desconocido,"['The Spanish Apartment', 'Anja og Viktor - Brændende Kærlighed', 'Kærlighed ved første hik', 'Anja & Viktor - In Sickness and in Health']",['Actress'],Desconocido,--
85,Johannes Lilleøre,Desconocido,"['Anja og Viktor - Brændende Kærlighed', 'Anja & Viktor - In Sickness and in Health', 'Album', 'Borgen']",['Actor'],Desconocido,--
86,Samy Naceri,1961,"['Taxi', 'Taxi 4', 'Taxi 3', 'Taxi 2']","['Actor', 'Director', 'Soundtrack']",3 wins & 1 nomination,--
87,Emma Wiklund,1968,"['Taxi', 'Taxi 4', 'Taxi 3', 'Taxi 2']",['Actress'],Desconocido,--
88,Jean-Luc Couchard,Desconocido,"['Taxi 4', 'Win Win', 'Dead Man Talking', 'In the Arms of My Enemy']","['Actor', 'Director', 'Writer']",1 nomination,--
89,Driss Spinosa,Desconocido,"['Taxi 4', 'Human Zoo']",['Actor'],Desconocido,--
90,Skyler Shaye,1986,"[""Grey's Anatomy"", 'Bratz', 'Superbabies: Baby Geniuses 2', 'Berkeley']","['Actress', 'Soundtrack']",1 nomination,--
91,Janel Parrish,1988,"['Pretty Little Liars', ""To All the Boys I've Loved Before"", 'Trespassers', 'Pretty Little Liars: The Perfectionists']","['Actress', 'Producer', 'Soundtrack']",4 wins & 3 nominations,--
92,Logan Browning,1989,"['The Perfection', 'Bratz', 'Powers', 'Dear White People']","['Actress', 'Director', 'Producer']",6 nominations,--
93,Nathalia Ramos,1992,"['Bratz', 'Wildflower', 'House of Anubis', 'The Damned']",['Actress'],1 nomination,--
94,Anneliese van der Pol,1984,"['Vampires Suck', ""That's So Raven"", 'Divorce: The Musical', 'Bratz']","['Actress', 'Music Department', 'Soundtrack']",1 win,--
95,Melise,1991,"['The Shannara Chronicles', 'The Flash', 'Casual', 'Escape Plan: The Extractors']","['Actress', 'Director', 'Composer']",1 win & 7 nominations,--
96,Tangi Miller,1970,"['Felicity', 'Love... & Other 4 Letter Words', ""Madea's Family Reunion"", 'Fastlane']","['Actress', 'Producer', 'Executive']",2 nominations,--
97,Essence Atkins,1972,"['A Haunted House', 'How High', 'Same Difference', 'Are We There Yet?']","['Actress', 'Producer', 'Director']",2 wins & 3 nominations,--
98,Aloma Wright,1950,"['Scrubs', 'Mr. Deeds', 'The Brothers', 'Johnson Family Vacation']","['Actress', 'Soundtrack']",Desconocido,--
99,Sarah Horvath,Desconocido,"['Pool Party', 'The Crimson Hour', 'Dark Town']",['Actress'],Desconocido,--
100,Rebecca Morris,Desconocido,"['Grimcutty', 'Pool Party', 'Out of Focus', 'Who Shot Phil Mitchell?']","['Actress', 'Producer']",Desconocido,--
101,Ryan Ewing,1985,"['Pool Party', 'Passions', 'Pic Six']",['Actor'],Desconocido,--
102,Mikki Padilla,1974,"['The Grind', 'NCIS', 'Point of Contact', 'Star Party']",['Actress'],Desconocido,--
103,David Chandler Secor,Desconocido,"['Pool Party', 'Suits on the Loose', 'The Suite Life on Deck']","['Talent Agent', 'Actor']",Desconocido,--
104,Michael Hampton,1974,"['Angry Video Game Nerd: The Movie', 'Sketchy', 'The Book of Caleb', 'P-51 Dragon Fighter']","['Actor', 'Second Unit Director or Assistant Director', 'Art Department']",Desconocido,--
105,Ximena Sariñana,1985,"['Amar te duele', 'Dos abrazos', 'Bad Girls', 'María Isabel']","['Actress', 'Music Department', 'Composer']",1 win & 2 nominations,--
106,María Aura,1982,"['And Your Mother Too', 'Los héroes del norte', 'El Cesar', 'Bad Girls']","['Actress', 'Producer']",Desconocido,--
107,Salvador Sánchez,1943,"['Collateral Damage', 'The Mexican', 'Palabra de mujer', 'Amorosos fantasmas']","['Actor', 'Director', 'Additional Crew']",2 wins & 5 nominations,--
108,Roberto D'Amico,1946,"['Los árboles mueren de pie', 'Una adorable familia', 'Bad Girls', 'Imperio de cristal']","['Actor', 'Director']",1 win,--
109,Lorenzo Di Ciaccia,Desconocido,"['A proposito del seminario di Jacques Lacan', 'Le Jour 23', 'The Shady Lady', 'La Théorie du Y']","['Sound Department', 'Cinematographer', 'Director']",Desconocido,--
110,Donatella Finocchiaro,1970,"['Angela', 'The Wedding Director', 'Galantuomini', 'To Rome with Love']","['Actress', 'Director', 'Writer']",12 wins & 15 nominations,--
111,Silvana De Santis,Desconocido,"['Tickets', 'Amore, non uccidermi', 'The Family', 'Il prete bello']",['Actress'],1 nomination,--
112,Vishnu Manchu,1982,"['Luck Unnodu', 'Dhee', 'Rowdy', 'Eedo Rakam Aado Rakam']","['Actor', 'Producer', 'Special Effects']",Desconocido,--
113,Genelia Deshmukh,1987,"['Jaane Tu... Ya Jaane Na', 'Ved', 'Dhee', 'Lai Bhaari']","['Actress', 'Producer']",10 wins & 23 nominations,--
114,Srihari,Desconocido,"['Sri Ramulayya', 'Nuvvostanante Nenoddantana', 'Magadheera', 'Sri Krishnarjuna Vijayam']","['Actor', 'Producer', 'Editorial Department']",3 wins & 2 nominations,--
115,Brahmanandam,1956,"['Dookudu', 'Race Gurram', 'Sarrainodu', 'Athadu']","['Actor', 'Music Department', 'Soundtrack']",12 wins & 7 nominations,--
116,Jai Akash,Desconocido,"['Mr. Rajesh', 'Jai Vijayam', 'Dhee', 'Jayahe']","['Actor', 'Producer']",Desconocido,--
117,Supreet,Desconocido,"['Saaho', 'Brindaavanam', 'Dookudu', 'Devil']",['Actor'],Desconocido,--
118,Santoshini,Desconocido,"['Dhee', 'Bangaram', 'Okkade', 'Baba']",['Actress'],Desconocido,--
119,Natacha Lindinger,1970,"['Double Team', 'Passion mortelle', 'Coco Chanel & Igor Stravinsky', 'The Secret of Villa Marguerite']",['Actress'],1 win,--
120,Michel Duchaussoy,Desconocido,"['Mesrine: Killer Instinct', 'Mesrine: Public Enemy No. 1', 'Intimate Strangers', 'May Fools']","['Actor', 'Additional Crew']",1 nomination,--
121,Daniel Cohen,Desconocido,"['The Chef', 'Une vie de prince', 'Two Worlds', 'A Friendly Tale']","['Actor', 'Writer', 'Director']",Desconocido,--
122,Pascal Elso,1955,"['Mesrine: Public Enemy No. 1', ""Les Steenfort, maîtres de l'orge"", 'Les filles ne savent pas nager', 'La commanderie']","['Actor', 'Additional Crew']",1 win,--
123,Arly Jover,2,"['Axolotl Overkill', 'A Prominent Patient', 'The Girl with the Dragon Tattoo', 'Blade']","['Actress', 'Producer', 'Writer']",2 nominations,--
124,Augustin Legrand,1975,"['Flyboys', 'Crimson Rivers 2: Angels of the Apocalypse', 'Odysseus', 'Immortal']","['Actor', 'Director', 'Writer']",1 nomination,--
125,Zofia Moreno,Desconocido,"['The Pink Panther 2', 'Couples Retreat', 'Cash', 'Two Worlds']","['Actress', 'Additional Crew']",Desconocido,--
126,Catherine Mouchet,1959,"['Thérèse', 'The Monk', 'Jalna', 'The Pornographer']",['Actress'],2 wins & 1 nomination,--
127,Benno Fürmann,1972,"['Speed Racer', 'Joyeux Noel', 'Mutant Chronicles', 'North Face']","['Actor', 'Soundtrack']",6 wins & 6 nominations,--
128,Karoline Herfurth,1984,"['Perfume: The Story of a Murderer', 'Text for You', 'The Reader', 'Einfach mal was Schönes']","['Actress', 'Director', 'Writer']",8 wins & 7 nominations,--
129,Michael Gwisdek,Desconocido,"['The Baader Meinhof Complex', 'Good Bye Lenin!', 'Treffen in Travers', 'Das Mambospiel']","['Actor', 'Director', 'Writer']",8 wins & 6 nominations,--
130,Elke Winkens,1970,"['Kommissar Rex', 'Arschkalt', 'Die kranken Schwestern', 'Wer liebt, dem wachsen Flügel...']","['Actress', 'Soundtrack']",3 nominations,--
131,Leonie Brill,1997,"['Damaged Goods', 'Blood Red Sky', 'Die Salzprinzessin', 'Watzmann ermittelt']",['Actress'],Desconocido,--
132,Dieter Landuris,1961,"['Stand Up', 'Inuyasha', 'Alles außer Mord!', 'Schwarz greift ein']","['Actor', 'Soundtrack']",2 wins,--
133,Lisa Maria Potthoff,1978,"['Sarah Kohr', 'Die Bluthochzeit', 'Schwere Jungs', 'Leberkäsjunkie']",['Actress'],1 win & 5 nominations,--
134,Martin Glade,1972,"['The Baader Meinhof Complex', 'U-571', 'The Fifth Estate', 'Doppelter Einsatz']",['Actor'],1 nomination,--
135,Javiera Díaz de Valdés,1981,"['Sex with Love', 'Primera Dama', 'Gatas & Tuercas', 'Mujeres de Lujo']",['Actress'],1 win,--
136,Manuela Martelli,1983,"['Machuca', ""Chile '76"", 'Il Futuro', 'B-Happy']","['Actress', 'Writer', 'Director']",8 wins & 15 nominations,--
137,Patricio Diaz,Desconocido,"['MasterChef Júnior', 'MasterChef Brazil', 'MasterChef Profissionais', 'Mulheres Ricas']","['Director', 'Actor', 'Writer']",Desconocido,--
138,Mariana Derderián,1980,"['Mamá Mechona', 'Gatas & Tuercas', 'Floribella', 'The Witches']",['Actress'],Desconocido,--
139,Eugenio Morales,Desconocido,"['Hijos de la guerra fría', 'Fugitives', 'Gloria', 'Chile puede']",['Actor'],1 win,--
140,Alejandra Vega,1978,"['Idolos', 'Vivir con 10', 'Malta con Huevo', 'Secretos en el Jardín']",['Actress'],Desconocido,--
141,María Cristina Peña y Lillo,Desconocido,"['Pecadores', 'Santos', 'Promedio Rojo 1', 'Malta con Huevo']",['Actress'],Desconocido,--
142,Rodrigo Salinas,Desconocido,"['Fuerzas Especiales', 'Fuerzas Especiales 2: Cabos sueltos', 'Experimento Wayápolis', 'Santos']","['Actor', 'Writer', 'Director']",Desconocido,--
143,Jon Hamm,1971,"['Mad Men', 'The Town', 'Million Dollar Arm', 'Tag']","['Actor', 'Producer', 'Director']",23 wins & 100 nominations total,--
144,Ken Marino,1968,"['The State', 'Wanderlust', 'The Ten', 'Childrens Hospital']","['Actor', 'Producer', 'Writer']",2 wins & 9 nominations total,--
145,Todd Holoubek,1969,"['The State', 'The Ten', 'Reno 911!: Miami', 'Orange Quarters']","['Writer', 'Actor', 'Soundtrack']",1 nomination,--
146,Ali Marsh,30,"['Bull', 'In Plain Sight', 'Girls', 'Seinfeld']",['Actress'],Desconocido,--
147,Raisy Pereyra,Desconocido,"['The Ten', 'A Kiss of Chaos', 'Law & Order: Criminal Intent', ""Canterbury's Law""]",['Actress'],Desconocido,--
148,Jimi Blue Ochsenknecht,1991,"['Die Wilden Kerle 5', 'Die Wilden Kerle: Alles ist gut, solange du wild bist!', 'Die Wilden Kerle 4', 'Die Wilden Kerle 2']","['Actor', 'Soundtrack']",2 wins & 5 nominations,--
149,Wilson Gonzalez,1990,"['King of Stonks', 'Lords of Chaos', 'The Nightmare', 'Punk Berlin 1982']","['Actor', 'Soundtrack']",2 wins,--
150,Sarah Kim Gries,1990,"['Die Wilden Kerle 5', 'Die Wilden Kerle 2', 'The Wild Soccer Bunch 6', 'Die Wilden Kerle: Alles ist gut, solange du wild bist!']",['Actress'],1 nomination,--
151,Nick Romeo Reimann,1998,"['Vorstadtkrokodile', 'The Crocodiles: All for One', 'Türkisch für Anfänger', 'Die Wilden Kerle 5']",['Actor'],1 nomination,--
152,Marlon Wessel,1991,"['Die Wilden Kerle 5', 'The Wild Soccer Bunch 6', 'Die Wilden Kerle: Alles ist gut, solange du wild bist!', 'Die Wilden Kerle 4']","['Actor', 'Soundtrack']",Desconocido,--
153,Leon Wessel-Masannek,1992,"['Die Wilden Kerle 2', 'Die Wilden Kerle 5', 'Die Wilden Kerle: Alles ist gut, solange du wild bist!', 'The Wild Soccer Bunch 6']","['Actor', 'Soundtrack']",Desconocido,--
154,Raban Bieling,1993,"['Es ist ein Elch entsprungen', 'Buddenbrooks', 'Midsommar Stories', 'Die Wilden Kerle 5']","['Actor', 'Soundtrack']",1 win,--
155,Kevin Iannotta,1993,"['Die Wilden Kerle 2', 'Die Wilden Kerle 5', 'Die Wilden Kerle: Alles ist gut, solange du wild bist!', 'The Wild Soccer Bunch 6']","['Actor', 'Soundtrack']",Desconocido,--
156,Anne Mühlmeier,1988,"['112 - Sie retten dein Leben', 'Die Wilden Kerle 4', 'Der Bergdoktor', 'Trickboxx']",['Actress'],Desconocido,--
157,Janina Fautz,1995,"['The White Ribbon', 'We Monsters', 'Preis der Freiheit', 'Tatort']","['Actress', 'Camera and Electrical Department']",1 win & 3 nominations,--
158,Alejo Sauras,1979,"['Estoy vivo', 'Broken Embraces', ""Fermat's Room"", '14 de abril. La República']","['Actor', 'Soundtrack']",8 wins & 2 nominations,--
159,Asier Etxeandia,1975,"['Pain and Glory', 'Velvet', 'The Bride', 'Ma ma']","['Actor', 'Soundtrack']",6 wins & 14 nominations,--
160,Elena Ballesteros,1981,"[""Fermat's Room"", 'Periodistas', 'Paco y Veva', 'Augustus: The First Emperor']","['Actress', 'Soundtrack']",Desconocido,--
161,Inma Cuesta,1980,"['The Bride', 'Águila Roja', 'Three Many Weddings', 'Everybody Knows']","['Actress', 'Soundtrack']",11 wins & 27 nominations,--
162,Diego París,Desconocido,"['May God Save Us', 'Maneras de sobrevivir', 'La despedida', 'Os reviento']","['Actor', 'Soundtrack']",1 nomination,--
163,Javier Godino,1978,"['The Secret in Their Eyes', 'Advantages of Travelling by Train', 'Operation Mincemeat', 'Sound of Freedom']","['Actor', 'Soundtrack']",3 nominations,--
164,Terele Pávez,Desconocido,"['La Celestina', 'Witching and Bitching', 'The Bar', 'Common Wealth']",['Actress'],13 wins & 18 nominations,--
165,Lidia Navarro,1975,"['Al salir de clase', 'The Journey', 'Heirs', 'Frágil']","['Actress', 'Costume Designer', 'Make-Up Department']",Desconocido,--
166,César Pérez,Desconocido,['Café solo o con ellas'],['Actor'],Desconocido,--
167,Giorgio Panariello,1960,"['Al momento giusto', 'Bagnomaria', 'Chi?', 'Finalmente soli']","['Actor', 'Writer', 'Director']",Desconocido,--
168,Nicolas Vaporidis,1981,"['All the Money in the World', 'Notte prima degli esami', 'Come tu mi vuoi', '13dici a tavola']","['Actor', 'Producer']",4 wins & 3 nominations,--
169,Sarah Maestri,1979,"['Notte prima degli esami', 'La morte di pietra', 'The Pretor', 'Incantato']","['Actress', 'Art Department', 'Producer']",1 win,--
170,Andrea De Rosa,1986,"['La visita', 'Appunti per una fenomenologia della visione', 'Notte prima degli esami', ""L'amore molesto""]","['Actor', 'Second Unit Director or Assistant Director', 'Director']",1 win & 2 nominations,--
171,Franco Interlenghi,Desconocido,"['I Vitelloni', 'Shoeshine', 'The Big Night', 'The Barefoot Contessa']","['Actor', 'Writer', 'Producer']",1 nomination,--
172,Armando Pizzuti,1982,"['Mission: Impossible - Dead Reckoning Part One', 'Live by Night', 'The Art of Racing in the Rain', 'From Scratch']","['Casting Director', 'Casting Department', 'Actor']",3 wins,--
