,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,2",['Bradley Rust Gray'],['Bradley Rust Gray'],"On a summer break from college, a young epileptic woman struggles to balance her feelings for her fledgling boyfriend while her friend Al crashes with her for the season.",1h 19min,The Exploding Girl
1,"6,3","['Brian Koppelman', 'David Levien']",['Brian Koppelman'],Un magnate de la industria automotriz ve como su vida personal y profesional se desmorona debido a sus indiscreciones empresariales y sentimentales.,1h 30min,Un hombre solitario
2,"3,9",['Rainer Matsutani'],"['Peer Klehmet', 'Sebastian Wehlings']","This is the story of 17-year-old Flo and his gang, the Rox. A story of great romance and hard choices. When his brother, the leader of the Rox, gets into trouble, Flo has to decide between the love of his life or his flesh and blood. It's a matter of life and death.",1h 30min,Gangs
3,"5,8",['Marc Rensing'],"['Rüdiger Heinze', 'Marc Rensing']","Parkour is Marc Rensing's debut drama about a young man and his group of friends in an unnamed industrial town in Germany. The film is a captivating story of friendship, love, and jealousy and deals with Parkour, the physical discipline of training in which the traceur has to overcome obstacles within his or her path.",1h 32min,Parkour
4,"6,8",['Pål Jackman'],DESCONOCIDO,"'Jernanger' is a tale about Eivind, who is scared of nothing--except love. He lives aboard a boat in the South of Norway. The boat lies low and lopsided in the water. 30 years ago, Eivind left his homestead and his teenage sweetheart behind, and he has not been back since. He was meant to go back when everything was hunky-dory, only that never happened. Then young Kri... Leer todo",1h 32min,Jernanger
5,"6,7",['Jacob Tierney'],['Jacob Tierney'],A Montreal high school student who believes he is the reincarnation of Lev Trotskiy starts a revolution against apathy among his fellow students.,1h 53min,The Trotsky
6,"6,0",['Joaquim Leitão'],"['Manuel Arouca', 'Tino Navarro']","Lourenço is the son of Francisco Figueiredo, a soccer coach in the beginning of a very promising career. Everything goes well: Francisco's team is in the Portuguese Cup final and Lourenço is going to be class valedictorian in a very prestigious private high school. But everything starts to collapse. Francisco is fired and Lourenço must transfer to a public high school... Leer todo",2h 2min,A Esperança Está Onde Menos Se Espera
7,"6,1",['Kevin Lucero Less'],['Kevin Lucero Less'],"A man without a memory; cast down by bad dreams, is taunted by Alpha dogs.",1h 30min,The Man Who Shot Dogs
8,"5,7",['Sylvain Archambault'],['Jacques Savoie'],"William Langlois, 17, is the star player of his hockey team at the French College of Longueuil. At the end of the season, a few weeks before Christmas, he goes through a slump, demoralized by his coach's attitude, who criticizes him for his lack of team spirit. It's not going so great at home for William, either. His father, Benedict, is too busy completing a film on ... Leer todo",1h 35min,"Pour toujours, les Canadiens!"
9,"5,9",['Shivamani'],"['B.A. Madhu', 'Shivamani']","Rockey, the son of a middle-class couple, falls in love with Meena and ignores his studies. While his friends pass with flying colours, Rockey is love-struck. When he comes to know he cannot win over Meena, he falls in love with Meera who also rejects him. Aside from Rockey's path, ""Josh"" also follows Robo Meena, Meera, and Sneha's path who struggle with their own stu... Leer todo",2h 39min,Josh
10,"5,9",['Eva Dahr'],"['Jostein Gaarder', 'Axel Helgeland', 'Andreas Markusson']","THE ORANGE GIRL is about two young men's different paths to finding love. Jan Olav is struck as if by lightning the first time he sees the Orange Girl, and is sure he has found the love of his life. His infatuation is like nothing else: the sky turns round and round, the earth disappears beneath his feet. Nothing else matters. Georg has love served on a silver platter... Leer todo",1h 20min,La joven de las naranjas
11,"5,1",['Lee Madsen'],['Lee Madsen'],"Written and directed by Lee Madsen, HAPPY IN THE VALLEY, is an off-beat, dark comedy set deep in Los Angeles' San Fernando Valley that follows Stewart Fox (William Forsythe) a 50-something photographer, whose days as a premiere chronicler of rock-n-roll greats is long over. He's manages to pay the bills and then some as the self-described ""world's greatest erotic phot... Leer todo",1h 31min,Happy in the Valley
12,"6,0",['Mike Koffman'],['Mike Koffman'],The Jazzman is a journey through the life of jazz drummer John Kaddly as he struggles to make a name for himself in the shadow of his jazz musician father.,1h 31min,The Jazzman
13,"5,5",['David Keating'],DESCONOCIDO,The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.,1h 30min,Wake Wood
14,"7,1",['Mary Sweeney'],['Mary Sweeney'],Six people have carved out a life in a rundown motel in Wisconsin.,1h 39min,Baraboo
15,"5,5",['Frazer Bradshaw'],['Frazer Bradshaw'],EVERYTHING STRANGE AND NEW is an intimate portrait of ordinary people and their longing for certainty in uncertain times.,1h 24min,Everything Strange and New
16,"5,7",['Park Bench'],['Park Bench'],"Alice Blue is the new Creative Intern at Raven Advertising, unfortunately for her, the place is run by vampires.",1h 27min,The Death of Alice Blue
17,"5,4",['Haruki Kadokawa'],"['Jô Sasaki', 'Haruki Kadokawa']","Jo Sasaki's 2007 novel is the first in the so-called ""The Hokkaido Trilogy"" and was inspired by corruption in the police force governing Japan's northern island. Set in the capital, Sapporo, the pic begins with the discovery of a strangled policewoman's body in an apartment used by the force's big brass. Senior officials keep the investigation under wraps and, in shor... Leer todo",2h 3min,Warau keikan
18,"6,3",['Kaspar Heidelbach'],DESCONOCIDO,"In the days leading up to the 1936 Olympics, the fate of high jumper Gretel Bergmann hangs in the balance as it is decided whether or not a Jewish athlete can be a part of the German Olympic team.",1h 40min,Berlin '36
19,"6,5",['Lancelot von Naso'],DESCONOCIDO,"A 24 hours ceasefire. The situation in Falluja is devastating- no food, no medications, no help. A group of five people sets out with the plan to help- they end up fighting for the lives of the helpless and wounded and eventually - their own.",1h 36min,Waffenstillstand
20,"7,1",['Alexander Adolph'],['Alexander Adolph'],"After a flirtation in a store looking for the imposter Frank is taken and to be behind bars. Free again, he tries to earn money in an honest way. One day, he meets the woman from the store again. For her he would do anything. That she works as a prostitute does not bother him. Soon, Frank can not help but return to his old ways and loses more and more its sense of rea... Leer todo",1h 32min,So glücklich war ich noch nie
21,"5,8",['Lars Jessen'],"['Norbert Eberlein', 'Rocko Schamoni']",A 17-year-old discovers punk rock in rural northern Germany.,1h 30min,Dorfpunks
22,"6,8",['Yong-hwa Kim'],['Yong-hwa Kim'],Five men go for the gold as members of Korea's national ski jumping team.,2h 17min,Gukga daepyo
23,"5,8",['Wolfgang Fischer'],['Wolfgang Fischer'],This impressive psychological thriller about a sensitive German adolescent grappling with his father's suicide and his mother's new boyfriend plays out against the eerie woods and fantastic rock formations of the Brittany Coast.,1h 29min,Was du nicht siehst
24,"6,5",['Ludi Boeken'],DESCONOCIDO,"Based on the memories of Marga Spiegel. In her narrative, published in 1965, she describes how courageous farmers in southern Munsterland hid her, her husband Siegfried and their little daughter Karin from 1943 until 1945, thus saving them from deportation to the extermination camps in the East.. Without reservation, the farmers offer the refugees their protection. Th... Leer todo",1h 35min,Unter Bauern
25,"5,8",['Steven Tanenbaum'],['Steven Tanenbaum'],Pre takes place four days after 9/11 in New York City. A theatre ensemble struggles to decide whether or not to be the first play to go back up after the attack.,--,Pre
26,"5,8",['Michael Bond'],DESCONOCIDO,"Tom and Melony, a married couple living in Los Angeles, set out from their home in Santa Monica to meet friends for dinner in Hollywood. It's a Friday night - naturally, they hit traffic. By the time they get there, their marriage is over.",1h 22min,Passengers
27,"5,9",['Nassim Amaouche'],['Nassim Amaouche'],"When their factory is closed down, some irreducible people stay to live in the factory city where they've been spending all their lives. Some of them also keep going to work, to repair the machinery.",1h 15min,Adieu Gary
28,"6,6",['Nikolaj Steen'],['Nikolaj Steen'],A Danish old boys/50+ soccer team is heading by bus to northern Sweden when they forget Vagn at a gas station. He tries to catch up hitch hiking. A young criminal gives him a ride that turns into a road trip.,1h 35min,Oldboys
29,"4,2",['Parviz Saghizadeh'],['Parviz Saghizadeh'],"Follows the final nine days in the lives of four hit men who are secretly brought together in a covert operation to fight the nation's drug trafficking epidemic. Underneath their coldhearted facades, the hit men are lost souls in search of redemption. On this mission they'll confront their own demons.",1h 31min,Road of No Return
30,"5,6",['Heidi Maria Faisst'],['Heidi Maria Faisst'],"Katrine has just given birth to a beautiful girl, but she worries about being a good mother, and when her boyfriend goes away for work she asks her own mother for help. But the two women have unresolved issues, and instead of feeling helped, Katrine feels more and more insecure and slowly falls apart.",1h 15min,Velsignelsen
31,"5,9",['Keita Kôno'],"['Masako Imai', 'Fuyuki Shindo']","Taishi lives with his father Kazushi. His mother left home when Taishi was very young and he barely has any memories of her. He believes that his mother left home to study in Paris. His favorite moments come once a week when he receives a letter from his mother. But one day, during Taishi's summer vacation, he learns that his mother isn't in Paris but in Shodoshima, J... Leer todo",1h 35min,Boku to mama no kiiroi jitensha
32,"7,6",['Nathan Silver'],"['Ben Bostick', 'Nathan Silver']",,1h 30min,The Blind
33,"3,9",['Zhuangzhuang Tian'],"['Zhuangzhuang Tian', 'Yasushi Inoue']",The disillusioned general of an ancient Chinese army regiment finds himself stranded in a village populated by a strange clan with mystical connections to wolves.,1h 41min,Lang zai ji
34,"6,4",['Tim McCanlies'],DESCONOCIDO,"After the unexpected death of his survivalist father, an eleven-year-old boy raised in the Alabama wilderness must learn how to make a home in the modern world.",1h 39min,Alabama Moon
35,"4,5","['Karl Howman', 'Ethem Çetintas']","['Karl Howman', 'Ethem Çetintas']","Ray Winstone plays Frank Horner, a solicitor based in a small town in Wiltshire, England. His daughter Helen is leaving home for the first time to go to university and move in with her boyfriend. Frank has to come to terms with parting from his 'princess', whom he has smothered with love for over 20 years. How does he cope when something unexpected happens to her? Fra... Leer todo",1h 16min,Fathers of Girls
36,--,['Gülseli Bille Baur'],"['Gülseli Bille Baur', 'Johannes Kup']",Eleven young people live in a city. It is midsummer. This is the starting point of the escalation of seemingly harmonious relationships. A post modern urban fairy tale about loneliness of dependency. About the question of what is greater. freedom or love.,1h 24min,Mein Vogel fliegt schneller
37,"6,6",['Simone van Dusseldorp'],['Simone van Dusseldorp'],"A Dutch-language feature aimed squarely at preschoolers and younger primary school children, this gentle outing concerns two small children, Max and Jesse who set out into the woods on a grand adventure, to look for frogs and toads.",1h 15min,Kikkerdril
38,"5,8","['Jan-Christoph Glaser', 'Carsten Ludwig']","['Carsten Ludwig', 'Jan-Christoph Glaser']","For six young men, who could hardly be more different from one another, the fan club of the Eintracht Braunschweig football club is the center of their life and their friendship. 66/67 is the name of their club as well as the year in which Eintracht Braunschweig won the German Championship.",1h 55min,66/67
39,"6,7",['Mehdi Ben Attia'],"['Mehdi Ben Attia', 'Olivier Laneurie']","Malik has a lot on his plate when he returns home to Tunisia after living in France. He's processing his father's death, he can't come out to his mother, and his childhood anxieties have resurfaced. But all of Malik's problems seem to fade away when he falls for Bilal, the dreamy houseboy at his mother's bourgeois estate.",1h 33min,Le fil
