,name,link
0,Bruna Ciocca,"('Bruna Ciocca', 'https://www.imdb.com/name/nm12409929/?ref_=tt_cl_t_1')"
1,Cleo,"('Cleo', 'https://www.imdb.com/name/nm0166361/?ref_=tt_cl_t_2')"
2,Kaysar Dadour,"('Kaysar Dadour', 'https://www.imdb.com/name/nm9588755/?ref_=tt_cl_t_3')"
3,Vera Fischer,"('Vera Fischer', 'https://www.imdb.com/name/nm0279152/?ref_=tt_cl_t_4')"
4,Fiuk,"('Fiuk', 'https://www.imdb.com/name/nm3866873/?ref_=tt_cl_t_5')"
5,Fábio Jr.,"('Fábio Jr.', 'https://www.imdb.com/name/nm0433783/?ref_=tt_cl_t_6')"
6,Stênio Garcia,"('Stênio Garcia', 'https://www.imdb.com/name/nm0305447/?ref_=tt_cl_t_7')"
7,Sergio Guizé,"('Sergio Guizé', 'https://www.imdb.com/name/nm2440633/?ref_=tt_cl_t_8')"
8,Gessica Kayane,"('Gessica Kayane', 'https://www.imdb.com/name/nm10503375/?ref_=tt_cl_t_9')"
9,Mel Maia,"('Mel Maia', 'https://www.imdb.com/name/nm4956021/?ref_=tt_cl_t_10')"
10,Elijahwan Butler,"('Elijahwan Butler', 'https://www.imdb.com/name/nm6860913/?ref_=tt_cl_t_1')"
11,Aadar Jain,"('Aadar Jain', 'https://www.imdb.com/name/nm8938569/?ref_=tt_cl_t_1')"
12,Jackie Shroff,"('Jackie Shroff', 'https://www.imdb.com/name/nm0006763/?ref_=tt_cl_t_2')"
13,Shloka Pandit,"('Shloka Pandit', 'https://www.imdb.com/name/nm6582228/?ref_=tt_cl_t_3')"
14,Elnaaz Norouzi,"('Elnaaz Norouzi', 'https://www.imdb.com/name/nm9157672/?ref_=tt_cl_t_4')"
15,Siddhant Kapoor,"('Siddhant Kapoor', 'https://www.imdb.com/name/nm4948769/?ref_=tt_cl_t_5')"
16,Rajpal Naurang Yadav,"('Rajpal Naurang Yadav', 'https://www.imdb.com/name/nm1056425/?ref_=tt_cl_t_6')"
17,Darshan Jariwala,"('Darshan Jariwala', 'https://www.imdb.com/name/nm1189762/?ref_=tt_cl_t_7')"
18,Bharat Ganeshpure,"('Bharat Ganeshpure', 'https://www.imdb.com/name/nm2778815/?ref_=tt_cl_t_8')"
19,Girish Kulkarni,"('Girish Kulkarni', 'https://www.imdb.com/name/nm2971390/?ref_=tt_cl_t_9')"
20,Bramha Mishra,"('Bramha Mishra', 'https://www.imdb.com/name/nm12436150/?ref_=tt_cl_t_10')"
21,Bahram Afshari,"('Bahram Afshari', 'https://www.imdb.com/name/nm6263498/?ref_=tt_cl_t_1')"
22,Mohammad Reza Forutan,"('Mohammad Reza Forutan', 'https://www.imdb.com/name/nm0287471/?ref_=tt_cl_t_2')"
23,Aminadeli,"('Aminadeli', 'https://www.imdb.com/name/nm13759423/?ref_=tt_cl_t_3')"
24,Sahra Asadollahi,"('Sahra Asadollahi', 'https://www.imdb.com/name/nm8511149/?ref_=tt_cl_t_4')"
25,Fateme Babai,"('Fateme Babai', 'https://www.imdb.com/name/nm15692941/?ref_=tt_cl_t_5')"
26,Shahin Babapur,"('Shahin Babapur', 'https://www.imdb.com/name/nm14606929/?ref_=tt_cl_t_6')"
27,Behnoosh Bakhtiari,"('Behnoosh Bakhtiari', 'https://www.imdb.com/name/nm2114785/?ref_=tt_cl_t_7')"
28,Giti Ghasemi,"('Giti Ghasemi', 'https://www.imdb.com/name/nm8004222/?ref_=tt_cl_t_8')"
29,Pejvak Imani,"('Pejvak Imani', 'https://www.imdb.com/name/nm12969035/?ref_=tt_cl_t_9')"
30,Javad Jouyandeh,"('Javad Jouyandeh', 'https://www.imdb.com/name/nm14906316/?ref_=tt_cl_t_10')"
31,Steven Whatmough,"('Steven Whatmough', 'https://www.imdb.com/name/nm6557337/?ref_=tt_cl_t_1')"
32,Ben Carew,"('Ben Carew', 'https://www.imdb.com/name/nm3837735/?ref_=tt_cl_t_2')"
33,Pui-Mei Wong,"('Pui-Mei Wong', 'https://www.imdb.com/name/nm12457688/?ref_=tt_cl_t_3')"
34,Emi Nishimura,"('Emi Nishimura', 'https://www.imdb.com/name/nm6109666/?ref_=tt_cl_t_4')"
35,Tom Caine,"('Tom Caine', 'https://www.imdb.com/name/nm5324476/?ref_=tt_cl_t_5')"
36,Sreed Sathiamoorthy,"('Sreed Sathiamoorthy', 'https://www.imdb.com/name/nm6396804/?ref_=tt_cl_t_6')"
37,Andrew Pocock,"('Andrew Pocock', 'https://www.imdb.com/name/nm6557335/?ref_=tt_cl_t_7')"
38,Erin Carew,"('Erin Carew', 'https://www.imdb.com/name/nm12457689/?ref_=tt_cl_t_8')"
39,Yiwen Yao,"('Yiwen Yao', 'https://www.imdb.com/name/nm7591859/?ref_=tt_cl_t_9')"
40,Steven Parr,"('Steven Parr', 'https://www.imdb.com/name/nm12457690/?ref_=tt_cl_t_10')"
