,name,link
0,Rohit Kataria,"('Rohit Kataria', 'https://www.imdb.com/name/nm10530596/?ref_=tt_cl_t_1')"
1,Lee Lopez,"('Lee Lopez', 'https://www.imdb.com/name/nm10209639/?ref_=tt_cl_t_2')"
2,Fernanda Padron Olivas,"('Fernanda Padron Olivas', 'https://www.imdb.com/name/nm10538723/?ref_=tt_cl_t_3')"
3,Ness Suarez,"('Ness Suarez', 'https://www.imdb.com/name/nm10538722/?ref_=tt_cl_t_4')"
4,Celik Kayalar,"('Celik Kayalar', 'https://www.imdb.com/name/nm2582139/?ref_=tt_cl_t_1')"
5,Kyle Simsek,"('Kyle Simsek', 'https://www.imdb.com/name/nm7897470/?ref_=tt_cl_t_2')"
6,Maria Natapov,"('Maria Natapov', 'https://www.imdb.com/name/nm3263389/?ref_=tt_cl_t_1')"
7,Walter Stone,"('Walter Stone', 'https://www.imdb.com/name/nm3024335/?ref_=tt_cl_t_2')"
8,Thomas McCormick,"('Thomas McCormick', 'https://www.imdb.com/name/nm7270897/?ref_=tt_cl_t_3')"
9,Josh Haddad,"('Josh Haddad', 'https://www.imdb.com/name/nm10674033/?ref_=tt_cl_t_4')"
10,John Campeau,"('John Campeau', 'https://www.imdb.com/name/nm10541053/?ref_=tt_cl_t_5')"
11,Eric Falter,"('Eric Falter', 'https://www.imdb.com/name/nm10674032/?ref_=tt_cl_t_6')"
12,Greg Genatossio,"('Greg Genatossio', 'https://www.imdb.com/name/nm10645429/?ref_=tt_cl_t_7')"
13,Amy Thomason,"('Amy Thomason', 'https://www.imdb.com/name/nm5453741/?ref_=tt_cl_t_8')"
14,Solange Elkallassi,"('Solange Elkallassi', 'https://www.imdb.com/name/nm10587242/?ref_=tt_cl_t_9')"
15,Jeffrey Roach,"('Jeffrey Roach', 'https://www.imdb.com/name/nm10674034/?ref_=tt_cl_t_10')"
16,Joe Finfera,"('Joe Finfera', 'https://www.imdb.com/name/nm1316530/?ref_=tt_cl_t_1')"
17,Katelyn Kapocsi,"('Katelyn Kapocsi', 'https://www.imdb.com/name/nm7755628/?ref_=tt_cl_t_2')"
18,Elena Nicorici,"('Elena Nicorici', 'https://www.imdb.com/name/nm10234366/?ref_=tt_cl_t_3')"
19,Austin Ramey,"('Austin Ramey', 'https://www.imdb.com/name/nm8064253/?ref_=tt_cl_t_4')"
20,Kendal Evans,"('Kendal Evans', 'https://www.imdb.com/name/nm3857863/?ref_=tt_cl_t_1')"
21,John Barrett,"('John Barrett', 'https://www.imdb.com/name/nm10539659/?ref_=tt_cl_t_2')"
22,Wayne O'Broin,"(""Wayne O'Broin"", 'https://www.imdb.com/name/nm10539660/?ref_=tt_cl_t_3')"
23,Oliwia Falowska,"('Oliwia Falowska', 'https://www.imdb.com/name/nm10539661/?ref_=tt_cl_t_4')"
24,Jack Hudson,"('Jack Hudson', 'https://www.imdb.com/name/nm9297569/?ref_=tt_cl_t_5')"
25,Joe Duggan,"('Joe Duggan', 'https://www.imdb.com/name/nm10539662/?ref_=tt_cl_t_6')"
26,Brandon Boyle,"('Brandon Boyle', 'https://www.imdb.com/name/nm10539663/?ref_=tt_cl_t_7')"
27,Joseph Duggan,"('Joseph Duggan', 'https://www.imdb.com/name/nm8572376/?ref_=tt_cl_t_8')"
28,Agostino Chiummariello,"('Agostino Chiummariello', 'https://www.imdb.com/name/nm0158447/?ref_=tt_cl_t_1')"
29,Pasquale Russo,"('Pasquale Russo', 'https://www.imdb.com/name/nm0751710/?ref_=tt_cl_t_2')"
30,Barbara Petti,"('Barbara Petti', 'https://www.imdb.com/name/nm6426250/?ref_=tt_cl_t_3')"
31,Domenico Tufano,"('Domenico Tufano', 'https://www.imdb.com/name/nm9134868/?ref_=tt_cl_t_4')"
32,Zachary Tanaka,"('Zachary Tanaka', 'https://www.imdb.com/name/nm10540434/?ref_=tt_cl_t_1')"
33,Justin Smith,"('Justin Smith', 'https://www.imdb.com/name/nm10540438/?ref_=tt_cl_t_2')"
34,Omar Hamza,"('Omar Hamza', 'https://www.imdb.com/name/nm10540439/?ref_=tt_cl_t_3')"
35,Robert Wittenberg,"('Robert Wittenberg', 'https://www.imdb.com/name/nm10540437/?ref_=tt_cl_t_4')"
36,Bella Roman,"('Bella Roman', 'https://www.imdb.com/name/nm10540435/?ref_=tt_cl_t_5')"
37,Max Arellano,"('Max Arellano', 'https://www.imdb.com/name/nm10540436/?ref_=tt_cl_t_6')"
38,Darnisha Brown,"('Darnisha Brown', 'https://www.imdb.com/name/nm10540860/?ref_=tt_cl_t_1')"
39,Justin Kausal,"('Justin Kausal', 'https://www.imdb.com/name/nm10444689/?ref_=tt_cl_t_2')"
40,Nita Chikadze,"('Nita Chikadze', 'https://www.imdb.com/name/nm9057913/?ref_=tt_cl_t_1')"
41,Kendall Cato,"('Kendall Cato', 'https://www.imdb.com/name/nm10198319/?ref_=tt_cl_t_2')"
42,Kristine Sullivan,"('Kristine Sullivan', 'https://www.imdb.com/name/nm3204918/?ref_=tt_cl_t_3')"
43,Hailey Harris,"('Hailey Harris', 'https://www.imdb.com/name/nm9239603/?ref_=tt_cl_t_4')"
44,Bruce Nehlsen,"('Bruce Nehlsen', 'https://www.imdb.com/name/nm7363408/?ref_=tt_cl_t_5')"
45,Broderick Whittaker,"('Broderick Whittaker', 'https://www.imdb.com/name/nm8538369/?ref_=tt_cl_t_6')"
46,David Alan Graf,"('David Alan Graf', 'https://www.imdb.com/name/nm0333702/?ref_=tt_cl_t_7')"
47,Alyssa Casanova,"('Alyssa Casanova', 'https://www.imdb.com/name/nm9451225/?ref_=tt_cl_t_8')"
