,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,7.0,DESCONOCIDO,DESCONOCIDO,"Revealing the entrepreneurial ingenuity, paranoia and bloodshed behind the cocaine trade, in the true story of smuggler, Zachary Swan, who ran rings around police and customs officials in the early 70s.",--,Snowblind
1,5.9,['Guilherme Fontes'],DESCONOCIDO,"The story of Assis Chateaubriand, the first magnate of communication in Brazil. Due to his influence during the late 1930s up to the early 1960s, he has come to be called The Brazilian Citizen Kane.",1h 42m,Chatô - The King of Brazil
2,6.6,['Luis Aller'],DESCONOCIDO,"Passers-by is a constructivist, multiple, fragmented and cosmic film... a cinematographic Big Bang resulting from a thorough conception and edition work by Director Luis Aller. Passers-by exposes us to ephemeralness inside hundreds of human beings' lives in their particular evolutions, and allows us to watch them as though we open a wide window over the city of Barcel... Read all",1h 41m,Transeúntes
3,6.8,['Kyle Patrick Alvarez'],"['Tim Talbott', 'Philip Zimbardo']","In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.",2h 2m,The Stanford Prison Experiment
4,5.5,['Ben Wheatley'],"['Amy Jump', 'J.G. Ballard']",Life for the residents of a tower block begins to run out of control.,1h 59m,High-Rise
5,7.2,['Matt Brown'],"['Robert Kanigel', 'Matt Brown']","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",1h 48m,The Man Who Knew Infinity
6,6.4,['Don Cheadle'],DESCONOCIDO,An exploration of the life and music of Miles Davis.,1h 40m,Miles Ahead
7,7.1,['Tom Hooper'],"['Lucinda Coxon', 'David Ebershoff']",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,1h 59m,The Danish Girl
8,5.6,['Sukhwant Dhadda'],DESCONOCIDO,"Chooriyan is the story of Simran (Gracy Singh), an orphan who has always dreamt of being a part of a family. Her dream finally comes true when Army Office Aman (Sudanshu Pandde) asks her to marry him and she lives happily as part of Aman's family. Aman and Simran cherish every moment before he returns back to his army duty. Before he leaves, Simran makes a vow to him ... Read all",--,Chooriyan
9,--,['Razul Alam'],DESCONOCIDO,,--,Dangebaaz
10,6.4,['Felipe Restrepo'],DESCONOCIDO,"Lorenzo is a musician who moves to the city to start over. There, he meets Eugenia and falls in love. One day, she is kidnapped by a sinister man who is wants the money he is owed. Lorenzo will try to rescue her no matter how hostile the obstacles. A love story in a concrete context.",1h 30m,De hormigón armado
11,--,['Huu Muoi Nguyen'],DESCONOCIDO,,1h 34m,On the Peaceful Peak
12,8.0,['Dinh Thai Thuy'],DESCONOCIDO,,1h 40m,My Nhân
13,--,['Dang Thai Huyen'],"['Nguyen Thu Dung', 'Dang Thai Huyen']",,1h 50m,Nguoi Tro Vê
14,--,['Samudra Das Gupta'],DESCONOCIDO,"Social media creates havoc in the lives of 3 high school teenagers. Years later, one of them dies mysteriously at a birthday party.",1h 33m,Aakhri Pal
15,5.5,['Halil Özer'],DESCONOCIDO,"Orhan ve Ali are siblings who lost their parents in a car accident and living far from the district in a small cabin built at the skirts of a mountain. They are earning their lives by pursuing their late father's job. Their daily routine changes with arrival Bahar, who met Orhan previously but had to marry to the younger brother Ali.",1h 42m,Firak
16,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10098112
17,--,['Yu-Shan Huang'],DESCONOCIDO,"Different styles of dining can also be portrayed as different types of life. Restaurant hostess, Liu Fen-Fang, prepares a feast for the new opening of her restaurant. Deep in her heart, however, she also experiences her most bitter moment. Her family is shattered when she hears news of her husband's affair. Fen-Fang considers marriage as her forever refuge. She never ... Read all",1h 45m,Taste of Life
18,2.0,['Arjin Uppal'],"['S. Baldev Singh', 'Afiq Zulhelmi']","Syahana is a very religious girl who has a dream of becoming a Muslim model due to the influences of modeling videos on social media. Syahana then seeks for help from Fandi, a guy she met on the Internet who claims that he can help Syahana achieve her dreams. When her father and brother object to her decisions, she runs away to Kuala Lumpur to meet Fandi alone. Upon r... Read all",1h 20m,Darah Panas
19,6.4,['Daniel Espinosa'],"['Richard Price', 'Tom Rob Smith']",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,2h 17m,Child 44
20,--,['Lin Jia'],DESCONOCIDO,,--,Jie di liang
21,--,['Lei Su'],DESCONOCIDO,,--,A Place Where The Dream Begins
22,--,['Anandram'],DESCONOCIDO,"The film is based on the true story of a brave woman from Dhule in Maharashtra. The incident had taken place 30 years ago. Pashbandh presents the woman's fight against all the trouble she faced in her life, to rise up respectfully in society.",1h 52m,Pashbandh
23,--,['Bambang Drias'],DESCONOCIDO,,--,Erau Kota Raja
