,name,link
0,Horatiu Malaele,"('Horatiu Malaele', 'https://www.imdb.com/name/nm0538855/?ref_=tt_cl_t_1')"
1,Ion Besoiu,"('Ion Besoiu', 'https://www.imdb.com/name/nm0078725/?ref_=tt_cl_t_2')"
2,Alexandru Bindea,"('Alexandru Bindea', 'https://www.imdb.com/name/nm0082764/?ref_=tt_cl_t_3')"
3,Coca Bloos,"('Coca Bloos', 'https://www.imdb.com/name/nm0089306/?ref_=tt_cl_t_4')"
4,Cecilia Bârbora,"('Cecilia Bârbora', 'https://www.imdb.com/name/nm0053722/?ref_=tt_cl_t_5')"
5,Ana Ciontea,"('Ana Ciontea', 'https://www.imdb.com/name/nm0162566/?ref_=tt_cl_t_6')"
6,Gheorghe Dinica,"('Gheorghe Dinica', 'https://www.imdb.com/name/nm0227708/?ref_=tt_cl_t_7')"
7,Bujor Macrin,"('Bujor Macrin', 'https://www.imdb.com/name/nm0534339/?ref_=tt_cl_t_8')"
8,Ruxandra Sireteanu,"('Ruxandra Sireteanu', 'https://www.imdb.com/name/nm0802794/?ref_=tt_cl_t_9')"
9,Valentin Teodosiu,"('Valentin Teodosiu', 'https://www.imdb.com/name/nm0855256/?ref_=tt_cl_t_10')"
10,Mireia Aixalà,"('Mireia Aixalà', 'https://www.imdb.com/name/nm1409703/?ref_=tt_cl_t_1')"
11,Martin Aslan,"('Martin Aslan', 'https://www.imdb.com/name/nm0039512/?ref_=tt_cl_t_2')"
12,Héctor Atienza,"('Héctor Atienza', 'https://www.imdb.com/name/nm4146416/?ref_=tt_cl_t_3')"
13,Anna Azcona,"('Anna Azcona', 'https://www.imdb.com/name/nm0044150/?ref_=tt_cl_t_4')"
14,Carlota Benet,"('Carlota Benet', 'https://www.imdb.com/name/nm4694027/?ref_=tt_cl_t_5')"
15,Nerea Blanco,"('Nerea Blanco', 'https://www.imdb.com/name/nm7713619/?ref_=tt_cl_t_6')"
16,Amaury Brigante,"('Amaury Brigante', 'https://www.imdb.com/name/nm13355652/?ref_=tt_cl_t_7')"
17,Gemma Brió,"('Gemma Brió', 'https://www.imdb.com/name/nm1286780/?ref_=tt_cl_t_8')"
18,Manuel Bronchud,"('Manuel Bronchud', 'https://www.imdb.com/name/nm0111392/?ref_=tt_cl_t_9')"
19,Marcelo Bukin,"('Marcelo Bukin', 'https://www.imdb.com/name/nm2019193/?ref_=tt_cl_t_10')"
20,Paul Rudd,"('Paul Rudd', 'https://www.imdb.com/name/nm0748620/?ref_=tt_cl_t_1')"
21,Michael Douglas,"('Michael Douglas', 'https://www.imdb.com/name/nm0000140/?ref_=tt_cl_t_2')"
22,Corey Stoll,"('Corey Stoll', 'https://www.imdb.com/name/nm1015684/?ref_=tt_cl_t_3')"
23,Evangeline Lilly,"('Evangeline Lilly', 'https://www.imdb.com/name/nm1431940/?ref_=tt_cl_t_4')"
24,Bobby Cannavale,"('Bobby Cannavale', 'https://www.imdb.com/name/nm0134072/?ref_=tt_cl_t_5')"
25,Anthony Mackie,"('Anthony Mackie', 'https://www.imdb.com/name/nm1107001/?ref_=tt_cl_t_6')"
26,Judy Greer,"('Judy Greer', 'https://www.imdb.com/name/nm0339460/?ref_=tt_cl_t_7')"
27,Abby Ryder Fortson,"('Abby Ryder Fortson', 'https://www.imdb.com/name/nm5338858/?ref_=tt_cl_t_8')"
28,Michael Peña,"('Michael Peña', 'https://www.imdb.com/name/nm0671567/?ref_=tt_cl_t_9')"
29,David Dastmalchian,"('David Dastmalchian', 'https://www.imdb.com/name/nm2810287/?ref_=tt_cl_t_10')"
30,Kevin Hart,"('Kevin Hart', 'https://www.imdb.com/name/nm0366389/?ref_=tt_cl_t_1')"
31,Josh Gad,"('Josh Gad', 'https://www.imdb.com/name/nm1265802/?ref_=tt_cl_t_2')"
32,Kaley Cuoco,"('Kaley Cuoco', 'https://www.imdb.com/name/nm0192505/?ref_=tt_cl_t_3')"
