,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.9,['Colin Trevorrow'],DESCONOCIDO,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",2h 4m,Jurassic World
1,7.2,['Peyton Reed'],DESCONOCIDO,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",1h 57m,Ant-Man
2,--,['Billy Butler'],DESCONOCIDO,A post-apocalyptic anthology web-series following the story of two best friends on their daring survival journey in a wasteland littered with the undead.,--,Left for Dead- The Infection (The Series)
3,5.4,['Ly Hai'],DESCONOCIDO,"When he discovers a fortune in diamonds in the jungle, a man must flee the criminal gang with the help of a chance acquaintance.",1h 38m,Face Off
4,--,['Samit L. Baadkar'],DESCONOCIDO,,2h,Dushman
5,--,['Juanjo Martínez'],DESCONOCIDO,A Team of former mercenaries now in charge of national security faces a band involved in organ traffic.,1h 32m,Corazones en Llamas 2
6,--,['J.V. Noriega'],DESCONOCIDO,A young detective finds himself caught in a moral dilemma as he tries to solve a series of killings against children of corrupt government officials. He soon falls deeper into the case when the killer abducts his fiancée.,1h 21m,Modus
7,--,['Anish Saripalli'],DESCONOCIDO,,--,Sleeper Cell
8,--,['Oscar Lopez'],"['Luis Alvarez', 'Oscar Lopez']",,1h 30m,Sicario De Dios
9,4.8,['Kwok-Man Keung'],DESCONOCIDO,The Milan Thieves is a group of seven young people who have different talents and schemes. The story is based on a financial group with a proposed acquisition of the Pavia Street in Milan and their unexpected obstacles.,1h 30m,Magic Card
10,--,DESCONOCIDO,"['Nuzaira Imam', 'Gul Zaib Shakeel']","Nazar ke Samnay is the story of Saleem, a young mechanic living in the neighborhood of Burns Road. He has had a massive crush on Hanna since forever - forever being when she moved to the neighborhood four years ago. Hanna is an orphan living with her aged spinster Khala and hands down, the prettiest girl on the block. Saleem enjoys admiring Hanna from afar. He feels l... Read all",1h 18m,Nazar Kay Samnay
11,6.2,['Faisal Ishak'],DESCONOCIDO,"Directed by Faisal Ishak, the film is the sequel to the first ""Juvana"", it focuses more outside of school ground as Daim and the gang have graduated from Wira Bakti High School.",1h 38m,Juvana 2: Terperangkap Dalam Kebebasan
12,2.5,['A. Razak Mohaideen'],DESCONOCIDO,"Hamid has live in poverty since young and is often ridiculed due to his poor condition. Nevertheless, his will to live grows stronger as he fights for his family's survival at Hutton Road, Penang. Hamid is then put under the care of a Tomoi master and his Uncle Don. He trains to become the best. His heroic virtues gain him respect among his friends and cause terror am... Read all",1h 57m,Chowrasta
13,--,DESCONOCIDO,DESCONOCIDO,,1h 30m,Tottenham Hotspur Football Club vs Liverpool Football Club
14,--,DESCONOCIDO,DESCONOCIDO,,1h 30m,Liverpool Football Club vs Tottenham Hotspur Football Club
15,5.0,['Kamil Brade'],DESCONOCIDO,,1h 15m,Super Story
16,3.7,['Byeong-Ha No'],DESCONOCIDO,,1h 25m,Mission: Kidnap the Top Star
17,7.2,['Raymond Handaya'],"['Raymond Handaya', 'Away Martianto', 'Hilman Mutasi']","After rescuing a nursing home from bomb threats, Gito (Deddy Mahendra Desta) and Rojak (Judika Sihotang) became acquainted with Abdur (Abdur Arsyad). They met again when they were given the task of fostering prospective firefighters, under the leadership of Commander Dicky (Bucek Depp).",1h 39m,Si Jago Merah 2: Air & Api
18,--,['Jack Dalton'],"['Jack Dalton', 'Sammie Dibbern']","Mortalitus has climbed back to power. Now, Elizabeth Tucker must join the remaining Conservators and uncover the secrets of the past in order to battle against Mortalitus and his growing army of Dark Spirits in the Sacred Realm.",2h 44m,Conservators III: Light & Darkness
19,8.0,['Suraj Sunuwar'],DESCONOCIDO,Kalu Yadav is gangster who works under Criminal Businesses man Raja . Kalu bails out his friend Vicky from prison and they both decide to work together. Raja works with Indian gangster Malik Bhai in illegal smuggling of drugs . Raja is about to receive to consignment of drugs through Malik's Henchman Rafik but Rafik is raided by the police which is led by the new DSP.... Read all,--,Sadanga
20,--,['Malik Imdad Hussain'],DESCONOCIDO,,2h,Gujjar Pooray Dina Da
21,--,['Dan Constantinou'],DESCONOCIDO,,1h,DB10: Built for Bond
22,4.4,['Shiva'],DESCONOCIDO,,--,Charlie
23,5.5,['Annaiah'],"['Rajendrakumar Arya', 'K. Lakshman']",A scientist finds a medicine for heart issues at a cheaper cost but he gets chased by the medical mafia and runs away.,2h 17m,Octopus
24,--,['Curtis Everitt'],"['Curtis Everitt', 'Jeremy Hammack']",Dameon Fox goes on a mission to infiltrate social media company MoreTalk and stop founder David Moore from wreaking havoc on the world.,1h 11m,Razor Sharp
25,--,['Liza Rachenko'],DESCONOCIDO,A young girl accidentally hears a conversation between two FBI agents and discovers that she might be the only one who holds the key to saving the United States from an atomic bomb.,--,The Eavesdropper
26,5.5,DESCONOCIDO,"['K.C. Amos', 'Alonzo Douglas']","Runaway Tracy is snatched from a dangerous L.A. neighborhood by sadistic thugs while searching for her homeless boyfriend. Her police detective mom races against time to rescue Tracy from the big money, high crime world of sex trafficking.",1h 31m,Mercy for Angels
27,3.5,['Russell Friedenberg'],DESCONOCIDO,"With one of their own missing, a group of friends travel to the remote Florida everglades where they discover that an ancient, malevolent curse is tracking them.",1h 33m,Wind Walkers
28,--,DESCONOCIDO,DESCONOCIDO,,--,CD Leganés vs Albacete Balompié
29,--,DESCONOCIDO,DESCONOCIDO,,--,COPA DEL REY Third Round Replay CD Leganés vs Deportivo Alavés
30,--,DESCONOCIDO,DESCONOCIDO,,--,CD Leganés vs RCD Mallorca
31,4.8,['Ghouse Peer'],DESCONOCIDO,"JK, an unemployed man, falls in love with Nandini, a lawyer. Everything in his life changes after he is mistaken for a serial killer.",2h 15m,Sharp Shooter
32,--,DESCONOCIDO,DESCONOCIDO,,--,Shin Nihon no shuryo
33,--,DESCONOCIDO,DESCONOCIDO,,--,Shin Nihon no shuryo 3
34,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12887258
35,7.8,['Marcus Warren'],DESCONOCIDO,A dangerous game of cat and mouse begins when aspiring young soccer players Dan and Steve bribe their way into a premier league football stadium to play in an illicit underground match one fateful night. Sudden Death has a new meaning!,1h 14m,Kick-Sudden Death
36,--,['Alonso O. Lara'],DESCONOCIDO,,--,El Señor De La Tahoe
37,--,['Alonso O. Lara'],"['Noel Flores', 'Rosa Flores']",,--,The Shadow of The Chief-La Sombra Del Jefe
38,--,DESCONOCIDO,DESCONOCIDO,"After crossing the US border, two undocumented immigrants must run for their lives while being hunted by two vigilante minutemen.",1h 12m,Mano a Mano
39,--,['Ye Yuan'],DESCONOCIDO,"This is a crazy drag racing movie that makes people adrenal gland rise. Cool refitted cars, beautiful models with blonde hair, and blue eyes, accompanied by racing masters from all over the world.",--,Wild Speed
40,7.9,['Ryan Dunlap'],"['Dustin Ballard', 'Ryan Dunlap']","When his wife is killed, Oliver's world turns monochrome from Achromatopsia - the inability to see color. In comes Rachel, a femme fatale offering hope in return for a deadly favor, plunging Oliver into a world of crime run by Gavin Calhoun, dodging the murderous Jamison & uncovering secrets left by his late father-in-law, Jonathon Cole in the hopes of answering a hau... Read all",1h 45m,Greyscale
41,4.6,['Roland Joffé'],"['Ajey Jhankar', 'Roland Joffé']","An epic, sweeping and riveting tale of an impossible love set across two time periods and continents.",1h 49m,The Lovers
42,--,['Hiroyuki Kawasaki'],DESCONOCIDO,,--,Takeda kunoichi ninpo den chiyome
43,--,['Meto Ege'],DESCONOCIDO,A dedicated Inspector and an undercover cop are working together to bring down a triad formed by four Jail brothers.,1h 45m,Phantom
44,7.7,['Meto Ege'],DESCONOCIDO,"Acun lives in seclusion with his wife. But when his wife was murdered, he fell into anger and sadness. He looks for the murderer and actually tracks him down with the help of his old friend Markes and avenges his wife. In the meantime, however, Markes had a partnership agreement with Acun that Acun had previously rejected. Now the two businessmen have other problems u... Read all",1h 35m,Das Spiel beginnt
45,--,DESCONOCIDO,DESCONOCIDO,,--,Schalke vs Eintracht Frankfurt
46,--,DESCONOCIDO,DESCONOCIDO,,--,Copa del Rey Fifth Round Real Madrid vs Atletico Madrid
47,6.3,['Alan Taylor'],DESCONOCIDO,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",2h 6m,Terminator Genisys
48,--,DESCONOCIDO,DESCONOCIDO,,--,Seattle Sounders FC vs Portland Timbers
49,8.6,['Patryk Wawer'],DESCONOCIDO,"Steve spawns in a Minecraft world. He gets the essentials. He collects materials, makes a new home, has adventures, and gets new friends. Then a problem rises from the dark... Will Steve and his friends find a way to save the Overworld?",1h 2m,Lego Minecraft Movie
50,--,DESCONOCIDO,"['Gustavo Cardozo', 'Marianna di Lorenzo']","Jack Preston was working undercover to take down a coalition of organized crime, arms dealers and politicians. When his cover was blown they tortured and beheaded him. Now his son, Daniel, has risked his life to find the truth. His relationships with a Senator's son and a detective bring answers closer... but they also bring blood and compromise",--,Risk for Honor
51,8.0,['Richard Ryan'],"['Michael Marcelin', 'Richard Ryan']","Fortune 500 Man is a tale of one young man's dream to be the CEO of a fortune 500 company and his roller coaster journey to achieving his dream. Small town, top collegiate, business savvy Brad Jankens enters the big city to get his start at an established company. After being rejected many times he encounters a few neighborhood knuckle heads sent by major business own... Read all",1h 30m,Fortune 500 Man
52,5.1,['John Edward Lee'],"['John Edward Lee', 'Daniel Zirilli']","The true story, based on a Deathbed Confession, about what really happened to Frank Morris and the Anglin brothers who escaped from Alcatraz Prison in 1962. They made it- but what happened next is shocking. Investigated by the US Marshals.",1h 33m,Alcatraz Prison Escape: Deathbed Confession
53,6.9,['Ron Howard'],DESCONOCIDO,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",2h 2m,In the Heart of the Sea
54,8.1,['George Miller'],"['George Miller', 'Brendan McCarthy', 'Nick Lathouris']","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.",2h,Mad Max: Fury Road
55,6.3,['Dong-yeob Shin'],DESCONOCIDO,"Jung-jin is a criminal profiler and Yoo-min is a detective. They are called to the special investigation headquarter for a secret meeting, where they receive an order to take down the untouchable boss of a criminal organization.",1h 44m,Untouchable Lawmen
56,7.0,['Mashti Allan'],DESCONOCIDO,"Jeremiah is a lonely demigod, so one day he decides to grant two bitter enemies abilities that will change their lives forever. Chaos ensues when the two men will sacrifice anyone and anything to become more powerful than one another. Jeremiah The Giver sits back as the two men destroy the universe.",1h 38m,Jeremiah the Giver
57,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt14565530
58,--,['Juan Carlos Martin'],DESCONOCIDO,,1h 34m,El rapto
59,4.6,['Milos Twilight'],DESCONOCIDO,,--,The Dalhia Knights
60,--,['Enrique Murillo'],DESCONOCIDO,,1h 34m,La troca más perrona
61,4.3,['Josh Trank'],DESCONOCIDO,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,1h 40m,Fantastic Four
62,--,['Umesh Ghosh'],DESCONOCIDO,"A relaxing vacation turns into a terrifying juncture for eight people as they find themselves trapped in the woods and haunted down by strange, horrible and unprecedented forces. It is about their struggle to survive by any means possible.",--,Khawoi - The Danger Zone
63,--,['S. Mahendar'],"['Parridhi Jaiswal', 'Ajay Kumar']",a story of women who helps women in distress and solves problems between couples.,--,Mahakaali
64,3.8,DESCONOCIDO,"['Warren Davis II', 'Zebediah De Soto', 'David Reuben Schwartz']",A group of survivors trapped in a New York apartment fight to stay alive against legions of zombies.,1h 2m,Night of the Living Dead: Darkest Dawn
65,--,['David Impelluso'],DESCONOCIDO,,--,Lawless World
66,5.7,DESCONOCIDO,DESCONOCIDO,"Animated series adapted from the original book, Halo: The Fall of Reach. It's an explanation and backstory of the shaping and creation of Spartan 117, The Master Chief.",1h 4m,Halo: The Fall of Reach
67,9.4,['Edinei Nunes Nelma Leal Daiky Lorrane Manoel Assis'],"['Edinei Nunes', 'Welle Felipe de Araujo']",,--,A Filha Do Governador (2015/1)
68,--,['Pascal Amanfo'],"['Akosua Agyei', 'Dayan Fields']","The story revolves around a Narcotics Investigative Unit (NIU) agent (Adjetey Anang) trained regularly by the Drug Enforcement Administration (DEA) of the United States. On returning from one of such trainings, he is met with a case of a lady arrested for drug trafficking. With his past experience with drugs and how it once led his brother to an untimely death, he is ... Read all",1h 43m,Cartel the Genesis
69,--,['Ghasem Arab'],DESCONOCIDO,"plaque the story is about reza, a boy who has a sick mother and has to pay for his mothers surgery. he is forced to steal with his other friend and faces many challenges. reza(Ali Tajdary)is the main character in the story",1h 30m,Ploque
70,--,DESCONOCIDO,DESCONOCIDO,,--,SV Werder Bremen vs VfL Wolfsburg
71,--,['Nikesh Khadka'],DESCONOCIDO,,--,Runna Bhanthe(I won't cry)
72,6.3,['Earl Nanhu'],DESCONOCIDO,"Love, Guns & Christmas is a dark comedy about two men in the witness protection program. After a few years in hiding, they sneak back into town for Christmas to see their friends while dodging the mafia and the police whose protection they will lose if caught.",1h 23m,"Love, Guns & Christmas"
73,4.9,['Valeri Milev'],"['Michael Hurst', 'Bruce Payne']","It's been 5 years since the Re-Animates outbreak that wiped out 85% of the world's population. Within a few cities, the Re-Animates have been segregated into ""zones"" and are policed by the R-Division of the QUASI S.W.A.T. Unit.",1h 28m,Re-Kill
74,5.9,['Breck Eisner'],"['Cory Goodman', 'Matt Sazama', 'Burk Sharpless']",The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,1h 46m,The Last Witch Hunter
75,5.3,DESCONOCIDO,"['Lilly Wachowski', 'Lana Wachowski']",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,2h 7m,Jupiter Ascending
76,7.2,['Guy Ritchie'],DESCONOCIDO,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",1h 56m,The Man from U.N.C.L.E.
77,8.0,['Alejandro G. Iñárritu'],"['Mark L. Smith', 'Alejandro G. Iñárritu', 'Michael Punke']",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,2h 36m,The Revenant
