,name,link
0,Lupu Pick,"('Lupu Pick', 'https://www.imdb.com/name/nm0681726/?ref_=tt_cl_t_1')"
1,Edith Posca,"('Edith Posca', 'https://www.imdb.com/name/nm0692612/?ref_=tt_cl_t_2')"
2,Johannes Riemann,"('Johannes Riemann', 'https://www.imdb.com/name/nm0726256/?ref_=tt_cl_t_3')"
3,Fritz Schulz,"('Fritz Schulz', 'https://www.imdb.com/name/nm0776458/?ref_=tt_cl_t_4')"
4,Albert Patry,"('Albert Patry', 'https://www.imdb.com/name/nm0666006/?ref_=tt_cl_t_5')"
5,Eduard Rothauser,"('Eduard Rothauser', 'https://www.imdb.com/name/nm0745073/?ref_=tt_cl_t_6')"
6,Bernhard Goetzke,"('Bernhard Goetzke', 'https://www.imdb.com/name/nm0324553/?ref_=tt_cl_t_7')"
7,Rudolf Klein-Rhoden,"('Rudolf Klein-Rhoden', 'https://www.imdb.com/name/nm0459029/?ref_=tt_cl_t_8')"
8,Paul Biensfeldt,"('Paul Biensfeldt', 'https://www.imdb.com/name/nm0081510/?ref_=tt_cl_t_9')"
9,Emilie Kurz,"('Emilie Kurz', 'https://www.imdb.com/name/nm0476130/?ref_=tt_cl_t_10')"
10,Rosa Salazar,"('Rosa Salazar', 'https://www.imdb.com/name/nm4023073/?ref_=tt_cl_t_1')"
11,Christoph Waltz,"('Christoph Waltz', 'https://www.imdb.com/name/nm0910607/?ref_=tt_cl_t_2')"
12,Jennifer Connelly,"('Jennifer Connelly', 'https://www.imdb.com/name/nm0000124/?ref_=tt_cl_t_3')"
13,Mahershala Ali,"('Mahershala Ali', 'https://www.imdb.com/name/nm0991810/?ref_=tt_cl_t_4')"
14,Ed Skrein,"('Ed Skrein', 'https://www.imdb.com/name/nm4534098/?ref_=tt_cl_t_5')"
15,Jackie Earle Haley,"('Jackie Earle Haley', 'https://www.imdb.com/name/nm0355097/?ref_=tt_cl_t_6')"
16,Keean Johnson,"('Keean Johnson', 'https://www.imdb.com/name/nm5277107/?ref_=tt_cl_t_7')"
17,Jorge Lendeborg Jr.,"('Jorge Lendeborg Jr.', 'https://www.imdb.com/name/nm7449863/?ref_=tt_cl_t_8')"
18,Lana Condor,"('Lana Condor', 'https://www.imdb.com/name/nm7093076/?ref_=tt_cl_t_9')"
19,Idara Victor,"('Idara Victor', 'https://www.imdb.com/name/nm1701107/?ref_=tt_cl_t_10')"
20,Travis Fimmel,"('Travis Fimmel', 'https://www.imdb.com/name/nm1379938/?ref_=tt_cl_t_1')"
21,Toby Blome,"('Toby Blome', 'https://www.imdb.com/name/nm9826817/?ref_=tt_cl_t_2')"
22,Alexander England,"('Alexander England', 'https://www.imdb.com/name/nm1542397/?ref_=tt_cl_t_3')"
23,Aaron Glenane,"('Aaron Glenane', 'https://www.imdb.com/name/nm2527406/?ref_=tt_cl_t_4')"
24,Uli Latukefu,"('Uli Latukefu', 'https://www.imdb.com/name/nm5937328/?ref_=tt_cl_t_5')"
25,Richard Te Are,"('Richard Te Are', 'https://www.imdb.com/name/nm9680111/?ref_=tt_cl_t_6')"
26,Luke Bracey,"('Luke Bracey', 'https://www.imdb.com/name/nm3478396/?ref_=tt_cl_t_7')"
27,Sean McCarthy,"('Sean McCarthy', 'https://www.imdb.com/name/nm7011217/?ref_=tt_cl_t_8')"
28,Mojean Aria,"('Mojean Aria', 'https://www.imdb.com/name/nm2828232/?ref_=tt_cl_t_9')"
29,Ryan Hance,"('Ryan Hance', 'https://www.imdb.com/name/nm7202582/?ref_=tt_cl_t_10')"
30,Zachary Levi,"('Zachary Levi', 'https://www.imdb.com/name/nm1157048/?ref_=tt_cl_t_1')"
31,Mark Strong,"('Mark Strong', 'https://www.imdb.com/name/nm0835016/?ref_=tt_cl_t_2')"
32,Asher Angel,"('Asher Angel', 'https://www.imdb.com/name/nm4755508/?ref_=tt_cl_t_3')"
33,Jack Dylan Grazer,"('Jack Dylan Grazer', 'https://www.imdb.com/name/nm6244013/?ref_=tt_cl_t_4')"
34,Adam Brody,"('Adam Brody', 'https://www.imdb.com/name/nm0111013/?ref_=tt_cl_t_5')"
35,Djimon Hounsou,"('Djimon Hounsou', 'https://www.imdb.com/name/nm0005023/?ref_=tt_cl_t_6')"
36,Faithe Herman,"('Faithe Herman', 'https://www.imdb.com/name/nm7919715/?ref_=tt_cl_t_7')"
37,Meagan Good,"('Meagan Good', 'https://www.imdb.com/name/nm0328709/?ref_=tt_cl_t_8')"
38,Grace Caroline Currey,"('Grace Caroline Currey', 'https://www.imdb.com/name/nm1534201/?ref_=tt_cl_t_9')"
39,Michelle Borth,"('Michelle Borth', 'https://www.imdb.com/name/nm1218924/?ref_=tt_cl_t_10')"
