,name,link
0,Thomas Furman,"('Thomas Furman', 'https://www.imdb.com/name/nm8613074/?ref_=tt_cl_t_1')"
1,Erol Ibrahimovic,"('Erol Ibrahimovic', 'https://www.imdb.com/name/nm10172816/?ref_=tt_cl_t_2')"
2,Kevin Lucero Less,"('Kevin Lucero Less', 'https://www.imdb.com/name/nm2172377/?ref_=tt_cl_t_3')"
3,Anely Aidar,"('Anely Aidar', 'https://www.imdb.com/name/nm10628027/?ref_=tt_cl_t_1')"
4,Olzhas Alzhanov,"('Olzhas Alzhanov', 'https://www.imdb.com/name/nm10628031/?ref_=tt_cl_t_2')"
5,Daniyar Beisov,"('Daniyar Beisov', 'https://www.imdb.com/name/nm10628029/?ref_=tt_cl_t_3')"
6,Timur Kamilov,"('Timur Kamilov', 'https://www.imdb.com/name/nm10628026/?ref_=tt_cl_t_4')"
7,Farema Kazakpayeva,"('Farema Kazakpayeva', 'https://www.imdb.com/name/nm10628028/?ref_=tt_cl_t_5')"
8,Luina,"('Luina', 'https://www.imdb.com/name/nm10628030/?ref_=tt_cl_t_6')"
9,Serik Salkinbayev,"('Serik Salkinbayev', 'https://www.imdb.com/name/nm9720964/?ref_=tt_cl_t_7')"
10,Lubna Azabal,"('Lubna Azabal', 'https://www.imdb.com/name/nm0044073/?ref_=tt_cl_t_1')"
11,Nisrin Erradi,"('Nisrin Erradi', 'https://www.imdb.com/name/nm4442714/?ref_=tt_cl_t_2')"
12,Douae Belkhaouda,"('Douae Belkhaouda', 'https://www.imdb.com/name/nm10641693/?ref_=tt_cl_t_3')"
13,Aziz Hattab,"('Aziz Hattab', 'https://www.imdb.com/name/nm3405098/?ref_=tt_cl_t_4')"
14,Hasna Tamtaoui,"('Hasna Tamtaoui', 'https://www.imdb.com/name/nm0848764/?ref_=tt_cl_t_5')"
15,Patrick Addison,"('Patrick Addison', 'https://www.imdb.com/name/nm15629403/?ref_=tt_cl_t_1')"
16,Marian Addo,"('Marian Addo', 'https://www.imdb.com/name/nm4717862/?ref_=tt_cl_t_2')"
17,Nana Addo,"('Nana Addo', 'https://www.imdb.com/name/nm15629399/?ref_=tt_cl_t_3')"
18,Kofi Koranteng Afari,"('Kofi Koranteng Afari', 'https://www.imdb.com/name/nm13999596/?ref_=tt_cl_t_4')"
19,Victoria Agbo,"('Victoria Agbo', 'https://www.imdb.com/name/nm15629405/?ref_=tt_cl_t_5')"
20,Prosper Akude,"('Prosper Akude', 'https://www.imdb.com/name/nm7389041/?ref_=tt_cl_t_6')"
21,Cassie Asieduwaa,"('Cassie Asieduwaa', 'https://www.imdb.com/name/nm15629400/?ref_=tt_cl_t_7')"
22,Hawa Alpha Basir,"('Hawa Alpha Basir', 'https://www.imdb.com/name/nm15629401/?ref_=tt_cl_t_8')"
23,Jerry Botwe,"('Jerry Botwe', 'https://www.imdb.com/name/nm3794299/?ref_=tt_cl_t_9')"
24,Albert J. Davies,"('Albert J. Davies', 'https://www.imdb.com/name/nm13224287/?ref_=tt_cl_t_10')"
25,Mame Bineta Sane,"('Mame Bineta Sane', 'https://www.imdb.com/name/nm10641641/?ref_=tt_cl_t_1')"
26,Amadou Mbow,"('Amadou Mbow', 'https://www.imdb.com/name/nm10641642/?ref_=tt_cl_t_2')"
27,Traore,"('Traore', 'https://www.imdb.com/name/nm10641643/?ref_=tt_cl_t_3')"
28,Nicole Sougou,"('Nicole Sougou', 'https://www.imdb.com/name/nm10641644/?ref_=tt_cl_t_4')"
29,Aminata Kane,"('Aminata Kane', 'https://www.imdb.com/name/nm10641645/?ref_=tt_cl_t_5')"
30,Mariama Gassama,"('Mariama Gassama', 'https://www.imdb.com/name/nm2184821/?ref_=tt_cl_t_6')"
31,Coumba Dieng,"('Coumba Dieng', 'https://www.imdb.com/name/nm11180325/?ref_=tt_cl_t_7')"
32,Ibrahima M'Baye,"(""Ibrahima M'Baye"", 'https://www.imdb.com/name/nm0969687/?ref_=tt_cl_t_8')"
33,Diankou Sembene,"('Diankou Sembene', 'https://www.imdb.com/name/nm10641646/?ref_=tt_cl_t_9')"
34,Abdou Balde,"('Abdou Balde', 'https://www.imdb.com/name/nm10641648/?ref_=tt_cl_t_10')"
35,Charles Sereis,"('Charles Sereis', 'https://www.imdb.com/name/nm10628251/?ref_=tt_cl_t_1')"
36,Jérémie Haïk,"('Jérémie Haïk', 'https://www.imdb.com/name/nm10628252/?ref_=tt_cl_t_2')"
37,Taga Addams,"('Taga Addams', 'https://www.imdb.com/name/nm10628253/?ref_=tt_cl_t_3')"
38,Plex,"('Plex', 'https://www.imdb.com/name/nm3206988/?ref_=tt_cl_t_4')"
39,Timur Demir,"('Timur Demir', 'https://www.imdb.com/name/nm10190512/?ref_=tt_cl_t_5')"
40,Sean Magyar,"('Sean Magyar', 'https://www.imdb.com/name/nm2443787/?ref_=tt_cl_t_6')"
41,Yann Diologent,"('Yann Diologent', 'https://www.imdb.com/name/nm10628254/?ref_=tt_cl_t_7')"
42,Jano Holster,"('Jano Holster', 'https://www.imdb.com/name/nm10628255/?ref_=tt_cl_t_8')"
43,Louise Tchalikian,"('Louise Tchalikian', 'https://www.imdb.com/name/nm10628256/?ref_=tt_cl_t_9')"
44,Bertrand Quoniam,"('Bertrand Quoniam', 'https://www.imdb.com/name/nm6325575/?ref_=tt_cl_t_10')"
45,Helmut Berger,"('Helmut Berger', 'https://www.imdb.com/name/nm0000918/?ref_=tt_cl_t_1')"
46,Marc Susini,"('Marc Susini', 'https://www.imdb.com/name/nm0839847/?ref_=tt_cl_t_2')"
