,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.4,['Vincent Regan'],"['Vincent Regan', 'William Shakespeare']",,--,Instruments of Darkness
1,6.5,['Scott Frank'],"['Lawrence Block', 'Scott Frank']",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,1h 54m,A Walk Among the Tombstones
2,3.4,['Prabhu Deva'],DESCONOCIDO,"In order to escape crime and clutches of a ruthless mafia, a Bangkok based hit man seeks the help of his lookalike, a Mumbai based goon.",2h 24m,Action Jackson
3,7.2,['Antoine Fuqua'],"['Richard Wenk', 'Michael Sloan', 'Richard Lindheim']",A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,2h 12m,The Equalizer
4,6.5,DESCONOCIDO,DESCONOCIDO,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,1h 42m,Sin City: A Dame to Kill For
5,5.3,['Lalji B. Yadav'],DESCONOCIDO,,2h 16m,Dil Ka Sauda
6,5.8,['John Charles Hunt'],DESCONOCIDO,"A suburban woman witnesses her husbands murder, and decides to seek revenge in a 24 hr period. Along the way, Polly O'Bannon finds others who share her taste for revenge in the Pinelands of South Jersey.",1h 40m,Jersey Justice
7,6.2,['Gary Shore'],"['Matt Sazama', 'Burk Sharpless', 'Bram Stoker']","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",1h 32m,Dracula Untold
8,6.4,['Gareth Edwards'],DESCONOCIDO,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",2h 3m,Godzilla
9,4.6,['Tristan Patterson'],"['Timothy Ford', 'Tristan Patterson']",A chronicle of the life of furniture salesman turned bank robber Eddie Dodson.,1h 35m,Electric Slide
10,5.5,['Ryûhei Kitamura'],DESCONOCIDO,"The grandson of a legendary gentleman burglar assembles a team of thieves to steal a Cleopatran necklace from two parties - an ally-turned-rival, and an underworld tycoon.",2h 13m,Lupin the 3rd
11,4.3,['Phan Minh'],DESCONOCIDO,,1h 39m,Toc Do va Duong Cong
12,7.3,['Nabwana I.G.G.'],"['Alan Hofmanis', 'Nabwana I.G.G.']","After a commando's daughter is kidnapped by the Tiger Mafia, he goes insane and starts a quest to stop the kidnappings with the father of another kidnapped child.",1h 22m,Crazy World
13,4.2,['Renny Harlin'],DESCONOCIDO,"The origin story of the mythical Greek hero. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom.",1h 39m,The Legend of Hercules
14,6.6,['Mamat Khalid'],DESCONOCIDO,"Amir and Loqman, two lowly criminals who are just not cut out for the life of crime, resort to trying their hands at robbing money changers upon learning that they must pay a whopping RM30,000 to exit the 'Brotherhood' they once so badly wanted to join. They now want only one thing - to set up a cafe by the sea and to spend the rest of their days serving drink to beau... Read all",1h 37m,Amir & Loqman Pergi ke Laut
15,4.6,['Brian A. Miller'],"['Andre Fabrizio', 'Jeremy Passmore']","When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.",1h 33m,The Prince
16,4.6,DESCONOCIDO,DESCONOCIDO,"The story starts when two boxes are switched mistakenly during a car accident, in the middle of a stormy night. Logger Vick retrieves a suitcase from the scene of the accident and reveals what is inside. Since he brings back this mysterious box, the forest is no longer peaceful and the Bear Brother's lives change dramatically. Vick and the Bear Brothers become super d... Read all",1h 35m,Boonie Bears: To the Rescue
17,--,DESCONOCIDO,DESCONOCIDO,,--,Man Bat
18,7.2,DESCONOCIDO,DESCONOCIDO,,2h 15m,Katta Tanal Dupatta Par
19,--,['Ramakant Prasad'],DESCONOCIDO,,--,Jab Pyar Kiya To Darna Kya
20,--,['Om Sai Prakash'],DESCONOCIDO,Janmasthanam shows the atrocities done on women in today's world and gives a strong message of revolt against the ills that persist. Kumar (Sai Kumar) is a convict who fights for the rights of women. His past remains a mystery until the truth is revealed.,--,Janmasthanam
21,5.5,['Sergei Bodrov'],DESCONOCIDO,"When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.",1h 42m,Seventh Son
22,--,DESCONOCIDO,DESCONOCIDO,,1h 30m,Tottenham Hotspur Football Club vs Liverpool Football Club
23,--,DESCONOCIDO,DESCONOCIDO,,1h 30m,Tottenham Hotspur Football Club vs Manchester United Football Club
24,--,['Malcolm Joor'],DESCONOCIDO,"Terry Brown has had the streets on lock on his own turf, the Delta, Mississippi for months. Now there's a new Baller in town, Big Mike, who is buying up everything in the streets and giving BP an ultimatum. BP takes another route and finds himself in Atlanta Georgia. His cousin Rich Boy, puts him in direct contact with the street scene. BP plans to plunge his street c... Read all",1h 21m,Off Da Hook
25,--,DESCONOCIDO,DESCONOCIDO,,--,Gangstar King
26,5.4,['Sadhu Kokila'],DESCONOCIDO,,--,Super Ranga
27,6.6,['Fajar Nugros'],"['Raymond Lee', 'Chairul Rijal']","When Bajuri (Ricky Harun) gets money from selling his inheritance, the problem starts. He, his family, thugs, and police were trapped in a horrendous comedy action.",1h 33m,Bajaj Bajuri the Movie
28,5.8,DESCONOCIDO,DESCONOCIDO,"Web loses his brother in an extreme sports accident. When he learns it may have been murder he searches, from America to his ancestral home in China, pursuing answers and vengeance.",1h 25m,Urban Games
29,--,['Miklos Fonagy'],DESCONOCIDO,,--,"Balcan, be Careful!"
30,5.0,['Sohail Khan'],"['A.R. Murugadoss', 'Dilip Shukla']","An upright ex-army man, Jai fights a solitary war against corruption and injustice. With a simple mantra to pay forward, he starts off by helping one person and forms an ever growing circle of people helping each other.",2h 15m,Jai Ho
31,--,DESCONOCIDO,DESCONOCIDO,,1h 30m,Fulham FC vs Newcastle United
32,--,['Gurcharan Virk'],DESCONOCIDO,,--,Fight back
33,6.2,['Kenneth Branagh'],"['Adam Cozad', 'David Koepp', 'Tom Clancy']","Jack Ryan, as a young covert C.I.A. analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",1h 45m,Jack Ryan: Shadow Recruit
34,--,['Zeruel'],DESCONOCIDO,,1h 42m,A Strange Day
35,--,['Zeruel'],DESCONOCIDO,,1h 42m,A Strange Day
