,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"8,0",['Marcell Jankovics'],"['Marcell Jankovics', 'Imre Madách']","Adam's and Eve's epic journey throughout history trying to find the meaning of human life. Do we grow in wisdom as centuries pass, or just drift towards an inevitable doom?",2h 40min,Az ember tragédiája
1,"4,6",['Thaelman Urgelles'],"['Edilio Peña', 'Thaelman Urgelles']",The obsession of The Mother for The Negro causes her sick relationship with The Daughter. Mother and daughter perform a daily routine of rites to conjure The Negro's soul. It pushes them into the dolorous tragedy which will consume them.,1h 50min,Los pájaros se van con la muerte
2,--,['Paul Sanderson'],"['Briggs Sanderson', 'Paul Sanderson']","In 1650 an adventurer returns to his castle to take down his deceased wife's portrait, but his long first night back is filled with revelations about her death. At dawn a swordfight with his prospective brother-in-law finally forces him into coming to terms with his loss.",1h 30min,Lives No Longer Ours
3,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt0323808
4,"6,5",['Alexander Klymko'],DESCONOCIDO,"Jonathan, an electronics expert and spy, is hired to track a beautiful woman with a harrowing past. Little does he know that this will be an assignment like no other. As he carries on with his surveillance, he cannot ignore that his feelings are growing for this woman, his ""target"". He is getting too involved. It's getting too real. He finally crosses a professional l... Leer todo",1h 50min,Spy
5,"6,1",['Bruce Robinson'],"['Bruce Robinson', 'Hunter S. Thompson']","El periodista estadounidense Paul Kemp trabaja como freelance en Puerto Rico para un periódico local durante la década de 1960, mientras lucha por encontrar un equilibrio entre la cultura de la isla y los expatriados que viven allí.",1h 59min,Los diarios del ron
6,"9,1",['Kasper Syhler'],['Kasper Syhler'],"A man blames himself for the death of his girlfriend, which makes him go into emotional isolation. He lives in his own little mental bubble, from which he can't see out of. A woman then comes as sent from above, and he can see her through the wall of the bubble. But the bubble has to burst, for him to reach her... to reach her world... to find himself.",1h 20min,Bubbles
7,"6,4",['A.D. Liano'],"['Greg Boyd', 'A.D. Liano']",,1h 30min,Seven Fallen Objects
8,"6,3",['Jorge Rocca'],"['Alejandra Marino', 'Jorge Rocca']","Vicente, a lonely old man with a decaying health, finds his life is changed when he unwillingly accepts to take custody of his only granddaughter.",1h 40min,El borde del tiempo
9,"7,1",['Shawn Levy'],DESCONOCIDO,"En un futuro próximo, el boxeo con robots es un deporte de primera línea. Un exboxeador en apuros cree haber encontrado un campeón en un robot desechado.",2h 7min,Acero puro
10,"4,5",['Christopher Olness'],"['Christopher Olness', 'Hamilton von Watts']","A washed up Vegas lounge singer, Jack Satin (Hamilton von Watts), has no money, no job, and delusional aspirations of fame. When Jack is forced to leave Vegas, he packs up his old Cadillac and hits the road for Atlantic City. But his car dies in the desert and Jack is left stranded in the small town of Lost Springs. There, Jack meets jazz legend turned mechanic, Doc B... Leer todo",1h 24min,Satin
11,"7,7",['Mark Tierney'],"['Jeremy Henman', 'Laurence Scott', 'Mark Tierney']","About a man (Greco), who runs from north to south London and the problems he encounters on the way. It is a tense psychological drama of jealousy, passion and paranoia based on cult classic ""The Swimmer"".",--,Moving Target
12,"6,6",['Margaret Whitton'],"['Roger Towne', 'Joe Coomer']","A man in search of his past, and a woman who lives in the moment, are brought together when they pursue the origins of a stray parrot in this comedic and romantic drama.",1h 48min,A Bird of the Air
13,"6,7",['Victor Ginzburg'],"['Djina Ginzburg', 'Victor Ginzburg', 'Viktor Pelevin']",A chronicle of the rise of the advertising industry in Post-Soviet Russia.,1h 52min,Generation P
14,"8,2",['Chris Raffaele'],['Chris Raffaele'],"Ciro, a Bronx hood whose sense of loyalty is being tested after he's accused of killing one of his partners. Haunted by his fathers unsolved murder twenty years earlier, Ciro is conflicted with protecting the people (Chuck Zito, Peter Greene) who have always looked out for him.",1h 54min,The Grasslands
15,--,"['Clody Cates', 'Gerard Mogg', 'Gerry Mogg']",DESCONOCIDO,"A writer's mid-life crisis erupts while writing about the BDSM community. As he stumbles through this intriguing world, he realizes that sometimes reality and fantasy collide.",1h 22min,Silent Alarm
16,"6,6",['Robin Christian'],"['Robin Christian', 'Michael Muhney']","An out of work young actor with no respect for the elderly makes himself into an old man to get a part in a play. When research requires him to spend a week at a nursing home, he is forced to review his life choices.",1h 41min,Act Your Age
17,"6,5",['Kenneth Lonergan'],['Kenneth Lonergan'],Una joven es testigo de un accidente de autobús y queda atrapada por las secuelas. La cuestión de si fue o no intencionado afectará a la vida de muchas personas.,2h 30min,Margaret
18,"7,1",['Tony R. Warren'],['Tony R. Warren'],"This action packed Hip-Hop drama explores the life of Oscar Hernandez, a handsome Latino ex-gang member who sets forth to land a recording contract and make a name for himself in the cut-throat hip hop business with the help of his crew. When a chance encounter with the owner of the hottest Latin Hip-Hop label on the West Coast, leaves one of his crew members in criti... Leer todo",--,Platinum Illusions
