,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,8",['Paddy Jessop'],['Paddy Jessop'],"A young man must out run a killer, who is hunting in his city.",1h 28min,A Knife Named Micky
1,"6,8",['Prakash Jha'],DESCONOCIDO,"On the request of his friend Kabir, SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.",2h 32min,Chakravyuh
2,"6,9",['Ryan Stratton'],['Ryan Stratton'],The story of two warring vampire clans told from the point of view of a teenage girl.,1h 11min,Blood Angel
3,--,['Christopher Kiley'],['Christopher Kiley'],"A mysterious virus ravages a city and it's citizens must struggle to survive. However, not everything is as it seems.",--,Nearly Undead
4,"5,9",['Yukihiko Tsutsumi'],['Yûya Takahashi'],Eight costumed heroes overcome their individual weak points to form a strong united team that can do battle against an oppressive group led by an evil villain.,1h 50min,Eito renjâ
5,"8,3",['Prithvi Konanur'],['Prithvi Konanur'],"Seeking divine intervention, in a bid to solve their problems, two nine year old boys, get lost in the sea in a small dinghy.",1h 32min,Alegalu
6,"7,3",['Zizou Arvizu'],['Zizou Arvizu'],"Independent Film Making at its finest, Zizou Arvizu is one of the hardest working Director/Actors in Los Angeles, www.dwntwnfilms.com launched this film early 2012, ""Home Invasion"" is an action film about Meth dealers who are hunted by a group of ex-marines who get the addresses from a local sheriff to help the community. Using their training from the Iraqie war they ... Leer todo",1h 3min,Home Invasion
7,"3,8",['Dallas Lammiman'],['Greg Lammiman'],"Carl's job is to protect children in a society that has suffered from a great economic disaster. Following a traumatic incident, Carl receives a series of unusual messages that challenge him to remember his past, question his beliefs about families, and lead him to play a double role that not even he himself suspects.",1h 46min,Remember
8,"6,3",['Kianoush Dalvand'],"['Kianoush Dalvand', 'Bahram Heidari', 'Masoud Noori']","Story of Rostam,king of Iran trying to save his land from enemies.But then he found himself fighting against Sohrab,his own son...",1h 31min,Battle of the Kings: Rostam & Sohrab
9,"5,4",['Manish Vatssalya'],"['Saurabh Choudhary', 'Manish Vatssalya']",The horrid realities of underworld crime as well as the changing times of Bihar state.,2h 3min,Jeena Hai Toh Thok Daal
10,"4,9",['Boyapati Srinu'],"['M. Rathnam', 'Boyapati Srinu']",An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. The fate of his village depends on him.,2h 35min,Dhammu
11,"7,7","['Dylan J. Freedman', 'Ryan L. Johnson']","['Dylan J. Freedman', 'Ryan L. Johnson']","Without electricity, gas, and food only in short supply, six groups of survivors must battle themselves and others in an attempt to prepare for the upcoming winter.",--,Winter's Kill
12,"6,1",['Stephen Fung'],"['Chia-Lu Chang', 'Kuo-Fu Chen', 'Hsiao-tse Cheng']","Yang Luchan marries the Chen style kung fu grand master's daughter in Chen village in 1800s China, so he can learn Chen style kung fu/tai chi. The deputy governor wants the village.",1h 40min,Tai ji 2: Ying xiong jue qi
13,"8,3",['Brett O. Walker'],"['Christopher Coffel', 'Brett O. Walker']",,--,On the Count of 3
14,"4,6",['Wilbur Eddings'],"['Andre van Eeden', 'Joseph A. van Eeden']","In worn-torn Afghanistan, young marine Tyler's life is changed when he is saved by a fellow soldier, Quincy, who dies in doing so. Before he dies, he asks Tyler to find his sister who works in Africa. Tyler, torn with guilt, needs to find a way from behind enemy lines to get to Quincy's sister who is running a Christian Mission in Ethiopia, along with her husband, an ... Leer todo",1h 30min,Soldier of Destiny
15,"3,9",['Charles Band'],"['Charles Band', 'Shane Bitterling']","Danny and Beth must battle the Nazis after they use the puppets' life-giving serum to create a race of immortal soldiers, as well as some Nazi puppets.",1h 26min,Puppet Master X: Axis Rising
16,"6,5",['Andres Pardo'],['Andres Pardo'],"One day filmmaker stumbles across 2,000 feet of Super 8 at a flea market. Home movies shot during the 1970s, at their center is a lovely blond girl, Larisa. The director decides to track down Larisa.",1h 19min,Buscando a Larisa
17,"4,8",['Enrique Murillo'],"['Art Camacho', 'Guillermo Ramos']","An illegal immigrant must fight for his life in an underground, ""No Holds Barred"" Cage Fight tournament in exchange for help in finding his family. Only the strongest will survive!",1h 37min,Cage Fight
18,"5,9","['Aneel Kanneganti', 'Ani Kanneganti']",DESCONOCIDO,"An action packed comedy about a thief with a heart of gold, who also takes care of an orphanage, finds himself in a heap of trouble, when with a bid to get rich quick to impress his girlfriend, comes across a gang of kidnappers.",2h 20min,Mr. Nookayya
19,"5,2",['Siva'],DESCONOCIDO,A small-time crook who gets killed by a goon fights with the God of death and is sent back to Earth into the body of a minister who was killed by his own associates.,2h 39min,Daruvu
20,--,['David Huey'],DESCONOCIDO,"Martial Arts mockumentary shot with no script, no rehearsals and only one take.",1h 28min,Dragon Lives Nine Lives
21,"7,1",['Harish Shankar'],DESCONOCIDO,"Inspired by a movie character in Sholay, Venkataratnam, a policeman, calls himself Gabbar Singh. He's postedin a village where an area thug wants to join politics and also lures his stepbrother to hitch him.",2h 33min,Gabbar Singh
22,--,['Mitchel Merrick'],['Mitchel Merrick'],"With the entire world in shambles, the islands of Hawaii have been turned into a battleground as the nations of the Pacific rim battle for control over it. Meanwhile, ad mist the chaos, a special mission is taken into effect by a three man team.",45min,Middleground
23,"6,2",['Mapuia Chawngthu'],['C. Lalengkima'],A memorable battle declared by a fearless young warrior to win back his love from the clutches of her heartless captors.,--,Khawnglung Run
24,"4,9",['Giulio De Santi'],['Giulio De Santi'],"By using a mass-control radio-wave emission, a cannibal dictator brings Taeter City's crime rates next to zero, recycling the criminals' bodies as food. Then, the ultimate mutation emerged. Can the elite police squad clear the mess up?",1h 12min,Taeter City
25,"6,5",['Habib Faisal'],DESCONOCIDO,A love story of a passion ignited by hatred. Of two people. Born to hate. Destined to love.,2h,Ishaqzaade
26,"4,2",['Hsun-Wei David Chang'],"['Sho-heng Yeh', 'Hongyi Zhang']","Two security guards--one from Beijing, one from Taipei--are forced to work together to track down a legendary Chinese painting that has been stolen by international art thieves.",1h 27min,Bao dao shuang xiong
27,"6,3",['Kim Hong Sun'],"['Kim Hong Sun', 'Sang-myung Kim']","A thriller about the passengers with different objectives on board a cruiser headed for China, being chased over and over again and unexpected happening of things.",1h 51min,Gong-mo-ja-deul
28,"4,9",['Zoran Mikletic'],DESCONOCIDO,Police inspector Romano is investigating the kidnapping of a journalist entangling himself into a web of secrets of a business tycoon and the police captain.,1h 30min,Pulska veza
29,"8,0",['Leonardo Q. Belen'],['Leonardo Q. Belen'],,1h 50min,Pinoy Super Kid
30,"7,3","['Sam Gorski', 'Niko Pueringer']",['Ira Parker'],"Charlie Cooper is a special agent of the future able to transfer his consciousness to bio-mechanical bodies at will. But when a computer virus corrupts his system, he must face one of his greatest challenges yet: mortality.",1h 43min,Sync
31,"6,3",['Emilio Rosa'],"['Emilio Rosa', 'Emilio Rosa']","Time heals all wounds, but some will leave permanent scars.",53min,Ante'
32,"6,1",['Karen Shakhnazarov'],"['Aleksandr Borodyanskiy', 'Ilya Boyashov', 'Karen Shakhnazarov']","Great Patriotic War, early 1940s. After barely surviving a battle with a mysterious, ghostly-white Tiger tank, Red Army Sergeant Ivan Naydenov becomes obsessed with its destruction.",1h 44min,Belyy tigr
33,"7,0",['Enrique Murillo'],['Enrique Murillo'],"During operation fast and the furious thousands of weapons and ammunition fell into the hands mexican cartel controlled by former CIA agent Morgan. Special Agent Miranda finished with the organization set up by former CIA Morgan in Mexico where they lost millions of dlls. Miranda loses his memory in the mission and disappeared, now its wanted by the CIA and ATF agency... Leer todo",1h 28min,Once Upon a Fight
34,--,['Claudine Jordan'],DESCONOCIDO,This fast-paced and entertaining documentary finds sweet and engaging self-proclaimed hippie and peace activist Leslie Smith swiftly rising in the world of professional mixed martial arts until she is sidetracked by an accident. Will she be able to return to the cage and deliver her message of peace in a male dominated sport?,1h 25min,Fight for It
35,--,['Kei Nakata'],['Ai Kogaito'],,1h 16min,Ikari no tekken: Lady Dragon
36,"7,4",['Sam Richardson'],['Jonathan Cooke'],"1 year after the events of Redherring, Mike and Lucas have joined forces with a government group whose objective is to take out 'The Smiths', a terrorist organization who use packages in order to assassinate key political figures.",1h,The Package III: Deadfire
37,"5,4",['Joe Pearson'],"['David Abramowitz', 'Joe Pearson', 'H.G. Wells']","A retro-futuristic epic of steampunk battle set in 1914. It has been 15 years since the original H.G. Wells Martian invasion. Fearing another attack, the human race has prepared itself. This is the story of the battle tripod 'Goliath' and its young crew. 'Goliath' is the vanguard of an army of steam-powered battle walkers, heat-ray biplanes, and armored zeppelins faci... Leer todo",1h 25min,Guerra de los mundos: Goliath
38,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt2319708
39,"7,7",['Sudhakar Basanta'],"['Bijoy Kandoi', 'Ranjit Patnaik']",,--,Matric Fail
40,"5,4",['Aleksey Andrianov'],"['Boris Akunin', 'Nikolay Kulikov', 'Vladimir Valutskiy']","In the spring of 1941 German agent Wasser of the Abwehr holds an NKVD commissar hostage. Two soldiers, a boxer and a spy are the NKVD's only hope to rescue him.",1h 48min,Shpion
41,"7,6",['Noor Sayyed'],['Zubin Jhaveri'],"A secret software created by the American government leaks into Mumbai, India and is at risk to going completely underground. An American spy is sent into India to recover the software.",45min,Lethal Commission
