,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"5,9",['Yoshihiro Fukagawa'],"['Sôsuke Natsukawa', 'Noriko Gotô']","There is a degree of realism when a professional in the field writes about his vocation and such is the case here. Adopted from a novel written by a doctor and set in Nagano, doctor Kuriharai is overwhelmed by the number and variety of patients he has to see due to a shortage of physicians where he practices. He aspires to work somewhere more convenient, specialize an... Leer todo",2h 8min,Kamisama no karute
1,"6,3",['Andres Veiel'],"['Gerd Koenen', 'Andres Veiel']","West Germany, early 1960s. Star crossed lovers Bern and Gudrun begin a life long affair in the stifling atmosphere of provincial Germany. Setting out to challenge the establishment they become part of the global uprising joining forces with leftist writers and political activists. By the late 60s Gudrun has joined the gang lead by Andreas Baader and Ulrike Meinhof and... Leer todo",2h 4min,"Si no nosotros, ¿quién?"
2,"5,4",['Karine Silla'],['Karine Silla'],"A happy couple, with children, are at a point of bliss in their lives...until bad news leaves them feeling like the carpet was torn from under their feet. Karine wrote and directed this film...her husband Vincent Perez and 2 of her daughters have also been cast in starring and supporting roles.",1h 41min,Un baiser papillon
3,"6,6",['Stéphane Lafleur'],['Stéphane Lafleur'],Benoit and Maryse: a brother and sister with seemingly normal lives. Everything is changed by a series of coincidences... and the arrival of a man claiming to come from the future.,1h 30min,En terrains connus
4,"6,5",['Sonia Fritz'],"['Sonia Fritz', 'Miguel Machalski', 'Lymari Nadal']","While the setting of her Caribbean beach village seems picture-perfect, America's life is anything but peaceful. When their daughter runs away, America's abusive lover unleashes his rage against her. Leaving everything behind, America escapes to New York City hoping for a new life. There she works as a nanny for a wealthy family and at night in a laundry. She befriend... Leer todo",1h 37min,América
5,"7,1",['David Paul Meyer'],DESCONOCIDO,"In the world of stand-up comedy in South Africa, Trevor Noah uses his childhood experiences in a biracial family during apartheid to prepare for his first one-man show.",1h 24min,You Laugh But It's True
6,"6,2",['Martin Wallace'],['Martin Wallace'],Jealousy and violence explode when three fourteen-year-old boys cannot conceal the cracks in their friendship any longer.,1h 27min,Small Creatures
7,"6,3",['Hiner Saleem'],['Hiner Saleem'],"In Paris' cosmopolitan and colorful 10th arrondissement, Philippe, who's fresh out of prison, crosses paths with Avdal, a Kurd who is trying to track down an Iraqi war criminal. Avdal, who dreams of staying in France, plans to bring his fiancee Siba to Paris. She's due to arrive in the next few days. The two men strike up a friendship and when Avdal dies suddenly and ... Leer todo",1h 35min,"Si tu meurs, je te tue"
8,"7,6",['Georg Tiller'],['Georg Tiller'],"How is the life of a Sudanese stonepit-worker, a cleaning lady, a middle-aged woman and a little girl - all being inhabitants of a small and isolated island in the Baltic Sea - connected to the imaginary residue of the Swedish masterful director Ingmar Bergman, who was a resident on the very same island for over 30 years?",2h 18min,Persona Beach
9,"7,2",['Sabu'],"['Yumi Unita', 'Sabu', 'Tamio Hayashi']",A man adopts his six-year-old aunt and raises her as his own kid.,1h 54min,Usagi doroppu
10,"5,9",['Taru Mäkelä'],"['Veli-Pekka Hänninen', 'Arto Salminen']","Two guys work in a shop's stockroom. Antero gets involved with Karita; when she gets pregnant, he wants her to get an abortion, but Karita, knowing about Antero's illegal actions at work, threatens to blackmail him to get him to form a family with her, and he agrees to keep the baby. Later, the boss finds out that one of his employees is stealing from the stock. Anter... Leer todo",1h 39min,Varasto
11,"4,6",['Samira Radsi'],['Karin Kaci'],,1h 38min,Anduni - Fremde Heimat
12,"5,2",['Menhaj Huda'],DESCONOCIDO,A drama centered on a British Asian torn between honoring his family traditions and his love for DJing.,1h 36min,Everywhere and Nowhere
13,"6,5",['David Mackenzie'],['Thomas Leveritt'],Dos estrellas de rock enemistadas acaban esposadas juntas durante 24 horas en un festival de música en el que deben actuar.,1h 20min,Rock'n'Love
14,--,['Hector Marquez II'],DESCONOCIDO,Paul and Ray have taken a road trip through grief in an exercise to see... The ride IS the destination.,1h 43min,No Parking
15,"6,7",['Stéphane Robelin'],['Stéphane Robelin'],Five old friends decide to move in together as an alternate to living in a retirement home; joining them is an ethnology student whose thesis is on the aging population.,1h 36min,¿Y si vivimos todos juntos?
16,"7,3",['James Repici'],"['Darius Amendolia', 'James Repici']","Ill-equipped for the riches to come, a young mortgage broker's personal life mirrors his experiences in a volatile and corrupt industry.",--,Subprime
17,"6,6",['Conrad Jackson'],"['Aaron Golden', 'Parker Croft', 'Conrad Jackson']","On the day before his scheduled surgery to remove a brain tumor, Elliot meets Chloe Webb, a young photographer who invites him to her art show. An intimate night threatens to be overwritten when Elliot shares his news the next morning.",1h 26min,Falling Overnight
18,"5,9",['Zaida Bergroth'],"['Zaida Bergroth', 'Jan Forsström']","When his mother takes a shine to a man at a party, a young man begins to lose his grip on reality. Initial release: March 25, 2011 (Finland) Director: Zaida Bergroth Editor: Jan Forsström Music composed by: Mi and L'au Awards: Jussi Award for Best Leading Actress",1h 28min,Hyvä poika
19,"8,5","['Olivier Nakache', 'Éric Toledano']","['Olivier Nakache', 'Éric Toledano', 'Philippe Pozzo di Borgo']","Un accidente de parapente deja a un aristócrata cuadripléjico, quien contrata a un joven de un barrio pobre para que sea su cuidador.",1h 52min,Intocable
20,"6,5",['Thomas L. Phillips'],"['Melanie Lynn Addington', 'Thomas L. Phillips']","A decade after a tragic event, Jacob decides to return home to his small southern roots, only to find that the past is not really the past and that people may change but they never forget. Can you ever really go home?",1h 17min,Where I Begin
21,"5,5",['Skip Kite'],['Skip Kite'],"This drama takes you into the mind of one of the UK's most notorious serial killers, while using archive news footage. We are shown his formative years, the biggest manhunt in police history to capture him and finally his time in jail, through actors and newsreels.",1h 24min,Peter
22,"6,2",['Régis Wargnier'],"['Régis Wargnier', 'Edwin Krüger']","After five years in jail, Leila is free again. Yannick, a young athlete, recently lost his sight in a car crash. The only discipline in which he can compete is running, but he must race tethered to a guide. Before she went to prison, Leila was an elite athlete. She will be Yannick's eyes. Leila keeps quiet about her past. Sick of the sympathy of his family and friends... Leer todo",1h 38min,La ligne droite
23,"5,3",['Joel Schumacher'],['Karl Gajdusek'],"Cuando son retenidos como rehenes, la situación de un matrimonio se vuelve más grave al descubrirse sus traiciones y engaños.",1h 31min,Bajo amenaza
24,"7,6","['Jarreth J. Merz', 'Kevin Merz']","['Shari Yantra Marcacci', 'Erika Tasini']","An African Election is a political documentary that exposes the never-before-seen, nitty-gritty of political electioneering in Africa. It captures the intrigues of political campaigns; the almost carnival like atmosphere that is laced with fear of the unknown and the danger that lurks behind-the-scenes.",1h 29min,An African Election
25,"6,7",['Bijukumar Damodaran'],"['Bijukumar Damodaran', 'Biju Kumar']","The plot revolves around a doctor with a haunting past. Now working at a Prison Hospital, the Doctor is assigned the case of a woman a surviving member from a notorious terrorist group. .Before dying she entrusts him to find her five-year-old son and unite him with his father who is the head of terrorist group. Finding the boy from a village the Doctor and child set o... Leer todo",1h 35min,Veettilekkulla Vazhi
26,"5,4",['Guy Maddin'],"['George Toles', 'Guy Maddin']",Gangster and deadbeat dad Ulysses Pick embarks on an unusual journey through his home.,1h 34min,Keyhole
27,"7,3",['Jeff Nichols'],['Jeff Nichols'],"Atormentado por una serie de visiones apocalípticas, un joven esposo y padre se cuestiona si debe proteger a su familia de una inminente tormenta o de sí mismo.",2h 1min,Take Shelter
28,"7,2",['Juris Poskus'],DESCONOCIDO,Summer story about two brothers and their illusions about women.,1h 37min,Kolka Cool
