,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"4,2","[""Lawrence D'Souza""]",['Talat Rekhi'],A love triangle forms after a male finds his best friend has married his sweetheart.,2h 50min,Sanam Teri Kasam
1,"5,3",['Peter Van Lengen'],"['Talina Tinoco', 'Peter Van Lengen']","After finding his grandfather's Shaolin medallion, Braulio gets mixed up with Mexican gangsters whom end his peace, he'll handle this mess the old fashioned way - Yet his greatest rival is also the deadliest Kung Fu beauty in all of China.",1h 30min,Chinango
2,"6,7",['Ben Ramsey'],['Michael Andrews'],"En Los Ángeles, un ex convicto toma por asalto el mundo clandestino de la lucha en su búsqueda por cumplir una promesa a un amigo muerto.",1h 33min,Promesa sangrienta
3,"5,5",['Dominic Sena'],DESCONOCIDO,"En Antártica, el sol está a punto de ponerse para los próximos seis meses y la marshal Carrie Stetko da caza a un asesino.",1h 41min,Terror en la Antártida
4,"5,9",['Clayton Miller'],"['Bradley Day', 'Clayton Miller']","While at camp, Alex Sterling and his friends have stumbled upon an old journal left behind by his deceased grandfather where they learn of the existence of a legendary medallion believed to have originally belonged to the Biblical King Solomon. Many adventures follow as they uncover clues leading to the final resting place of the medallion.",1h 25min,Sterling: The Secret of the Lost Medallion
5,"6,2",['David Bowers'],DESCONOCIDO,"Cuando un androide réplica de un niño es rechazado por su afligido creador, sale a buscar su propia identidad en una aventura que lo convertirá en el mayor héroe de su tiempo.",1h 34min,Astro Boy
6,"7,6",['Zack Snyder'],"['Dave Gibbons', 'David Hayter', 'Alex Tse']","En 1985, donde existen antiguos superhéroes, el asesinato de un colega envía al activo vigilante Rorschach a su propia investigación, descubriendo algo que podría cambiar completamente el curso de la historia tal y como la conocemos.",2h 42min,Watchmen
7,"7,6",['David Yates'],"['Steve Kloves', 'J.K. Rowling']","Cuando Harry Potter empieza su sexto año en Hogwarts, descubre un viejo libro marcado como propiedad del príncipe mestizo y comienza a aprender más sobre el oscuro pasado de Lord Voldemort.",2h 33min,Harry Potter y el misterio del príncipe
8,"3,1",['Bob Ahmed'],['Bob Ahmed'],"When a female assassin is sent to the US to kill the last living heir to the modern day Himalayan Kingdom, royal solider is also sent to protect her. When he is face to face with the assassin his duty to the Kingdom becomes compromised. As they battle, secrets are uncovered and the line between good and evil is erased. Only one mission can be completed and only one pe... Leer todo",1h 30min,Royal Kill
9,"6,4","['Michael Spierig', 'Peter Spierig']","['Michael Spierig', 'Peter Spierig']","En 2019, una plaga ha convertido a casi todos en vampiros. Dado el poco suministro de sangre, la raza dominante planea su supervivencia; mientras, un investigador trabaja con un grupo de vampiros encubiertos para salvar a la humanidad.",1h 38min,Daybreakers
10,"4,4",['Jeremy Alter'],['Anton Pardoe'],"Against the backdrop of a noirish dreamscape, a tortured man returns to the city he swore he would never return to, in order to save the woman he has always loved yet can never have.",1h 39min,The Perfect Sleep
11,"5,1",['Hoyt Yeatman'],DESCONOCIDO,Un equipo de cobayas especialmente entrenado es enviado para impedir que un diabólico multimillonario se apodere del mundo.,1h 28min,G-Force: Licencia para espiar
12,"3,4",['Ajay Chandhok'],"['Shabbir Ahmed', 'Yunus Sajawal']",Two men abduct a woman who wants to alienate them from their friend.,2h 3min,Kisse Pyaar Karoon?
13,"6,5",['McG'],"['John Brancato', 'Michael Ferris']","En 2018, una misteriosa nueva arma en la guerra contra las máquinas, mitad humano y mitad máquina, llega a John Connor en la víspera de un ataque de la resistencia contra Skynet. ¿Pero de qué lado está? ¿se puede confiar en él?",1h 55min,Terminator: Salvation
14,"8,1","['Kieron Estrada', 'JoJo Henrickson']",['JoJo Henrickson'],"Los Angeles, 2525: The future is here. And the Latinos are pissed. A truce is shattered when a drive-by shooting rocks the barrios of the desolate City of Angels.",1h 29min,GB: 2525
15,"5,3",['Joel Schumacher'],['David Kajganich'],Un hombre y su hermano en una misión de venganza quedan atrapados en un terrible experimento sobrenatural que data del Tercer Reich.,1h 30min,La masacre de Town Creek
16,"6,2",['Alex Proyas'],DESCONOCIDO,"El profesor del MIT, John Koestler, relaciona una misteriosa lista de números de una cápsula del tiempo con catástrofes pasadas y futuras y se propone evitar la última catástrofe.",2h 1min,Señales del futuro
17,"5,8",['Paul Weitz'],"['Paul Weitz', 'Brian Helgeland', 'Darren Shan']","El adolescente Darren Shan conoce a un vampiro, abandona su vida normal y se va de gira con el Cirque du Freak para convertirse en un vampiro.",1h 59min,El circo de los extraños
18,"5,1",['Jimmy Nickerson'],"['Sholom Gelt', 'Glen Hartford', 'Nicholas Siapkaris']",A washed-up trainer takes a self-destructive young boxer under his wing.,1h 36min,From Mexico with Love
19,"5,3",['Brad Silberling'],DESCONOCIDO,"Un vórtice espaciotemporal lanza al científico Rick Marshall, a su ayudante Holly y al experto en supervivencia Will a un mundo poblado por dinosaurios y extrañas criaturas.",1h 42min,El mundo de los perdidos
20,"6,5",['Gavin Hood'],"['David Benioff', 'Skip Woods']","Los primeros años de James Logan, su rivalidad con su hermano Victor Creed, su servicio en el equipo de fuerzas especiales Equipo X y su transformación en el mutante Lobezno.",1h 47min,X-Men orígenes: Lobezno
21,"6,1",['Paul McGuigan'],['David Bourla'],Dos jóvenes estadounidenses con habilidades especiales deben correr para encontrar a una niña en Hong Kong antes de que lo haga una oscura organización gubernamental llamada División.,1h 51min,Push
22,"6,0",['Scott Mann'],"['Gary Young', 'Jonathan Frank', 'Nick Rowntree']",Un torneo en el que luchan 30 asesinos. El que sobreviva tras 24 horas se llevará diez millones de dólares. Se celebra en una localidad inglesa bajo la atenta mirada de las cámaras.,1h 35min,El gran torneo
23,"7,0",['Shane Acker'],"['Pamela Pettler', 'Shane Acker', 'Ben Gluck']",Un muñeco de trapo que se despierta en un futuro post-apocalíptico tiene la clave para salvar a la humanidad.,1h 19min,Número 9
24,"5,5",['Joseph E. De Leo'],['Joseph E. De Leo'],"Tom, a brooding male escort, meets a stunning young woman (Zara) at a bar. Believing her to be a new client he takes her to a hotel. Following their sexual encounter however, she reveals that she is a prostitute and demands to be paid for her time. Tom refuses to pay, prompting Zara's Pimp (Lou) to to systematically harass and torture Tom in an attempt to recoup the m... Leer todo",1h 17min,Pros & Cons
25,"6,6",['Jason Figgis'],['Jason Figgis'],"The violent story of Jay and Jonnie Linski, two Polish-Irish brothers who try to come to terms with the brutal murder of their youngest sibling, Danny. The story follows the terrible hallucinatory visions that haunt bare-knuckle fighter Jonnie, as he battles with his own demons and a personal investigation into those responsible for the killing. As all his close relat... Leer todo",1h 37min,Once Upon a Time in Dublin
26,"4,9",['Craig Clyde'],DESCONOCIDO,"Una historia sobre dos chicas, CJ y Hanna. CJ vive en un rancho, Hanna viene de visita.",1h 22min,The Wild Stallion
27,"7,9",['James Cameron'],['James Cameron'],Un marine parapléjico enviado a la luna Pandora en una misión única se debate entre seguir sus órdenes y proteger el mundo que siente como su hogar.,2h 42min,Avatar
28,"7,1",['Jim Sheridan'],"['David Benioff', 'Susanne Bier', 'Anders Thomas Jensen']",Un joven consuela a la esposa y a los hijos de su hermano mayor cuando desaparece en Afganistán.,1h 45min,Brothers (Hermanos)
29,"7,9",['J.J. Abrams'],"['Roberto Orci', 'Alex Kurtzman', 'Gene Roddenberry']","Todo está preparado para el viaje inaugural de la nave USS Enterprise, que debe detener al malvado Nero y salvar a la humanidad. Pero su destino está en manos de dos jóvenes: el granjero de Iowa Kirk y Spock, del planeta Vulcano.",2h 7min,Star Trek
30,"6,0","['David Pastor', 'Àlex Pastor']","['Àlex Pastor', 'David Pastor']",Cuatro amigos huyen de una pandemia viral y pronto descubren que ellos mismos son más peligrosos que cualquier virus.,1h 25min,Infectados (Carriers)
31,"5,2",['Chris Nahon'],"['Chris Chow', 'Kenji Kamiyama', 'Katsuya Terada']","A vampire named Saya, who is part of a covert government agency that hunts and destroys demons in a post-WWII Japan, is inserted in a military school to discover which one of her classmates is a demon in disguise.",1h 31min,Blood: El último vampiro
32,"4,2",['Terence Daw'],['Terence Daw'],A TV documentary crew arrive on a remote island in the Philippines to film a survival special. Their back-to-the-wild adventure proves to be more terrifying than they ever could have imagined.,1h 30min,La isla de los seres mutantes
33,"6,7",['Ron Howard'],"['David Koepp', 'Akiva Goldsman', 'Dan Brown']","El simbologista de Harvard, Robert Langdon, trabaja con una física nuclear para resolver un asesinato y evitar un acto terrorista contra el Vaticano durante uno de los acontecimientos más importantes de la Iglesia.",2h 18min,Ángeles y demonios
34,"5,1",['Sticky Fingaz'],['Sticky Fingaz'],"Bad blood between two urban crime families explodes into an all-out turf war in this gritty, hard-hitting drama set to rap and starring music legend Sticky Fingaz.",1h 30min,A Day in the Life
35,"6,7",['Jovan B. Todorovic'],"['Jovan B. Todorovic', 'Bogdan Petkovic', 'Kosta Pesevski']","The film is about Vlada Vasiljević, a citizen of Belgrade, who in 1979 stole a white Porsche 911 Targa S, and for about ten evenings taunted the police with his reckless driving.",1h 22min,The Belgrade Phantom
36,"7,6",['Brad Simonsen'],['Brad Simonsen'],,--,Bonita Beach Bob
37,"6,5",['Patrick Tatopoulos'],DESCONOCIDO,"Una historia de orígenes centrada en la centenaria disputa entre la raza de vampiros aristócratas y sus antiguos esclavos, los licántropos.",1h 32min,Underworld: La rebelión de los licántropos
38,"5,6",['Harald Zwart'],DESCONOCIDO,El inspector Jacques Clouseau se une a un equipo de detectives internacionales tan torpes como él. Su misión: detener a un ladrón trotamundos especializado en el robo de objetos históricos.,1h 32min,La pantera rosa 2
39,"4,0",['Sean Gallimore'],['Sean Gallimore'],"A down-on-his-luck martial artist is given a chance to earn a large cash prize in a secret fighting contest. Each contestant gets a ring. When two ring-bearers cross paths in the designated small-town battle-zone, they must fight.",1h 29min,Fight Ring
