,Nombre,Nacimiento,Conocido,Que hace,Premios,Oscar
70,Mikkel Rosenberg,1971,"['Ambulance', 'Den attende', 'Nikolaj og Julie', 'Tre på en motorcykel']",['Actor'],Desconocido,--
71,Randa Chahoud,1975,"['The Interpreter of Silence', 'Legal Affairs', 'Deutschland 89', 'The Accidental Rebel']","['Director', 'Cinematographer', 'Producer']",7 wins & 9 nominations,--
72,Konrad Haller,Desconocido,"['Berlin Nights', 'Das Cast Ding', 'Liebe geht durch den Magen']",['Actor'],Desconocido,--
73,Nicole Weißbrodt,Desconocido,"['Berlin Nights', ""J'ai tué Clémence Acéra"", 'Liebe geht durch den Magen']",['Actress'],Desconocido,--
74,Don Allison,Desconocido,"['A History of Violence', 'Bait', 'Spotlight', 'The Kennedys']",['Actor'],Desconocido,--
75,Dorothy Bennie,Desconocido,"['Mercy', 'Once a Thief', 'Power Play', 'White Lies']",['Actress'],Desconocido,--
76,Jesse Bond,Desconocido,"['Total Recall', 'Shazam!', 'You Got Trumped: The First 100 Days', 'Damaged Goods']","['Actor', 'Art Department', 'Producer']",Desconocido,--
77,James Bulliard,1978,"['Full Disclosure', 'That Was Then', 'Relic Hunter', '24']",['Actor'],Desconocido,--
78,Greg Ellwand,Desconocido,"['Four Brothers', ""The Blackcoat's Daughter"", 'Jasmine Road', 'Covert Affairs']",['Actor'],2 wins,--
79,Toni Ellwand,Desconocido,"['Mafia Inc', 'Blindness', 'Bomb Girls: Facing the Enemy', 'Jasmine Road']","['Actress', 'Additional Crew']",2 nominations,--
80,David Fox,Desconocido,"['Pacific Rim', 'Mama', 'When Night Is Falling', 'X-Men: The Animated Series']","['Actor', 'Writer', 'Camera and Electrical Department']",3 nominations,--
81,Stephen Grose,Desconocido,"[""A Man's Life""]",['Actor'],Desconocido,--
82,Brooke Johnson,Desconocido,"['The Sweet Hereafter', 'Conspiracy of Silence', 'Dangerous Offender: The Marlene Moore Story', 'Seeds of Doubt']","['Actress', 'Art Department', 'Art Director']",2 wins & 1 nomination,--
83,Diana Leblanc,1943,"['North of 60', 'Further Tales of the City', 'Snakes & Ladders', 'More Tales of the City']","['Actress', 'Director']",2 nominations,--
84,Douglas Gabrielle,Desconocido,"['Assistants', 'The Omen of Motley Crue', 'All of Them Were Thirsty', 'Lucky Larry']",['Actor'],Desconocido,--
85,Keith Carlos Gaytan,1976,"['My Next Funeral', 'The Omen of Motley Crue', 'Lucky Larry', 'General Hospital']",['Actor'],Desconocido,--
86,Summer Isreal Johnson,Desconocido,['The Omen of Motley Crue'],['Actress'],Desconocido,--
87,Jesse Sharp,Desconocido,"['The Marvelous Mrs. Maisel', 'The Gilded Age', 'The Blacklist', 'Mob Land']",['Actor'],Desconocido,--
88,Simon Bates,1947,"['Ashes to Ashes', 'Jilting Joe', 'Take It or Leave It', 'The Royal']",['Actor'],Desconocido,--
89,Brenda Blethyn,1946,"['Pride & Prejudice', 'Secrets & Lies', 'Little Voice', 'Saving Grace']","['Actress', 'Writer', 'Soundtrack']",21 wins & 42 nominations total,Nominated for 2 Oscars
90,Emma Bunton,1976,"['Spice World', '6 Underground', ""Nick and Norah's Infinite Playlist"", 'Central Intelligence']","['Actress', 'Soundtrack']",4 wins & 5 nominations,--
91,Paul Hays-Marshall,Desconocido,"['The League of Gentlemen', 'Inside No. 9', 'Yes You Can', ""Television's Opening Night: How the Box Was Born""]","['Actor', 'Camera and Electrical Department']",Desconocido,--
92,Curtis Threadgold,Desconocido,"['Yes You Can', 'Cupboard Love']",['Actor'],Desconocido,--
93,Roberto De Francesco,1964,"['The Hand of God', 'Nessuno', ""L'amico"", 'Il verificatore']","['Actor', 'Director', 'Writer']",3 wins & 5 nominations,--
94,Chiara Caselli,1967,"['Molly Bloom', 'Beyond the Clouds', ""Ripley's Game"", 'My Own Private Idaho']","['Actress', 'Director', 'Writer']",7 wins & 7 nominations,--
95,Giovanni Esposito,1970,"['The Tourist', 'To Rome with Love', 'La piovra', 'Sono positivo']","['Actor', 'Writer', 'Soundtrack']",Desconocido,--
96,Ines Astarita,Desconocido,['The Long Night'],['Actress'],Desconocido,--
97,Giuseppe Ausilio,Desconocido,['The Long Night'],['Actor'],Desconocido,--
98,Giuseppina Caputo,Desconocido,['The Long Night'],['Actress'],Desconocido,--
99,Luca Catoggio,Desconocido,['The Long Night'],['Actor'],Desconocido,--
100,Tina Femiano,Desconocido,"['Era giovane e aveva gli occhi chiari', 'Senza movente', 'Round the Moons Between Earth and Sea', 'Rehearsals for War']",['Actress'],Desconocido,--
101,Gianni Fiorito,Desconocido,"['The Great Beauty', 'Il Divo', 'One Man Up', 'Shun Li and the Poet']","['Camera and Electrical Department', 'Actor', 'Additional Crew']",Desconocido,--
102,Marianna Gragnaniello,Desconocido,['The Long Night'],['Actress'],Desconocido,--
103,Johnny Ng,Desconocido,"['Dream Seekers', 'Circle Line', 'Unarmed Combat', '881']",['Actor'],Desconocido,--
104,William Cantera,Desconocido,"['York Street', 'Dark Secrets', 'The Girl', 'Oh Man!']",['Actor'],Desconocido,--
105,Uttam Pal Jin,Desconocido,['Oh Man!'],['Actor'],Desconocido,--
106,Daya Kumar,Desconocido,['Oh Man!'],['Actress'],Desconocido,--
107,Ravi Mohandas,Desconocido,['Oh Man!'],['Actor'],Desconocido,--
108,Avanish Narayan,Desconocido,['Oh Man!'],['Actor'],Desconocido,--
109,Charlotte Newhouse,1977,"['Idiotsitter', 'Community', 'Reno 911!', 'The Smokers']","['Actress', 'Writer', 'Producer']",1 nomination,--
110,Parag Nitek,Desconocido,['Oh Man!'],['Actress'],Desconocido,--
111,Ritu Santhanam,Desconocido,['Oh Man!'],['Actress'],Desconocido,--
112,Abhay Singh,Desconocido,"['Khiladiyon Ka Khiladi', 'Sabse Bada Khiladi', 'Mr. & Mrs. Khiladi', 'Oh Man!']","['Production Manager', 'Actress']",Desconocido,--
113,Leela Tilak,Desconocido,['Oh Man!'],['Actress'],Desconocido,--
114,John Ira Palmer,Desconocido,"['Asphalt City', 'Flag Day', 'Superpower', 'Out of the Corner of Our Eye']","['Producer', 'Director']",1 win & 1 nomination,--
115,Naomi Watts,1968,"['Mulholland Drive', 'King Kong', 'Birdman or (The Unexpected Virtue of Ignorance)', 'The Impossible']","['Actress', 'Producer', 'Soundtrack']",60 wins & 96 nominations total,Nominated for 2 Oscars
116,Scott Coffey,1964,"['Twin Peaks', 'Ellie Parker', 'Mulholland Drive', 'Adult World']","['Director', 'Writer', 'Actor']",1 win & 2 nominations,--
117,David Baer,Desconocido,"['Love Potion No. 9', 'Ellie Parker', 'Fait Accompli', ""Don't Do It""]","['Actor', 'Writer', 'Producer']",Desconocido,--
118,Lisa Franchot,Desconocido,"['Sliders', 'Gardens of the Night', 'The Adventures of Rug Raymond', 'Fetish']","['Cinematographer', 'Camera and Electrical Department', 'Actress']",Desconocido,--
119,Sasha Jenson,Desconocido,"['Dazed and Confused', 'Buffy the Vampire Slayer', 'Halloween 4: The Return of Michael Myers', 'Some Kind of Wonderful']","['Actor', 'Stunts', 'Art Department']",1 nomination,--
120,Ilana Levine,5,"['Friends with Kids', 'Failure to Launch', 'Confessions of a Shopaholic', 'The Nanny Diaries']","['Actress', 'Director', 'Producer']",Desconocido,--
121,Mike Walsh,Desconocido,"['Best Friends', 'Twinkie Clock', 'Robotica', 'Monster Garage']","['Production Manager', 'Music Department', 'Editorial Department']",Desconocido,--
122,Darren Mangler,1972,"['The Crusaders #357: Experiment in Evil!', 'Hancock of 1776', 'Hear No Evil', 'Nora Pinephrine']","['Actor', 'Producer', 'Writer']",1 win,--
123,Senta Moses,8,"['Home Alone', 'My So-Called Life', ""Beakman's World"", 'Faking It']","['Actress', 'Writer', 'Producer']",1 win & 1 nomination,--
124,Angela Landis,Desconocido,"['Bicentennial Man', ""Grey's Anatomy"", 'Anger Management', 'Boned']","['Actress', 'Producer', 'Additional Crew']",Desconocido,--
125,Ray Brock,Desconocido,['Best Friends'],['Actor'],Desconocido,--
126,Tiffany Griffin,Desconocido,"['The Work and the Story', 'Best Friends']",['Actress'],Desconocido,--
127,William Koenig,Desconocido,"['L.A. Audition', ""The Witch's Hat"", 'True Love', 'M.O.S.']","['Writer', 'Editor', 'Director']",Desconocido,--
128,Matthew Senko,Desconocido,"['FreakyLinks', 'Charmed', 'M.O.S.', 'Smut']",['Actor'],Desconocido,--
129,Dayna Williamson,Desconocido,['Best Friends'],['Actress'],Desconocido,--
130,Sherry White,Desconocido,"['Pretty Hard Cases', 'Crackie', 'Maudie', 'Rookie Blue']","['Producer', 'Writer', 'Additional Crew']",9 wins & 6 nominations,--
131,Declan Maunder,Desconocido,"['Colic', 'The White Balloon', 'I Dare Not Go']",['Actor'],Desconocido,--
132,Roger Maunder,Desconocido,"['Swallowed', 'Between Two Walls', 'The White Balloon', 'Cracker Barrel']","['Cinematographer', 'Editor', 'Director']",5 wins & 1 nomination,--
133,Justan Browning,Desconocido,"['AppleJax and YoYo', 'Lethal Seduction']",['Actor'],Desconocido,--
134,Edie Caggiano,1966,"['Skippy', 'The Brothers Grim', 'Buffy the Vampire Slayer', 'General Hospital']",['Actress'],Desconocido,--
135,Ida Darvish,1974,"['Inferno', ""Assassin's Creed: Revelations"", 'She Wants Me', 'The Astronaut Farmer']","['Actress', 'Producer', 'Writer']",Desconocido,--
136,Chris Edgerly,1969,"['Passengers', 'Final Fantasy VII: Advent Children', 'Running Scared', 'Mr. & Mrs. Smith']","['Actor', 'Additional Crew', 'Producer']",1 nomination,--
137,Zorana Edun,Desconocido,"['AppleJax and YoYo', '5 Guys, 5 Questions...', 'Johnnie Mae Gibson: FBI']",['Actress'],Desconocido,--
138,David Essig,Desconocido,"['AppleJax and YoYo', 'Karussell']",['Actor'],Desconocido,--
139,Estani Frizzell,Desconocido,"['AppleJax and YoYo', 'Sangre Negra... Black Blood', 'Sangre Negra', 'Huatulco Sunset']","['Actress', 'Music Department', 'Composer']",Desconocido,--
140,Teren Greathouse,Desconocido,"['AppleJax and YoYo', 'Waterborne', 'Turn On', 'Sabrina the Teenage Witch']",['Actor'],Desconocido,--
141,Jackamo Harvey,Desconocido,"[""Ocean's Twelve"", 'Kamen Rider: Dragon Knight', 'AppleJax and YoYo', 'Never Surrender']","['Actor', 'Stunts', 'Music Department']",Desconocido,--
142,Johnny Kitchens,Desconocido,['AppleJax and YoYo'],['Actor'],Desconocido,--
143,Lori Birdsell,Desconocido,['Cycles'],['Actress'],Desconocido,--
144,Lenbirth Brooks,Desconocido,['Cycles'],['Actor'],Desconocido,--
145,Trinity Brooks,Desconocido,"['Vindication', 'Blunt', 'Port Charles', 'Believe']","['Actor', 'Stunts']",Desconocido,--
146,Jason Low,Desconocido,"['40 Days and 40 Nights', 'The 4400', 'See Spot Run', 'First Wave']",['Actor'],Desconocido,--
147,Katy Cavanagh-Jupe,1973,"['Cupid', 'Coronation Street', 'Bob & Rose', 'Dalziel and Pascoe']","['Actress', 'Writer', 'Producer']",Desconocido,--
148,Clint Dyer,1968,"['Unknown', 'Sahara', 'Agora', 'Arthur Christmas']","['Actor', 'Director', 'Writer']",2 nominations total,--
149,Abigail Toyne,1976,"[""Abigail's Posh Pussy"", 'Restrained Elegance', 'Older Woman Fun', ""Abigail's Dirty Little Secret""]",['Actress'],Desconocido,--
150,Matt Ball,Desconocido,"['Freddy Got Fingered', 'Grind', 'The Secret Lives of Shopping Carts']","['Actor', 'Stunts']",Desconocido,--
151,Nick Preece,Desconocido,['The Secret Lives of Shopping Carts'],['Actor'],Desconocido,--
152,Frank Myer,Desconocido,['The Secret Lives of Shopping Carts'],['Actor'],Desconocido,--
153,Nicholas G. Combs,Desconocido,['The Secret Lives of Shopping Carts'],['Actor'],Desconocido,--
154,Ric Barbera,1973,"['Answers to Nothing', ""I Hate My 30's"", 'Unearthed', 'What the F&#$ Was That?!']","['Actor', 'Writer', 'Producer']",Desconocido,--
155,Mark Haslett,Desconocido,"['Helix', ""Let's Go Luna!"", 'Dogfight', 'Waiting for the Light']","['Writer', 'Additional Crew', 'Actor']",Desconocido,--
156,Marci T. House,13,"['Godzilla', 'The Big Year', 'Lou', 'The Day the Earth Stood Still']","['Actress', 'Writer']",1 nomination,--
157,Monty McMurray,Desconocido,['The Right Man for the Job'],['Actor'],Desconocido,--
158,Thorsten Georgi,Desconocido,['Nach dem Piepton'],['Actor'],Desconocido,--
159,Carsten Klages,Desconocido,"['Nach dem Piepton', 'Quarks & Co.']",['Actor'],Desconocido,--
160,Julia Marinello,Desconocido,['Nach dem Piepton'],['Actress'],Desconocido,--
161,Gandi Mukli,Desconocido,"['Süperseks', 'Lola and Billy the Kid', 'Takiye: Allah yolunda', 'Evet, I Do!']",['Actor'],Desconocido,--
162,Willi Thomczyk,1953,"['Die Camper', ""Knockin' on Heaven's Door"", 'Was nicht passt, wird passend gemacht', 'Bang Boom Bang - Ein todsicheres Ding']","['Actor', 'Writer', 'Composer']",1 nomination,--
163,Barry Murphy,Desconocido,"['Irish Pictorial Weekly', 'Little White Lie', 'Apres Match', 'Time Trumpet']","['Actor', 'Writer', 'Additional Crew']",4 nominations,--
164,Tommy Tiernan,1969,"['Wolfwalkers', 'About Adam', 'Conversations with Friends', 'Little Crackers']","['Actor', 'Writer', 'Director']",2 nominations,--
165,Gianni Bonagura,Desconocido,"['La Tosca', 'I promessi sposi', 'In nome del popolo sovrano', 'La polizia sta a guardare']","['Actor', 'Additional Crew', 'Sound Department']",Desconocido,--
166,Vincenzo Ferrera,Desconocido,"['Il capo dei capi', 'Gli angeli di Borsellino', 'Il cacciatore', 'Dentro la città']",['Actor'],Desconocido,--
167,Gianni Garko,1935,"['Devil Fish', '... If You Meet Sartana Pray for Your Death.', 'Waterloo', 'Crazy Desire']",['Actor'],1 win,--
168,Roberto Salemi,Desconocido,"['Baaria', 'Fireworks', 'Squadra antimafia - Palermo oggi', 'I fratelli De Filippo']",['Actor'],Desconocido,--
169,Giulia Weber,Desconocido,"['Miracle at St. Anna', 'Il quaderno della spesa', 'Il signor Quindicipalle', 'Un amore perfetto']",['Actress'],Desconocido,--
170,Brandon Hutchinson,Desconocido,"['Dollars and Signs', 'How I Killed Mumblecore', 'And He Just Comes Around and Dances with You', 'Howard and Todd']","['Writer', 'Actor', 'Additional Crew']",Desconocido,--
171,Crystal L. Johnson,Desconocido,"['What Goes Around...', 'Rock and a Hard Place']","['Actress', 'Location Management']",Desconocido,--
172,Rod Pitts,Desconocido,"['What Goes Around...', 'Just the Two of Us', 'The Survivor', 'Spin Cycle: The SCJ Project']","['Cinematographer', 'Producer', 'Actor']",2 wins,--
173,Dídac Alcántara,Desconocido,"['Paladino y la Lámpara Asombrosa', 'La travesía imaginaria', 'Minipimer man', ""Martini's Boys""]",['Actor'],Desconocido,--
174,Sergi Bernet,Desconocido,"['Misteriosa', 'La travesía imaginaria', 'Habitaciones de alquiler', 'Tierra de calabazas']","['Actor', 'Producer']",Desconocido,--
175,Ángela Monge,1980,"['Minipimer man', 'Kubler Ross', 'Asqueadas', 'Ö (Te estoy mirando...)']","['Actress', 'Costume Designer']",Desconocido,--
176,David Holt,1963,"['Watership Down', 'The Cat in the Hat Knows a Lot About That!', 'Angry Kid', 'The Jungle Book']","['Actor', 'Soundtrack']",Desconocido,--
177,Darren Walsh,Desconocido,"['Bone', ""Miss Peregrine's Home for Peculiar Children"", 'Paddington', 'Chips']","['Director', 'Actor', 'Writer']",5 wins & 2 nominations,--
178,Álvaro Aragüés,Desconocido,"['Vigilo el camino', 'Hazing', 'Luz', 'Only Guilt Pulls More Triggers']","['Composer', 'Actor', 'Soundtrack']",Desconocido,--
179,Gonzalo Campo,Desconocido,"['Rodaje perfecto', 'Jinetes en la tormenta: Los mecánicos de la naranja']",['Actor'],Desconocido,--
180,Ana María Domínguez,Desconocido,['Rodaje perfecto'],['Actress'],Desconocido,--
181,David Lozano,Desconocido,"['Unresolved Sexual Tension', 'El mar', 'Rodaje perfecto']",['Actor'],Desconocido,--
182,Daniel Villa,Desconocido,"['Ministro', 'Manuel Carrasco', 'Heroes Invisibles', 'Radio Atacama']","['Editor', 'Actor', 'Writer']",Desconocido,--
183,Mariluz Moreno,Desconocido,['Malicia'],['Actress'],Desconocido,--
184,Jaime Muñiz,Desconocido,['Malicia'],['Actor'],Desconocido,--
185,Alex O'Dogherty,1973,"['Camera café', 'Doctor Mateo', 'Olmos y Robles', 'Kingdom of Heaven']","['Actor', 'Composer', 'Music Department']",1 win & 1 nomination,--
186,Nigel Lambert,1944,"['UFO', 'Shillingbury Tales', 'The Avengers', 'The History of Mr. Polly']",['Actor'],Desconocido,--
187,Peter Serafinowicz,1972,"['Guardians of the Galaxy', 'Spy', 'John Wick: Chapter 2', 'Shaun of the Dead']","['Actor', 'Producer', 'Writer']",4 wins & 11 nominations total,--
188,Edgar Wright,1974,"['Shaun of the Dead', 'Last Night in Soho', 'Baby Driver', 'Scott Pilgrim vs. the World']","['Director', 'Writer', 'Producer']",20 wins & 50 nominations total,--
189,Susan Mosher,Desconocido,"['The Wedding Planner', 'View from the Top', 'Nurse Jackie', 'Lost Souls']","['Actress', 'Writer']",Desconocido,--
190,John Boswell,Desconocido,"['Ca$hino', 'Gaydar', 'The Black Room', 'Old Maid']","['Composer', 'Actor', 'Music Department']",Desconocido,--
191,Mo Gaffney,1958,"['Drop Dead Gorgeous', 'Absolutely Fabulous', 'God Bless America', 'The Kathy & Mo Show: The Dark Side']","['Actress', 'Additional Crew', 'Writer']",3 wins & 3 nominations,--
192,Danielle Eskinazi,1956,"['At Close Range', 'Tin Holiday', 'Ca$hino', 'Hector: Lost Souls with Switchblades']","['Casting Director', 'Casting Department', 'Actress']",Desconocido,--
193,Dan Finnerty,1970,"['The Hangover', ""Dumplin'"", 'Old School', 'Rock of Ages']","['Actor', 'Producer', 'Soundtrack']",Desconocido,--
