,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"7,6",['Aleksey Balabanov'],['Aleksey Balabanov'],"Arriving in Moscow, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.",2h 2min,Brat 2
1,"5,1",['Edward Holzman'],['István Hajdu'],"Slick Hollywood talent agent loses everything to his scheming wife and his mistress who are secret lesbian lovers. He ends up sleeping in his friend's bathtub, but then he meets a beautiful young screenwriter who may save his career.",1h 48min,Hollywood Sins
2,"7,5",['Marco Tullio Giordana'],DESCONOCIDO,"""I cento passi"" (one hundred steps) was the distance between the Impastatos' house and the house of Tano Badalamenti, an important Mafia boss, in the small Sicilian town of Cinisi. The movie is the story of Peppino Impastato, a young left-wing activist who in the late seventies (when almost nobody dared to speak about the Mafia, and several politicians maintained that... Leer todo",1h 54min,Los cien pasos
3,"6,9",['Abdellatif Kechiche'],['Abdellatif Kechiche'],A young illegal immigrant from Tunisia tries to survive in the world of Paris miseries.,2h 10min,La faute à Voltaire
4,"7,4",['Hitoshi Yazaki'],"['Tanya Grassley', 'Hitoshi Yazaki', 'Tetsuko Yorozu']",,3h 56min,Hana wo tsumu shôjo to mushi wo korosu shôjo
5,"4,8",['José Miguel Juárez'],"['José Miguel Juárez', 'Daniela Fejerman', 'Inés París']","Durante la conquista de México por los españoles, Rodri, un náufrago español y Tizcuitl, la joven y bella hija azteka del rey de Tlacopan, poderoso súbdito del emperador Moctezuma, viven una historia de amor en un momento de -salto de algo- histórico donde el fundamentalismo prevalecía sobre los sentimientos individuales.",1h 36min,Hijos del viento - Entre la luz y las tinieblas
6,"7,2",['Edoardo Winspeare'],"['Giorgia Cecere', 'Edoardo Winspeare']",,1h 38min,Sangue vivo
7,"6,0",['Francesco Calogero'],"['Vincenzo Pardini', 'Francesco Calogero', 'Umberto Contarello']","Paul Torregiani, nightwatcher for twenty years, plays a quiet life and monotonous, at night monitoring the holdings of industrial Lucca. One night, after a dispute with Mr Alcide, returns to seek a peace, but he is wounded to death. The investigation starts and the poor Paul is suspected for murder. Meanwhile, the investigation is to expand around Leccetti footwear, w... Leer todo",1h 45min,Metronotte
8,"6,4",['Bernard Rose'],"['Lev Tolstoy', 'Bernard Rose', 'Lisa Enos']","Después de que muere un famoso agente de Hollywood, sus colegas se esfuerzan por disuadir a los clientes de desertar de la agencia.",1h 33min,Ivansxtc
9,"5,1",['Russell DeGrazier'],['Russell DeGrazier'],A writer/radio advice show host fails to heed his own advice as he stalks his ex-girlfriend and then becomes involved with an actress friend of hers.,1h 35min,Atracción peligrosa
10,"5,9",['Renny Bartlett'],['Renny Bartlett'],"Tracing the life of Mikhailovich Eisenstein, including the period in which he studied under theatre director Meyerhold, his time in Mexico making the abortive ""Que Viva Mexico"" and the humiliations he suffered upon his return to Russia.",1h 39min,Eisenstein
11,"5,9",['Roberto Lázaro'],['Javier Herrero'],,1h 41min,Leyenda de fuego
12,--,"['Anne Lapied', 'Erik Lapied']","['Anne Lapied', 'Erik Lapied']",,1h 5min,Les sentiers du petit bonheur
13,"5,6",['Judith Kennel'],"['Markus Imhoof', 'Judith Kennel']","Lea, a student at a religious school in the mountains falls in love with Father Bachman, a handsome young priest who teaches there. She pursues him and eventually he weakens, but their actions have serious repercusions for the couple and those around them.",1h 37min,Zornige Küsse
14,"8,4",['Joshua Davis'],['Joshua Davis'],"Set over 24-hours of superheated summer in Northern California, West Coast tells the story of two best friends who fall in love with the same woman.",1h 30min,West Coast
15,"4,0","['Norman Lesperance', 'André Øvredal']","['Norman Lesperance', 'André Øvredal']","The pathetic surgeon Simon Thorne suffers from paranoia, obsessions and hallucinations, and loses both his wife and his job. But then he meets a couple from one of his dreams where they kill him. So he has to kill them first.",1h 32min,Future Murder
16,"5,3",['Mirjam Unger'],['Manfred Rebhandl'],"Two young girls who live in a small town in Lower Austria dream of America, men and love. They live in Ternitz, they dream of Tennessee.",1h 20min,"Ternitz, Tennessee"
