,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,3",['Takashi Miike'],"['Toshiki Kimura', 'Seishu Hase']","When Brazilian-Japanese Mario is unleashed from jail, he sets out to rescue his beautiful Chinese girlfriend, Kei, from being deported to Japan.",1h 43min,Hyôryû-gai
1,"6,7",['Esteban Schroeder'],"['Esteban Schroeder', 'Pablo Vierci']","A Montevideo journalist discovers that the murder of a boy from the slums near the vineyards had political reasons, and was not an isolated incident. Developing a friendship with the victim's older brother, and then the entire family, the journalist tries to get to the bottom of this case. It is not the only case of summary executions of young poor boys in this vineya... Leer todo",1h 27min,El viñedo
2,"5,7","['Fow Pyng Hu', 'Brat Ljatifi']","['Fow Pyng Hu', 'Brat Ljatifi']","Jacky is a Chinese kid aged 25 of emigrant parents who lives in a terraced house in Eindhoven with his mother. He grew up in the vacuum between two cultures. He is intelligent but lacks the energy to steer his life in a specific direction. Jacky's calm life is disrupted when his mother urges him to marry a girl from China, following tradition, and leave the parental h... Leer todo",1h 20min,Jacky
3,"6,9",['Gustavo Balza'],"['Gustavo Balza', 'Armando Coll']",,1h 31min,Caracas amor a muerte
4,"6,9",['Shaan Shahid'],['Pervez Kalim'],"Maima splits up with Razi because of his second marriage and goes to Hong Kong to give birth to their son Zain. When Zain grows up, he happens to fall for Chand, Razi's daughter with his second wife, and their past returns to haunt them.",--,Mujhe Chand Chahiye
5,"6,5",['Moufida Tlatli'],DESCONOCIDO,"The gulf between men and women in Tunisia, political, psychological, and physical, is explored in this downbeat drama. A woman and her two daughters return to the female community on the island of Djerba from Tunis, where her husband works.",2h 2min,Se casó con todo
6,"7,1",['Jerzy Stuhr'],"['Krzysztof Kieslowski', 'Kazimierz Orlos']","Left behind by a circus, a camel wanders to the house of a simple middle-aged couple. Although the wife is initially bewildered by the strange and unexpected animal, her husband immediately adopts it as a pet. As the man and his new companion take their daily walks in the village, neighbors are drawn to the odd sight and approach him about riding the camel or using it... Leer todo",1h 13min,Duze zwierze
7,"6,8",['Samira Makhmalbaf'],"['Mohsen Makhmalbaf', 'Samira Makhmalbaf', 'Zaheer Qureshi']","Itinerant Kurdish teachers, carrying blackboards on their backs, look for students in the hills and villages of Iran, near the Iraqi border during the Iran-Iraq war. Said falls in with a group of old men looking for their bombed-out village; he offers to guide them, and takes as his wife Halaleh, the clan's lone woman, a widow with a young son. Reeboir attaches himsel... Leer todo",1h 28min,La pizarra
8,"6,4",['Óscar Urrutia Lazo'],['Óscar Urrutia Lazo'],"The adventure of a young photographer in the Mexican jungle, searching for his lost shadow, stolen by an old Indian witch.",1h 50min,Rito terminal
9,"7,5",['Per Fly'],"['Kim Leona', 'Per Fly']",Kaj is an alcoholic living on the money the Danish state is providing him. Him and his friends spend their time drinking beer at a public bench. One day Kaj's life turns upside down when a young lady and her child moves in next to him.,1h 33min,Bænken
10,--,DESCONOCIDO,DESCONOCIDO,Desconocido,--,Error nombre para la pelicula con id: tt0244884
11,"8,2",['Wen Jiang'],DESCONOCIDO,Villagers in World War II China are unsure what to do with the two enemy prisoners who have been left in their care.,2h 19min,Los demonios en mi puerta
12,"7,4",['Márta Mészáros'],"['Márta Mészáros', 'Éva Pataki']","Marta Meszaros, Hungarian filmmaker, returns to her childhood home in Kyrgyzstan. The filmmaker recreates a fiction around the life of her parents in this film entirely devoted to the cult of memory",1h 44min,Kisvilma - Az utolsó napló
13,"3,5",['Robbie Moffat'],DESCONOCIDO,"A businessman puts his credit cards and briefcase in the trunk of his car, gets wildly drunk and wakes up to find a girl and nothing else.",1h 32min,Love the One You're With
14,"4,9",['Rodney Gibbons'],['Terry Abrahamson'],The murder of the ex-wife of Dr. Sam Dennis Charney (Rutger Hauer) leads Detective Della Wilder (Pam Grier) to uncover a series of women's murders somehow linked to a big pharmaceutical company.,1h 30min,Cómplices
15,"5,2",['Alain Mazars'],"['Alain Mazars', 'Caroline Silhol']","Anne Laugel, a young divorced woman, mother of a ten-year-old girl, Sophie, travels to China to adopt a baby. She is convinced, as a good Westerner, to carry out this adventure for the happiness of the new born, her daughter and hers.",1h 37min,La moitié du ciel
16,"5,6",['Waldemar Dziki'],DESCONOCIDO,,1h 36min,Pierwszy milion
17,"7,4",['J.R. Jarrod'],['J.R. Jarrod'],A rape accusation against the president of a student political coalition brings war to its members.,1h 30min,Divided We Stand
18,"7,8",['Rory B. Quintos'],DESCONOCIDO,"Filipina Overseas Contract Worker is forced to leave her family and take a higher-paying job in a more-prosperous Asian country, unaware of her husband's death.",2h 15min,Anak
19,"6,8",['Vivian Chang'],['Vivian Chang'],"Three almost unconnected chapters that can be read either as separate stories or as three stages of a woman's life, this quietly moody drama effectively reflects on alienation and solitude within families and relationships.",1h 36min,Xiao bai wu jin ji
20,"6,7",['Mark Herman'],"['Mark Herman', 'Jonathan Tulloch']",Two teenage boys will do anything to get money to buy season tickets for their local team.,1h 39min,¡Qué pasada!
21,"6,4",['Marco Petry'],"['Marco Petry', 'Stefan Wood']","The last weeks of school have begun; before graduation, the boys catch their last chance to really have fun with friends and all the girls. From the life of a group of school pupils in a small town- the last days before real life begins",1h 39min,Schule
22,"5,2",['Anders Rønnow Klarlund'],['Anders Rønnow Klarlund'],"A policeman, Niels, lost his wife eight years ago in a traffic accident. Niels was driving the car. Ever since he has been tormented by grief and guilt. A case about a small girl who has escaped from a psychiatric hospital opens up old wounds. A series of coincidences leads Niels to believe that his wife has been reborn in order to avenge her death. Can he believe the... Leer todo",47min,Ved verdens ende
23,"5,8",['Nadir Moknèche'],['Nadir Moknèche'],"In Algiers in 1993, while the civil war is starting, Mrs Osmane's tenants have to endure her bad temper. Her husband left her and the fear to lose her respectability haunt her. The former member of the Resistance during the Independence War persists in controlling the slightest moves of the households rather than struggle against her own frustrations. Learning her dau... Leer todo",1h 40min,El harén de Madame Osmane
24,"6,6",['Harry Sinclair'],['Harry Sinclair'],"Lucinda, Rob and their 117 cows lead a charmed existence in a magic land. He milks, she's the honey. But Lucinda is worried that their happiness cannot last. She tests their love with a game of sabotage that threatens to curdle everything.",1h 27min,El precio de la leche
25,"6,3",['Gordon Eriksen'],DESCONOCIDO,A subject perfect for a sleazy talk show turns into something much deeper as the participants of a documentary become aware of the filmmaker's purpose.,1h 24min,The Love Machine
26,"6,1",['Ebrahim Forouzesh'],['Ebrahim Forouzesh'],"Mamal, an 11 year old boy tries to help his family ta make a living.",1h 25min,Mard-e Koochak
27,"6,8",['Isao Morimoto'],['Isao Morimoto'],"Boku (Edward Atterton), is a foreign student in Japan, who wants to assimilate with a polite Kyoto society but finds himself rejected as a outsider. Undaunted, he volunteers to read books to a young blind woman (Honami Suzuki) and begins to find acceptance with the beautiful Kyoko. She chooses classic Japanese literature for their sessions until one day she has him re... Leer todo",2h 2min,Ichigensan
28,"5,0",['Raj Kanwar'],DESCONOCIDO,"Having witnessed his family being massacred during a riot in his village, Badal is raised by a terrorist and sets out to exact revenge on the police officer responsible for his family's murder.",2h 46min,Badal
29,"5,1",['David Dhawan'],['Rumi Jaffery'],"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and runs away to Europe where she meets Raja. Her purse is stolen and hence she has to depend financially on Raja. During the course of the tour... Leer todo",2h 38min,Dulhan Hum Le Jayenge
30,"7,3",['Puri Jagannadh'],DESCONOCIDO,"Badri (Pawan Kalyan) is an ad agency director whose parents are settled in the USA. He has a love called Vennela (Renu Desai), who is a close family friend of Badri's family. Their parents want these two to tie the knot.",2h 38min,Badri
31,--,['Jean-Michel Gibard'],['Sarah Ambos'],"Alex is a happy man. Right arm of his father-in-law, CEO of a large multinational, his rise seems irresistible. To get rid of this cumbersome son-in-law, he has a compromising photo montage that accuses Alex of adultery.",1h 30min,Le margouillat
32,"6,5",['Otto Alexander Jahrreiss'],"['Markus Hoffmann', 'Otto Alexander Jahrreiss']","A Rumanian call-girl in Germany is spied on by her neighbor, who blackmails her clients, and acts as her ministering angel, against her wishes. They need lots of money to finance her escape from the underworld.",1h 41min,Zoom
33,"7,1",['Khosrow Sinai'],"['Hamid Farrokhnezhad', 'Khosrow Sinai']",Ahlam who is studying medicine in the college is in love with Dr. Parviz and wants to marry him. But according to her tribe's laws and traditions she must marry her cousin Farhan. She decides to face her family and find a solution.,1h 53min,Arous-e atash
34,"7,1","[""Leung Chun 'Samson' Chiu""]","[""Leung Chun 'Samson' Chiu"", 'Kwun Hung Siu']","From Singapore to Hong Kong to Macau, 3 different women with different lives experience the same situation of falling in love with 2 men and how they deal with the dilemma. In Singapore, meet Joy who's torn between her boss and an idealistic baker. In Hong Kong, Cherry dreams of the strong, macho type but also wants the sweet, sensitive New-Age guy. In Macau, Cecilia ... Leer todo",1h 55min,Yüeliang de mimi
35,"5,9",['Rachel Samuels'],"['Robert Louis Stevenson', 'Lev L. Spiro']","A man joins a secret club for those who are seeking to end their lives, only to rediscover his will to live upon meeting the club's only female member.",1h 29min,The Game of Death
