,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Movie,Az ember tragédiája,2011,12.0,tt0176694
1,Movie,Los pájaros se van con la muerte,2011,6.0,tt0247643
2,Movie,Lives No Longer Ours,2011,,tt0311448
3,Movie,The Wicker Tree,2011,7.0,tt0323808
4,Movie,Spy,2011,8.0,tt0372538
5,Movie,The Rum Diary,2011,12.0,tt0376136
6,Movie,Bubbles,2011,,tt0406282
7,Movie,Seven Fallen Objects,2011,5.0,tt0407194
8,Movie,El borde del tiempo,2011,,tt0425785
9,Movie,Real Steel,2011,11.0,tt0433035
10,Movie,Satin,2011,3.0,tt0433397
11,Movie,Moving Target,2011,,tt0439724
12,Movie,A Bird of the Air,2011,9.0,tt0448022
13,Movie,Generation P,2011,4.0,tt0459748
14,Movie,The Grasslands,2011,12.0,tt0460809
15,Movie,Silent Alarm,2011,1.0,tt0462536
16,Movie,Act Your Age,2011,4.0,tt0464891
17,Movie,Margaret,2011,6.0,tt0466893
18,Movie,Platinum Illusions,2011,6.0,tt0469158
19,Movie,The Pack,2011,10.0,tt0469152
20,Movie,Extremely Loud & Incredibly Close,2011,3.0,tt0477302
21,Movie,The Tree of Life,2011,6.0,tt0478304
22,Movie,Atlas Shrugged: Part I,2011,4.0,tt0480239
23,Movie,Abhishapt,2011,,tt0479807
24,Movie,Gente mala del norte,2011,2.0,tt0484037
25,Movie,Something Borrowed,2011,6.0,tt0491152
26,Movie,Double Tap,2011,,tt0490847
27,Movie,California Indian,2011,11.0,tt0770728
28,Movie,Drive,2011,11.0,tt0780504
29,Movie,Wilde Salomé,2011,4.0,tt0795459
30,Movie,Red Dog,2011,8.0,tt0803061
31,Movie,Spoon,2011,,tt0805617
32,Movie,The King Hector Lavoe,2011,2.0,tt0811069
33,Movie,Take Me Home Tonight,2011,3.0,tt0810922
34,Movie,Shanghai Hotel,2011,1.0,tt0816648
35,Movie,Où va la nuit,2011,5.0,tt0825282
36,Movie,Loot,2011,11.0,tt0847180
37,Movie,Mama I Want to Sing,2011,1.0,tt0880569
38,Movie,Sanctum,2011,3.0,tt0881320
