,Genero,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Drama,Short,Kill Switch,2022,10.0,tt10001728
1,Drama,Short,Siempre Yo,2022,3.0,tt10003926
2,Drama,Short,Città d'Oro,2022,2.0,tt10135104
3,Drama,Short,The Wake,2022,4.0,tt10217222
4,Drama,Short,Toxicos,2022,11.0,tt10303920
5,Drama,Short,Price,2022,10.0,tt10343626
6,Drama,Short,Not Ready,2022,6.0,tt10369606
7,Drama,Short,Intolerance,2022,,tt10388220
8,Drama,Short,Cousins,2022,,tt10422498
9,Drama,Short,Scarecrow,2022,12.0,tt10597604
10,Drama,Short,Cynisca Reborn,2022,12.0,tt10601566
11,Drama,Short,Inside,2022,1.0,tt10628016
12,Drama,Short,Out,2022,4.0,tt10653498
13,Drama,Short,"I Love You, Guys",2022,5.0,tt10653054
14,Drama,Short,North Star,2022,1.0,tt10684644
15,Drama,Short,The Deal,2022,6.0,tt10696052
16,Drama,Short,True to Life,2022,11.0,tt10701764
17,Drama,Short,Elle,2022,,tt10767508
18,Drama,Short,Avalon Drive,2022,,tt10771320
19,Drama,Short,The Light,2022,,tt10783094
20,Drama,Short,Astroman,2022,2.0,tt10821268
21,Drama,Short,Belvedere,2022,8.0,tt10903882
22,Drama,Short,The Resonance Principle,2022,4.0,tt10934192
23,Drama,Short,Essence of Love,2022,1.0,tt11063938
24,Drama,Short,Enough,2022,,tt11073838
25,Drama,Short,Tonight,2022,1.0,tt11113048
26,Drama,Short,Come on Home,2022,,tt11198098
27,Drama,Short,Tapu,2022,1.0,tt11203784
28,Drama,Short,Transgressing,2022,,tt11202078
29,Drama,Short,Diné,2022,11.0,tt11247732
30,Drama,Short,Swings and Roundabouts,2022,4.0,tt11261312
31,Drama,Short,Alice,2022,1.0,tt11349582
32,Drama,Short,Life After You,2022,,tt11348008
33,Drama,Short,Jungle,2022,12.0,tt11501984
34,Drama,Short,Family Portrait,2022,9.0,tt11513472
35,Drama,Short,Storage Room,2022,,tt11526654
36,Drama,Short,Los Patines,2022,6.0,tt11530796
37,Drama,Short,Pulpo Circus,2022,,tt11560380
38,Drama,Short,The Lego Batman and Spider-Man Movie,2022,1.0,tt11579056
39,Drama,Short,The Lie,2022,,tt11638946
40,Drama,Short,Taxi Driver Uncut,2022,8.0,tt11650840
41,Drama,Short,Roque,2022,9.0,tt11661506
42,Drama,Short,Two Plus Two,2022,2.0,tt11669304
43,Drama,Short,Abandoned,2022,,tt11701940
44,Drama,Short,Vlihi,2022,5.0,tt11729844
45,Drama,Short,Rebound,2022,,tt11733110
46,Drama,Short,Encounter,2022,,tt11790062
47,Drama,Short,Ghost of the Lake,2022,,tt11885520
48,Drama,Short,The Mourning Of,2022,,tt11894084
49,Drama,Short,Pretty Boy,2022,9.0,tt11923182
50,Drama,Short,Hidden Fight,2022,,tt11940614
51,Drama,Short,El Gallo,2022,9.0,tt11958336
52,Drama,Short,Norm's Birthday,2022,9.0,tt11992906
53,Drama,Short,Vi lyser i mørket,2022,7.0,tt12058510
54,Drama,Short,Georgia,2022,2.0,tt12076714
55,Drama,Short,Happiness,2022,1.0,tt12076878
56,Drama,Short,Fin,2022,,tt12082846
57,Drama,Short,Together,2022,,tt12093178
58,Drama,Short,Scout's Honour,2022,,tt12105324
59,Drama,Short,A Snapshot,2022,,tt12126336
60,Drama,Short,La maison de l'hypocrisie,2022,8.0,tt12142898
61,Drama,Short,Faceless,2022,,tt12175390
62,Drama,Short,My Heart Is No Longer an Orphan,2022,10.0,tt12183014
63,Drama,Short,Road to El Kef,2022,1.0,tt12210112
64,Drama,Short,The Dealer,2022,4.0,tt12221296
65,Drama,Short,The Woman Inside Me,2022,,tt12275444
66,Drama,Short,One Life,2022,,tt12316990
67,Drama,Short,Dear Sweet Jacob,2022,12.0,tt12385496
68,Drama,Short,Rebel Nature,2022,,tt12408294
69,Drama,Short,The Pen,2022,,tt12455644
70,Drama,Short,Anti-Utopia,2022,,tt12464572
71,Drama,Short,Fermoirophobia,2022,2.0,tt12560934
72,Drama,Short,Great Seeing You,2022,9.0,tt12556986
73,Drama,Short,Post Comedy,2022,,tt12570042
74,Drama,Short,Mfinfini: Somewhere In-between,2022,9.0,tt12586958
75,Drama,Short,Incognito: Part I,2022,10.0,tt12606368
76,Drama,Short,Suppression,2022,,tt12619638
77,Drama,Short,Those Days,2022,,tt12667998
78,Drama,Short,Sob Influência,2022,9.0,tt12669938
79,Drama,Short,Choices and Decisions,2022,2.0,tt12677942
80,Drama,Short,An Apology,2022,11.0,tt12688292
81,Drama,Short,Just Like the Butterfly,2022,3.0,tt12717804
82,Drama,Short,Dillon,2022,10.0,tt12786974
83,Drama,Short,The Right Thing,2022,7.0,tt12798182
84,Drama,Short,Pripyat,2022,,tt12824634
85,Drama,Short,Olga,2022,1.0,tt12833000
86,Drama,Short,Hat,2022,4.0,tt12937600
87,Drama,Short,Wednesdays at 5,2022,,tt12960166
88,Drama,Short,A Gentle Presentation,2022,,tt13023112
89,Drama,Short,Sunday Roast,2022,,tt13041500
90,Drama,Short,Down the Street,2022,,tt13055126
