,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"4,9",['Thomas Camoin'],['Thomas Camoin'],A man torn between selling pot and writing his novel faces challenges on both sides.,--,How to Smoke Pot
1,"6,9",['Oskar Roehler'],['Oskar Roehler'],"La famosa autora Flanders viaja a Berlín en 1989, tras la caída del muro, deprimida por el fracaso de los ideales comunistas.",1h 50min,Die Unberührbare (No Place to Go)
2,"5,2",['Toshiyuki Mizutani'],DESCONOCIDO,"When a woman, able to read the thoughts of others, comes to help survivors of the 1995 Kobe earthquake, she encounters a girl with Multiple Personality Disorder whose dangerous 13th personality, Isola, must be stopped.",1h 34min,Isola (Múltiples personalidades)
3,"5,4",['Sergio Citti'],DESCONOCIDO,Sicily between the end of the War and the fifties. Vipera is the wife of a Sicilian smithy. She meets a man who shows her that life can be better and promptly leaves her husband and her little daughter.,1h 35min,Vipera
4,"6,7",['Jenniphr Goodman'],DESCONOCIDO,"Underachieving, overweight kindergarten teacher Dex finds a woman who forces him to reexamine his Zen-like system of seduction.",1h 27min,The Tao of Steve
5,"5,4",['Dan T. Hall'],DESCONOCIDO,A group of children try to save an old steam locomotive from the scrap yard with the help of the engine's driver and his dog.,1h 20min,Old No. 587: The Great Train Robbery
6,"7,1",['Piotr Szkopiak'],['Piotr Szkopiak'],Small Time Obsession is a story of love and betrayal set amongst South London's Polish community. Michael Korczynski has his heart set on training and racing greyhounds at his local stadium but is under pressure from his father to take charge of the family delicatessen. Steve is an orphan with a passion for classic cars and John is a talented musician struggling to co... Leer todo,1h 59min,Small Time Obsession
7,"6,5",['Jean-Paul Civeyrac'],"['Jean-Paul Civeyrac', 'Jean-Claude Montheil']","Pierre's wife, Madeleine, is dead, but he still sees her in his dreams. One day, his younger brother, Baptiste, comes back to live with him. A new life is possible, but Eva, Baptiste's wife, comes back and divides the two brothers.",1h 15min,Les solitaires
8,"4,2",['Madison Monroe'],['Earl Kenton'],An esteemed sex researcher discovers a very old diary with a number of strange and erotic secrets within A Gothicerotic tale of obsession,1h 24min,Diary of Lust
9,"6,4",['Jean-Claude Brisseau'],['Jean-Claude Brisseau'],"Nada es peor que tener un santo en casa, y en el mundo en que vivimos, se necesita mucha fe y compromiso para tener éxito.",1h 47min,Les savates du bon Dieu
10,"3,1",['Oscar Petersson'],['Oscar Petersson'],"A female assassin hides with a man from her past, when the organization she works for is trying to kill her instead.",1h 37min,Inte bara mördare
11,"6,8",['Antoine Desrosières'],"['Philippe Barassat', 'Gwennola Bothorel', 'Antoine Desrosières']","Nicolas Lanson, a young stockbroker, lives a hundred dollars an hour in a money and luxury bubble until the day when one of his high-risk initiatives causes the bankruptcy of his bank. His head is put on price. In his flight, Nicolas meets Charlotte, pregnant with a man who does not want her. Nicolas is not at all his type but when she discovers her identity, she deci... Leer todo",1h 15min,Banqueroute
12,"5,9",['Natasha Arthy'],['Kim Fupz Aakeson'],"Desperate for the love of Karen Elise (and for some pubic hair too), Dennis P. calls heaven for some help and gets it.",1h 20min,Mirakel
13,"6,9",['Volker Schlöndorff'],"['Wolfgang Kohlhaase', 'Volker Schlöndorff']","The riveting true story of Rita Vogt, a 1970s West German terrorist who escapes to the East with the help of the Stasi. She lives in constant fear of having her cover blown, until it unavoidably happens after the German re-unification.",1h 43min,El silencio tras el disparo
14,"5,0",['Leidulv Risan'],DESCONOCIDO,Norwegain Tom and Iraqi Samira are studying together and after a while they fall in love. They realize that this means trouble due to tradition.,1h 25min,Bryllupet
15,"6,5",['Andor Lukáts'],"['Zoltán Egressy', 'Andor Lukáts']",,1h 33min,Portugál
16,"5,7",['Kurt Mündl'],['Kurt Mündl'],"Dramatization of the possible life of the famous mummy ""Ötzi"", found on September, 19th 1991 in the Ötztal Alps in South Tyrol, Italy.",1h 33min,Der Ötztalmann und seine Welt. Das Jahr bevor er schlief
17,"7,6",['Jan Hrebejk'],DESCONOCIDO,"In German-occupied Protectorate of Bohemia and Moravia (Czechoslovakia), a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution.",2h,Musíme si pomáhat
18,"7,4",['Friðrik Þór Friðriksson'],['Einar Guðmundsson'],"Páll is an artistic and sensitive young man. Getting dumped by his girlfriend, Dagny, triggers his descent into madness. We follow him on his way to what seems like inevitable doom; at home with his parents who finally can't cope, and in the mental institution, Kleppur.",1h 40min,Ángeles del universo
19,"7,8",['John Woodward'],['John Woodward'],"Details the trial of a young Texas ""erotic dancer"" on charges of lurid behavior and indecent exposure and the various witnesses who testify both for and against her.",1h 27min,Vice
20,"6,0",['Benoît Jacquot'],['Marivaux'],A young woman disguises herself as a knight to expose a gold-digging man divided between her and a Countess.,1h 36min,La fausse suivante
21,"5,5",['Griffin Dunne'],"['Nat DeWolf', 'Laura Kirk']","Un documentalista decide seguir la carrera de la actriz neoyorquina Lisa Picard, creyendo que está al borde de la fama.",1h 30min,Lisa Picard Is Famous
22,"4,2",['Hiner Saleem'],['Hiner Saleem'],,1h 40min,Passeurs de rêves
23,"6,1",['Valerie Breiman'],['Valerie Breiman'],"Kate's fired from a women's magazine for writing about blow jobs, based on own experience as requested. She gets a last chance - 2500 happy, perky words on finding/keeping that perfect man. She tells about her relationships.",1h 22min,Amor y sexo
24,"6,5",['Akira Ogata'],['Kenji Aoki'],The lives of two orphan boys begin to intertwine when the choir and the feelings they share bring them closer to one another.,2h 9min,Dokuritsu shônen gasshô-dan
25,"6,2",['Robert Guédiguian'],"['Robert Guédiguian', 'Jean-Louis Milesi']","Two scriptwriter friends with clashing personalities decide to write a contemporary political film. Facing difficulties and traps, they stray from the plot. With their lives constantly intertwined with the story of the Moliterno and co.",1h 30min,¡Al ataque!
26,"5,4",['Charles Binamé'],"['Charles Binamé', 'Suzanne Jacob']","Vincent, travailleur sur la construction, se rend rencontre une jeune inconnue qui a passée une annonce dans les journaux. Il y va à la place de Bruno, son patron qui a un empêchement de dernière minute. C'est donc totalement fortuitement que Vincent rencontre Pandore, une jeune femme mystérieuse et au comportement étrange, mais qui lui plaît immédiatement. Ils passen... Leer todo",1h 32min,La beauté de Pandore
27,"7,3",['Michael Kreihsl'],['Michael Kreihsl'],A still life painter despairs of the real world.,1h 26min,Heimkehr der Jäger
28,"5,9",['John Irvin'],['Scott Cherry'],El pasado se pone al día con un promotor de boxeo despiadadamente ambicioso.,1h 39min,Shiner
29,"7,4",['Ye Lou'],['Ye Lou'],"Tras salir de prisión, Mardar, un delincuente de poca monta, se topa con una mujer que se parece exactamente a su amante perdido hace mucho tiempo.",1h 23min,Suzhou River
30,--,"[""Jerry D. O'Donnell""]","[""Jerry D. O'Donnell""]",A comedic slice of life about 2 best friends who move in together and try to improve their lives through sleeping and drinking.,1h 35min,Sleeping in a Dream
31,"7,0",['François Ozon'],DESCONOCIDO,"Cuando su marido desaparece en la playa, una profesora pierde progresivamente la cordura, y delirante niega su desaparición.",1h 32min,Bajo la arena
32,"6,5",['André van Duren'],"['Willeke van Ammelrooy', 'Peter van Gestel', 'Kim van Kooten']","Old Archibald is chased from the countess's city after she made her physician and counselor Esculaap taste the droppings he bought from him for her. On his way out, he finds a baby in a bundle, marked 'take care of Mariken', and raises the girl his weird, yet sort of wise way, in the wild. One day she wanders off and is captured by the Black Widow -who lost her family... Leer todo",1h 32min,Mariken
33,"5,2",['Vladimír Michálek'],DESCONOCIDO,"Vladimír Michálek's fourth feature based on a book by Jáchym Topol (who had a hand in writing the script). This film about a drug dealer named Mikes (Jan Cechticky), who lives in Prague and longs to escape his own clichéd life, excels for its raw atmosphere and expressive acting. The movie was shot digitally and then transferred to film, and this became its main artis... Leer todo",1h 40min,Andel Exit
34,"6,6",['Vidhu Vinod Chopra'],DESCONOCIDO,A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,2h 34min,Misión en Cachemira
35,"4,8",['Stanley Gonczanski'],DESCONOCIDO,,--,Monos con navaja
36,"6,2",['Sandro Cecca'],"['Sandro Cecca', 'Maura Nuccetelli']","Life on the island of Pantelleria is becoming more difficult by the day. The ferries to the Sicilian mainland have problems running on time because of a strong wind that rises up with no warning, leaving havoc and ruin in its wake. Michele Giangrande is a rich landowner who lives in Palermo.",1h 30min,Maestrale
37,"5,3",['Pedro Telechea'],"['Diego Modino', 'Pedro Telechea']","A young worker enjoying an affair with an upper class beauty, Adelaida, is drafted by the Spanish Army to fight in the Cuban War of Independence. After Adelaida receives an unusual announcement regarding her lover's death in combat, she refuses to believe the loss of her lover. Her class-conscious family, led by her jealous sister Maria, believes that Adelaida has los... Leer todo",1h 30min,El invierno de las anjanas
38,"7,3",['Dominique Choisy'],['Dominique Choisy'],"Irene is an ordinary married woman living in Amiens, in the North of France. She works in a bank where, one day, she finds herself duty-bound to strip a client of her credit card and check book for ten years. Later on, while walking in a park Irene notices a mysterious homeless woman wearing a yellow coat. At a time she witnesses her shoplifting in a store. One night,... Leer todo",1h 35min,Confort moderne
39,"7,2",['Raoul Peck'],"['Pascal Bonitzer', 'Dan Edelstein', 'Raoul Peck']",The true story of controversial leader of independent Congo Patrice Lumumba.,1h 55min,Lumumba
40,"4,6",['Rainer Simon'],"['Günther Saalmann', 'Rainer Simon']",,1h 33min,Fernes Land Pa-Isch
41,"6,6",['Nana Dzhordzhadze'],"['Nana Dzhordzhadze', 'Irakli Kvirikadze']","The summer adventures of teenaged Sybilla, who falls in love with a middle-aged father while being romanced by his teenaged son.",1h 38min,27 besos robados
42,--,DESCONOCIDO,DESCONOCIDO,Desconocido,--,Error nombre para la pelicula con id: tt0248157
