,name,link
0,José López Alonso,"('José López Alonso', 'https://www.imdb.com/name/nm0022209/?ref_=tt_cl_t_1')"
1,Juan Belmonte,"('Juan Belmonte', 'https://www.imdb.com/name/nm0069354/?ref_=tt_cl_t_2')"
2,María Caballé,"('María Caballé', 'https://www.imdb.com/name/nm0127480/?ref_=tt_cl_t_3')"
3,Miguel Ligero,"('Miguel Ligero', 'https://www.imdb.com/name/nm0002816/?ref_=tt_cl_t_4')"
4,Felisa López,"('Felisa López', 'https://www.imdb.com/name/nm0530110/?ref_=tt_cl_t_5')"
5,Blanca Pozas,"('Blanca Pozas', 'https://www.imdb.com/name/nm0694751/?ref_=tt_cl_t_6')"
6,Ramper,"('Ramper', 'https://www.imdb.com/name/nm0708825/?ref_=tt_cl_t_7')"
7,Rosita Rodrigo,"('Rosita Rodrigo', 'https://www.imdb.com/name/nm0735021/?ref_=tt_cl_t_8')"
8,Olvido Rodríguez,"('Olvido Rodríguez', 'https://www.imdb.com/name/nm0736050/?ref_=tt_cl_t_9')"
9,Eva Stachino,"('Eva Stachino', 'https://www.imdb.com/name/nm0821009/?ref_=tt_cl_t_10')"
10,Pat Morita,"('Pat Morita', 'https://www.imdb.com/name/nm0001552/?ref_=tt_cl_t_1')"
11,Martin Kove,"('Martin Kove', 'https://www.imdb.com/name/nm0184392/?ref_=tt_cl_t_2')"
12,Ian Lithgow,"('Ian Lithgow', 'https://www.imdb.com/name/nm0514362/?ref_=tt_cl_t_3')"
13,Dean Haglund,"('Dean Haglund', 'https://www.imdb.com/name/nm0353750/?ref_=tt_cl_t_4')"
14,Cat Ling,"('Cat Ling', 'https://www.imdb.com/name/nm0512694/?ref_=tt_cl_t_5')"
15,Joe Estevez,"('Joe Estevez', 'https://www.imdb.com/name/nm0261724/?ref_=tt_cl_t_6')"
16,Gregg Joseph Monk,"('Gregg Joseph Monk', 'https://www.imdb.com/name/nm0598220/?ref_=tt_cl_t_7')"
17,Fred Toma,"('Fred Toma', 'https://www.imdb.com/name/nm0866322/?ref_=tt_cl_t_8')"
18,Jacqeline Jetter,"('Jacqeline Jetter', 'https://www.imdb.com/name/nm1251830/?ref_=tt_cl_t_9')"
19,Evgeniy Lazarev,"('Evgeniy Lazarev', 'https://www.imdb.com/name/nm0493738/?ref_=tt_cl_t_10')"
20,Chris Evans,"('Chris Evans', 'https://www.imdb.com/name/nm0262635/?ref_=tt_cl_t_1')"
21,Alice Eve,"('Alice Eve', 'https://www.imdb.com/name/nm1404408/?ref_=tt_cl_t_2')"
22,Emma Fitzpatrick,"('Emma Fitzpatrick', 'https://www.imdb.com/name/nm3500747/?ref_=tt_cl_t_3')"
23,John Cullum,"('John Cullum', 'https://www.imdb.com/name/nm0191633/?ref_=tt_cl_t_4')"
24,Mark Kassen,"('Mark Kassen', 'https://www.imdb.com/name/nm0440860/?ref_=tt_cl_t_5')"
25,Elijah Moreland,"('Elijah Moreland', 'https://www.imdb.com/name/nm3068603/?ref_=tt_cl_t_6')"
26,Daniel Spink,"('Daniel Spink', 'https://www.imdb.com/name/nm0818934/?ref_=tt_cl_t_7')"
27,Grim Reaper Q.,"('Grim Reaper Q.', 'https://www.imdb.com/name/nm3544560/?ref_=tt_cl_t_8')"
28,Dorothi Fox,"('Dorothi Fox', 'https://www.imdb.com/name/nm0288963/?ref_=tt_cl_t_9')"
