,name,link
0,John Huston,"('John Huston', 'https://www.imdb.com/name/nm0001379/?ref_=tt_cl_t_1')"
1,Oja Kodar,"('Oja Kodar', 'https://www.imdb.com/name/nm0462648/?ref_=tt_cl_t_2')"
2,Peter Bogdanovich,"('Peter Bogdanovich', 'https://www.imdb.com/name/nm0000953/?ref_=tt_cl_t_3')"
3,Susan Strasberg,"('Susan Strasberg', 'https://www.imdb.com/name/nm0001782/?ref_=tt_cl_t_4')"
4,Norman Foster,"('Norman Foster', 'https://www.imdb.com/name/nm0287988/?ref_=tt_cl_t_5')"
5,Robert Random,"('Robert Random', 'https://www.imdb.com/name/nm0709947/?ref_=tt_cl_t_6')"
6,Lilli Palmer,"('Lilli Palmer', 'https://www.imdb.com/name/nm0658339/?ref_=tt_cl_t_7')"
7,Edmond O'Brien,"(""Edmond O'Brien"", 'https://www.imdb.com/name/nm0639529/?ref_=tt_cl_t_8')"
8,Mercedes McCambridge,"('Mercedes McCambridge', 'https://www.imdb.com/name/nm0564790/?ref_=tt_cl_t_9')"
9,Cameron Mitchell,"('Cameron Mitchell', 'https://www.imdb.com/name/nm0593192/?ref_=tt_cl_t_10')"
10,Cheryl M. Lynn,"('Cheryl M. Lynn', 'https://www.imdb.com/name/nm0528638/?ref_=tt_cl_t_1')"
11,David Carter,"('David Carter', 'https://www.imdb.com/name/nm2341584/?ref_=tt_cl_t_2')"
12,Bill Collard,"('Bill Collard', 'https://www.imdb.com/name/nm1028702/?ref_=tt_cl_t_3')"
13,Tim Dax,"('Tim Dax', 'https://www.imdb.com/name/nm4341690/?ref_=tt_cl_t_4')"
14,Charles Dierkop,"('Charles Dierkop', 'https://www.imdb.com/name/nm0225741/?ref_=tt_cl_t_5')"
15,Jon Greene,"('Jon Greene', 'https://www.imdb.com/name/nm0338807/?ref_=tt_cl_t_6')"
16,Paul Meyer,"('Paul Meyer', 'https://www.imdb.com/name/nm1746605/?ref_=tt_cl_t_7')"
17,Patti Negri,"('Patti Negri', 'https://www.imdb.com/name/nm0624468/?ref_=tt_cl_t_8')"
18,Mike Nyman,"('Mike Nyman', 'https://www.imdb.com/name/nm0638789/?ref_=tt_cl_t_9')"
19,Bonnie Paul,"('Bonnie Paul', 'https://www.imdb.com/name/nm0666774/?ref_=tt_cl_t_10')"
20,Richard Bradford,"('Richard Bradford', 'https://www.imdb.com/name/nm0103071/?ref_=tt_cl_t_1')"
21,Ron Randell,"('Ron Randell', 'https://www.imdb.com/name/nm0709681/?ref_=tt_cl_t_2')"
22,Anton Rodgers,"('Anton Rodgers', 'https://www.imdb.com/name/nm0734668/?ref_=tt_cl_t_3')"
23,Norman Rossington,"('Norman Rossington', 'https://www.imdb.com/name/nm0744395/?ref_=tt_cl_t_4')"
24,Yôko Tani,"('Yôko Tani', 'https://www.imdb.com/name/nm0849447/?ref_=tt_cl_t_5')"
25,Saswata Chatterjee,"('Saswata Chatterjee', 'https://www.imdb.com/name/nm1384413/?ref_=tt_cl_t_1')"
26,Nandita Das,"('Nandita Das', 'https://www.imdb.com/name/nm0201903/?ref_=tt_cl_t_2')"
27,Kaushik Sen,"('Kaushik Sen', 'https://www.imdb.com/name/nm1387306/?ref_=tt_cl_t_3')"
28,Asit Basu,"('Asit Basu', 'https://www.imdb.com/name/nm1384018/?ref_=tt_cl_t_4')"
29,Shibani Bhattachariya,"('Shibani Bhattachariya', 'https://www.imdb.com/name/nm8801426/?ref_=tt_cl_t_6')"
30,Barun Chakraborty,"('Barun Chakraborty', 'https://www.imdb.com/name/nm0149815/?ref_=tt_cl_t_7')"
31,Bibhas Chakraborty,"('Bibhas Chakraborty', 'https://www.imdb.com/name/nm1384396/?ref_=tt_cl_t_8')"
32,Nimai Lahiri,"('Nimai Lahiri', 'https://www.imdb.com/name/nm2141426/?ref_=tt_cl_t_9')"
33,Arun Mukherjee,"('Arun Mukherjee', 'https://www.imdb.com/name/nm0611509/?ref_=tt_cl_t_10')"
34,Michael B. Jordan,"('Michael B. Jordan', 'https://www.imdb.com/name/nm0430107/?ref_=tt_cl_t_1')"
35,Aaron Davis,"('Aaron Davis', 'https://www.imdb.com/name/nm2210323/?ref_=tt_cl_t_2')"
36,Cindy Katz,"('Cindy Katz', 'https://www.imdb.com/name/nm0441654/?ref_=tt_cl_t_3')"
37,Michael Shannon,"('Michael Shannon', 'https://www.imdb.com/name/nm0788335/?ref_=tt_cl_t_4')"
38,Mayko Nguyen,"('Mayko Nguyen', 'https://www.imdb.com/name/nm1534287/?ref_=tt_cl_t_5')"
39,Dylan Taylor,"('Dylan Taylor', 'https://www.imdb.com/name/nm1792091/?ref_=tt_cl_t_6')"
40,Saad Siddiqui,"('Saad Siddiqui', 'https://www.imdb.com/name/nm2576356/?ref_=tt_cl_t_7')"
41,Katherine Cullen,"('Katherine Cullen', 'https://www.imdb.com/name/nm6545330/?ref_=tt_cl_t_8')"
42,Edsson Morales,"('Edsson Morales', 'https://www.imdb.com/name/nm3110050/?ref_=tt_cl_t_9')"
43,Jordan Baker,"('Jordan Baker', 'https://www.imdb.com/name/nm9843986/?ref_=tt_cl_t_10')"
44,Sanaa Lathan,"('Sanaa Lathan', 'https://www.imdb.com/name/nm0005125/?ref_=tt_cl_t_1')"
45,Ricky Whittle,"('Ricky Whittle', 'https://www.imdb.com/name/nm1340638/?ref_=tt_cl_t_2')"
46,Lyriq Bent,"('Lyriq Bent', 'https://www.imdb.com/name/nm0072713/?ref_=tt_cl_t_3')"
47,Lynn Whitfield,"('Lynn Whitfield', 'https://www.imdb.com/name/nm0005551/?ref_=tt_cl_t_4')"
48,Ernie Hudson,"('Ernie Hudson', 'https://www.imdb.com/name/nm0001368/?ref_=tt_cl_t_5')"
49,Daria Johns,"('Daria Johns', 'https://www.imdb.com/name/nm8313433/?ref_=tt_cl_t_6')"
50,Camille Guaty,"('Camille Guaty', 'https://www.imdb.com/name/nm0345477/?ref_=tt_cl_t_7')"
51,Brittany S. Hall,"('Brittany S. Hall', 'https://www.imdb.com/name/nm3593414/?ref_=tt_cl_t_8')"
52,Terry Serpico,"('Terry Serpico', 'https://www.imdb.com/name/nm0785352/?ref_=tt_cl_t_9')"
53,Jen Harper,"('Jen Harper', 'https://www.imdb.com/name/nm0363885/?ref_=tt_cl_t_10')"
54,Aaron Taylor-Johnson,"('Aaron Taylor-Johnson', 'https://www.imdb.com/name/nm1093951/?ref_=tt_cl_t_1')"
55,Billy Bob Thornton,"('Billy Bob Thornton', 'https://www.imdb.com/name/nm0000671/?ref_=tt_cl_t_2')"
56,Odessa Young,"('Odessa Young', 'https://www.imdb.com/name/nm3747611/?ref_=tt_cl_t_3')"
57,Giovanni Ribisi,"('Giovanni Ribisi', 'https://www.imdb.com/name/nm0000610/?ref_=tt_cl_t_4')"
58,Juliette Lewis,"('Juliette Lewis', 'https://www.imdb.com/name/nm0000496/?ref_=tt_cl_t_5')"
59,Dash Mihok,"('Dash Mihok', 'https://www.imdb.com/name/nm0005231/?ref_=tt_cl_t_6')"
60,Charles Parnell,"('Charles Parnell', 'https://www.imdb.com/name/nm0663174/?ref_=tt_cl_t_7')"
61,Ryan Hurst,"('Ryan Hurst', 'https://www.imdb.com/name/nm0403652/?ref_=tt_cl_t_8')"
62,David Dastmalchian,"('David Dastmalchian', 'https://www.imdb.com/name/nm2810287/?ref_=tt_cl_t_9')"
63,Tom Amandes,"('Tom Amandes', 'https://www.imdb.com/name/nm0023885/?ref_=tt_cl_t_10')"
64,Alex Pettyfer,"('Alex Pettyfer', 'https://www.imdb.com/name/nm1641117/?ref_=tt_cl_t_1')"
