,name,link
0,Mick Foley,"('Mick Foley', 'https://www.imdb.com/name/nm0284201/?ref_=tt_cl_t_1')"
1,Russell Spice,"('Russell Spice', 'https://www.imdb.com/name/nm5383127/?ref_=tt_cl_t_2')"
2,Jim Stevenson,"('Jim Stevenson', 'https://www.imdb.com/name/nm5382961/?ref_=tt_cl_t_3')"
3,Santa Claus,"('Santa Claus', 'https://www.imdb.com/name/nm2576976/?ref_=tt_cl_t_4')"
4,Bob Gerardi,"('Bob Gerardi', 'https://www.imdb.com/name/nm5392756/?ref_=tt_cl_t_5')"
5,Tommy Dreamer,"('Tommy Dreamer', 'https://www.imdb.com/name/nm0490873/?ref_=tt_cl_t_6')"
6,Rob Figley,"('Rob Figley', 'https://www.imdb.com/name/nm5969771/?ref_=tt_cl_t_7')"
7,Connie Gerardi,"('Connie Gerardi', 'https://www.imdb.com/name/nm5988031/?ref_=tt_cl_t_8')"
8,Bobby Goodrich,"('Bobby Goodrich', 'https://www.imdb.com/name/nm6783789/?ref_=tt_cl_t_9')"
9,Sid Haig,"('Sid Haig', 'https://www.imdb.com/name/nm0354085/?ref_=tt_cl_t_10')"
10,Bernard Farquharson,"('Bernard Farquharson', 'https://www.imdb.com/name/nm5412583/?ref_=tt_cl_t_1')"
11,Dave Nagessar,"('Dave Nagessar', 'https://www.imdb.com/name/nm5433231/?ref_=tt_cl_t_2')"
12,Sean Wist,"('Sean Wist', 'https://www.imdb.com/name/nm3208414/?ref_=tt_cl_t_3')"
13,Doug Charles,"('Doug Charles', 'https://www.imdb.com/name/nm6601118/?ref_=tt_cl_t_4')"
14,Christian Dones,"('Christian Dones', 'https://www.imdb.com/name/nm5433043/?ref_=tt_cl_t_5')"
15,Charlie Mayerhoff,"('Charlie Mayerhoff', 'https://www.imdb.com/name/nm5414624/?ref_=tt_cl_t_6')"
16,Lauren Smith,"('Lauren Smith', 'https://www.imdb.com/name/nm5412567/?ref_=tt_cl_t_7')"
17,Scott Yuken,"('Scott Yuken', 'https://www.imdb.com/name/nm4177181/?ref_=tt_cl_t_8')"
18,Johnny Womack,"('Johnny Womack', 'https://www.imdb.com/name/nm3208021/?ref_=tt_cl_t_9')"
19,Brandon Lupo,"('Brandon Lupo', 'https://www.imdb.com/name/nm5412780/?ref_=tt_cl_t_10')"
20,Peter Benson,"('Peter Benson', 'https://www.imdb.com/name/nm1193045/?ref_=tt_cl_t_1')"
21,Julia Benson,"('Julia Benson', 'https://www.imdb.com/name/nm1365460/?ref_=tt_cl_t_2')"
22,Kerr Smith,"('Kerr Smith', 'https://www.imdb.com/name/nm0005445/?ref_=tt_cl_t_3')"
23,Lochlyn Munro,"('Lochlyn Munro', 'https://www.imdb.com/name/nm0613147/?ref_=tt_cl_t_4')"
24,Benjamin Ayres,"('Benjamin Ayres', 'https://www.imdb.com/name/nm1534707/?ref_=tt_cl_t_5')"
25,Dave Collette,"('Dave Collette', 'https://www.imdb.com/name/nm1733492/?ref_=tt_cl_t_6')"
26,Aleks Paunovic,"('Aleks Paunovic', 'https://www.imdb.com/name/nm0006820/?ref_=tt_cl_t_7')"
27,Leah Gibson,"('Leah Gibson', 'https://www.imdb.com/name/nm2706397/?ref_=tt_cl_t_8')"
28,Emilie Ullerup,"('Emilie Ullerup', 'https://www.imdb.com/name/nm2422305/?ref_=tt_cl_t_9')"
29,Christine Chatelain,"('Christine Chatelain', 'https://www.imdb.com/name/nm0154000/?ref_=tt_cl_t_10')"
30,Harley Neville,"('Harley Neville', 'https://www.imdb.com/name/nm3641238/?ref_=tt_cl_t_1')"
31,Jocelyn Christian,"('Jocelyn Christian', 'https://www.imdb.com/name/nm2326464/?ref_=tt_cl_t_2')"
32,Ben Baker,"('Ben Baker', 'https://www.imdb.com/name/nm0048254/?ref_=tt_cl_t_3')"
33,Mike Edward,"('Mike Edward', 'https://www.imdb.com/name/nm0249761/?ref_=tt_cl_t_4')"
34,Reanin Johannink,"('Reanin Johannink', 'https://www.imdb.com/name/nm3037673/?ref_=tt_cl_t_5')"
35,Simon Ward,"('Simon Ward', 'https://www.imdb.com/name/nm1414588/?ref_=tt_cl_t_6')"
36,Mark Neilson,"('Mark Neilson', 'https://www.imdb.com/name/nm0624818/?ref_=tt_cl_t_7')"
37,Patrick Davies,"('Patrick Davies', 'https://www.imdb.com/name/nm5420682/?ref_=tt_cl_t_8')"
38,Harry Love,"('Harry Love', 'https://www.imdb.com/name/nm5420556/?ref_=tt_cl_t_9')"
39,Matt Tane,"('Matt Tane', 'https://www.imdb.com/name/nm11670023/?ref_=tt_cl_t_10')"
40,Sydney Daly,"('Sydney Daly', 'https://www.imdb.com/name/nm4705733/?ref_=tt_cl_t_1')"
41,Doug Lowe,"('Doug Lowe', 'https://www.imdb.com/name/nm5413284/?ref_=tt_cl_t_2')"
42,Manuel Monsante,"('Manuel Monsante', 'https://www.imdb.com/name/nm5415221/?ref_=tt_cl_t_3')"
43,Enrique Arellano,"('Enrique Arellano', 'https://www.imdb.com/name/nm5414237/?ref_=tt_cl_t_4')"
