,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Short,Milkshake,2021,12.0,tt10011052
1,Short,Garden of Paradise,2021,12.0,tt10033714
2,Short,Welcome to Mumbai,2021,3.0,tt10040326
3,Short,LO2SS,2021,8.0,tt10048746
4,Short,40 Nickels,2021,3.0,tt10049134
5,Short,The Long Halloween,2021,10.0,tt10049710
6,Short,Taken for Granted,2021,5.0,tt10074108
7,Short,Sour Milk,2021,12.0,tt10116030
8,Short,The Worst Day of My Life,2021,1.0,tt10116000
9,Short,Szembesülés,2021,10.0,tt10126104
10,Short,Inside the Notebook,2021,1.0,tt10121942
11,Short,Girls Are Strong Here,2021,2.0,tt10130050
12,Short,Burn,2021,4.0,tt10136966
13,Short,God in the Sky,2021,11.0,tt10137298
14,Short,R[evol]ution of Love,2021,1.0,tt10160440
15,Short,Port Radacini,2021,3.0,tt10160712
16,Short,A Living Sculpture,2021,1.0,tt10160948
17,Short,Peninsula,2021,6.0,tt10162788
18,Short,The Road Kid,2021,,tt10165720
19,Short,Don't kill my dreams,2021,,tt10173624
20,Short,This River,2021,1.0,tt10178240
21,Short,Growing Season,2021,,tt10202368
22,Short,Instinct,2021,1.0,tt10209778
23,Short,Nada de Bom acontece depois dos 30,2021,7.0,tt10211236
24,Short,Hidden,2021,4.0,tt10214926
25,Short,The Exit Interview,2021,,tt10217312
26,Short,Playboy Eddy,2021,2.0,tt10223204
27,Short,An Interloper's Kiss,2021,11.0,tt10232622
28,Short,Cookie,2021,2.0,tt10255620
29,Short,"Cercueil, tabarnak!",2021,10.0,tt10264392
30,Short,Four Strokes,2021,2.0,tt10265126
31,Short,Bedtime story for ghosts,2021,8.0,tt10263160
32,Short,Restoration,2021,7.0,tt10262172
33,Short,Pornstar,2021,5.0,tt10268132
34,Short,Proof of God,2021,6.0,tt10288032
35,Short,Graduation Afternoon,2021,1.0,tt10293032
36,Short,Aimbot,2021,,tt10308068
37,Short,The Woman Who Predicted Her Own Death,2021,11.0,tt10323164
38,Short,Le Sablier,2021,9.0,tt10324186
39,Short,Years,2021,9.0,tt10332270
40,Short,Mr Whippy,2021,1.0,tt10342478
41,Short,The Girl Sitting Here,2021,6.0,tt10348936
42,Short,Forevering,2021,2.0,tt10348902
43,Short,The Good Balloon,2021,2.0,tt10350572
44,Short,The Simplicity of Life,2021,,tt10350920
45,Short,Ts'ekoo Cha Ke: The Girl with Big Feet,2021,,tt10353864
46,Short,Peyman,2021,12.0,tt10358578
47,Short,Gris,2021,,tt10365704
