,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.5,DESCONOCIDO,"['Pía Rey', 'Raúl Ruiz']","The film revolves around the concept of soap opera. Its structure is based on the assumption that Chilean reality does not exist, but rather is an ensemble of soap operas.",1h 20m,The Wandering Soap Opera
1,8.5,['Anthony Harrison'],DESCONOCIDO,Simple-minded Joseph Briteman breaks a golden rule of his 'life skills' program when he walks away unsupervised to rescue his long lost baby sister.,1h 23m,Joe Finds Grace
2,6.3,['Marc Webb'],DESCONOCIDO,"Adrift in New York City, a recent college graduate's life is upended by his father's mistress.",1h 29m,The Only Living Boy in New York
3,6.2,['Justin Chadwick'],DESCONOCIDO,An artist falls for a young married woman while he's commissioned to paint her portrait during the Tulip mania of seventeenth century Amsterdam.,1h 45m,Tulip Fever
4,5.8,['George Clooney'],DESCONOCIDO,"As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.",1h 45m,Suburbicon
5,4.5,['F. Javier Gutiérrez'],DESCONOCIDO,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,1h 42m,Rings
6,8.4,['Gladys Florence'],DESCONOCIDO,"Caravaggio's tortured life, his murder and the journey of his soul.",1h 30m,Caravaggio and My Mother the Pope
7,5.5,['William H. Macy'],DESCONOCIDO,A young man living a sheltered life develops a crush on an ex-stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.,1h 30m,Krystal
8,7.5,['Bruno Coppola'],DESCONOCIDO,"A highly decorated officer is betrayed by his own government after years of dedicated service to his country. A hero in the ""war on terror"" becomes imprisoned by the very policies put in place to combat the terrorists.",--,The Dot Man
9,--,['Edwine Dorival'],"['Edwine Dorival', 'Mackenson Dorival']","Jack, a music producer, is forced to leave his apartment following the sudden death of his son for which he is responsible.",1h 2m,The Promise
10,4.6,['Mahesh Kathi'],DESCONOCIDO,Egise Tarajuvvalu revolves around the class of 30 underprivileged school kids and how their life changes when Manasa (Sowmya Venugopal) joins as their new Science teacher.,1h 35m,Egise Taara Juvvalu
11,--,['P. Chandrasekhara Reddy'],DESCONOCIDO,,--,Ila Ayithe Ela
12,--,['Mrinal Kulkarni'],DESCONOCIDO,"A 50-year-old man who deserts his urban lifestyle, seeks solace and love in the nature of his homeland which is devoid of humans, where he experiences the change in his lifestyle.",1h 54m,Machiwarla Budha
13,8.4,['Pushkar Shrotri'],DESCONOCIDO,"When the elders of the town plan to shut down the local school, a handful of students and their sincere teachers revolt to keep the classes going.",1h 54m,Ubuntu
14,--,['Arun Nalawade'],DESCONOCIDO,"Shilpa who comes from the Paatharvat community meets Likhit at an unexpected moment in her life, as they overcome the obstacles of casteism to stay together.",1h 46m,Tatva
15,--,['Sanjeev More'],DESCONOCIDO,"A drama film directed by Sanjeev More, starring Amisha Ambekar, Suyesh Janjhunrke and Saroj Patil in the lead roles.",2h 2m,Pahil Paul Jivanch
16,7.1,DESCONOCIDO,"['Ted Cox', 'James D. Meyer']","Fatmir, a pampered Kosovo vineyard owner's son, hopes to make a name for himself. Sponsoring a smooth-talking artist, he's swindled and loses everything. Haunted by his brother's words of failure, Fatmir is determined to prove him wrong. As things go from bad to worse, will Fatmir find the courage to return home?",1h 22m,Mbretëria
17,--,['Jacob Boatsman'],"['Malcolm Alexander', 'Madeline Beeler', 'Jacob Boatsman']","After the death of his brother, Bo Randall runs away to the woods, only to stumble upon another boy named Twig, thus sparking a manhunt between people of the town, Barcley and the police force as well.",--,Barcley
18,--,DESCONOCIDO,"['Olga Ivanova', 'Alexei Kostin', 'Vyacheslav Rudenko']","A woman named Sasha has not returned to her native home for two decades. But she must return, due to the tragic and mysterious death of her parents.",1h 32m,Inside the Walls
19,--,['Mohamed Kenawi'],DESCONOCIDO,"In a world troubled by violence, Pejman Tadayon, an Iranian musician who lives in Italy, expresses through music his conviction that what brings us together is far more important than what keeps us apart. Through his music, he evokes two personalities from the 13th century: Islam's sufi poet Jalalu-Din Rumi, and the Christian poet St Francis of Assisi.",--,When Rumi Meets Francis
20,--,['Manu Ochoa'],DESCONOCIDO,,1h 10m,La ola de crímenes
21,--,['Desmond Elliot'],DESCONOCIDO,,--,3 Is a Crowd
22,--,['Qing Wu'],DESCONOCIDO,"It is a film directed by Wu Qin.The film is about the trials and tribulations of adolescence.Angel, who smuggles from future 71Y2 back to 20X7, disguises her space-time passport as a 2B pencil. But she loses it accidently and is locked in a summer exam campus in 20X7. Time from 8:45 to 18:45 of June 8 is compulsively repeated. Angel has only 30 days to look for her sp... Read all",1h 38m,The Girl From Future
23,--,['Melissa Sorrell'],DESCONOCIDO,"Set in a bingo hall in the North of England, Sharon decides to go on a date with her partner Paul as they had recently been arguing a lot after Paul's accident which had left him with a broken arm. The date starts to take a sour turn as Sharon finds out some interesting information on Paul's whereabouts over the past weeks.",1h 23m,Bingo
24,5.0,DESCONOCIDO,DESCONOCIDO,"Sequel to the movie '49 Days'. The film revolves around a guy named Huy who lost his memory due to an accident, more tragically he was stalked by a beautiful ghost who lost her memory.",1h 35m,49 Days 2
25,4.1,DESCONOCIDO,DESCONOCIDO,,--,One on One
26,8.9,['Vikrant Nandkumar Warde'],"['Sudarshan Randive', 'Mahesh Vaskar']",A studious boy Vijya and mischievous troublemaker Ganya become best friends and continue on their unique paths until the dynamics of their friendship is changed by Meera's entry into their world.,2h 3m,Undga
27,--,['Renan Rovida'],DESCONOCIDO,,1h 20m,Sem Raiz
28,--,['Aleksey Myasnikov'],DESCONOCIDO,,1h 30m,Blestyashchey zhizni lepestok
29,--,['Adnan Mujkic'],"['Nura Bazdulj-Hubijar', 'Amila Besirovic']",,--,Ruza
30,7.2,['Cameron B. Smith'],DESCONOCIDO,Amber has a doctor's appointment.,1h,Zygote
31,--,['Ankush Thakur'],DESCONOCIDO,"three older bachelor who want to girl friend for fun, romance.",2h 20m,Huntash
32,--,['Bharat Parepalli'],DESCONOCIDO,"Khayyum Bhai (Ram Babu) joins people's war gang in his teenage and develops ego clashes with them. To take revenge, he becomes a police informer and starts doing illegal activities by using his cop background. How did the authorities put an end to his empire is the rest of the story.",2h 4m,Khayyum Bhai
33,--,['Moíses Miranda'],DESCONOCIDO,"Martín becomes obsessed with Osana. In an effort to be close to her, he begins taking dance lessons. He manages to conquer her and be her boyfriend. But her ex-boyfriend Dante returns to recover her. Osana confused is torn between choosing Dante, who is her true love, or staying with the love Martin offers. Martín is not willing to lose her and will force her to stay ... Read all",1h 33m,Danza de Luna
34,--,['Jin Tao'],DESCONOCIDO,The Actor Jun He and his girlfriend Wei Wei and their friends all have strong dependence on mobile phones.He is also shooting a mobile subject film.One day in the scene Jun He suddenly fainted in the ground.He was sent to the hospital then he knew that he had a brain tumor.It is possible that he got sick from playing mobile phone for a long time.He will die with littl... Read all,1h 28m,Mobile Phone Control
35,6.4,['Sudhir Nikam'],DESCONOCIDO,"Narya who comes from a loving and respected family background, falls in love with Geeta much to the chagrin of a local politician who is against their union.",2h 4m,Khopa
36,--,DESCONOCIDO,DESCONOCIDO,"A common, middle-class Marathi man dreams of owning a successful business and is devastated when his goals are crushed by an ongoing riot.",2h 17m,Marathon Zindagi
37,--,DESCONOCIDO,DESCONOCIDO,,--,A Mother's Story
