,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,DESCONOCIDO,DESCONOCIDO,It showcases the different manifestations of depression in a couple and how it strains their relationship. Shantha and Prabhakaran are detached from each other after losing their only child.,--,Keni - The Otherkin
1,--,DESCONOCIDO,DESCONOCIDO,,--,The Student
2,--,DESCONOCIDO,DESCONOCIDO,"Hamid, a young Pakistani in Hong Kong, works hard to earn a living and has to take shortcuts sometimes. He meets a Pakistani youth who loves Pakistani literature. He leads Hamid to reflect on his current way of life.",--,The Poem of Pakistan
3,--,DESCONOCIDO,DESCONOCIDO,"Mil concludes and expands the holy universe of ""Toprak"".Due to cycle of reincarnation god is about to be damned forever.",--,Mil (veya Tanriligimin Sonu)
4,--,DESCONOCIDO,DESCONOCIDO,"Emily isn't feeling herself. The usual comfort from her mother, Joanna, hasn't been helping. She finds both fear and solace in the nature that surrounds her family home as she searches how to move forward in her life.",--,Everything Under
5,--,DESCONOCIDO,DESCONOCIDO,"Dontae is a young filmmaker who lacks confidence in his work, and while he attempts to overcome his anxieties he is constantly reminded of the pressures of adulting.",--,The Acts of Life
6,--,DESCONOCIDO,DESCONOCIDO,,--,Her Redemption
7,8.5,DESCONOCIDO,DESCONOCIDO,Portraying the bureaucratic state of affairs of the nation 29 people representing different emotions are being hijacked at gun point in a bus in an uninhabited area. Darkness approaches at the end of the journey for the abducted souls.,--,Freedom at Evening?
8,--,DESCONOCIDO,DESCONOCIDO,"After the accident of his friend Lele that led him to a coma, Fausto, an ambitious and determined boy, supported by Alberto, decides to set himself an apparently unattainable goal: to awaken his friend from the coma, changing his ideas through a special "" means of transport "". Fausto is well convinced that he will be able to take over the reins of Lele's life without ... Read all",--,Vita vera
9,7.2,DESCONOCIDO,DESCONOCIDO,"Miranda, Manchester Acatitla striker, returns home after winning a difficult match. On her way back, she confronts the dangers outside the field.",--,Manchester Acatitla
10,--,DESCONOCIDO,DESCONOCIDO,,--,The House-Sitter
11,--,DESCONOCIDO,DESCONOCIDO,,--,Mango Jam
12,--,DESCONOCIDO,DESCONOCIDO,,--,The Housewarming
13,--,DESCONOCIDO,DESCONOCIDO,We follow Penny as she traverses through the day coping with the pressures of her mental health and the fear of changing her medication. She reflects of a happier a time when she was the girl in the photograph.,--,The Photograph
14,--,DESCONOCIDO,DESCONOCIDO,,--,The Runner
15,--,DESCONOCIDO,DESCONOCIDO,,--,Commitment
16,9.7,DESCONOCIDO,DESCONOCIDO,A faithful mother follows the rituals of the Shaman and embarks on a journey hoping that her deaf daughter might start to hear and speak.,--,Yet Another Winter
17,--,DESCONOCIDO,DESCONOCIDO,,--,The Friendship
18,--,DESCONOCIDO,DESCONOCIDO,,--,Kiitos ja hyvää joulua
19,--,DESCONOCIDO,DESCONOCIDO,,--,Trust Me
20,6.6,DESCONOCIDO,DESCONOCIDO,"Having arrived at a small clinic in Northern Caucasus to mentor the local physicians, Maya, gynecologist from Moscow, encounters atrocious operations of female genital mutilation conducted behind her back.",--,Get Ready. Off to the Feast
21,--,DESCONOCIDO,DESCONOCIDO,The acceptance speech of a sidelined majorette doesn't go quite the way she has been practicing in front of the mirror all those years.,--,Ik wil graag bedanken...
22,--,DESCONOCIDO,DESCONOCIDO,,--,La Marée
23,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt15455732
24,--,DESCONOCIDO,DESCONOCIDO,The film follows the story of a gang who entraps their victims to steal their cars. This film is inspired by true events.,--,Honey's Trapped
25,--,DESCONOCIDO,DESCONOCIDO,"A couple with problems invites friends to a poker game. A friendly party threatens to turn into a loud quarrel. Every next word hurts more painfully, and it seems that the guests are also not averse to taking part in this little apocalypse.",--,Probability Theory
26,--,DESCONOCIDO,DESCONOCIDO,A renowned private eye is hired to observe a lonely pianist.,--,Night by Night
27,--,DESCONOCIDO,DESCONOCIDO,"From the director of ""The A.L.T.E.R. Tapes"" (2021) comes an animated short film about the anxiety of isolation and the fear of going out into the world. This film was released on YouTube in 2021 as the director's debut animated short.",--,Home
28,--,DESCONOCIDO,DESCONOCIDO,,--,You Can Do It
29,--,DESCONOCIDO,DESCONOCIDO,A couple goes on a drive in the country,--,The Drive
30,--,DESCONOCIDO,DESCONOCIDO,,--,Better Days for Poetry
31,--,DESCONOCIDO,DESCONOCIDO,"A woman struggling to cope with her young son's tragic death finds solace in a balloon that belonged to the child. But this new comfort alienates her from her living son, forcing her to face her unimaginable grief before she loses the child she still has.",--,CONNOR
32,--,DESCONOCIDO,DESCONOCIDO,The life of a homeless boy begins to fall apart as a mysterious girl causes his dark past to resurface.,--,Rat
33,--,DESCONOCIDO,DESCONOCIDO,,--,She's Not There
34,--,DESCONOCIDO,DESCONOCIDO,The film follows a young man trying to fit in whilst struggling with mental illness.,--,Fella
35,--,DESCONOCIDO,DESCONOCIDO,"A Korean father, mired in his deceased wife's debt, resorts to extreme measure to protect his children.",--,Appa Appa Appa
36,--,DESCONOCIDO,DESCONOCIDO,"For most Dutch people, the lockdown proclaimed by PM Rutte is no picnic. Contrarily, for Hussein, who suffers from agoraphobia, a world opens up.",--,Pleinvrees
37,--,DESCONOCIDO,DESCONOCIDO,TID (Disociative Identity Disorder) is a short film where the protagonist (Tony Melero) plays the two personalities of a young man from an aristocratic family. His psychiatrist (Manolo Cal) will watch over his innocence with his father (Máximo Valverde) who will hide his facts before society and his wife and Mother of the protagonist (Mª José Alfonso).,--,TID (Trastorno de Identidad Disociativa)
38,9.1,DESCONOCIDO,DESCONOCIDO,"A desperate cry of a child abandoned by his mother who cannot give him love, assuming an adult role, as his mother is adrift in eternal mourning for a daughter she lost some time ago.",--,Ali
39,--,DESCONOCIDO,DESCONOCIDO,,--,Niña adiós niña
40,--,DESCONOCIDO,DESCONOCIDO,"Marcus is a struggling actor and part-time yoga instructor. He's also arrogant, cocky, and a bit too hands on with his female clients - until he gets a dose of his own medicine.",--,KARMArcus
41,--,DESCONOCIDO,DESCONOCIDO,"Summer 2006. The World Cup final is upon us. In a wealthy suburb, Marcello, a handyman who is busy installing a satellite dish on a roof, notices a boy sunbathing in the garden nearby. Something clicks between them and they embark on an aimless journey. Between unexpected events and family reunions, the two protagonists will discover their confused identity.",--,Lui
