,name,link
0,Ally Sheedy,"('Ally Sheedy', 'https://www.imdb.com/name/nm0000639/?ref_=tt_cl_t_1')"
1,Brian O'Halloran,"(""Brian O'Halloran"", 'https://www.imdb.com/name/nm0641168/?ref_=tt_cl_t_2')"
2,Justin Henry,"('Justin Henry', 'https://www.imdb.com/name/nm0377888/?ref_=tt_cl_t_3')"
3,Jason David Frank,"('Jason David Frank', 'https://www.imdb.com/name/nm0290969/?ref_=tt_cl_t_4')"
4,Fred Hazelton,"('Fred Hazelton', 'https://www.imdb.com/name/nm0371976/?ref_=tt_cl_t_5')"
5,Bill Raymond,"('Bill Raymond', 'https://www.imdb.com/name/nm0713209/?ref_=tt_cl_t_6')"
6,Art Patriquin,"('Art Patriquin', 'https://www.imdb.com/name/nm2064254/?ref_=tt_cl_t_7')"
7,John Griesemer,"('John Griesemer', 'https://www.imdb.com/name/nm0340993/?ref_=tt_cl_t_8')"
8,Pauly Shore,"('Pauly Shore', 'https://www.imdb.com/name/nm0001736/?ref_=tt_cl_t_9')"
9,Florence Henderson,"('Florence Henderson', 'https://www.imdb.com/name/nm0001341/?ref_=tt_cl_t_10')"
10,José Zúñiga,"('José Zúñiga', 'https://www.imdb.com/name/nm0959242/?ref_=tt_cl_t_1')"
11,George Lopez,"('George Lopez', 'https://www.imdb.com/name/nm0520064/?ref_=tt_cl_t_2')"
12,Miguel Sandoval,"('Miguel Sandoval', 'https://www.imdb.com/name/nm0762153/?ref_=tt_cl_t_3')"
13,Olivia Hussey,"('Olivia Hussey', 'https://www.imdb.com/name/nm0001377/?ref_=tt_cl_t_4')"
14,Elpidia Carrillo,"('Elpidia Carrillo', 'https://www.imdb.com/name/nm0001990/?ref_=tt_cl_t_5')"
15,Alexis Cruz,"('Alexis Cruz', 'https://www.imdb.com/name/nm0004850/?ref_=tt_cl_t_6')"
16,Jude Herrera,"('Jude Herrera', 'https://www.imdb.com/name/nm0004264/?ref_=tt_cl_t_7')"
17,Marcelo Tubert,"('Marcelo Tubert', 'https://www.imdb.com/name/nm0875641/?ref_=tt_cl_t_8')"
