,name,link
0,Éva Gábor,"('Éva Gábor', 'https://www.imdb.com/name/nm3140529/?ref_=tt_cl_t_1')"
1,István Znamenák,"('István Znamenák', 'https://www.imdb.com/name/nm0957482/?ref_=tt_cl_t_2')"
2,Ákos Horváth,"('Ákos Horváth', 'https://www.imdb.com/name/nm0395827/?ref_=tt_cl_t_3')"
3,Lia Pokorny,"('Lia Pokorny', 'https://www.imdb.com/name/nm0961563/?ref_=tt_cl_t_4')"
4,Izabella Hegyi,"('Izabella Hegyi', 'https://www.imdb.com/name/nm2068879/?ref_=tt_cl_t_5')"
5,Szabolcs Thuróczy,"('Szabolcs Thuróczy', 'https://www.imdb.com/name/nm0862286/?ref_=tt_cl_t_6')"
6,Ági Margitai,"('Ági Margitai', 'https://www.imdb.com/name/nm0546708/?ref_=tt_cl_t_7')"
7,Eszter Márton,"('Eszter Márton', 'https://www.imdb.com/name/nm1386533/?ref_=tt_cl_t_8')"
8,Lóránt Matta,"('Lóránt Matta', 'https://www.imdb.com/name/nm2456587/?ref_=tt_cl_t_9')"
9,Róbert Kardos,"('Róbert Kardos', 'https://www.imdb.com/name/nm0439110/?ref_=tt_cl_t_10')"
10,Kornél Mundruczó,"('Kornél Mundruczó', 'https://www.imdb.com/name/nm0610960/?ref_=tt_cl_t_1')"
11,Gábor Nagypál,"('Gábor Nagypál', 'https://www.imdb.com/name/nm2129108/?ref_=tt_cl_t_2')"
12,Daniel Olbrychski,"('Daniel Olbrychski', 'https://www.imdb.com/name/nm0646037/?ref_=tt_cl_t_3')"
13,Florian Teichtmeister,"('Florian Teichtmeister', 'https://www.imdb.com/name/nm1111050/?ref_=tt_cl_t_4')"
14,Zoltán Mucsi,"('Zoltán Mucsi', 'https://www.imdb.com/name/nm0610904/?ref_=tt_cl_t_5')"
15,György Cserhalmi,"('György Cserhalmi', 'https://www.imdb.com/name/nm0190691/?ref_=tt_cl_t_6')"
16,Miklós Székely B.,"('Miklós Székely B.', 'https://www.imdb.com/name/nm0844462/?ref_=tt_cl_t_7')"
17,László Gálffi,"('László Gálffi', 'https://www.imdb.com/name/nm0350619/?ref_=tt_cl_t_8')"
18,Simon Szabó,"('Simon Szabó', 'https://www.imdb.com/name/nm0843658/?ref_=tt_cl_t_9')"
19,Miklós Béres,"('Miklós Béres', 'https://www.imdb.com/name/nm4170029/?ref_=tt_cl_t_10')"
20,Zoltán Rátóti,"('Zoltán Rátóti', 'https://www.imdb.com/name/nm0753588/?ref_=tt_cl_t_1')"
21,Yu Debin,"('Yu Debin', 'https://www.imdb.com/name/nm3646734/?ref_=tt_cl_t_2')"
