,name,link
0,Chris Pratt,"('Chris Pratt', 'https://www.imdb.com/name/nm0695435/?ref_=tt_cl_t_1')"
1,Bryce Dallas Howard,"('Bryce Dallas Howard', 'https://www.imdb.com/name/nm0397171/?ref_=tt_cl_t_2')"
2,Ty Simpkins,"('Ty Simpkins', 'https://www.imdb.com/name/nm1339223/?ref_=tt_cl_t_3')"
3,Judy Greer,"('Judy Greer', 'https://www.imdb.com/name/nm0339460/?ref_=tt_cl_t_4')"
4,Irrfan Khan,"('Irrfan Khan', 'https://www.imdb.com/name/nm0451234/?ref_=tt_cl_t_5')"
5,Vincent D'Onofrio,"(""Vincent D'Onofrio"", 'https://www.imdb.com/name/nm0000352/?ref_=tt_cl_t_6')"
6,Nick Robinson,"('Nick Robinson', 'https://www.imdb.com/name/nm3538718/?ref_=tt_cl_t_7')"
7,Jake Johnson,"('Jake Johnson', 'https://www.imdb.com/name/nm2159926/?ref_=tt_cl_t_8')"
8,Omar Sy,"('Omar Sy', 'https://www.imdb.com/name/nm1082477/?ref_=tt_cl_t_9')"
9,BD Wong,"('BD Wong', 'https://www.imdb.com/name/nm0000703/?ref_=tt_cl_t_10')"
10,Paul Rudd,"('Paul Rudd', 'https://www.imdb.com/name/nm0748620/?ref_=tt_cl_t_1')"
11,Michael Douglas,"('Michael Douglas', 'https://www.imdb.com/name/nm0000140/?ref_=tt_cl_t_2')"
12,Corey Stoll,"('Corey Stoll', 'https://www.imdb.com/name/nm1015684/?ref_=tt_cl_t_3')"
13,Evangeline Lilly,"('Evangeline Lilly', 'https://www.imdb.com/name/nm1431940/?ref_=tt_cl_t_4')"
14,Bobby Cannavale,"('Bobby Cannavale', 'https://www.imdb.com/name/nm0134072/?ref_=tt_cl_t_5')"
15,Anthony Mackie,"('Anthony Mackie', 'https://www.imdb.com/name/nm1107001/?ref_=tt_cl_t_6')"
16,Abby Ryder Fortson,"('Abby Ryder Fortson', 'https://www.imdb.com/name/nm5338858/?ref_=tt_cl_t_8')"
17,Michael Peña,"('Michael Peña', 'https://www.imdb.com/name/nm0671567/?ref_=tt_cl_t_9')"
18,David Dastmalchian,"('David Dastmalchian', 'https://www.imdb.com/name/nm2810287/?ref_=tt_cl_t_10')"
19,Shelby Daeffler,"('Shelby Daeffler', 'https://www.imdb.com/name/nm8884998/?ref_=tt_cl_t_1')"
20,Tiet Cuong,"('Tiet Cuong', 'https://www.imdb.com/name/nm10503421/?ref_=tt_cl_t_1')"
21,Truong Giang,"('Truong Giang', 'https://www.imdb.com/name/nm9631287/?ref_=tt_cl_t_2')"
22,Ly Hai,"('Ly Hai', 'https://www.imdb.com/name/nm8276431/?ref_=tt_cl_t_3')"
23,Lam Minh Thang,"('Lam Minh Thang', 'https://www.imdb.com/name/nm3734262/?ref_=tt_cl_t_4')"
24,Juanjo Martínez,"('Juanjo Martínez', 'https://www.imdb.com/name/nm6265549/?ref_=tt_cl_t_1')"
25,Sebastian Alonso,"('Sebastian Alonso', 'https://www.imdb.com/name/nm10629100/?ref_=tt_cl_t_2')"
26,Soledad Depauli,"('Soledad Depauli', 'https://www.imdb.com/name/nm10629102/?ref_=tt_cl_t_3')"
27,Nacho D'Onofrio,"(""Nacho D'Onofrio"", 'https://www.imdb.com/name/nm6472838/?ref_=tt_cl_t_4')"
28,Flor Alfano,"('Flor Alfano', 'https://www.imdb.com/name/nm10629700/?ref_=tt_cl_t_5')"
29,Esteban Barbero,"('Esteban Barbero', 'https://www.imdb.com/name/nm10629107/?ref_=tt_cl_t_6')"
30,Sol Billordo,"('Sol Billordo', 'https://www.imdb.com/name/nm10138516/?ref_=tt_cl_t_7')"
31,Andrea Boass,"('Andrea Boass', 'https://www.imdb.com/name/nm10629697/?ref_=tt_cl_t_8')"
32,Oliver Butterick,"('Oliver Butterick', 'https://www.imdb.com/name/nm8524583/?ref_=tt_cl_t_9')"
33,Jeronimo Descole,"('Jeronimo Descole', 'https://www.imdb.com/name/nm10636250/?ref_=tt_cl_t_10')"
34,Rayver Cruz,"('Rayver Cruz', 'https://www.imdb.com/name/nm1492443/?ref_=tt_cl_t_1')"
35,Empress Schuck,"('Empress Schuck', 'https://www.imdb.com/name/nm1315788/?ref_=tt_cl_t_2')"
36,Joem Bascon,"('Joem Bascon', 'https://www.imdb.com/name/nm2505548/?ref_=tt_cl_t_3')"
37,Franco Daza,"('Franco Daza', 'https://www.imdb.com/name/nm3979547/?ref_=tt_cl_t_4')"
38,Jestoni Alarcon,"('Jestoni Alarcon', 'https://www.imdb.com/name/nm1243950/?ref_=tt_cl_t_5')"
39,Carlos Morales,"('Carlos Morales', 'https://www.imdb.com/name/nm1034158/?ref_=tt_cl_t_6')"
40,Richard Quan,"('Richard Quan', 'https://www.imdb.com/name/nm1193145/?ref_=tt_cl_t_7')"
41,Gus Abelgas,"('Gus Abelgas', 'https://www.imdb.com/name/nm1313506/?ref_=tt_cl_t_8')"
42,Yuwin Cruz,"('Yuwin Cruz', 'https://www.imdb.com/name/nm5613819/?ref_=tt_cl_t_9')"
43,Lui Manansala,"('Lui Manansala', 'https://www.imdb.com/name/nm1723035/?ref_=tt_cl_t_10')"
44,Salman Alam,"('Salman Alam', 'https://www.imdb.com/name/nm10831437/?ref_=tt_cl_t_1')"
45,Alex Baranov,"('Alex Baranov', 'https://www.imdb.com/name/nm10831436/?ref_=tt_cl_t_2')"
46,Omar Shafi,"('Omar Shafi', 'https://www.imdb.com/name/nm10831435/?ref_=tt_cl_t_3')"
47,Fabián López,"('Fabián López', 'https://www.imdb.com/name/nm2373077/?ref_=tt_cl_t_1')"
48,Oscar Lopez,"('Oscar Lopez', 'https://www.imdb.com/name/nm0530399/?ref_=tt_cl_t_2')"
49,Fernando Sáenz,"('Fernando Sáenz', 'https://www.imdb.com/name/nm0844561/?ref_=tt_cl_t_3')"
50,Arely Acosta,"('Arely Acosta', 'https://www.imdb.com/name/nm12751389/?ref_=tt_cl_t_4')"
51,Sandra Acosta,"('Sandra Acosta', 'https://www.imdb.com/name/nm12751390/?ref_=tt_cl_t_5')"
52,Brenda Arreola,"('Brenda Arreola', 'https://www.imdb.com/name/nm12751387/?ref_=tt_cl_t_6')"
53,Juan Carlos Barragan,"('Juan Carlos Barragan', 'https://www.imdb.com/name/nm10243829/?ref_=tt_cl_t_7')"
54,Monce Beltran,"('Monce Beltran', 'https://www.imdb.com/name/nm8648082/?ref_=tt_cl_t_8')"
55,Eduardo Breton,"('Eduardo Breton', 'https://www.imdb.com/name/nm4675165/?ref_=tt_cl_t_9')"
56,Montse Cabrera,"('Montse Cabrera', 'https://www.imdb.com/name/nm12751388/?ref_=tt_cl_t_10')"
57,Kainan Bai,"('Kainan Bai', 'https://www.imdb.com/name/nm7906102/?ref_=tt_cl_t_1')"
58,Yida Cai,"('Yida Cai', 'https://www.imdb.com/name/nm9654967/?ref_=tt_cl_t_2')"
59,Dada Chan,"('Dada Chan', 'https://www.imdb.com/name/nm4591912/?ref_=tt_cl_t_3')"
60,Maria Grazia Cucinotta,"('Maria Grazia Cucinotta', 'https://www.imdb.com/name/nm0002029/?ref_=tt_cl_t_4')"
61,Giuseppe Ivan David Di Giorgio,"('Giuseppe Ivan David Di Giorgio', 'https://www.imdb.com/name/nm9853997/?ref_=tt_cl_t_5')"
62,Adriano Giannini,"('Adriano Giannini', 'https://www.imdb.com/name/nm0316271/?ref_=tt_cl_t_6')"
63,Zhu Guanghu,"('Zhu Guanghu', 'https://www.imdb.com/name/nm10955644/?ref_=tt_cl_t_7')"
64,Zhonglin He,"('Zhonglin He', 'https://www.imdb.com/name/nm2931068/?ref_=tt_cl_t_8')"
65,Luxia Jiang,"('Luxia Jiang', 'https://www.imdb.com/name/nm3360636/?ref_=tt_cl_t_9')"
66,Yaliang Nie,"('Yaliang Nie', 'https://www.imdb.com/name/nm10955643/?ref_=tt_cl_t_10')"
67,Madiha Imam,"('Madiha Imam', 'https://www.imdb.com/name/nm7662216/?ref_=tt_cl_t_1')"
68,Hassan Khan,"('Hassan Khan', 'https://www.imdb.com/name/nm7767227/?ref_=tt_cl_t_2')"
69,Farah Nadir,"('Farah Nadir', 'https://www.imdb.com/name/nm5982685/?ref_=tt_cl_t_3')"
70,Zahiril Adzim,"('Zahiril Adzim', 'https://www.imdb.com/name/nm3432714/?ref_=tt_cl_t_1')"
71,Johan Asari,"('Johan Asari', 'https://www.imdb.com/name/nm5729706/?ref_=tt_cl_t_2')"
72,Adam Shahz,"('Adam Shahz', 'https://www.imdb.com/name/nm5729708/?ref_=tt_cl_t_3')"
73,Hasnul Rahmat,"('Hasnul Rahmat', 'https://www.imdb.com/name/nm1106162/?ref_=tt_cl_t_4')"
74,Pekin Ibrahim,"('Pekin Ibrahim', 'https://www.imdb.com/name/nm1932988/?ref_=tt_cl_t_5')"
75,Zaidi Omar,"('Zaidi Omar', 'https://www.imdb.com/name/nm0648331/?ref_=tt_cl_t_6')"
76,Shera Ayob,"('Shera Ayob', 'https://www.imdb.com/name/nm4199252/?ref_=tt_cl_t_7')"
77,Nad Zainal,"('Nad Zainal', 'https://www.imdb.com/name/nm8313914/?ref_=tt_cl_t_8')"
78,Riki Rikando,"('Riki Rikando', 'https://www.imdb.com/name/nm4558234/?ref_=tt_cl_t_9')"
79,Khairul Mohamed,"('Khairul Mohamed', 'https://www.imdb.com/name/nm5729709/?ref_=tt_cl_t_10')"
