,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,1",['Bruce Robinson'],"['Bruce Robinson', 'Hunter S. Thompson']","El periodista estadounidense Paul Kemp trabaja como freelance en Puerto Rico para un periódico local durante la década de 1960, mientras lucha por encontrar un equilibrio entre la cultura de la isla y los expatriados que viven allí.",1h 59min,Los diarios del ron
1,"5,9",['Kelly Asbury'],DESCONOCIDO,"Separados por una valla de jardín y una enemistad, hay gnomos azules de un lado y gnomos rojos del otro. Esto no impide que el Gnomeo azul y la Julieta roja se enamoren. ¿Tienen un futuro juntos?",1h 24min,Gnomeo y Julieta
2,"6,4",['A.D. Liano'],"['Greg Boyd', 'A.D. Liano']",,1h 30min,Seven Fallen Objects
3,"4,5",['Christopher Olness'],"['Christopher Olness', 'Hamilton von Watts']","A washed up Vegas lounge singer, Jack Satin (Hamilton von Watts), has no money, no job, and delusional aspirations of fame. When Jack is forced to leave Vegas, he packs up his old Cadillac and hits the road for Atlantic City. But his car dies in the desert and Jack is left stranded in the small town of Lost Springs. There, Jack meets jazz legend turned mechanic, Doc B... Leer todo",1h 24min,Satin
4,"6,6",['Chris Miller'],DESCONOCIDO,"Un gato forajido, su amigo de la infancia y una seductora gatita ladrona, parten en busca de los huevos de oro de una legendaria gansa para limpiar su nombre, restaurar su honor perdido y recuperar la confianza de su madre y del pueblo.",1h 30min,El gato con botas
5,"6,7",['Victor Ginzburg'],"['Djina Ginzburg', 'Victor Ginzburg', 'Viktor Pelevin']",A chronicle of the rise of the advertising industry in Post-Soviet Russia.,1h 52min,Generation P
6,"5,9",['Beto Gómez'],"['Francisco Payó González', 'Beto Gómez']",A Mexican crime lord is forced by his mother to plan a suicidal rescue mission to find his lost brother in the most unexpected place on Earth...,1h 45min,Salvando al Soldado Pérez
7,--,"['Clody Cates', 'Gerard Mogg', 'Gerry Mogg']",DESCONOCIDO,"A writer's mid-life crisis erupts while writing about the BDSM community. As he stumbles through this intriguing world, he realizes that sometimes reality and fantasy collide.",1h 22min,Silent Alarm
8,"6,6",['Robin Christian'],"['Robin Christian', 'Michael Muhney']","An out of work young actor with no respect for the elderly makes himself into an old man to get a part in a play. When research requires him to spend a week at a nursing home, he is forced to review his life choices.",1h 41min,Act Your Age
9,"5,4",['Raja Gosnell'],DESCONOCIDO,"Cuando el malvado mago Gargamel persigue a los pequeños pitufos azules fuera de su aldea, estos llegan desde su mundo mágico a la ciudad de Nueva York.",1h 43min,Los pitufos
10,"8,9",['Evald Johnson'],"['Evald Johnson', 'John F. Schaffer']","Stan likes Mary. Ann likes Stan. Mary likes Nick and Nick likes Nick too. Mr Frankle likes Ann, but not in a good way. Stan still likes Mary, and Ann still likes Stan, but now Stan thinks he has Herpes.",--,Stan
11,"6,2",['Brett Ratner'],DESCONOCIDO,Un grupo de trabajadores descubre que su jefe les ha timado y conspiran para robarle en su casa.,1h 44min,Un golpe de altura
12,"6,5",['Dennis Ward'],"['Brad Perkins', 'Dennis Ward']","Several MIT students drop out of school to make a movie and quickly realize that no one will ever take them seriously without a big name star, so they decide to fool everybody by using celebrity impersonators.",--,Bamboo Shark
13,"5,9","['Bobby Farrelly', 'Peter Farrelly']",DESCONOCIDO,"Rick y Fred, dos esposos que están teniendo dificultades en sus matrimonios, reciben carta blanca por parte de sus esposas: durante una semana, pueden hacer lo que quieran.",1h 45min,Carta blanca
14,"7,9",['Billy Joseph'],"['Billy Joseph', 'John Lambertson']",The story of a tree trimmer who makes satirical comedy shows in his off time.,--,Monkey Man
15,"2,9",['Jesús Bonilla'],"['Joaquín Andújar', 'Jesús Bonilla']","En una cárcel española, Jacinto, uno de los presos, es identificado por la mafia rusa como portador de una anomalía genética relacionada con la daga. Sus compañeros de celda, el Papeles y el Araña, lo seguirán en una delirante aventura.",1h 39min,La daga de Rasputín
16,"5,8",['Luke Greenfield'],"['Jennie Snyder Urman', 'Emily Giffin']","La amistad se pone a prueba y los secretos salen a la superficie cuando Rachel, soltera terminal, se enamora de Dex, el prometido de su mejor amiga Darcy.",1h 52min,Algo prestado
17,"6,0",['Mark Mylod'],"['Karyn Bosnak', 'Gabrielle Allan', 'Jennifer Crittenden']",Una mujer recuerda a los últimos 19 hombres con los que ha estado y se pregunta si uno de ellos podría ser su amor verdadero.,1h 46min,Dime con cuántos
18,"8,2",['Emmett Loverde'],['Emmett Loverde'],A young man learns to let go of worn-out dreams in order to make room for new love.,1h 20min,Till You Get to Baraboo
19,"4,5","['Chad Archibald', 'Gabriel Carrer']","['Chad Archibald', 'Ry Barrett', 'Gabriel Carrer']","Six strangers awake to find themselves the new tenants of a mysterious old house. Terrorized by insane Tiki-men in masks and taunted by their deranged captors,it soon becomes clear that only one singular action will save them: Kill.",1h 30min,Kill
20,"7,3",['Kriv Stenders'],"['Daniel Taplitz', 'Louis de Bernières']",Basado en la historia real del Perro Rojo que unió a una comunidad local mientras recorría el interior de Australia en busca de su amo perdido hace mucho tiempo.,1h 32min,Red Dog
21,"3,3",['Dennis Dugan'],DESCONOCIDO,"El padre de familia Jack Sadelstein se prepara para el acontecimiento anual que más teme: la visita en Acción de Gracias de su hermana gemela Jill, que luego se niega a marcharse.",1h 31min,Jack y su gemela
22,"6,3",['Michael Dowse'],DESCONOCIDO,"Cuatro años después de su graduación, un tímido genio de instituto ve por fin la oportunidad de intentar ligar con la chica que siempre fue su amor platónico.",1h 54min,Llévame a casa nena
23,"4,7",['Mike Disa'],DESCONOCIDO,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",1h 27min,Las nuevas aventuras de Caperucita Roja
24,"7,9",['Lisa Hammer'],DESCONOCIDO,The Manson family meets Austin Powers.,1h 40min,Pox
25,"3,5",['Rajnish Thakur'],DESCONOCIDO,Four burglars end up stealing a vehicle from robbers as well as unknowingly breaking in the house of a notorious gangster.,1h 50min,Loot
26,"5,2",['Vincent Foster'],['Vincent Foster'],"Eve Malone runs against a crooked Congressman...but does it in the nude. Starring Academy Award nominees Charles Durning (""The Best Little Whorehouse in Texas"") and Eileen Brennan (""Private Benjamin""), and Richard Tyson (""Black Hawk Down"". ""There's Something About Mary"").",1h 24min,Naked Run
27,"4,8",['Blayne Weaver'],['Blayne Weaver'],A womanizer teaches his clueless friend the rules about being single and avoiding emotional attachment.,1h 40min,6 Month Rule
28,"5,5",['Angel Gracia'],DESCONOCIDO,"Una versión latina de ""sentido y sensibilidad"" de Jane Austen, donde dos hermanas malcriadas que se han quedado sin un centavo después de la muerte repentina de su padre se ven obligadas a mudarse con su lejana tía al este de Los Ángeles.",1h 47min,From Prada to Nada
29,"6,7",['Bibo Bergeron'],DESCONOCIDO,"Un monstruo vive en un jardín en París, y ama a una hermosa y joven cantante.",1h 30min,Un monstruo en París
30,"3,3",['Václav Vorlícek'],DESCONOCIDO,"A sequel to a cult Czech fantasy comedy La bruja traviesa (1972). Once upon a time, there was a young and very stubborn pupil of magic, Saxana (Petra Cernocká), who escaped from Fairyland into the human world, fell in love with a mortal and lived happily ever after - keeping her past a secret from everyone. Now, her 9-year old daughter, Saxanka, discovers her mother's... Leer todo",1h 30min,Saxana
31,"7,7",['Leland Steigs'],['Leland Steigs'],"Lives and Deaths of the Poets spoofs and parodies incidents taken from the lives of famous writers, artists, and musicians (collectively ""Poets"") throughout history. Comprising a series of approximately 50 comic vignettes, the movie is the fictional story of what really did not happen to these famed Poets, who have so enriched all of our lives.",1h 33min,Lives and Deaths of the Poets
32,"3,9",['Antti Haikala'],DESCONOCIDO,"When a powerful crystal falls into the wrong hands, a young orphan must return it to safety before it's too late.",1h 20min,El cristal mágico de Santa
33,"5,8",['Michel Gondry'],DESCONOCIDO,"Después de la muerte de su padre, Britt Reid, heredera de su gran compañía, se une al último asistente de su padre, Kato, para luchar contra el crimen como equipo de enmascarados.",1h 59min,The Green Hornet
34,--,['Javan Garza'],DESCONOCIDO,"A group of paranormal investigators inspect a so called 'haunted' theater, but get more than they bargained for.",--,Ghost Hustlers
35,--,"['Shriprasad Pawar', 'Ramesh Sharma']",DESCONOCIDO,"'Hip Hip Hurray' is a story about good friends Kushal and Chatur. Both are from middle class backgrounds and looking for jobs and money making enterprise. Kushal starts a new business everyday and gets over with it soon much to his family's ire. Chatur is from a family of priests, but he is not interested in the family tradition. Both of them are in love with two coll... Leer todo",--,Hip Hip Hurray
36,--,['Hoang Le'],DESCONOCIDO,,--,"Tôi Nay, 8 Gio!"
37,"8,6",['Sam Burbank'],DESCONOCIDO,"""Portable Storage"" is a quirky adventure/comedy set in the final days of the dot com boom. Irrational exuberance, roaming blackouts, petitions for a governor's recall, and the early days of online gaming are the back drop of an epic adventure trying to find a storage pods which have mysteriously disappeared.",1h 25min,Portable Storage
38,"6,3",['Michael Bergmann'],DESCONOCIDO,"After one burned dinner too many, a husband divorces his wife. She decides to return to acting and goes to France. There she meats a forgotten one-hit wonder director who's also looking for a chance to make a comeback.",1h 34min,Tied to a Chair
39,"7,3",['Alexander Payne'],DESCONOCIDO,Un terrateniente intenta contactar con sus hijas después de que su esposa resultara gravemente herida en un accidente de navegación.,1h 55min,Los descendientes
40,"3,7",['Lulu Jarmen'],['Paul Gerstenberger'],"Ordered to a delinquent camp by their exasperated parents, a group of wayward teens fall foul of a deadly virus that infects the guards and turns them into flesh-eating monsters! Gristle and gore are on the menu-as are the kids in this Brat Camp slaughterhouse massacre.",1h 23min,Bad Meat
41,"5,9",['Michael Di Jiacomo'],['Michael Di Jiacomo'],A pair of lonely lovers meet while chatting on a phone sex line.,1h 25min,Somewhere Tonight
42,"6,9","['Mohamed Nadif', 'Mohamed Nadif']","['Mohamed Nadif', 'Omar Saghi', 'Omar Saghi']","Said and Amine are two students from Casablanca dreaming of Europe. They end up in a small village in the North of Morocco. With the help of the schoolteacher, they leave for the European coast on board a small boat. They are shipwrecked. The sea washes Amine back onto the coast of the village. Said is washed away on a Spanish beach. Spain seems strange to Said. And i... Leer todo",1h 26min,Al-Andalus mounamour!
43,"4,3",['Aun Hoe Goh'],['Jeffrey Chiang'],Pup discovers human poachers stealing eggs from his reef. As he leaves the sea to rescue the eggs he'll enter the dangerous world of humans.,1h 33min,Un pez fuera del mar
44,--,['Aldo Pellegrini'],DESCONOCIDO,,--,Una favola da raccontare
45,"6,2",['David Frankel'],"['Howard Franklin', 'Mark Obmascik']",Dos amantes de los pájaros intentan derrotar al engreído y despiadado poseedor del récord mundial en una competición de observación de aves a lo largo de un año.,1h 42min,El gran año
46,"7,1",['Gregory D. Widmer'],['Gregory D. Widmer'],"Fed up with their lives among the shady creatures of Zurich's seedy underworld, a brother and a sister risk everything to win it all.",1h,Züri Zoo
47,"4,2",['Jeff Kanew'],['Jason Burinescu'],A clueless Trojan general must meet an unbeatable Greek warrior on the battlefield.,1h 30min,"301, La leyenda del Imponentus Maximus"
48,"5,8",['Thomas Bezucha'],DESCONOCIDO,Tres jóvenes que están de vacaciones en París se ven arrastradas a Montecarlo después de que una de ellas sea confundida con una heredera británica.,1h 49min,Monte Carlo
49,"5,8",['Craig Brewer'],DESCONOCIDO,"Ren MacCormack, un adolescente de ciudad, se traslada a un pequeño pueblo donde la música rock y el baile han sido prohibidos, y su espíritu rebelde sacude a la población.",1h 53min,Footloose
50,--,['Garrett Kelly'],['Garrett Kelly'],A school teacher takes on a second job as a part time gangster.,1h 59min,Sunburnt Angels
51,"5,1",['Phil Dornfeld'],['Josh Heald'],"Un grupo de compañeros de la universidad organizan el viaje de sus vidas a Nueva Orleans, para vivir y celebrar el Mardi Gras.",1h 28min,Un desmadre de viaje
52,--,['Tony Greco'],"['Tony Greco', 'Nadia Marra']",,--,Vacanze a Gallipoli
53,"5,2",['Sergey Osipyan'],"['Aleksandr Lungin', 'Sergey Osipyan']","Black comedy about the routine of a large corporation, producing chocolate bars. The claustrophobic office space and its dwellers are part of a funny and grotesque picture. The main character, young man from the marketing department, tries to find his stolen car with the help of militia and head of a local gang. He confronts a chaotic life of a small provincial town o... Leer todo",1h 32min,Paren s Marsa
54,"6,9",['Greg Mottola'],"['Simon Pegg', 'Nick Frost']","Dos frikis ingleses de los cómics, que viajan por Estados Unidos, se encuentran con un alienígena a las afueras del Área 51.",1h 44min,Paul
55,--,['Mike Kelly'],['John Morton'],A contemporary comic retelling of Macbeth set in the cutthroat world of teenage bands competing in a brutal Battle Of The Bands.,--,The Usurpers
