,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
274,5.9,['Carlos García Campillo'],"['Josh Candia', 'Carlos García Campillo']","Max, a confident teenager, decides to pass along his ladies-man knowledge to Dan, never imagining that they might be competing for the same woman.",1h 12m,Implacable
275,5.3,['Joe Bauer'],DESCONOCIDO,"Extra-terrestrials launch a nation-wide assault on Australia, much to the bafflement of the rest of the world.",1h 52m,Australiens
276,6.0,['Rahhat Shah Kazmi'],DESCONOCIDO,"The story of a journalist from Delhi who happens to go to Kashmir and gets caught by STF forces, how her one day in a specially police cell changes her life. Identity card talks about the history of Kashmir, ideological differences of people... myths about religion, about identity of a common person in a warlike situation... situation of a police person serving his du... Read all",1h 32m,Identity Card
277,7.4,['Christian Carroll'],DESCONOCIDO,An inventor creates a camera that can duplicate what it films. Using this camera he attempts to capture and preserve a moment of happiness between himself and his lover in the hope that his duplicate self will be happy forever if the recording is projected in an endless loop.,1h 45m,Suicide or Lulu and Me in a World Made for Two
278,--,['Warren Smythe'],DESCONOCIDO,"When two misguided sanitation workers unearth an ancient Chinese chest, they stir up a cloud of crime that can only be faced if they can get past their differences.",1h 24m,Juicy Mooshu
279,5.3,['David V.G. Davies'],DESCONOCIDO,"On the same day a burglar wants to kill you and your ex wants to make up - and for the life of it, you can't decide which is worse.",1h 26m,A Killer Conversation
280,6.2,['Justin Simien'],DESCONOCIDO,The lives of four black students at an Ivy League college.,1h 48m,Dear White People
281,5.0,['Jamie Adams'],DESCONOCIDO,The trials and tribulations of the latest Indie Folk Star - Jolene.,1h 28m,Jolene: The Indie Folk Star Movie
282,3.2,['Cody Knotts'],DESCONOCIDO,Famous Wrestlers are pitted against hordes of undead when they unknowingly walk into a death trap.,1h 31m,Pro Wrestlers vs Zombies
283,5.5,['Jared Isham'],DESCONOCIDO,"A young businessman, bent on success, loses everything and discovers a family that he never knew he had.",1h 35m,Turn Around Jake
284,5.7,['Tim Story'],"['Keith Merryman', 'David A. Newman', 'Steve Harvey']","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",1h 46m,Think Like a Man Too
285,7.8,DESCONOCIDO,DESCONOCIDO,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",1h 42m,Big Hero 6
286,7.9,['Christopher Zawadzki'],DESCONOCIDO,"A children's TV show host, after the loss of his daughter, attempts to seek solace in Bangkok after meeting the singer of an all-girl Thai rock band, who helps him reconnect with his long-muted passion for making music.",1h 27m,Cautionary Tale
287,--,['Adoniyas Y'],DESCONOCIDO,"A laugh out loud teen comedy like no other follow Ryan ,Bryan and Phillip as they make a list and do all the thing they never had the guts to do.",1h 40m,Nine Plus One
288,6.6,['Keith Hartman'],DESCONOCIDO,A group of B-string superheroes go on a reality show in hopes of hitting the big time.,1h 24m,Real Heroes
289,7.5,DESCONOCIDO,"['Justin Weinstein', ""Greg O'Toole"", 'Tyler Measom']","The life and career of the renowned stage magician turned scientific skeptic of the paranormal, James Randi.",1h 30m,An Honest Liar
290,5.0,['Michael Rosenbaum'],DESCONOCIDO,"Sometimes, in order to move forward, you have to go back. Jim does just that when he heads home for his high school reunion, in an attempt to relive the glory days with his boys and explore an old romance.",1h 34m,Back in the Day
291,--,['Cindy Scott'],DESCONOCIDO,"A lonely man creates an alter ego by writing a fantasy diary in which he leads the life he would like to lead. His witty, lively alter ego shocks him by writing back to him. They share the same body. The new man has fun experimenting with his life and women and men. But he realises soon that he is in love with his creator. Love makes them happy but clearly they can ne... Read all",--,The Red Hat
292,3.9,['Stephen Wolfe'],DESCONOCIDO,A small Texas town is terrorized by evil possessed baby dolls.,1h 25m,Doll Factory
293,6.4,DESCONOCIDO,DESCONOCIDO,50 writers. 50 filmmakers. One picture.,1h 29m,50 Kisses
