,name,link
0,Romain Duris,"('Romain Duris', 'https://www.imdb.com/name/nm0244151/?ref_=tt_cl_t_1')"
1,Emma Mackey,"('Emma Mackey', 'https://www.imdb.com/name/nm8076281/?ref_=tt_cl_t_2')"
2,Pierre Deladonchamps,"('Pierre Deladonchamps', 'https://www.imdb.com/name/nm1731624/?ref_=tt_cl_t_3')"
3,Armande Boulanger,"('Armande Boulanger', 'https://www.imdb.com/name/nm5166668/?ref_=tt_cl_t_4')"
4,Bruno Raffaelli,"('Bruno Raffaelli', 'https://www.imdb.com/name/nm0706218/?ref_=tt_cl_t_5')"
5,Alexandre Steiger,"('Alexandre Steiger', 'https://www.imdb.com/name/nm1625796/?ref_=tt_cl_t_6')"
6,Andranic Manet,"('Andranic Manet', 'https://www.imdb.com/name/nm7386805/?ref_=tt_cl_t_7')"
7,Philippe Hérisson,"('Philippe Hérisson', 'https://www.imdb.com/name/nm0378999/?ref_=tt_cl_t_8')"
8,Stéphane Boucher,"('Stéphane Boucher', 'https://www.imdb.com/name/nm0099035/?ref_=tt_cl_t_9')"
9,Jérémy Lopez,"('Jérémy Lopez', 'https://www.imdb.com/name/nm2102034/?ref_=tt_cl_t_10')"
10,Davis DeRock,"('Davis DeRock', 'https://www.imdb.com/name/nm4208163/?ref_=tt_cl_t_1')"
11,Sarah McGuire,"('Sarah McGuire', 'https://www.imdb.com/name/nm5431622/?ref_=tt_cl_t_2')"
12,Jamie Addison,"('Jamie Addison', 'https://www.imdb.com/name/nm8536790/?ref_=tt_cl_t_3')"
13,Daniel Compo,"('Daniel Compo', 'https://www.imdb.com/name/nm2826364/?ref_=tt_cl_t_4')"
14,Rick Daniels,"('Rick Daniels', 'https://www.imdb.com/name/nm7427685/?ref_=tt_cl_t_5')"
15,Misty Dixon,"('Misty Dixon', 'https://www.imdb.com/name/nm4755140/?ref_=tt_cl_t_6')"
16,Jennifer Femiano,"('Jennifer Femiano', 'https://www.imdb.com/name/nm8325414/?ref_=tt_cl_t_7')"
17,Logan Elizabeth Giesing,"('Logan Elizabeth Giesing', 'https://www.imdb.com/name/nm10710265/?ref_=tt_cl_t_8')"
18,Paul Hoover,"('Paul Hoover', 'https://www.imdb.com/name/nm10710268/?ref_=tt_cl_t_9')"
19,Brandon Kelly,"('Brandon Kelly', 'https://www.imdb.com/name/nm10710264/?ref_=tt_cl_t_10')"
20,Renate Reinsve,"('Renate Reinsve', 'https://www.imdb.com/name/nm4561559/?ref_=tt_cl_t_1')"
21,Anders Danielsen Lie,"('Anders Danielsen Lie', 'https://www.imdb.com/name/nm0509264/?ref_=tt_cl_t_2')"
22,Herbert Nordrum,"('Herbert Nordrum', 'https://www.imdb.com/name/nm5122260/?ref_=tt_cl_t_3')"
23,Hans Olav Brenner,"('Hans Olav Brenner', 'https://www.imdb.com/name/nm1282571/?ref_=tt_cl_t_4')"
24,Helene Bjørneby,"('Helene Bjørneby', 'https://www.imdb.com/name/nm5014499/?ref_=tt_cl_t_5')"
25,Vidar Sandem,"('Vidar Sandem', 'https://www.imdb.com/name/nm0761374/?ref_=tt_cl_t_6')"
26,Maria Grazia Di Meo,"('Maria Grazia Di Meo', 'https://www.imdb.com/name/nm3114945/?ref_=tt_cl_t_7')"
27,Lasse Gretland,"('Lasse Gretland', 'https://www.imdb.com/name/nm12135926/?ref_=tt_cl_t_8')"
28,Karen Røise Kielland,"('Karen Røise Kielland', 'https://www.imdb.com/name/nm12135927/?ref_=tt_cl_t_9')"
29,Marianne Krogh,"('Marianne Krogh', 'https://www.imdb.com/name/nm0471932/?ref_=tt_cl_t_10')"
30,Natasha Henstridge,"('Natasha Henstridge', 'https://www.imdb.com/name/nm0000449/?ref_=tt_cl_t_1')"
31,Manny Perez,"('Manny Perez', 'https://www.imdb.com/name/nm0673563/?ref_=tt_cl_t_2')"
32,Costas Mandylor,"('Costas Mandylor', 'https://www.imdb.com/name/nm0541908/?ref_=tt_cl_t_3')"
33,Addison Kendall,"('Addison Kendall', 'https://www.imdb.com/name/nm7588444/?ref_=tt_cl_t_4')"
34,Roberto Sanchez,"('Roberto Sanchez', 'https://www.imdb.com/name/nm1273864/?ref_=tt_cl_t_5')"
35,Juan Carlos Diaz,"('Juan Carlos Diaz', 'https://www.imdb.com/name/nm5104435/?ref_=tt_cl_t_6')"
36,Carol Florence,"('Carol Florence', 'https://www.imdb.com/name/nm0282665/?ref_=tt_cl_t_7')"
37,Dan Kern,"('Dan Kern', 'https://www.imdb.com/name/nm0449441/?ref_=tt_cl_t_8')"
38,Jerry Carrier,"('Jerry Carrier', 'https://www.imdb.com/name/nm1763332/?ref_=tt_cl_t_9')"
39,Robert Torres,"('Robert Torres', 'https://www.imdb.com/name/nm10919283/?ref_=tt_cl_t_10')"
40,Jacek Beler,"('Jacek Beler', 'https://www.imdb.com/name/nm4713909/?ref_=tt_cl_t_1')"
41,Sonia Bohosiewicz,"('Sonia Bohosiewicz', 'https://www.imdb.com/name/nm1338476/?ref_=tt_cl_t_2')"
42,Magdalena Kolesnik,"('Magdalena Kolesnik', 'https://www.imdb.com/name/nm5972800/?ref_=tt_cl_t_3')"
43,Marek Kalita,"('Marek Kalita', 'https://www.imdb.com/name/nm0435910/?ref_=tt_cl_t_4')"
44,Sebastian Fabijanski,"('Sebastian Fabijanski', 'https://www.imdb.com/name/nm3515177/?ref_=tt_cl_t_5')"
45,Beata Kawka,"('Beata Kawka', 'https://www.imdb.com/name/nm0442971/?ref_=tt_cl_t_6')"
