,name,link
0,Danene Montella,"('Danene Montella', 'https://www.imdb.com/name/nm7602619/?ref_=tt_cl_t_1')"
1,Jacob Chattman,"('Jacob Chattman', 'https://www.imdb.com/name/nm7368731/?ref_=tt_cl_t_2')"
2,Anne-Julie Proulx,"('Anne-Julie Proulx', 'https://www.imdb.com/name/nm11435872/?ref_=tt_cl_t_1')"
3,Isabel Dos Santos,"('Isabel Dos Santos', 'https://www.imdb.com/name/nm1005722/?ref_=tt_cl_t_2')"
4,Picardy Jean-Pierre,"('Picardy Jean-Pierre', 'https://www.imdb.com/name/nm7898464/?ref_=tt_cl_t_3')"
5,Gaël Sebastiani,"('Gaël Sebastiani', 'https://www.imdb.com/name/nm9548358/?ref_=tt_cl_t_4')"
6,Samantha Fins,"('Samantha Fins', 'https://www.imdb.com/name/nm11243973/?ref_=tt_cl_t_5')"
7,Laurence Nadeau,"('Laurence Nadeau', 'https://www.imdb.com/name/nm9106214/?ref_=tt_cl_t_6')"
8,Francine Lareau,"('Francine Lareau', 'https://www.imdb.com/name/nm2359674/?ref_=tt_cl_t_7')"
9,Emilie Massé,"('Emilie Massé', 'https://www.imdb.com/name/nm6801480/?ref_=tt_cl_t_8')"
10,Jasmine Barui,"('Jasmine Barui', 'https://www.imdb.com/name/nm9512659/?ref_=tt_cl_t_1')"
11,Emma Black,"('Emma Black', 'https://www.imdb.com/name/nm11082548/?ref_=tt_cl_t_2')"
12,Nicholas Hurst,"('Nicholas Hurst', 'https://www.imdb.com/name/nm12145889/?ref_=tt_cl_t_3')"
13,James Mana,"('James Mana', 'https://www.imdb.com/name/nm11028480/?ref_=tt_cl_t_4')"
14,Anna McMahon,"('Anna McMahon', 'https://www.imdb.com/name/nm9815928/?ref_=tt_cl_t_5')"
15,Zachariah Axel,"('Zachariah Axel', 'https://www.imdb.com/name/nm7719290/?ref_=tt_cl_t_1')"
16,Olivia Caffery,"('Olivia Caffery', 'https://www.imdb.com/name/nm13042620/?ref_=tt_cl_t_2')"
17,Harry Gutierrez,"('Harry Gutierrez', 'https://www.imdb.com/name/nm13251164/?ref_=tt_cl_t_3')"
18,Mekhala Bijawat,"('Mekhala Bijawat', 'https://www.imdb.com/name/nm9061240/?ref_=tt_cl_t_4')"
19,Yannick Haynes,"('Yannick Haynes', 'https://www.imdb.com/name/nm2618359/?ref_=tt_cl_t_5')"
20,Janaki Gerard,"('Janaki Gerard', 'https://www.imdb.com/name/nm12941040/?ref_=tt_cl_t_2')"
21,Mikee Joaquin,"('Mikee Joaquin', 'https://www.imdb.com/name/nm10636101/?ref_=tt_cl_t_4')"
22,TobeyCareca,"('TobeyCareca', 'https://www.imdb.com/name/nm13622602/?ref_=tt_cl_t_1')"
23,Renaud Rutten,"('Renaud Rutten', 'https://www.imdb.com/name/nm0752137/?ref_=tt_cl_t_1')"
24,Isabelle Hauben,"('Isabelle Hauben', 'https://www.imdb.com/name/nm8888651/?ref_=tt_cl_t_2')"
25,Maïlyse Hermans,"('Maïlyse Hermans', 'https://www.imdb.com/name/nm8878618/?ref_=tt_cl_t_3')"
