,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"4,3",['Keith Spiegel'],['Keith Spiegel'],A deranged fan goes on a mission to kidnap the former cast of a 1970s kids superhero show in order to produce his own episode.,1h 23min,The Junior Defenders
1,"5,3",['Judy Hecht Dumontet'],"['Judy Hecht Dumontet', 'Julius Robinson', 'Mitchell Leib']","Isidor's Tortilla Heaven is the best restaurant in the world, but has few customers and makes little money in a small town. During Mass one Sunday he is blessed with a miracle: the face of Jesus appears on one of his tortillas.",1h 38min,Tortilla Heaven
2,"2,8",['Jonathan Figg'],['Jonathan Figg'],"This outrageously hysterical urban comedy follows the lives and crimes of two wannabe white boys as they try to break into the world of hardcore ""gangsta"" rap.",1h 31min,The Bros.
3,"6,2",['Brett Ratner'],"['Jeff Nathanson', 'Ross LaManna']","Tras el intento de asesinato del embajador chino, Lee y Carter se dirigen a Paris para proteger a una mujer que tiene conocimiento de los líderes secretos de las Tríadas, el sindicato criminal más peligroso.",1h 31min,Hora punta 3
4,,DESCONOCIDO,DESCONOCIDO,,1h 27min,Hollywood Dot Com
5,"5,8",['J.K. Amalou'],['J.K. Amalou'],"Hugo was once a happily married man living an idyllic life. But the arrival of a nemesis from the past is the catalyst for his transformation to Soho drag artist as the weekend descends into a riot of strippers, gypsies, thieves and murder.",--,The Man Who Would Be Queen
6,"4,8",['Willard Carroll'],['Willard Carroll'],Ali Larter plays an American actress who becomes immersed in the Bollywood film world.,1h 50min,Marigold
7,"5,8",['Todd Livingston'],"['Nicholas Capetanakis', 'Todd Livingston']",Four college students stumble across an occult website and accidentally release a demon that is imprisoned there. Hilarity ensues.,1h 30min,"So, You've Downloaded a Demon"
8,"5,4",['Chris Lackey'],"['Chad Fifer', 'Chris Lackey']","Being a superhero is easy, but what if you are the Chosen One?",1h 19min,The Chosen One
9,"3,8",['Tony Urban'],['Tony Urban'],"The ""Overlook Animal Research Laboratory"" has long been working on genetic engineering without any trouble. That all changes one night when two would be animal liberators set free a test rabbit, not knowing that the bunny's genes have gone haywire. On the loose, the vicious little beast soon attacks a farmer - Hans Kottentail. Hans quickly begins to change. He grows f... Leer todo",1h 17min,Kottentail
10,"3,6","['Bernard Gourley', 'Master P']",DESCONOCIDO,Rapper/multi-millionaire P. Miller becomes the guardian of his sister's three children - all of whom need a father figure in their lives.,1h 28min,Uncle P
11,"7,9",['Silvana Vienne'],['Silvana Vienne'],"a fun, entertaining comedy with a message for peace in the world.",1h 36min,Beyond Baklava: The Fairy Tale Story of Sylvia's Baklava
12,"4,6",['Anne Norda'],['Anne Norda'],"The tense marriage between two painters is shaken and stirred when the husband's provocative free-spirited nude model ignites his wife's sexual and spiritual awakening. In a three way game of subtle seduction, each of the three confront desires and frustrations that threaten to destroy the illusions of their lives.",1h 27min,Red Is the Color of
13,"6,1",['Dylan Verrechia'],DESCONOCIDO,A boy will do anything to become a man and win the heart of a young sex worker - Even fight his rooster.,1h 19min,Tijuana Makes Me Happy
14,"6,5","['James Alario', 'Robin Atkin Downes']",['Sahag Gureghian'],"In this ensemble black comedy, family secrets are revealed at a memorial wake for an adulterous patriarch, when an uninvited guest shows up to blackmail his daughter.",1h 12min,For Pete's Wake!
15,"8,1","['Brad Bird', 'Jan Pinkava']",DESCONOCIDO,Una rata que sabe cocinar establece una inusual alianza con un joven trabajador de la cocina de un famoso restaurante de París.,1h 51min,Ratatouille
16,"5,1",['Shaky González'],['Shaky González'],"In this modern-day western, rumor has it that notorious gangster Frank Lowies hid millions in cash before getting tossed in the slammer. Going on little more than cryptic tattoos on a sexy stripper's body, every gunslinging scoundrel in the desert hot town of Copenhagen is on the hunt, their brows dripping with sweat and blood, and their pistols blazing in unflinching... Leer todo",1h 32min,Pistoleros
17,"6,6",['M. Cahill'],['M. Cahill'],Un padre inestable que tras salir de una institución psiquiátrica intenta convencer a su hija de que hay oro español enterrado en algún lugar bajo los suburbios.,1h 33min,El rey de California
18,"6,1","['Simon J. Smith', 'Steve Hickner']",DESCONOCIDO,"Barry es una abeja que acaba de terminar la universidad y está decepcionado con su carrera como hacedor de miel. Cuando descubre que los humanos se comen la miel, decide demandarlos.",1h 31min,Bee Movie
19,"5,8",['Abel Ferrara'],"['Abel Ferrara', 'Scott Pardo']","A screwball comedy centered on a Manhattan go-go dancing club, where a financial struggle between the owner, his accountant and his silent partner brother threatens the business's future.",1h 36min,Go Go Tales
20,"5,9",['Anna Biller'],['Anna Biller'],"Two suburban couples experiment with sex, drugs and bohemia in early 1970's Los Angeles.",2h,Viva
21,"6,8",['Stephen J. Anderson'],DESCONOCIDO,"Lewis es un brillante inventor que conoce a un misterioso desconocido llamado Wilbur Robinson, que transporta a Lewis en una máquina del tiempo y juntos forman un equipo para perseguir al tipo del bombín.",1h 35min,Descubriendo a los Robinsons
22,"5,8",['Bharat Dabholkar'],['Bharat Dabholkar'],"Fast-talking, shifty eyed Chief Minister is due for surgery but develops complications and passes away. He is whisked away by Yumraaj, the God of Death, to the heavenly gates, where the Minister must make a choice between Heaven and Swarg. Heaven did not seem too colorful, so the Minister chose Swarg, full of song and beautiful dancing women. Once in Swarg, he meets w... Leer todo",1h 53min,God Only Knows!
23,"6,0",['Kevin Connolly'],"[""Adam 'Tex' Davis""]",Young man on the wrong track suddenly finds purpose and love when he captures a serial rapist.,1h 28min,Jardinero del Edén
24,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt0408336
25,"5,8","['Bobby Farrelly', 'Peter Farrelly']",DESCONOCIDO,Un hombre recién casado que cree estar con la mujer perfecta conoce a otra mujer en su luna de miel.,1h 56min,Matrimonio compulsivo
26,"5,4",['Tom Shadyac'],DESCONOCIDO,Dios se pone en contacto con el congresista Evan Baxter y le dice que construya un arca en preparación para una gran inundación.,1h 36min,Sigo como Dios
