,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Renato Novakovic'],DESCONOCIDO,,1h 35min,Pure Fear - Nackte Angst
1,"8,0","['Antonio Zurera', 'Ángel Izquierdo']",DESCONOCIDO,,1h 20min,"RH+, el vampiro de Sevilla"
2,"3,8",['Saeed Soheili'],['Saeed Soheili'],,--,Chahar-angoshti
3,--,['Dinesh Chaudhary'],['Uttar Kumar'],The elder brother dreams of making his middle brother the commander but the youngest brother wins the match.,2h 23min,Senapati
4,--,['Dinesh Chaudhary'],['Dinesh Chaudhary'],"Due to adversity, a dacoit helps poor people and he robbed rich and the crook who is very gentle and kind for public.",2h 18min,Dakka
5,"5,4",['Hiroshi Matsuyama'],"['Saeko Hirotsu', 'Hiroto Niizato']","After one of his friends falls into a coma playing an online game called The World, Haseo logs in to find the man responsible. But before he can unravel The World's many mysteries, he'll have to awaken the secret power hidden in the code of his character.",1h 33min,.hack//G.U. Trilogy
6,"4,7",['Poj Arnon'],"['Poj Arnon', 'Thammanoon Sukulboontanom']","Yern, a bus driver, Lay, his cross-eyed best friend, and Peh, a crippled woman who sells fish at the local market are all sick of being poor. They feel the only way they will ever have a chance to be rich is to join the gang of Mafia godfather, Boss Tod. The threesome is assigned by Boss Tod to kidnap a millionaire's son. They fulfill the mission, but they accidentall... Leer todo",--,Yern Peh Lay semakute
7,"3,5",['June Daguiso'],['June Daguiso'],"After 23 years in the US Drug Enforcement Agency, marco Santini(June Daguiso) is looking forward to his retirement and time with his family. Still mourning over the drug overdose of his youngest son ,Charles, Agt. Santini cannot help but spend his final days with the DEA, taking down the crime syndicate responsible for his son's demise. His vindictive plan creates a s... Leer todo",2h,Full Circle
8,"5,6",['Raghava Lawrence'],DESCONOCIDO,A poor man becomes a benevolent gangster but faces threat from an even bigger gangster.,2h 34min,Don
9,"7,4",['Anurag Kashyap'],['Anurag Kashyap'],"A young boy, Minku, ridiculed by his friends, begs the gods to send him down to Earth, and his wish is granted.",1h 50min,Return of Hanuman
10,"3,9",['Issei Oda'],"['Akitarô Daichi', 'Kikumi Yamagishi']",A young martial arts student gets caught up in a series of Kung Fu adventures with a woman who manages a Chinese restaurant.,1h 38min,Kung-Fu Kid
11,"6,4",['Balasekaran'],"['P.K. Mishra', 'Mohan Nair']","Arvind lives a wealthy lifestyle in India along with his mom, dad, sister, Amritha, maternal grandma, an aunt, uncle, and cousin, Gautam. He has two very close friends, who he considers family, namely Chandrashekhar alias Chandru, the son of Judge Rajshekhar, and Krishnaprasad alias Krupa. Amritha and Chandru are in love with each other and are expected to get married... Leer todo",--,Naya Jigar
