,name,link
0,Camila Duarte,"('Camila Duarte', 'https://www.imdb.com/name/nm10543478/?ref_=tt_cl_t_1')"
1,Virgo Martinez,"('Virgo Martinez', 'https://www.imdb.com/name/nm10543479/?ref_=tt_cl_t_2')"
2,Luciano Antonino,"('Luciano Antonino', 'https://www.imdb.com/name/nm10027758/?ref_=tt_cl_t_3')"
3,Bianca Carolina,"('Bianca Carolina', 'https://www.imdb.com/name/nm10543482/?ref_=tt_cl_t_4')"
4,Domenica Centeno,"('Domenica Centeno', 'https://www.imdb.com/name/nm10543480/?ref_=tt_cl_t_5')"
5,Roy Cora,"('Roy Cora', 'https://www.imdb.com/name/nm10543483/?ref_=tt_cl_t_6')"
6,Sharet Mendez,"('Sharet Mendez', 'https://www.imdb.com/name/nm10543484/?ref_=tt_cl_t_7')"
7,Carola Silva,"('Carola Silva', 'https://www.imdb.com/name/nm10543481/?ref_=tt_cl_t_8')"
8,Mick Liversidge,"('Mick Liversidge', 'https://www.imdb.com/name/nm7896759/?ref_=tt_cl_t_1')"
9,Louise Wildman,"('Louise Wildman', 'https://www.imdb.com/name/nm6829518/?ref_=tt_cl_t_2')"
10,Paul French,"('Paul French', 'https://www.imdb.com/name/nm4522963/?ref_=tt_cl_t_3')"
11,Kabeer Singh,"('Kabeer Singh', 'https://www.imdb.com/name/nm10121349/?ref_=tt_cl_t_1')"
12,Shriidhar Dubey,"('Shriidhar Dubey', 'https://www.imdb.com/name/nm7436747/?ref_=tt_cl_t_2')"
13,Shahina Surve,"('Shahina Surve', 'https://www.imdb.com/name/nm10557901/?ref_=tt_cl_t_3')"
14,Nirbhay Singh,"('Nirbhay Singh', 'https://www.imdb.com/name/nm12376450/?ref_=tt_cl_t_4')"
15,Ipsit Nayak,"('Ipsit Nayak', 'https://www.imdb.com/name/nm6755751/?ref_=tt_cl_t_5')"
16,Rishabh Raj Sharma,"('Rishabh Raj Sharma', 'https://www.imdb.com/name/nm10660201/?ref_=tt_cl_t_6')"
17,Ankit Singh,"('Ankit Singh', 'https://www.imdb.com/name/nm12376443/?ref_=tt_cl_t_7')"
18,Vikhyat Swades,"('Vikhyat Swades', 'https://www.imdb.com/name/nm10930002/?ref_=tt_cl_t_8')"
19,Jinal Jain,"('Jinal Jain', 'https://www.imdb.com/name/nm12408453/?ref_=tt_cl_t_9')"
20,Khushbu Patel,"('Khushbu Patel', 'https://www.imdb.com/name/nm4490909/?ref_=tt_cl_t_10')"
21,Jan Huttanus,"('Jan Huttanus', 'https://www.imdb.com/name/nm10559560/?ref_=tt_cl_t_1')"
22,Frederike Junge,"('Frederike Junge', 'https://www.imdb.com/name/nm11846336/?ref_=tt_cl_t_2')"
23,Stefan Frohwein,"('Stefan Frohwein', 'https://www.imdb.com/name/nm10593744/?ref_=tt_cl_t_3')"
24,Grayson Taylor,"('Grayson Taylor', 'https://www.imdb.com/name/nm3579886/?ref_=tt_cl_t_1')"
25,Carole Foreman,"('Carole Foreman', 'https://www.imdb.com/name/nm10559769/?ref_=tt_cl_t_2')"
26,Te'ena Klein,"(""Te'ena Klein"", 'https://www.imdb.com/name/nm10194648/?ref_=tt_cl_t_3')"
27,Leo Grinberg,"('Leo Grinberg', 'https://www.imdb.com/name/nm5380951/?ref_=tt_cl_t_4')"
28,Catherine Ashmore Bradley,"('Catherine Ashmore Bradley', 'https://www.imdb.com/name/nm9512705/?ref_=tt_cl_t_5')"
29,Kathleen Bernhard,"('Kathleen Bernhard', 'https://www.imdb.com/name/nm10556008/?ref_=tt_cl_t_6')"
30,Andy Boxold,"('Andy Boxold', 'https://www.imdb.com/name/nm10786367/?ref_=tt_cl_t_7')"
31,Aubin Bradley,"('Aubin Bradley', 'https://www.imdb.com/name/nm10629845/?ref_=tt_cl_t_8')"
32,Lucas Cardona,"('Lucas Cardona', 'https://www.imdb.com/name/nm10786370/?ref_=tt_cl_t_9')"
33,Keira Coakley,"('Keira Coakley', 'https://www.imdb.com/name/nm10786365/?ref_=tt_cl_t_10')"
34,Andy Kalirai,"('Andy Kalirai', 'https://www.imdb.com/name/nm9454474/?ref_=tt_cl_t_1')"
35,Kianna Taylor,"('Kianna Taylor', 'https://www.imdb.com/name/nm10560295/?ref_=tt_cl_t_2')"
36,Tarun Keram,"('Tarun Keram', 'https://www.imdb.com/name/nm5519444/?ref_=tt_cl_t_3')"
37,Ranjit Samra,"('Ranjit Samra', 'https://www.imdb.com/name/nm4225655/?ref_=tt_cl_t_4')"
