,name,link
0,Katsuma Miyagi,"('Katsuma Miyagi', 'https://www.imdb.com/name/nm0594343/?ref_=tt_cl_t_1')"
1,Tomi Taira,"('Tomi Taira', 'https://www.imdb.com/name/nm0846862/?ref_=tt_cl_t_2')"
2,Misako Ôshiro,"('Misako Ôshiro', 'https://www.imdb.com/name/nm0960016/?ref_=tt_cl_t_3')"
3,John Francis Daley,"('John Francis Daley', 'https://www.imdb.com/name/nm0197855/?ref_=tt_cl_t_1')"
4,Austin Pendleton,"('Austin Pendleton', 'https://www.imdb.com/name/nm0671721/?ref_=tt_cl_t_2')"
5,Kevin Rosendo,"('Kevin Rosendo', 'https://www.imdb.com/name/nm14567943/?ref_=tt_cl_t_3')"
6,Colleen Camp,"('Colleen Camp', 'https://www.imdb.com/name/nm0131974/?ref_=tt_cl_t_4')"
7,Neil Flynn,"('Neil Flynn', 'https://www.imdb.com/name/nm0283568/?ref_=tt_cl_t_5')"
8,Steve Coulter,"('Steve Coulter', 'https://www.imdb.com/name/nm1765797/?ref_=tt_cl_t_6')"
9,Emmi Chen,"('Emmi Chen', 'https://www.imdb.com/name/nm1740089/?ref_=tt_cl_t_7')"
10,Katie Jeep,"('Katie Jeep', 'https://www.imdb.com/name/nm1715433/?ref_=tt_cl_t_8')"
11,Justin Mentell,"('Justin Mentell', 'https://www.imdb.com/name/nm1742252/?ref_=tt_cl_t_9')"
12,Gwen Kmiec,"('Gwen Kmiec', 'https://www.imdb.com/name/nm1742934/?ref_=tt_cl_t_10')"
13,Amitabh Bachchan,"('Amitabh Bachchan', 'https://www.imdb.com/name/nm0000821/?ref_=tt_cl_t_1')"
14,Arshad Warsi,"('Arshad Warsi', 'https://www.imdb.com/name/nm0451174/?ref_=tt_cl_t_2')"
15,Karisma Kapoor,"('Karisma Kapoor', 'https://www.imdb.com/name/nm0006433/?ref_=tt_cl_t_3')"
16,Anupam Kher,"('Anupam Kher', 'https://www.imdb.com/name/nm0451600/?ref_=tt_cl_t_4')"
17,Shivaji Satam,"('Shivaji Satam', 'https://www.imdb.com/name/nm0766146/?ref_=tt_cl_t_5')"
18,Sharat Saxena,"('Sharat Saxena', 'https://www.imdb.com/name/nm0768296/?ref_=tt_cl_t_6')"
19,Fatima Sana Shaikh,"('Fatima Sana Shaikh', 'https://www.imdb.com/name/nm0760778/?ref_=tt_cl_t_7')"
20,Prakash Raj,"('Prakash Raj', 'https://www.imdb.com/name/nm0695177/?ref_=tt_cl_t_8')"
21,Satya Prakash,"('Satya Prakash', 'https://www.imdb.com/name/nm0695174/?ref_=tt_cl_t_9')"
22,Ayub Khan,"('Ayub Khan', 'https://www.imdb.com/name/nm0451183/?ref_=tt_cl_t_10')"
23,Kiersey Clemons,"('Kiersey Clemons', 'https://www.imdb.com/name/nm4169922/?ref_=tt_cl_t_1')"
