,name,link
0,Yui Shibata,"('Yui Shibata', 'https://www.imdb.com/name/nm2388560/?ref_=tt_cl_t_1')"
1,Johnny Fontane,"('Johnny Fontane', 'https://www.imdb.com/name/nm0347342/?ref_=tt_cl_t_2')"
2,Rome Romanne,"('Rome Romanne', 'https://www.imdb.com/name/nm2586628/?ref_=tt_cl_t_3')"
3,Elmor C Garlitos,"('Elmor C Garlitos', 'https://www.imdb.com/name/nm9191741/?ref_=tt_cl_t_4')"
4,Tais Pikula,"('Tais Pikula', 'https://www.imdb.com/name/nm10654805/?ref_=tt_cl_t_5')"
5,Danny Zale,"('Danny Zale', 'https://www.imdb.com/name/nm7789629/?ref_=tt_cl_t_6')"
6,Irina Collaso,"('Irina Collaso', 'https://www.imdb.com/name/nm11340957/?ref_=tt_cl_t_1')"
7,Ariel Li Gotti,"('Ariel Li Gotti', 'https://www.imdb.com/name/nm11339895/?ref_=tt_cl_t_2')"
8,Daniel Volonté,"('Daniel Volonté', 'https://www.imdb.com/name/nm4108558/?ref_=tt_cl_t_3')"
9,Daniel Vanrell,"('Daniel Vanrell', 'https://www.imdb.com/name/nm9672162/?ref_=tt_cl_t_4')"
10,Leila Huari,"('Leila Huari', 'https://www.imdb.com/name/nm11000877/?ref_=tt_cl_t_5')"
11,Haydee Codon,"('Haydee Codon', 'https://www.imdb.com/name/nm12375567/?ref_=tt_cl_t_6')"
12,Lautaro Castro,"('Lautaro Castro', 'https://www.imdb.com/name/nm11116021/?ref_=tt_cl_t_7')"
13,Emmanuel Carrion,"('Emmanuel Carrion', 'https://www.imdb.com/name/nm11339894/?ref_=tt_cl_t_8')"
14,Rodrigo Ponce de León,"('Rodrigo Ponce de León', 'https://www.imdb.com/name/nm2833154/?ref_=tt_cl_t_9')"
15,Ariana Diagostino,"('Ariana Diagostino', 'https://www.imdb.com/name/nm11339896/?ref_=tt_cl_t_10')"
16,John Manzelli,"('John Manzelli', 'https://www.imdb.com/name/nm1544416/?ref_=tt_cl_t_1')"
