,name,link
0,Sarah Malfara,"('Sarah Malfara', 'https://www.imdb.com/name/nm10596268/?ref_=tt_cl_t_1')"
1,Dana Anderwald,"('Dana Anderwald', 'https://www.imdb.com/name/nm12158330/?ref_=tt_cl_t_2')"
2,Cindy Karr,"('Cindy Karr', 'https://www.imdb.com/name/nm4107892/?ref_=tt_cl_t_3')"
3,Elijah T. Temple,"('Elijah T. Temple', 'https://www.imdb.com/name/nm10109285/?ref_=tt_cl_t_4')"
4,Jim Braswell,"('Jim Braswell', 'https://www.imdb.com/name/nm2747185/?ref_=tt_cl_t_5')"
5,Mitch St. Martin,"('Mitch St. Martin', 'https://www.imdb.com/name/nm12269823/?ref_=tt_cl_t_6')"
6,Mary A. Toyama,"('Mary A. Toyama', 'https://www.imdb.com/name/nm10405154/?ref_=tt_cl_t_7')"
7,Dianne Grant,"('Dianne Grant', 'https://www.imdb.com/name/nm9045305/?ref_=tt_cl_t_8')"
8,Gabriella Milchman,"('Gabriella Milchman', 'https://www.imdb.com/name/nm12559656/?ref_=tt_cl_t_9')"
9,Madeleine Carstens,"('Madeleine Carstens', 'https://www.imdb.com/name/nm13155886/?ref_=tt_cl_t_10')"
10,Mehdi Rafiee,"('Mehdi Rafiee', 'https://www.imdb.com/name/nm13269393/?ref_=tt_cl_t_1')"
11,Diba Zahedi,"('Diba Zahedi', 'https://www.imdb.com/name/nm7172620/?ref_=tt_cl_t_2')"
12,Ilaria Pisciottani,"('Ilaria Pisciottani', 'https://www.imdb.com/name/nm13186371/?ref_=tt_cl_t_1')"
13,Mariella Sapienza,"('Mariella Sapienza', 'https://www.imdb.com/name/nm10146401/?ref_=tt_cl_t_2')"
14,Jaeun Koo,"('Jaeun Koo', 'https://www.imdb.com/name/nm8690147/?ref_=tt_cl_t_1')"
15,Hazel G. Lee,"('Hazel G. Lee', 'https://www.imdb.com/name/nm13173529/?ref_=tt_cl_t_2')"
16,Minsoo Lee,"('Minsoo Lee', 'https://www.imdb.com/name/nm5541506/?ref_=tt_cl_t_3')"
17,Archana Snigdha Bajpai,"('Archana Snigdha Bajpai', 'https://www.imdb.com/name/nm13222445/?ref_=tt_cl_t_1')"
18,Abhishek Raj,"('Abhishek Raj', 'https://www.imdb.com/name/nm13222446/?ref_=tt_cl_t_2')"
19,Will Beinbrink,"('Will Beinbrink', 'https://www.imdb.com/name/nm1080718/?ref_=tt_cl_t_1')"
20,Tamar Pelzig,"('Tamar Pelzig', 'https://www.imdb.com/name/nm2066744/?ref_=tt_cl_t_2')"
21,Greg Lucey,"('Greg Lucey', 'https://www.imdb.com/name/nm1090483/?ref_=tt_cl_t_3')"
22,Tom E. Nicholson,"('Tom E. Nicholson', 'https://www.imdb.com/name/nm7223247/?ref_=tt_cl_t_4')"
23,Troy Quinn,"('Troy Quinn', 'https://www.imdb.com/name/nm6953236/?ref_=tt_cl_t_5')"
24,Sheeba Quinn,"('Sheeba Quinn', 'https://www.imdb.com/name/nm11264199/?ref_=tt_cl_t_6')"
25,Yifen Low,"('Yifen Low', 'https://www.imdb.com/name/nm11093246/?ref_=tt_cl_t_7')"
26,Charly Charney Cohen,"('Charly Charney Cohen', 'https://www.imdb.com/name/nm5610883/?ref_=tt_cl_t_8')"
27,Noella Akwiri,"('Noella Akwiri', 'https://www.imdb.com/name/nm0015620/?ref_=tt_cl_t_9')"
28,Ofer Moses,"('Ofer Moses', 'https://www.imdb.com/name/nm13178320/?ref_=tt_cl_t_10')"
29,Jordon Talor,"('Jordon Talor', 'https://www.imdb.com/name/nm12071420/?ref_=tt_cl_t_1')"
