,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.8,['Kashou Iizuka'],['Kashou Iizuka'],"Jungo (18), a high school student living in Ota City, Gunma Prefecture, has a Filipino mother who works at a Filipina hostess bar. His mother has never told him about his father, and the only connection he has to his father is the monthly child support payments. Jungo is homosexual and has a boyfriend, Yusuke (18). Even though Yusuke wanted to form a partnership with ... Read all",1h 51m,Angry Son
1,--,['Shinji Imaoka'],['Izuchi Kisyu'],"A marriage is weaker without something in common. Sayoko (SHINDO Manami) is a seemingly carefree woman but she hides doubts about her marriage behind her cheerful demeanour. After five years of being in Tokyo, it is apparent that she has little in common with her husband and so she begins scoping out apartments which is how she meets Yohei (YOSHIMURA Kaito), a real es... Read all",1h 47m,"Far away, further away"
2,--,['Iwata Shunnosuke'],['Iwata Shinnosuke'],"We follow a transformative time for 14-year-olds during a summer and winter in Obu city, Aichi Prefecture. Arham (Arham Butt) is a junior high school kid from the Brazilian community kicking around doing a whole lot of nothing. Classmates Chiemi (Chiemi Mukoyama), who comes from the same background, has a talent for art but is seeking to define what she wants in life ... Read all",1h 37m,Switchback
3,--,['Kahori Higashi'],['Kahori Higashi'],"Koto visits an empty house that used to be her grandmother's home. In the garden, there is a strange cardboard house where an old man named Take lives, who records the sounds of the city, buries them in the ground, and creates a ""sound tomb""... This is the story of a somewhat strange but ""cool"" winter.",1h 20m,Melting Sounds
4,--,['Yuka Ibayashi'],['Ibuki Hajime'],"Kanata (NOGISHI Konoha) and her younger sister Sumire (IKEDA Nonoka) have been living apart since their parents' divorce. Kanata is having trouble adjusting to her new school and is spending her summer holiday helping her mother run her snack bar. When Kanata's mother suggests that she go to her grandmother's house for a final summer holiday memory, Kanata heads into ... Read all",1h 27m,The Wonder of a Summer Day
5,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt21225516
6,7.8,['Hilal Baydarov'],"['Hilal Baydarov', 'Aysu Akcan']","The story follows a soldier who returns from war and finds everyone in his village has rotted away due to a mysterious illness. The only survivor, his sister, is also slowly rotting, with only a dog to keep her company.",1h 29m,Sermon to the Fish
7,6.3,['Carlos Conceição'],['Carlos Conceição'],"In 1974, after years of liberation war, the Portuguese and their descendants fled the colony of Angola where pro-independence groups gradually claimed their territory back. A tribal girl discovers love and danger when her path crosses that of a young Portuguese Officer. Meanwhile, another group of Portuguese soldiers is barracked inside an infinite wall from which the... Read all",2h,Tommy Guns
8,6.7,['Valentina Maurel'],['Valentina Maurel'],"Eva a 16-year-old girl lives with her mother, her younger sister and their cat, but wants to move in with her estranged father. Clinging onto him, she tries to balance between the tenderness and sensitivity of teenage life.",1h 42m,I Have Electric Dreams
9,--,['Bogunmbe Abiola Paul'],"['Raheemot Harjhiborlah', 'Adebimpe Oyebade']",,--,Niniola
10,--,['Pascal Amanfo'],"['Nneka J. Adams', 'Frances Okeke']",There's one last box left to tick on Helen's list as she dives into the stormy waters of romance.,1h 31m,Helen's List
11,--,DESCONOCIDO,"['Sebastian Varriano', 'Alexandra Varriano', 'Kymberlee della Luce']","Trying to manage the challenges of poverty and intimacy, 17-year-old Gia navigates her way through school, friendship, and the crumbling idea of the ""American Dream"".",1h,Loose Change
12,6.2,['Franciska Eliassen'],DESCONOCIDO,"In a small town in northern Norway, Eira tries to follow in the shadow of her brilliant and rebellious older sister Vera. Lately however, something is happening to Vera. In a bid to understand, Eira starts reading her diary.",1h 20m,"Sister, What Grows Where Land Is Sick?"
13,8.5,['Moein Hasheminasab'],['Moein Hasheminasab'],The story of an elite drug developer who becomes a victim of intellectual property piracy and his life is dramatically changed.,--,Night is the Expectation of day
14,6.7,['Julie Lerat-Gersant'],DESCONOCIDO,"Camille a 16 years old pregnant girl was placed in a maternal center by the Judge. She became friends with Alison, an immature young mother, and fought against the authority of Nadine, an educator as passionate as she was disillusioned.",1h 30m,Petites
15,6.2,DESCONOCIDO,"['Allison Elizabeth Brown', 'Marcus Folmar', 'Deitrick Haddon']","Dwight Hawkins is signed with TMG Records and feels he's living a whole new life. After hitting rock bottom, he's at the point of giving it all up, until an intervention and the visitation of the Holy Spirit shows he still has a purpose.",--,Deitrick Haddon's the Fallen
