,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt15536474
1,7.1,['Daniel Jaroszek'],['Maciej Kraszewski'],Love for the world and other people and about the fact that everyone deserves a second chance. When Patryk receives it from a priest Jan Kaczkowski does not even suspect how it will change his life.,1h 59m,Johnny
2,8.7,['Rich Christiano'],['Rich Christiano'],"A prestigious magician's association is baffled by an up and coming mentalist, The Great Dexter, in the early 1970's who can apparently read minds.",1h 24m,MindReader
3,6.6,['Jacob-Carl Pauw'],['Jacob-Carl Pauw'],"After losing both his parents Ralph struggles with a depression. A year later he decides to reduce his medicines with the help of his psychiatrist, although Ralph doesn't always follow his advice. On a rainy day Ralph has one of his usual appointments with the psychiatrist. As unusual as it is, this time the psychiatrist felt compelled to tell Ralph a dramatic story, ... Read all",--,De zeven spiegels
4,4.1,['Rachel Suissa'],"['Slimane-Baptiste Berhoun', 'Choderlos de Laclos', 'Rachel Suissa']","Book smart Célène falls for bad boy Tristan at her new Biarritz high school, unaware she's part of a cruel bet he's made with social media queen Vanessa.",1h 49m,Dangerous Liaisons
5,6.2,['Dustin Bell'],['Dustin Bell'],"When Civil War veteran-turned-Egyptian-tomb-raider returns to America to solve the death of a loved one, he gets more than he bargained for.",1h 45m,Wrath of the Tarot Kings
6,8.3,['Dushyant Pratap Singh'],['Manish Muradiya'],"Champa is a labourer in Dholpur village, where her employers and policemen gangrape her. As the culprits are directly related to the local MLA, they go scot free until a brave female SP steps in to bring the rape survivor justice.",1h 14m,Trahimam
7,--,DESCONOCIDO,DESCONOCIDO,,--,Life Goes On
8,7.6,['Umang Vyas'],DESCONOCIDO,"After a man falls from his balcony, a police investigation focuses on the man's son and daughter-in-law.",2h 17m,Dear Father
9,4.3,['Justin P. Lange'],"['Simon Boyes', 'Adam Mason']","After a series of tragedies, Robert moves with his wife back to her childhood home. After he discovers an old portrait of a man who looks like him, he goes down a rabbit hole to discover the identity of this mysterious doppelganger.",1h 29m,The Visitor
10,8.6,['Mitchell Vanlerberg'],['Mitchell Vanlerberg'],"A pair of teenage martial artists are hired to kidnap a teenage celebrity to pay for their friend's operation. However, they must choose between their friend or the girl celebrity when one begins to fall for her.",--,Young Ronin
11,--,['Cedi Ali Rajah'],['Cedi Ali Rajah'],Chaos and comedy ensue when six people are ensnared in a one-night power struggle between two timeless beings.,--,Vice & Virtue
12,7.6,['Pawo Choyning Dorji'],['Pawo Choyning Dorji'],"An American travels into Bhutan in search of a valuable antique rifle and crosses paths with a young monk who wanders through the serene mountains, instructed by his teacher to make things right again.",1h 47m,The Monk and the Gun
13,--,['Katarzyna Szyngiera'],"['Weronika Murek', 'Katarzyna Szyngiera']","A young Ukrainian female director arrives at the Polish National Theatre, where she is to begin rehearsals for a feminist performance based on the well-known comedy by William Shakespeare, and encounters the chauvinistic and, at times, nationalistic reality of Polish culture.",--,Poskromienie zlosnicy
14,6.6,['David Easteal'],['David Easteal'],Every evening a man in his late 50s commutes home at the end of the working day in the outer suburbs of Melbourne.,3h,The Plains
15,--,['Tisha Griffith'],['Dawn Austin'],,--,Shooney A Suicide in Three Acts
16,6.8,['Dean Kavanagh'],['Dean Kavanagh'],Amateur filmmaker John Kline Jnr. is mute and suffers from missing time. He hires local actors to play his parents in a series of recreated home movies in order to investigate their unsolved disappearance 25 years earlier.,1h 30m,Hole in the Head
17,6.9,['Pathikrit Basu'],DESCONOCIDO,"Kuntol and Sudarshan meet when they are at their lowest. On hearing Kuntol's story, Sudarshan gets a dangerous and illegal idea that can solve both their problems that results in a hide and seek game with life.",2h 15m,Kacher Manush
18,3.5,DESCONOCIDO,"['Thomas Goersch', 'Hasso von Scotch']",When you are at the end of your life. How do you go on ?,--,Unhappy 2 - Plans
19,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt15578176
20,--,['David Geoffroy'],DESCONOCIDO,"Paris, 2032. The planet is ravaged by a virus called Angosvirus. After three years of an endless pandemic and epidemic waves, successively, France is going through the most devastating economic and social crisis in its history.",--,Effondrement
21,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt15599252
22,6.0,['Jenna Hasse'],"['Jenna Hasse', 'Nicole Stankiewicz', 'Julien Bouissoux']","On the shores of Lake Geneva, teenager Margaux meets a 7-year-old foster child and a young fisherman in his thirties. The trio find themselves torn between attraction, disappointment and the desire to escape.",1h 16m,L'amour du monde
23,--,['Ray Hayden'],"['Ray Hayden', 'Danielle Wager']","A dramatic and magical love story set in Brightlingsea, North East Essex. We follow the mysterious disappearance of Max, a local football hero with eyes on the premier league, and his fiance Brooke, a broadcast journalist making a documentary series on the history of the town, and Ava and her friends who believe they can talk to mermaids.",--,Brightlingsea Film
24,4.6,['Satram Ramani'],"['Mudassar Aziz', 'Sasha Singh']",The journey of two plus-size women Rajshree Trivedi from Meerut and Saira Khanna from New Delhi as they navigate society's beauty standards.,2h 8m,Double XL
25,6.4,['Peter Mimi'],DESCONOCIDO,"Zeko, the only child from a dysfunctional family, has won a chance to compete in a contest for smartest kid in the country. Filled with hope, whole family sets out on a two day road trip.",1h 35m,For Zeko
26,5.6,['Joaquín Carmona Hidalgo'],"['Helio Mira', 'Salvador Serrano']","A father sets out to win back the love of his son, whom he abandoned when he was one year old.",1h 36m,Last Wishes
27,7.4,['Gentian Koçi'],['Gentian Koçi'],Two identical deaf-mute twin brothers discover they suffer from a genetic disease that will also progressively and irreversibly make them blind.,1h 39m,A Cup of Coffee and New Shoes On
28,--,['Ibrahim Bülbül'],['Ibrahim Bülbül'],,--,Nisan
29,--,['Jonathan Christian'],['Jonathan Christian'],A troubled young adult seduces and blackmails unsuspecting strangers on a dating site.,1h 50m,Cursor
30,--,['Ravi Teja Siripuram'],DESCONOCIDO,,--,Praamaadya: An Intoxication
31,--,['Sergio Guerrero'],DESCONOCIDO,"An accidental shooting caught on live-stream, made a local comedian an instant celebrity and pushed him to find his own voice.",--,Clown & Out
