,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,"['Andrea Ballesta', 'Coni Samperi']",DESCONOCIDO,,--,Milkshake
1,--,"['Reece McCullagh', 'Finbar Somers']","['Reece McCullagh', 'Finbar Somers']",,--,Garden of Paradise
2,--,['Abhijeet Kamble'],"['Abhijeet Kamble', 'Nayan Pachori']",,32min,Welcome to Mumbai
3,--,['Jesko Thiel'],"['Cornelis Kater', 'Sascha Vennemann']",,24min,LO2SS
4,--,['Yasmin Gorenberg'],"['Yasmin Gorenberg', 'Myra Noveck']",,28min,40 Nickels
5,--,['Akash Motwani'],DESCONOCIDO,,--,The Long Halloween
6,--,['Maanasi Patel'],['Maanasi Patel'],,--,Taken for Granted
7,--,['Paul Howard'],['Jemma Arnold'],,18min,Sour Milk
8,"7,0",['Jaret Martino'],"['Jaret Martino', 'Alexa Petito']",,13min,The Worst Day of My Life
9,"9,6",['Viktor Szabados'],['Viktor Szabados'],,--,Szembesülés
10,"8,8",['Alejandra Hou'],"['Alejandra Hou', 'Angelica Reyes']",,15min,Inside the Notebook
11,--,['Scott Burkhardt'],['Scott Burkhardt'],,--,Girls Are Strong Here
12,"5,4",['Andy Heck'],"['Jonathan Kittrell', 'Nick Shaner']",,7min,Burn
13,--,"['Daniel Fox', 'Sean Peter Fox']",['Daniel Fox'],,--,God in the Sky
14,--,['Louise Hylland'],['Louise Hylland'],,--,R[evol]ution of Love
15,--,['Alexei Gredinaru'],['Alexei Gredinaru'],,--,Port Radacini
16,--,['Diana Chire'],['Diana Chire'],,9min,A Living Sculpture
17,--,['Fiona McKenzie'],['Fiona McKenzie'],,12min,Peninsula
18,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10165720
19,"8,1",['Ibrahim Faal'],['Ibrahim Faal'],,9min,Don't Kill My Dreams
20,--,['Naomi Fryer'],['Naomi Fryer'],,--,This River
21,--,['Daniel Stemen'],['Cedric Gegel'],,--,Growing Season
22,--,['Sylvain Pelissier'],['Sylvain Pelissier'],,--,Instinct
23,"7,9",['Lucas Vasconcelos'],['Lucas Vasconcelos'],,12min,Nada de Bom acontece depois dos 30
24,--,['Irina Hall'],['Irina Hall'],,--,Hidden
25,--,['Adam Swain Ferguson'],"['Adam Swain Ferguson', 'Caitlin R. Williams']",,--,The Exit Interview
26,--,['Brett Puglisi'],['Brett Puglisi'],,10min,Playboy Eddy
27,--,['Grace Kim'],['Grace Kim'],,7min,An Interloper's Kiss
28,"4,6",['Shane Hartline'],['Shane Hartline'],,13min,Cookie
29,"7,3",['Loïc Darses'],"['Loïc Darses', 'Lucie Simone Tremblay']",,29min,"Cercueil, tabarnak!"
30,--,['Alex Kamb'],['Alex Kamb'],,5min,Four Strokes
31,--,['Indra Villaseñor Amador'],['Indra Villaseñor Amador'],,20min,Bedtime story for ghosts
32,--,['Gerard Michael MacCarthy'],['Gerard Michael MacCarthy'],,--,Restoration
33,"6,9","['Maxime Caperan', 'Thomas Finkielkraut']","['Maxime Caperan', 'Thomas Finkielkraut']",,15min,Pornstar
34,--,['Joseph Guinan'],['Joseph Guinan'],,--,Proof of God
35,"5,9",['Rob Padilla Jr.'],"['Marie D. Jones', 'Stephen King']",,17min,Graduation Afternoon
36,--,['Jenny Gärtner'],['Jenny Gärtner'],,--,Aimbot
37,--,['Ahmed Khaled Farag'],['Ahmed Khaled Farag'],,--,The Woman Who Predicted Her Own Death
38,--,['Alexandre Bilardo'],['Alexandre Bilardo'],,14min,Le Sablier
39,"10,0","['Samuel C. Morrison Jr.', 'J. Branden Turner']",['J. Branden Turner'],,6min,Years
40,--,['Rachna Suri'],['Paddy Campbell'],,15min,Mr Whippy
41,--,['Azadeh Nikzadeh'],['Azadeh Nikzadeh'],,4min,The Girl Sitting Here
42,--,['Jennifer Reeder'],['Jennifer Reeder'],,13min,Forevering
43,"10,0",['Angela Matemotja'],['Lita Lopez'],,--,The Good Balloon
44,--,['Joel Ström'],['Joel Ström'],,--,The Simplicity of Life
45,--,['Karin Lee'],DESCONOCIDO,,--,Ts'ekoo Cha Ke: The Girl with Big Feet
46,--,['Bahador Adab'],['Bahador Adab'],,--,Peyman
47,--,['Gary Landry Jr.'],['Alistair McKenzie'],,--,Gris
48,"5,6",['Hlumela Matika'],DESCONOCIDO,,14min,Tab
49,--,['Senie Priti'],['Senie Priti'],,--,Alba
50,--,['Yung-Chih Hsu'],['Yung-Chih Hsu'],,30min,Piano Lessons
51,--,['James Allodi'],DESCONOCIDO,,17min,Bella Wild
52,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10373608
53,"5,6",['Kris Niklison'],['Kris Niklison'],,19min,Dogs
54,--,['Catherine Vouvray'],['Catherine Vouvray'],,--,Suspended
55,--,['Mitchell LeBlanc'],['Mitchell LeBlanc'],,15min,Melody
56,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10383780
57,"5,3",['Megan Tremethick'],['Megan Tremethick'],,--,Slot
58,--,['Dame Pierre'],DESCONOCIDO,,22min,Nola
59,"7,4",['Terry Loane'],['Gerard McCarthy'],,--,Just Johnny
60,--,['Mara Linsener'],['Mara Linsener'],,--,Seelenschatten
61,--,['James T. Cernero'],['James T. Cernero'],,--,Carrol Lynn
62,--,['Diana Stefanescu'],['Diana Stefanescu'],,--,"Tinerete, dulce batranete..."
63,--,['Ella Jones'],['Charlotte Hamblin'],,--,Petra
64,"8,0","['Jonatan Egholm Keis', 'Ludvig Frøkjær Thomsen']",['Jonatan Egholm Keis'],,34min,"Sail On, My Love"
65,"8,0",['Bastien Solignac'],['Bastien Solignac'],,28min,Apatrides
66,--,['Nader Farahwaschy'],"['Nader Farahwaschy', 'Amin Seqatchi']",,13min,Donkeys
67,--,['Royce Leii'],"['Royce Leii', 'Nolan Rudi']",,--,Conductor
68,--,['Cassandra Thomas'],"['Jonnie Hurn', 'Cassandra Thomas']",,22min,Riding Liberty
69,--,['Seayoon Jeong'],['Seayoon Jeong'],,4min,Captive
70,--,['Jumic Emma Anderson'],DESCONOCIDO,,--,A Better Friend
71,"9,3",['Abigail Prade'],['Abigail Prade'],,20min,A Mutual Understanding
72,--,['Zoe Deleon'],['Zoe Deleon'],,--,Girl Beast
73,--,"['Georgia Azoulay', 'Félixe De Becker']","['Georgia Azoulay', 'Félixe De Becker']",,--,Ictus
74,--,['C.S. Hughes'],['C.S. Hughes'],,--,Silver Flask
75,--,['Seth Christian'],['Seth Christian'],,--,Radley
76,--,['Mmabatho Montsho'],['Mmabatho Montsho'],,9min,The Award Ceremony
77,--,['Morgan Coffman'],['Morgan Coffman'],,--,Rachel in the Dark Room
78,--,['Will Kim'],['Will Kim'],,4min,The Hole
79,"7,9",['Alexandr Borecky'],['Alexandr Borecky'],,18min,Origin
80,"9,5",['Samik Roy Choudhury'],['Samik Roy Choudhury'],,--,Okiagari
81,"7,6",['Rakib Erick'],DESCONOCIDO,,12min,Boshack
82,"8,4",['Joffre Faria Silva'],['Joffre Faria Silva'],,19min,Being Brave
83,--,['Ermir M. B.'],['Ermir M. B.'],,--,Fighting Ghosts
84,--,['Peter Marsden'],DESCONOCIDO,,--,The Truth About Dreaming
85,--,['Jody Bryce Phelps'],['Jody Bryce Phelps'],,3min,Eingehüllt
86,--,['Will Schneider'],['Will Schneider'],,--,Ageusia
87,--,['Spencer Longmore'],"['Spencer Longmore', 'William Shakespeare']",,--,Othaniel
88,--,['Amy Poux'],['Amy Poux'],,--,Do-Nothings
89,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10622284
90,--,DESCONOCIDO,DESCONOCIDO,,--,Port Tesaturi
91,--,['Jess Collett'],"['Kiriem Bello', 'Jess Collett', 'Tolu Stedford']",,--,Baba
92,"8,0",['Leena Pendharkar'],['Leena Pendharkar'],,12min,Awaken
93,--,['Sandra Garcia-Arceo'],"['Cole McKisson', 'Riley Porter', 'Duncan Star-Boszko']",,--,Rotten
94,"8,2",['Mat Johns'],['Mat Johns'],,18min,Inertia
95,--,"['Tina Carbone', 'Jaclyn Jasgur']",['Jaclyn Jasgur'],,--,Sorry for Your Loss
96,--,['Patric James Callahan'],"['Patric James Callahan', 'Devin Lee White']",,--,1969
97,--,['Rob Haffey'],['Rob Haffey'],,--,Sick Fuck
98,--,['Craig Hinde'],DESCONOCIDO,,--,Bella
99,"7,8",['Samuel R. Gibson'],['Samuel R. Gibson'],,37min,Bright
