,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Ilka Sparringa'],"['Friedrich Bochröder', 'Ilka Sparringa']",A rising attorney messes with a local brothel and stir's up a hornet's nest. As his wife dies under mysterious circumstances he connects the dots. He has to vanish into the underground to investigate beyond the eyes of justice.,1h 40m,Overdose
1,--,DESCONOCIDO,DESCONOCIDO,"The sex addict Valentina is the complete opposite of Alina. She loves to pursue her passion, whereas Alina is compelled to do so. The psychologist Dr. Hindering accompanies the two women on a roller coaster ride of the senses.",--,Begierde - Covetousness
2,6.2,['Shivaram Mony'],DESCONOCIDO,"CATARACT is the story of a seventy-year-old man's cataract related issues. It highlights the complications after his cataract surgery. The protagonist of the movie is a seventy-year-old, middle-class man, who earns his bread &butter by selling curry masalas to local shops. He is a male chauvinist who denigrates females in the belief that they are inferior to men and t... Read all",1h 47m,Thimiram
3,7.2,['George A. Johnson'],"['George A. Johnson', 'Lonnie Norris']","The real life story of a Ukrainian woman who was separated from her three children and sold into trafficking by Russian gangsters. Defying all odds, she survived to be reunited with her children.",1h 35m,Pursuit of Freedom
4,3.3,['Janakiraman'],DESCONOCIDO,"After their first heartbreaks, four jilted young men plan drastic ways to get back at the women who left them - and are in for a sobering lesson.",1h 39m,Devdas Brothers
5,5.6,['Serge Mirzabekiantz'],"['Patrick Delperdange', 'Serge Mirzabekiantz', ""Benjamin d'Aoust""]","Lose yourself in the forest, it will show you the child you are and the adult you will be.",1h 44m,Dark Heart of the Forest
6,6.6,['Nemanja Ceranic'],DESCONOCIDO,"Mundir is a loan shark in a small Serbian town, a former boxer with diabetes. He is old school, he realizes the times have changed, and that money lending business is not what it used to be.",1h 30m,Loan Shark
7,5.0,['Steve Grimaldi'],DESCONOCIDO,A man's quest to discover if he was saved by a miracle.,1h 28m,I'm Not Him
8,4.2,['Greg A. Sager'],DESCONOCIDO,"Unable to cope with recent events, screenwriter Jason Miller dives relentlessly into his newest screenplay in an attempt to avoid dealing with a traumatic experience. Holed up in his apartment, his mental state teetering on the edge, he meets Lisa; his beautiful neighbor from down the hall and a relationship begins to develop. Jason burns the midnight oil to finish hi... Read all",1h 39m,Open Your Eyes
9,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12491138
10,6.3,['Nadav Lapid'],"['Haim Lapid', 'Nadav Lapid']","An Israeli filmmaker throws himself in the midst of two battles doomed to fail: one against the death of freedom, the other against the death of a mother.",1h 49m,Ahed's Knee
11,4.2,['Allen Kool'],DESCONOCIDO,"An aged private detective searches for a family thought to be cannibals in the 20th century, descendants from the an old Scottish family from the 16th century.",1h 36m,The Taste of Blood
12,--,['Gopalkrishna'],DESCONOCIDO,,--,Gori
13,3.1,['David Lipper'],"['Dustin Dinoff', 'Duncan Forster']","In the age of social media, teenagers tell the story that they want people to see, with each video more daring than the next. But in this small town, a series of staged ""murder"" videos are turning very real.",1h 28m,Death Link
14,6.2,['Silvia Brunelli'],"['Silvia Brunelli', 'Francesca Scanu']","Mario and Lino, two best friends, live a quiet neighborhood life until unthinkable happens: a door opens to a new world that will lead them to different paths. Their fraternal friendship is then put to the test.",1h 37m,The Miracle Child
