,name,link
0,Viju Kanthan,"('Viju Kanthan', 'https://www.imdb.com/name/nm15558178/?ref_=tt_cl_t_1')"
1,Lousnak Abdalian,"('Lousnak Abdalian', 'https://www.imdb.com/name/nm1276455/?ref_=tt_cl_t_1')"
2,Telley Savalas Otieno,"('Telley Savalas Otieno', 'https://www.imdb.com/name/nm5214254/?ref_=tt_cl_t_1')"
3,Nini Wacera,"('Nini Wacera', 'https://www.imdb.com/name/nm1833575/?ref_=tt_cl_t_2')"
4,Stanislaw Kwasniak,"('Stanislaw Kwasniak', 'https://www.imdb.com/name/nm1441895/?ref_=tt_cl_t_1')"
5,Boguslawa Pawelec,"('Boguslawa Pawelec', 'https://www.imdb.com/name/nm0667991/?ref_=tt_cl_t_2')"
6,Szymon Slawiec,"('Szymon Slawiec', 'https://www.imdb.com/name/nm15715537/?ref_=tt_cl_t_3')"
7,Mariusz Slupinski,"('Mariusz Slupinski', 'https://www.imdb.com/name/nm1563846/?ref_=tt_cl_t_4')"
8,Grazyna Walasek,"('Grazyna Walasek', 'https://www.imdb.com/name/nm0906906/?ref_=tt_cl_t_5')"
9,David Morse,"('David Morse', 'https://www.imdb.com/name/nm0001556/?ref_=tt_cl_t_1')"
10,John C. McGinley,"('John C. McGinley', 'https://www.imdb.com/name/nm0001525/?ref_=tt_cl_t_2')"
11,Caroline Kristiahn,"('Caroline Kristiahn', 'https://www.imdb.com/name/nm1122681/?ref_=tt_cl_t_3')"
12,Tuan Tran,"('Tuan Tran', 'https://www.imdb.com/name/nm0870917/?ref_=tt_cl_t_4')"
13,Les Robinson,"('Les Robinson', 'https://www.imdb.com/name/nm0732848/?ref_=tt_cl_t_5')"
14,Doug Amaturo,"('Doug Amaturo', 'https://www.imdb.com/name/nm0024208/?ref_=tt_cl_t_6')"
15,Scott Rose,"('Scott Rose', 'https://www.imdb.com/name/nm0741662/?ref_=tt_cl_t_7')"
16,Joseph M. Smith,"('Joseph M. Smith', 'https://www.imdb.com/name/nm0808834/?ref_=tt_cl_t_8')"
17,Greg Brooker,"('Greg Brooker', 'https://www.imdb.com/name/nm0111769/?ref_=tt_cl_t_9')"
18,Robert Harvey,"('Robert Harvey', 'https://www.imdb.com/name/nm0367445/?ref_=tt_cl_t_10')"
19,Gáspár Tiszai,"('Gáspár Tiszai', 'https://www.imdb.com/name/nm2593815/?ref_=tt_cl_t_1')"
20,Tamás Tircsi,"('Tamás Tircsi', 'https://www.imdb.com/name/nm2594655/?ref_=tt_cl_t_2')"
21,Roland Lukács,"('Roland Lukács', 'https://www.imdb.com/name/nm2593567/?ref_=tt_cl_t_3')"
22,Tamás Owczarek,"('Tamás Owczarek', 'https://www.imdb.com/name/nm2594758/?ref_=tt_cl_t_4')"
23,Gábor Lukács,"('Gábor Lukács', 'https://www.imdb.com/name/nm2281065/?ref_=tt_cl_t_5')"
24,Gergely Juhász,"('Gergely Juhász', 'https://www.imdb.com/name/nm2592255/?ref_=tt_cl_t_6')"
25,Gábor Reisz,"('Gábor Reisz', 'https://www.imdb.com/name/nm2520391/?ref_=tt_cl_t_7')"
26,Clu Gulager,"('Clu Gulager', 'https://www.imdb.com/name/nm0347656/?ref_=tt_cl_t_1')"
27,Tom Gulager,"('Tom Gulager', 'https://www.imdb.com/name/nm0347659/?ref_=tt_cl_t_2')"
