,name,link
0,Tsumasaburô Bandô,"('Tsumasaburô Bandô', 'https://www.imdb.com/name/nm0051765/?ref_=tt_cl_t_1')"
1,Keiko Sonoi,"('Keiko Sonoi', 'https://www.imdb.com/name/nm1671791/?ref_=tt_cl_t_2')"
2,Yasushi Nagata,"('Yasushi Nagata', 'https://www.imdb.com/name/nm0619218/?ref_=tt_cl_t_3')"
3,Kamon Kawamura,"('Kamon Kawamura', 'https://www.imdb.com/name/nm1796246/?ref_=tt_cl_t_4')"
4,Hiroyuki Nagato,"('Hiroyuki Nagato', 'https://www.imdb.com/name/nm0619227/?ref_=tt_cl_t_5')"
5,Ryûnosuke Tsukigata,"('Ryûnosuke Tsukigata', 'https://www.imdb.com/name/nm0875370/?ref_=tt_cl_t_6')"
6,Kyôji Sugi,"('Kyôji Sugi', 'https://www.imdb.com/name/nm0837475/?ref_=tt_cl_t_7')"
7,Jesse James,"('Jesse James', 'https://www.imdb.com/name/nm0416596/?ref_=tt_cl_t_1')"
8,Reiley McClendon,"('Reiley McClendon', 'https://www.imdb.com/name/nm0565823/?ref_=tt_cl_t_2')"
9,Stephen Baldwin,"('Stephen Baldwin', 'https://www.imdb.com/name/nm0000286/?ref_=tt_cl_t_3')"
10,Tom Sizemore,"('Tom Sizemore', 'https://www.imdb.com/name/nm0001744/?ref_=tt_cl_t_4')"
11,J. Todd Adams,"('J. Todd Adams', 'https://www.imdb.com/name/nm0011023/?ref_=tt_cl_t_5')"
12,Dallen Gettling,"('Dallen Gettling', 'https://www.imdb.com/name/nm0315260/?ref_=tt_cl_t_6')"
13,Jennifer Slimko,"('Jennifer Slimko', 'https://www.imdb.com/name/nm1317155/?ref_=tt_cl_t_7')"
14,Robert Costanzo,"('Robert Costanzo', 'https://www.imdb.com/name/nm0182456/?ref_=tt_cl_t_8')"
15,Vince Cecere,"('Vince Cecere', 'https://www.imdb.com/name/nm0147667/?ref_=tt_cl_t_9')"
16,Frank D'Amico,"(""Frank D'Amico"", 'https://www.imdb.com/name/nm0195124/?ref_=tt_cl_t_10')"
17,Vin Diesel,"('Vin Diesel', 'https://www.imdb.com/name/nm0004874/?ref_=tt_cl_t_1')"
18,Michelle Yeoh,"('Michelle Yeoh', 'https://www.imdb.com/name/nm0000706/?ref_=tt_cl_t_2')"
19,Mélanie Thierry,"('Mélanie Thierry', 'https://www.imdb.com/name/nm0858048/?ref_=tt_cl_t_3')"
20,Gérard Depardieu,"('Gérard Depardieu', 'https://www.imdb.com/name/nm0000367/?ref_=tt_cl_t_4')"
21,Charlotte Rampling,"('Charlotte Rampling', 'https://www.imdb.com/name/nm0001648/?ref_=tt_cl_t_5')"
22,Mark Strong,"('Mark Strong', 'https://www.imdb.com/name/nm0835016/?ref_=tt_cl_t_6')"
23,Lambert Wilson,"('Lambert Wilson', 'https://www.imdb.com/name/nm0933727/?ref_=tt_cl_t_7')"
24,Jérôme Le Banner,"('Jérôme Le Banner', 'https://www.imdb.com/name/nm1544372/?ref_=tt_cl_t_8')"
25,Joel Kirby,"('Joel Kirby', 'https://www.imdb.com/name/nm0456164/?ref_=tt_cl_t_9')"
26,Souleymane Dicko,"('Souleymane Dicko', 'https://www.imdb.com/name/nm1304673/?ref_=tt_cl_t_10')"
27,Matthias Schweighöfer,"('Matthias Schweighöfer', 'https://www.imdb.com/name/nm0777788/?ref_=tt_cl_t_1')"
28,Lena Headey,"('Lena Headey', 'https://www.imdb.com/name/nm0372176/?ref_=tt_cl_t_2')"
29,Til Schweiger,"('Til Schweiger', 'https://www.imdb.com/name/nm0001709/?ref_=tt_cl_t_3')"
