,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"5,3",['Mark Steven Johnson'],DESCONOCIDO,"Cuando el motociclista Johnny Blaze vende su alma para salvar la vida de su padre, se transforma en El Motorista Fantasma, el cazarrecompensas del Diablo, y es enviado a cazar a los pecadores.",1h 50min,Ghost Rider: El motorista fantasma
1,"6,2",['Brett Ratner'],"['Jeff Nathanson', 'Ross LaManna']","Tras el intento de asesinato del embajador chino, Lee y Carter se dirigen a Paris para proteger a una mujer que tiene conocimiento de los líderes secretos de las Tríadas, el sindicato criminal más peligroso.",1h 31min,Hora punta 3
2,"6,6",['Ray Brady'],['Ray Brady'],"Aliens appear at the UN and invite Earth to join the Galactic Federation, there is a catch though, Earth has one year to send a team of it's best fighters to represent the planet in an unarmed combat tournament. The fate of the Earth depends on the tournaments outcome.",1h 30min,Intergalactic Combat
3,"7,1",['Len Wiseman'],DESCONOCIDO,John McClane y un joven hacker unen sus fuerzas para acabar con el maestro del ciberterrorismo Thomas Gabriel en Washington D. C.,2h 8min,La jungla 4.0
4,"5,4",['Chris Lackey'],"['Chad Fifer', 'Chris Lackey']","Being a superhero is easy, but what if you are the Chosen One?",1h 19min,The Chosen One
5,"3,5",['Hyung-rae Shim'],['Hyung-rae Shim'],"Una vez cada 500 años, antiguas criaturas míticas llegan a la Tierra, causando estragos y destrucción. Esta vez deben ser detenidos.",1h 47min,Dragon Wars
6,"7,5",['David Yates'],"['Michael Goldenberg', 'J.K. Rowling']","Harry y Dumbledore intentan alertar a la comunidad mágica del retorno de Voldemort, para burla general, y se convierten en el foco de una campaña de descrédito a manos de las autoridades mágicas, mientras una burócrata autoritaria toma las riendas de Hogwarts.",2h 18min,Harry Potter y la Orden del Fénix
7,"7,6",['James Mangold'],DESCONOCIDO,Un ranchero de poca monta acepta retener a un forajido capturado que está esperando un tren para ir al juzgado de Yuma. Se produce una batalla de voluntades mientras el forajido intenta persuadir al ranchero.,2h 2min,El tren de las 3:10
8,"5,1",['Shaky González'],['Shaky González'],"In this modern-day western, rumor has it that notorious gangster Frank Lowies hid millions in cash before getting tossed in the slammer. Going on little more than cryptic tattoos on a sexy stripper's body, every gunslinging scoundrel in the desert hot town of Copenhagen is on the hunt, their brows dripping with sweat and blood, and their pistols blazing in unflinching... Leer todo",1h 32min,Pistoleros
9,"6,6",['David Slade'],DESCONOCIDO,"Después de que una ciudad de Alaska se sumerge en la oscuridad durante un mes, es atacada por una banda de vampiros sedientos de sangre.",1h 53min,30 días de oscuridad
10,"4,9",['Sebastian Gutierrez'],['Sebastian Gutierrez'],"A reporter wakes up in a morgue and finds herself a member of the undead, before vowing revenge against the sect which put her there.",1h 37min,Rise: Cazadora de sangre
11,"6,0","['Lightning Bear', 'Kenny Richards-Preston']","['Amanda Elizabeth', 'Kenny Richards-Preston']","Band reunites after 20 years, becoming involved with not only each others lives, but others who help change their outlooks.",--,Bad Blood
12,"6,3",['Sam Raimi'],DESCONOCIDO,"Un extraño simbionte procedente de otro mundo se une a Peter Parker y le provoca una confusión interior, mientras se enfrenta a nuevos villanos, tentaciones y venganzas.",2h 19min,Spider-Man 3
13,"7,2",['Sergei Bodrov'],"['Arif Aliev', 'Sergei Bodrov']","Los primeros años de la vida de Gengis Kan, que fue esclavo antes de conquistar medio mundo en 1206.",2h 6min,Mongol
14,"4,7",['Michael Kallio'],"['Michael Kallio', 'Oliver Theess']",A father has one mission: Save the life of his little girl.,1h 26min,Koreatown
15,"7,0",['Michael Bay'],DESCONOCIDO,"Una antigua lucha entre dos razas cibertronianas, los heroicos autobots y los malvados decepticons, llega a la Tierra, con una pista sobre el poder definitivo que tiene un adolescente.",2h 24min,Transformers
16,"7,8",['Edgar Wright'],"['Edgar Wright', 'Simon Pegg']","Un hábil agente de policía londinense, tras irritar a sus superiores con su vergonzosa eficacia, es trasladado a un pueblo en el que los agentes se oponen a su fervor por las normas, mientras una cadena de asesinatos asola la localidad.",2h 1min,Arma fatal
17,"7,0",['Peter Berg'],['Matthew Michael Carnahan'],Un equipo de agentes del gobierno de EE. UU. son enviados a investigar el bombardeo de una instalación estadounidense en Oriente Medio.,1h 50min,La sombra del reino
18,"6,2",['Russell Mulcahy'],['Paul W.S. Anderson'],Los supervivientes de la catástrofe de Raccoon City viajan por el desierto de Nevada con la esperanza de llegar a Alaska. Alice se une a la caravana y a su lucha contra la malvada Corporación Umbrella.,1h 34min,Resident Evil: Extinción
19,"7,1",['Ziad Ahmed'],['Ziad Ahmed'],A young Moroccan man fulfills his dream of going to America only to find himself caught in a triangle of two warring mafia families and the FBI.,2h 15min,Real Premonition
