,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.4,DESCONOCIDO,"['Raúl Ruiz', 'Omar Saavedra Santis']","The story of a man whose wife has committed suicide and appears to him as a ghost, following him everywhere and changing his personality.",1h 10m,The Tango of the Widower and Its Distorting Mirror
1,6.3,['Dana Offenbach'],DESCONOCIDO,"LOVE & ORGASMS is a dramatic comedy about women's relationships that explores the emotional challenges of healing a broken heart and the importance of sexual pleasure for women. After a heartbreaking experience, advertising executive Donna Greenberg throws herself into her work. Not ready to pursue another relationship, she finds sex without the confines of commitment... Read all",1h 22m,Love & Orgasms
2,7.7,"[""Abbi Lake O'Neill""]",DESCONOCIDO,"Kate McCarthy, a former teen sitcom star who trashed her life through drug abuse, is forced to live, fresh out of rehab, on the one remaining piece of property, her business manager, Charlie has kept out of foreclosure - a run-down apartment building in east L.A. With her one remaining trendy friend, Claire, who's still an addict and trapped in a loveless marriage, th... Read all",--,Surviving in L.A.
3,--,['Hector Echavarria'],"['Brad Bode', ""Fuad C'Amanero"", 'Hector Echavarria']","1967 China, A young boy (Dax) is left to survive on his own in the middle of no were, after his missionary parents were murdered by rebels. He is found and Raised by a Shawling Temple Monk and becomes skilled in Martial arts. 25 Years later, in Los Angeles he meets a long time friend, that now works for the FBI, who asks for his help in solving a case revolving the tr... Read all",--,Duel of Legends
4,4.7,['William Olsson'],DESCONOCIDO,"Disillusioned with the world she knows, a woman searches for meaning and affirmations of life with a dashing Yakuza gangster in Tokyo.",1h 37m,Lost Girls and Love Hotels
5,7.0,['Piotr Domalewski'],DESCONOCIDO,"Ola, a seventeen-year-old, sets off to a foreign country on her own. It turns out to be the trip of her lifetime, where she tries to reconnect with her estranged father, comes to know a different world and changes her approach to life.",1h 38m,I Never Cry
6,4.7,['Janis Rafailidou'],DESCONOCIDO,"In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.",1h 31m,Kala azar
7,5.7,['Dave Franco'],DESCONOCIDO,Two couples rent a vacation home for what should be a celebratory weekend get-away.,1h 28m,The Rental
8,5.8,['Bernard Stora'],"['Pascale Robert Diard', 'Bernard Stora']","Famous lawyer, Luc Germon adds Gilles Fontaine, one of the most powerful bosses in France, to his clients. He is suspected of having acquired a magnificent property, Villa Caprice, under questionable conditions.",1h 43m,Villa Caprice
9,5.4,DESCONOCIDO,DESCONOCIDO,A guy from a small-town takes on a ruthless criminal lawyer for his friend and sister(s).,2h 3m,Seeru
10,5.4,['Danielle Arbid'],"['Danielle Arbid', 'Annie Ernaux']","A mother falls into an addictive relationship with a Russian diplomat, with whom she has nothing in common.",1h 39m,Simple Passion
11,5.9,['Kayode Kasum'],DESCONOCIDO,"....is a narrative that takes place over the life span of a married couple, their adorable love story starting from how they meet as youths, become friends, their courtship, their marriage and the difficulties they encounter.. they can't imagine their lives without each other until the hiccups and road bumps life throws at them. they struggle to get through the rough ... Read all",1h 26m,Sweet Face
12,5.6,['Paul Solet'],"['Paul Solet', 'Adrien Brody']","Tormented by his past, a garbage man named Clean attempts a quiet life of redemption. But, soon finds himself forced to reconcile with the violence of his past.",1h 34m,Clean
13,4.7,['Imtiaz Ali'],"['Imtiaz Ali', 'Wajid Shaikh']","When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone era may offer some wisdom.",2h 22m,Love Aaj Kal
14,4.9,['Kristin Peterson Kaszubowski'],"['Kristin Peterson Kaszubowski', 'Martin Kaszubowski']","Ada, a reserved young woman with a passion for entomology, travels north to meet her girlfriend's family, but struggles to find common ground.",1h 20m,Ringolevio
15,6.7,['Ruthy Pribar'],DESCONOCIDO,"Despite living together, Asia barely interacts with her daughter Vika. Their routine is shaken when Vika's health deteriorates rapidly. Asia must step in and become the mother Vika so desperately needs",1h 25m,Asia
16,5.6,['Karlton Parris'],DESCONOCIDO,"A gritty Northern LGBTQ comedy drama. Blackpool 1953. Two young gay Yorkshire miners, Eddy and Tommy, on their annual holiday there, meet transvestite James Elbridge who is summoning up the courage to do the fabled walk from pier to pier.",1h 45m,Once a Year on Blackpool Sands
17,5.9,['Carlos Sedes'],DESCONOCIDO,"Isabel is a journalism student who is in the journal of a Galician coastal town for her work placement. During her stay, she finds an anonymous obituary dedicated to Lucía. It tells a love, friendship and treason story in 1958.",1h 59m,El verano que vivimos
18,7.2,['Alfonso Quijada'],DESCONOCIDO,"Set in the coffee fields of Latin America, the movie unfolds through the eyes of Josefina Moreno, an 18 year-old coffee picker, with a rare and amazing sense of smell.",1h 33m,The Whisper of Silence
19,6.7,['Hugo Pinto'],DESCONOCIDO,,--,A Escritora
20,8.2,['Sydney Taivavashe'],DESCONOCIDO,"How do you survive in an isolated village with a small human population and an even larger wildlife one? For Zulu, a rural, cultured man, it is a constant battle for survival. He lives a fantasy of an acclaimed musician. In reality, he is a broken-hearted drunk. He must figure out why he is ill-fated, how to take care of his ailing mother, and how to realize his dream... Read all",1h 40m,Gonarezhou: The Movie
21,5.3,['Zeina Durra'],DESCONOCIDO,"When British aid worker Hana returns to the ancient city of Luxor, she meets former lover Sultan. As she wanders, haunted by the familiar place, she struggles to reconcile the choices of the past with the uncertainty of the present.",1h 25m,Luxor
22,6.1,['Troy Ruptash'],DESCONOCIDO,A Ukrainian farmer living in Alberta loses his wife in a tragic accident. Guilt and grief send him into an emotional spiral where mysterious and inexplicable events force him to relive traumatic incidents from his childhood in Ukraine.,1h 28m,They Who Surround Us
23,5.2,['Moritz Bleibtreu'],DESCONOCIDO,Hagen develops disturbing nightmares and soon can no longer distinguish between dream and reality.,1h 36m,Cortex
24,--,['Nat Wolff'],DESCONOCIDO,"A young girl who recently lost her father bonds with one of her older sibling's friends at a high school house party. When she experiences her first heartbreak, she takes matters into her own hands.",--,Youngest
25,3.5,['Robert L. Parker III'],"['Crystal Harris', 'Robert L. Parker III']","Four single women reunite together after not seeing each other in so many years. When they meet they discover that they haven't changed much. While together they have wild parties, drinking, dancing and other fun activities. Starring Kaymecia Garvins, Marie Richards, Robin Lee Nina Holley, Ronrico Albright and Tony Terry.",1h 51m,Girlfriends Reunited
26,--,['António Borges Correia'],DESCONOCIDO,"Hugo, a teenager, imagines a movie about his loneliness.",1h 31m,Lonesome Boy
27,5.4,['Ruchi Narain'],"['Atika Chohan', 'Kanika Dhillon', 'Ruchi Narain']","When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth.",1h 59m,Guilty
28,5.8,DESCONOCIDO,"['Gerard Bush', 'Christopher Renz']",Successful author Veronica Henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,1h 45m,Antebellum
29,7.1,['Eduardo Wannmacher'],DESCONOCIDO,"Three completely different women have one thing in common: they loved and were connected to the same man. From the point of view of these women, through an intricate structure moving back and forth in time, Raul enters the story.",1h 38m,Depois de Ser Cinza
30,8.0,['Masayuki Kojima'],"['Akihito Tsukushi', 'Hideyuki Kurata']","Riko, Reg, and their new friend, Nanachi, continue their journey down the Abyss and arrive at the 5th layer. But in order for them to continue to the 6th layer, they must encounter the haunting figure of Nanachi's past: Bondrewd the Novel.",1h 53m,Made in Abyss: Dawn of the Deep Soul
31,7.0,DESCONOCIDO,DESCONOCIDO,"Based on true events, 'As far as i know' tells the story of a couple and their challenges after a rape, from the husband's perspective.",2h 3m,As Far as I Know
32,6.8,['Thatchaphong Suphasri'],"['Apichet Kamphu', 'Kiat Songsanant']","In a love triangle that miraculously mirrors her mother's romance years ago, a young woman lets her heart lead.",2h 3m,Classic Again
33,4.7,['Xu Zhanxiong'],DESCONOCIDO,"In the 1990s, the two girls and a boy who first entered the society tested the incredible destiny they experienced in the pursuit of a new life. In the flourishing 1990s, they rose up with the dream and they survived.",1h 52m,Wild Grass
34,6.1,['Joachim Hedén'],DESCONOCIDO,A winter diving trip in Norway turns into a desperate race against time for two sisters when one of them becomes trapped at the bottom of the ocean by falling rocks.,1h 22m,Breaking Surface
35,5.4,['Paul Manate'],"['Cécile Ducrocq', 'Paul Manate']","While Teivi is just a ambitious young man from the Tahitian golden youth, his distant cousin Yasmina is a full-blooded Maori owner of a mysterious gift that isolated her from the world. Their paths will clash.",1h 29m,Paradise
36,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10082520
37,--,['Tejas Dhhanraj'],DESCONOCIDO,,--,Adbhoot - ek dhandal saira vaira
