,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.3,DESCONOCIDO,"['Joel Coen', 'Ethan Coen']",A Hollywood fixer in the 1950s works to keep the studio's stars in line.,1h 46m,"Hail, Caesar!"
1,--,['Ryan Paige'],DESCONOCIDO,"When the beautiful and popular head cheerleader at suburban Plano North High School is kidnapped, high school outcasts Henry Welles and Kip Peterson take it upon themselves to solve the kidnapping and rescue the cheerleader in an effort to improve their social standing.",--,Have You Seen Me?
2,6.4,['Steve Becker'],DESCONOCIDO,"A rock & roll romantic comedy set in NYC about the pursuit of love, passion, and the meaning of life, all punctuated by an original, pulsating soundtrack and live performances by the all girl group MaxiTit.",1h 39m,Manhattan Minutiae
3,3.6,['Jay Martin'],"['James Patterson', 'Angelique Hanus', 'Jesse Spears']",A flock of winged children mount a rescue plan when wolf-boys abduct their youngest member and return her to the militarized institution that created them all.,1h 28m,Maximum Ride
4,6.1,['John Lee'],"['Paul Reubens', 'Paul Rust']",A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first holiday ever in this epic story of friendship and destiny.,1h 30m,Pee-wee's Big Holiday
5,7.9,['Scott Slone'],DESCONOCIDO,"Inspired by war films from the 1950's, Retreat! tells the story of nine U.S. Soldiers who were forced to retreat into unknown territories deep in the heart of Korea.",--,Retreat!
6,6.5,['Nick G. Miller'],"['Nick G. Miller', 'David Michael Ross']",Could the worst movie script ever written be the key to getting a down on his luck director back in the game?,--,The Unlikely's
7,5.4,DESCONOCIDO,DESCONOCIDO,"After a missed flight, an absent-minded scientist must catch a cab to make his marriage proposal but a stern driver veers him further off-course.",1h 35m,"Taxi, What's Your Name?"
8,4.2,['Tuan Vu Dinh'],DESCONOCIDO,A magical encounter leaves a young woman with a dog that must help her romance a pop star in order to transform back into a human.,1h 40m,Until You
9,--,['Jake McCoy'],"['Nick Ingrassia', 'Jake McCoy']","After their friend is killed by a supernatural monster, the Network tries to avenge their late friend by finding out how to stop it. In this Sci-Fi Thriller Comedy, Jake McCoy, Nick Ingrassia and Nick Palazzo find out what friendship really means.",1h,The Legend of Snow Figure
10,--,['Henry Secchiaroli'],"['Giovanni Giangiacomi', 'Henry Secchiaroli']",,--,Stregati dalla Bruna
11,--,['Byron Hatfield'],DESCONOCIDO,,--,The Show Might Go On
12,6.1,['Krishna Akella'],DESCONOCIDO,The movie is about an attempt by Sunil the protagonist to repay a kindness earns him the wrath of a ruthless gangster Kabir Duhan Singh the antagonist who's wish is to continue his all illegal proceedings.,--,Jakkanna
13,5.7,DESCONOCIDO,DESCONOCIDO,"Trivikraman is a Telugu movie released on 10 December, 2016. The movie is directed by Kranthi Kumar C.H. and featured Ravi Babu and Gehna Vashisht as lead characters.",1h 46m,Trivikraman
14,3.4,['Roy Krishnan'],DESCONOCIDO,"Amir, Rosham and Megat are best friends and each of them has big dreams. But things turn upside down when one of them finds a jewelry box that belongs to mafias King and Kong. Their lives are threatened when they become the target of the mafias who want their jewelry back.",1h 40m,Lu Mafia Gua Gangster
15,--,['Myles Langlois'],"['Drue Langlois', 'Myles Langlois']",,1h 20m,I Got a Videotape
16,4.0,['Artyom Aksenenko'],DESCONOCIDO,"Kira, Fedya, Artem and Zhenya continue to fight injustice. Friends are full of strength and self-confidence, because they managed to punish the unprincipled oligarch Sergei Polyansky and get out of a dangerous adventure in Bangkok.",1h 21m,Neulovimye: Jackpot
17,4.0,['Dingye Liu'],"['Teddy Chin', 'Li Shusheng']","A teen rom-com anthology centered on three different groups of friends with the same, singular mission: winning the National High School Talent Competition. Let the love triangles and dance trials begin!",1h 46m,Girls Generation
18,--,['Kevin Mafumbo'],DESCONOCIDO,A perpetual village drunkard discovers what seems like a box full of money on the road while he staggers home from a drinking spree. He starts spending the money even without opening the box. He later discovers that the box was filled with receipts and blank papers.,1h 18m,Box Ya Dough
19,--,['Kevin Mafumbo'],DESCONOCIDO,An outcast settles in a village far away from his own and sets up a fake witchcraft business.,1h 4m,Mganga Bomba
20,3.2,DESCONOCIDO,"['Conor Lastowka', 'Michael J. Nelson', 'Sean Thomason']","Scavenger girl Rey leaves her junkyard home to fulfill her destiny of escorting a robot around the galaxy. Mike Nelson, Bill Corbett, and Kevin Murphy are here to see if there's more to the story in this humorous commentary.",--,RiffTrax: Star Wars: The Force Awakens
21,--,['Haribhai Maniya'],DESCONOCIDO,Koi Aane Parnavo is a struggle for finding A Bride for Bhurabhai.. A simple and very innocent Village boy. A Out and Out Fund Ride when Bhura Bhai makes mess of every meeting for his marriage due to his innocence.,2h 32m,Koi Aane Parnavo
22,8.8,['Benni Setiawan'],DESCONOCIDO,"Itje (Velove Vexia), a village girl hopes her life will change drastically after marrying a French man, Clement (Nino Fernandez).",1h 46m,Wa'alaikumussalam Paris
23,--,['Jeffrey Hall'],"['Jeffrey Hall', 'Lindsey Sitz', 'Chris Stezin']","Course Corrections is an interactive movie where viewers make decisions for LT Sam Nichols, a junior officer aboard the USS Ramage. Created in partnership with the U.S. Naval Academy's Stockdale Center for Ethical Leadership, this unique interactive adventure allows viewers to walk a mile in the shoes of a young Naval officer and experience the consequences of decisio... Read all",1h,Course Corrections
24,--,['Nabwana I.G.G.'],DESCONOCIDO,,1h 23m,Million Dollar Kid
25,--,['Hao Zhang'],DESCONOCIDO,,1h 23m,Si ping qing nian: Hao Ge da zhan gu huo zai
26,7.2,DESCONOCIDO,"['Ricardo Grynszpan', 'Ariane Porto']","A country town has its routine interrupted by an unexpected crime: the money from the sale of a goat has been stolen. After investigations, it is discovered that the goat ate the money. What comes next is a litigious and hilarious debate to find out, who was aggrieved: the man who paid and did not keep the goat or the one who was the owner and did not receive for the ... Read all",1h 30m,O Crime da Cabra
27,--,['Frank Rajah Arase'],DESCONOCIDO,,--,Ghana Must Go
28,--,['Christopher L. Adams'],"['Grant Newcomb Henderson', 'Adam Luff']","An indie film director, Alex, and his cocky 'action hero' friend, Brad are making a campy action film, 'Ninja vs. the Underworld.' Timid with approaching women compared to Brad's flirtatious style, Alex tries online dating. On the site he meets, Kate, a struggling young actress. Kate and Alex quickly form a connection and their friends merge social circles. In the fol... Read all",--,Connection
