,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.6,['Isao Yukisada'],"['Ryûta Hôrai', 'Naoki Matayoshi']","Nagata is the director of a theater troupe. Unfortunately, he is rather unsuccessful on his finances which makes the crew has little confidence in him.",2h 16m,Theater
1,5.6,['Rafael Flores'],DESCONOCIDO,"As a sex worker (Liberty) desperately searches for housing after recently discovering she is pregnant, her ex-boyfriend/pimp (King) battles with supporting his family. Meanwhile, an undocumented teen (Augustin) struggles to survive while he sleeps on the streets of East Oakland and is pursued by a bully who he encounters in a homeless shelter. Lastly, we follow the st... Read all",1h 26m,E.14
2,6.5,['Arunkanth'],DESCONOCIDO,"A Business Fight between Young Entrepreneurs who start an Internet Radio Station, and A Magazine Publishing Corporate. The Internet Radio station hosts a Talk show on Marriage and Matrimony which kindles crazy thoughts among the public.",1h 40m,Indha Nilai Maarum
3,6.5,['Glenn Triggs'],DESCONOCIDO,"Featuring no-dialogue, Dreams of Paper and Ink follows an elderly novelist Wade, who re-visits the crossroads of his first and 2nd love through imagination and a typewriter.",1h 50m,Dreams of Paper & Ink
4,--,['Yolande k Boyom'],"['Yolande k Boyom', 'Lynneise Joseph']","The story is about Diane, a young African girl looking to belong who embarks on a life changing voyage, which takes her through the underworld of prostitution and the horrors of human trafficking. (FRENCH) L, histoire nous parle d, Diane, jeune fille a la recherché d, un aver meilleur, qui I, embarque dans un voyage a travers les enfers de la prostitution et les horro... Read all",--,The Road to Freedom
5,4.2,['Virginia Abramovich'],"['Virginia Abramovich', 'Katherine Andrews']",It's about a woman's pursuit to join her missing lover by crossing into a parallel dimension.,1h 40m,Between Waves
6,5.8,['Andrew Cohn'],DESCONOCIDO,Stanley's last shift at his fast food job takes an unexpected turn when he befriends a young African-American work employee.,1h 30m,The Last Shift
7,--,DESCONOCIDO,DESCONOCIDO,"Retired Navy SEAL and CIA operative Chuck Brandau is on his way home from burying his teammate after a particularly bad op when he runs into Linn, the local pusher. Chuck must decide to whether to let Linn live or die.",--,Rest Area
8,5.3,['Stefan Westerwelle'],"['Hannah Schweier', 'Stefan Westerwelle']",A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love.,1h 42m,Into the Beat
9,6.6,['Peter Ho-Sun Chan'],DESCONOCIDO,"After 12 years, the Chinese women's volleyball team again reached the Olympic final. The ups and downs of the Chinese women's volleyball team for more than three decades have slowly spread away.",2h 15m,Leap
10,4.4,['Brian Franklin'],DESCONOCIDO,A naive young husband must face down his obsessive and psychotic friend when their plan to elicit a confession from his adulterous wife ends in murder.,1h 15m,The Passenger
11,6.8,['Kaori Makita'],"['Hiroshi Seko', 'Kou Yoneda']",Yashiro is the president of the Shinseikai Enterprise. He leads a double life as a deviant and a masochist. Doumeki Chikara comes to work as a bodyguard for Yashiro. They begin an affair of two men with songs in their hearts.,1h 25m,Saezuru Tori Wa Habatakanai: The Clouds Gather
12,6.9,['Ismaël Ferroukhi'],DESCONOCIDO,"Mica, a boy from the slums, is hired as the handyman at a swanky tennis club in Casablanca. There is he noticed by Sophia, a former tennis champion, who takes him under her wing.",1h 43m,Mica
13,5.3,['Just Philippot'],DESCONOCIDO,"A single mother's business of a locust farm isn't doing so well. She discovers by accident that blood makes them thrive, and does her best to hide her secrets.",1h 41m,The Swarm
14,7.9,['Diego Rocha'],DESCONOCIDO,"To overcome the fear of losing his ill and aging grandfather, a forensic photographer needs to discover the truth behind the alleged suicide of an elderly man.",1h 50m,The Fall
15,4.7,['Nathan Clarkson'],DESCONOCIDO,A set of diverse characters wind up together in an old diner in a small town on Christmas Eve during a snowstorm while a young expectant couple tries to make it home on a night that's anything but silent.,1h 11m,Miracle on Highway 34
16,5.3,['Jorge Piwowarski'],"['Jorge Piwowarski', 'Federico Viescas']","Diego Lamote (Christian Sancho) is at a breaking point in his life. Having economic issues and finished his career as a footballer he decides to return to Argentina and reinvent himself as a football Manager. Francisco Méndez (Andrés Vicente), his former coach, who continues to be in charge of the sub-17 of the ""Club Atlético Acassuso"", leads a solitary life with exce... Read all",1h 26m,Un Crack
17,4.6,['Petr Zahrádka'],"['Alexandra Leclère', 'Petr Zahrádka']","Happily married for fifteen years, Zuzana finds out one day that her husband has been having an affair with another woman for a long time. Zuzana does not hesitate and decides to visit her daughter-in-law Lenka and make her a slightly unconventional proposal. Her plan is scandalous. She suggests that she share the care of Jirka and turn him into a man for a change. Le... Read all",--,Chlap na strídacku
18,3.7,['Mehmet Tanrisever'],DESCONOCIDO,,1h 47m,Keman Agitlari
19,7.3,['Karuna Kumar'],"['Tammareddy Bharadwaja', 'Nagendra Kasi', 'Karuna Kumar']","Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",2h 24m,Palasa 1978
20,6.0,['Chris Cowden'],DESCONOCIDO,"Macie (Patty Srisuwan), a Thai immigrant adopted into a North American family, must look after her dementia suffering grandfather (John Rhys-Davies), as she searches for the truth about her past.",1h 52m,Moments in Spacetime
21,5.9,['Christian Lerch'],"['Josef Einwanger', 'Christian Lerch']","Pre-teen, shy Bavarian village boy Felix hears his father died on the front in World War II, so he's left with his mother. Luckily he becomes buddies with Karri, the cocky son of local Nazi boss Ortsgruppenleiter Feik 's son Karri and thus the petty tyrant's protege as well as a ""war hero's heir"". Karri drags Felix along in attempts to prove their bravery, terrorize r... Read all",1h 33m,Das Glaszimmer
22,6.7,['JJ Fredrick'],"['JJ Fredrick', 'Pon Parthiban']",Ponmagal Vandhal (Meaning: The Precious Princess has Arrived) is a courtroom drama that takes place in Ooty. Jyotika plays the lead in the film alongside various other veteran actors playing important roles.,2h 3m,Ponmagal Vandhal
23,5.5,['David Färdmar'],DESCONOCIDO,"One morning it is over. For Hampus it is a relief to break up from their destructive relationship, while Adrian is devastated. Will he be able to survive without the love of his life, or is there a way of somehow getting him back?",1h 44m,Are We Lost Forever
24,5.9,['Prasobh Vijayan'],DESCONOCIDO,Aravind is informed that something unexpected has happened to his family and has to reach the hospital immediately. What awaits him comes as a shock as he is soon sucked into a miasma of questions that he has to fight to find the answers.,2h 1m,Anveshanam
25,7.3,['Aleem Khan'],DESCONOCIDO,"Set in the port town of Dover, Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial, she discovers he has a secret just twenty-one miles across the English Channel in Calais.",1h 29m,After Love
26,--,['John Kouromihelakis'],"['Ranelle Golden', 'Susan Meister']",This is a touching heartfelt story about love and the loss of loved ones and the hope and faith to go on and legacy of love that keeps our loved ones with us.,--,Always with you
27,5.0,['Nacho Garassino'],DESCONOCIDO,"A father, a son, and one dying wish: a trip to the sea.",1h 30m,Rumbo al Mar
28,6.8,['Robert Machoian'],DESCONOCIDO,David desperately tries to keep his family of six together during a separation from his wife. They both agree to see other people but David struggles to grapple with his wife's new relationship.,1h 25m,The Killing of Two Lovers
29,5.3,['Hiroki Inoue'],DESCONOCIDO,Two male actors are drawn to each other. Can they work things out?,1h 24m,Love Stage!!
