,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,7.0,['David F. Sandberg'],DESCONOCIDO,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,2h 12m,Shazam!
1,7.0,['Jeff Tremaine'],DESCONOCIDO,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",1h 47m,The Dirt
2,--,['Mahadev Tripathi'],DESCONOCIDO,,--,Jadugar 2
3,4.9,['Tilde Harkamp'],"['Claudia Boderke', 'Lars Mering']","Single mom Eva goes on a weekend of hotel, sauna, bikini wax and pheasant hunting with her ex's cute, young girlfriend, Bella, and their married friend, Marlene, so she can have an affair there. Nothing goes as planned.",1h 32m,Hunting Season
4,--,['Onur Aldogan'],DESCONOCIDO,,1h 50m,Sifir: Etkisiz Eleman
5,5.8,DESCONOCIDO,"['Stephen Cedars', 'Benji Kleiman', 'Scott Yacyshyn']","After status-obsessed teen Sara has sex for the first time, she wakes up the next day nine months pregnant-with an alien.",1h 36m,Snatchers
6,5.9,DESCONOCIDO,DESCONOCIDO,"Emojis are a worldwide phenomenon, with some arguing that these smiling poops and heart-eyed faces are on the verge of actually becoming their own language. Who, if anyone, is in charge of this new global digital language?",1h 21m,The Emoji Story
7,5.3,['Kenneth R. Frank'],DESCONOCIDO,One man learns to die. Another man learns to live.,1h 21m,Family Obligations
8,6.3,['Sasie Sealy'],"['Banban Cheng', 'Sasie Sealy']","Set in New York City's Chinatown, an ornery, chain-smoking Chinese grandma goes all in at the casino, landing herself on the wrong side of luck - and in the middle of a gang war.",1h 27m,Lucky Grandma
9,6.7,['Brendan Mitchell'],DESCONOCIDO,YouTubers Brendan Mitchell and his pint-sized sidekick Gabriel Mercado make their long-awaited return to Sin City. They double-down with new crew members and a mysterious fanny pack.,1h 18m,Out and About Movie 2: Las Vegas Adventure
10,5.6,['Nick Gatsby'],DESCONOCIDO,The Tenant continuously fails to escape his deadly apartment in under 5 minutes.,--,My Neighbor Wants Me Dead
11,--,['Chunxiao Li'],DESCONOCIDO,,1h 25m,Trouble Makers
12,7.1,['Sergey A.'],DESCONOCIDO,"The main character named Dima Maslennikov is sent to the eerie forest to shoot the next episode of his show. However, the filming is not going according to plan. The flock of bloodthirsty sharks started hunting at Dmitriy.",--,Forest of the Dead Sharks
13,5.7,['Dakhil Al-Nabhan'],DESCONOCIDO,"As Eisa and his friend Marwan travel through time to the year 2038, he falls in love with Rawan who leads a group of rebellions against Seri, a company that produces robots.",1h 28m,Back from 2038
14,5.0,['Helmi Yusof'],"['Nurul Salajuddin', 'Helmi Yusof']","As Bidin tries to convince his Thai girlfriend's family to let him marry her, he also has to settle an issue between him and an old enemy of his.",1h 34m,Bikers Kental 2
15,6.8,['Qasim Khallow'],DESCONOCIDO,"Enakshi is diagnosed with Alopecia, where she begins to lose hair from her scalp. Although she finds her temporary fix to this, it begins to steal previous years of her youth and takes her life by a storm. Will she be able to find a cure?",1h 50m,Gone Kesh
16,7.8,['Subash Koirala'],DESCONOCIDO,,--,Garud Puran
17,7.4,['Barry Brewer'],DESCONOCIDO,Taped in front of two sold out crowds at the Studebaker Theater in his hometown of Chicago; this stand up comedy special is the culmination of Barry's real life experiences interwoven with over fifteen years as a stand up comic.,1h 18m,Chicago I'm Home
18,--,['Ramsharan Pathak'],DESCONOCIDO,,--,100 Kada 10
19,--,['Tony Tale'],DESCONOCIDO,The most powerful villains return to claim new chapters as Tony reclaims his spot in the fight.,--,Papers 14: Purge of the Papers
20,5.5,['Tosca Musk'],DESCONOCIDO,"Based on the novel by best selling author, Jodi Ellen Malpas.",2h 6m,The Protector
21,4.9,DESCONOCIDO,DESCONOCIDO,"A nurse who recently broke up with her boyfriend is now single and ready to mingle. She is now being approached by two guys who are Best friends. The situation gets more complicated as the two best friend found out that they are going for the same girl. However, there is only one hero in every romantic movies so the two have to fight their way to her heart. The more t... Read all",--,It Could Be Him
22,--,['Kuiyong Guo'],DESCONOCIDO,"Yang Feng, a literary teenager who fell out of the college entrance examination, dreamed of becoming a ""hippie"" prodigal son and vowed to complete his list of prodigal sons during graduation: fight, pick up girls, smoke and drink, meditate, and make friends with rock singers.",1h 30m,The Road To Hippie
23,6.5,['Upi Avianto'],DESCONOCIDO,"Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.",1h 36m,My Stupid Boss 2
24,5.8,['Prakash Kunjhan Moorayil'],DESCONOCIDO,,2h 16m,Old Is Gold
25,--,['Jassu Gurung'],DESCONOCIDO,,2h,Mle Kyu
26,--,DESCONOCIDO,DESCONOCIDO,"The film contains six different stories, told from the perspectives of six different mindsets: Tiredness, exaggeration, loneliness, obsession, heartbreak and hallucinations.",--,Perspectives of the Mind
27,--,['Quraisy Mathar'],DESCONOCIDO,"Aso who has a passion for watching football at the stadium every time his favorite team competes, is put into a pesantren (Islamic boarding school) by his parents. The condition of the pesantren causes Aso to no longer be able to freely channel his hobby of watching it to the stadium. Aso then becomes friends with Dul, Yos, and Sultan, who came from different regions.... Read all",1h 24m,Suporter Masuk Pesantren
28,6.9,['Nihat Durak'],"['Tolga Aydin', 'Filiz Üstün Durak']","Yakup and Semsa are Syriac families living in Berlin with their three children and grandchildren. Twenty-five years ago they migrated from Mardin to Berlin. One day, a call comes from Mardin. This news is about Mikhael, whom they lost twenty-five years ago. Yakup and Semsa go to Mardin with their grandson, Nardin, who does not want to leave them alone.",1h 50m,The Door
29,4.8,['Jim Mendrinos'],DESCONOCIDO,"New Media Comedy presents the most unusual love story of all time. Gail is human. Her new boyfriend is not. Can a woman and a ventriloquist's dummy find true love in NYC? Check out Amanda Nicholas and her co-star ""Jack"" as they give you a taste of the RomCom as you've never seen it before!",1h 33m,Gail's New Boyfriend
30,7.3,['Svebor Mihael Jelic'],DESCONOCIDO,"Six young friends decide that the 2015 spring equinox is a great reason to throw a party. Two of them will prepare the ""venue"", the other two will get the booze, and the last two will get the weed. And right before midnight, they'll meet at the party to welcome the arrival of spring. Or not, depending on how they handle the situations they find themselves in while try... Read all",1h 34m,Zagreb Equinox
31,5.9,['Emilie Verhamme'],DESCONOCIDO,"For over a decade, Marie has had a passionate relationship with Nathan, the love of her life. When she returns into his life after a four-week absence, she finds out he has decided, without notice, to drop her from his life.",1h 40m,Sinner
32,--,['Julian Berger'],DESCONOCIDO,"After graduating high school, Quinn realizes he has one last chance to tell his long-time crush, Audrey, how he really feels.",1h 5m,Odd Love
33,6.0,['Mélanie Charbonneau'],"['Mélanie Charbonneau', 'Geneviève Pettersen']","There is Laurie, the girl next door, trying to become fabulous. There is Clara, the media social star living just for the ""likes"". And there is Elizabeth, rising up against everything. The three friends would live the summer of every possibilities, experimenting in a chaotic way the paradoxes of all young modern woman's life.",1h 52m,Fabulous
34,2.3,['Steven M. Smith'],"['Christopher Jolley', 'Steven M. Smith']",Reality TV stars attend a Halloween Scare Attraction. Suddenly the escape room turns deadly as gas leaks in leaving them unconscious. A voice tells them they must tell a truth or die. Who will survive the real scare attraction?,1h 12m,Scare Attraction
35,--,DESCONOCIDO,DESCONOCIDO,,--,Zombolicious
36,5.1,['Sandeep Ajith Kumar'],DESCONOCIDO,"A group of spirited elderly citizens who rediscover their passion for life, hailing from a village where the literacy rate is pretty low, this motley group of elders will fight against the odds to achieve their graduation dreams.",1h 50m,Mere Pyare Deshvasiyom
37,5.6,['Monika Mitchell'],DESCONOCIDO,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,1h 32m,The Knight Before Christmas
38,--,DESCONOCIDO,DESCONOCIDO,"Jane Palmer (Anaka Sandhu) is a young, fashion designer who aspires for more than the life that her fiance, Alan (Ryland Thiessan), has to offer in little ol' Winnipeg, Manitoba. When the couple accidentally come across a large amount of cash, Jane goes to great lengths to ensure nothing gets in the way of her realizing her ambitions.",--,Windfall
39,5.4,['Mike Akel'],DESCONOCIDO,A comedy about retired tennis legend attempting to win his life back by competing in a tennis rematch to win his very own tiny home.,1h 18m,The Tiny Life of Butcher Duke
40,6.2,['Luan Zhang'],"['Wei Xu', 'Luan Zhang']","Set in 1980s, a distant mountain town. Rigorous teacher Miao has his new senior high school class. He teaches and trains the rebellious and enthusiastic students, and earns respect from them all.",1h 52m,Song of Youth
41,7.5,['Toshiaki Kondô'],DESCONOCIDO,The story of a couple in their early years of marriage.,--,Eigaban Futari ecchi: Rabu agein
42,2.4,['Önder Açikbas'],DESCONOCIDO,,1h 34m,Mazlum Kuzey & Kuddusi 2 La! Kasada Para Var!
43,6.4,['Antonio Padovan'],"['Antonio Padovan', 'Marco Pettenello']","Ever since, at the age of six, Dario Cavalieri saw live images of the first moon landing, he has never stopped wanting to go there. Mario Cavalieri runs a neighborhood hardware store in Rome, until the day his existence is upset by the phone ring. His brother Dario is in prison. Mario finds himself being the only one who can take care of that brother he has seen only ... Read all",1h 36m,The Big Step
44,6.9,['Eduardo W. Roy Jr.'],DESCONOCIDO,"After several box-office flops, an independent filmmaker is encouraged to make a commercial romantic comedy that mirrors her own relationship.",1h 50m,Last Fool Show
45,4.8,['Rahul Ravindran'],DESCONOCIDO,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",2h 35m,Manmadhudu 2
46,--,['Boneyboy'],DESCONOCIDO,"Veronica seeks revenge on the evil Miss Hollywood (lachrymose) for stealing the love of her life away from her, Julia (BONEYBOY). Veronica tries writing a novel of all the different ways she would like to kill Miss Hollywood but gets swept away in her own imagination and Miss Hollywood's dark underground world.",--,Homicidal Hollywood Babes
47,6.4,['Alaa Eddine Aljem'],DESCONOCIDO,A criminal returns to the fake grave where he buried his loot years before and discovers that it has become the shrine of an unknown saint and a thriving little village.,1h 40m,The Unknown Saint
48,6.2,['Joven Tan'],DESCONOCIDO,,1h 23m,Pansamantagal
