,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,6.5,['Tommy Avallone'],DESCONOCIDO,A documentary of an entire year in the lives of five real-bearded professional Santa Clauses to find out what the rest of the year is like for a man who perpetually looks like Jolly Saint Nick.,1h 29m,I Am Santa Claus
1,--,['Sean Wist'],"['Sean Wist', 'Diara J. Townes']",Three friends who are expert gamers find themselves to be complete novices when stepping away from the controller to deal with their own life drama.,--,Gamers
2,4.9,['Peter Benson'],DESCONOCIDO,"Down on his luck in the love department, a man lies about his identity to get closer to the woman of his dreams. Unfortunately, the little white lie that brings them together may ultimately tear them apart.",1h 43m,What an Idiot
3,5.0,['Guy Pigden'],DESCONOCIDO,"A young runner, on a Zombie film set, has the first day from hell when real Zombies overrun the set.",1h 44m,I Survived a Zombie Holocaust
4,2.7,['Andrew Patterson'],DESCONOCIDO,"Nerdy schoolteacher Drew flees to the country to avoid the rapidly spreading plague of undead but she is quickly overcome by a lack of survival skills, the relentless Texas heat and, of course, zombies.",1h 30m,Let There Be Zombies
5,5.4,DESCONOCIDO,"['Dane Clark', 'Linsey Stewart']",A brokenhearted woman teams up with her ex-boyfriend to try and stop the hitman she accidentally hired to kill him.,1h 18m,I Put a Hit on You
6,5.8,['Kim Chapiron'],DESCONOCIDO,Three students of a French business school attempt to apply their academic outlines to their sex lives.,1h 30m,Smart Ass
7,6.2,['Kiah Roache-Turner'],"['Kiah Roache-Turner', 'Tristan Roache-Turner']",A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.,1h 38m,Wyrmwood: Road of the Dead
8,--,['Yu Katsumata'],DESCONOCIDO,"28-year-old Shoko Otsuka reminisces about a boy she liked in high school. His name was Mizuno. However, when she mentions him to her close friends from that era, no one seems to remember him. While thinking about this boy she was infatuated with back then, she begins to develop feelings for a new coworker. Finally, their romance blossoms, just as Shoko learns the trut... Read all",1h 36m,Tsuki ga kirei desune
9,4.6,['Delphine de Vigan'],DESCONOCIDO,Emma thinks she's inadequate sexually and she decides to improve her skills.,1h 31m,Best in Bed
10,4.7,['Morten Boesdal Halvorsen'],"['Morten Boesdal Halvorsen', 'Flemming Klem', 'Ine Urheim']",Acacia is sent to a mental hospital after crippling a man with her alternative medicine. She creates chaos there by treating the other patients and staff.,1h 17m,Kolbøttefabrikken
